Rrs[¦È_0,0,0](555)  Rrs[¦È_0,0,0](659)  Rrs[¦È_0,0,0](865)  Rrs[¦È_0,0,0](1375)  Rrs[¦È_0,0,0](1610)  Rrs[¦È_0,0,0](2250)  Rrs[¦È_0,¦È,¦¤¦Õ](555)  Rrs[¦È_0,¦È,¦¤¦Õ](659)  Rrs[¦È_0,¦È,¦¤¦Õ](865)  Rrs[¦È_0,¦È,¦¤¦Õ](1375)  Rrs[¦È_0,¦È,¦¤¦Õ](1610)  Rrs[¦È_0,¦È,¦¤¦Õ](2250)  
  1.17480200E-02   2.39821755E-03   2.05114825E-04   1.69861161E-06   1.14538421E-06   3.59896018E-07   1.24084164E-02   2.40996850E-03   1.89641067E-04   1.55779418E-06   1.05252885E-06   3.32006698E-07 
  1.13217546E-02   5.34582200E-03   5.17773541E-04   4.45059731E-06   3.03149950E-06   9.72076161E-07   1.13617079E-02   5.36138528E-03   5.15924845E-04   4.40690059E-06   3.00149896E-06   9.61534903E-07 
  5.51265224E-03   8.08177403E-04   6.27439540E-05   5.25712452E-07   3.58861299E-07   1.15927365E-07   5.52662684E-03   8.04555410E-04   6.15663154E-05   5.12985774E-07   3.50059379E-07   1.12968623E-07 
  5.40481241E-03   7.77158124E-04   5.69851648E-05   4.48318179E-07   3.00077854E-07   9.29077446E-08   5.41070642E-03   7.69122998E-04   5.45663712E-05   4.21174670E-07   2.81385760E-07   8.69346573E-08 
  9.10437403E-03   2.23077018E-03   1.80985658E-04   1.51240944E-06   1.03803556E-06   3.38493344E-07   9.18482348E-03   2.30443862E-03   2.00512618E-04   1.72949356E-06   1.18692947E-06   3.86952434E-07 
  2.88946975E-03   3.95278713E-04   2.57569731E-05   1.88143029E-07   1.25124675E-07   3.85565361E-08   2.89894566E-03   3.98037443E-04   2.65083929E-05   1.97169120E-07   1.31297176E-07   4.04950104E-08 
  1.66964129E-02   2.95909126E-03   2.17639914E-04   1.75371042E-06   1.17389516E-06   3.62346201E-07   1.75021481E-02   3.10832515E-03   2.20314972E-04   1.72911395E-06   1.15460161E-06   3.58495465E-07 
  1.49584614E-02   7.31195655E-03   6.69827598E-04   5.47186738E-06   3.72703885E-06   1.19370844E-06   1.51685372E-02   7.41730878E-03   6.63748753E-04   5.26921427E-06   3.58627055E-06   1.14724972E-06 
  6.78881496E-03   1.27589180E-03   1.05559522E-04   9.01701856E-07   6.22357549E-07   2.05914598E-07   6.81306331E-03   1.28964005E-03   1.08035821E-04   9.29037185E-07   6.41898487E-07   2.12582781E-07 
  3.60122217E-02   1.68429728E-02   1.21037990E-03   9.27717547E-06   6.14491874E-06   1.85311499E-06   3.60318385E-02   1.68587177E-02   1.21465268E-03   9.06949574E-06   6.00350783E-06   1.80799238E-06 
  2.65322212E-02   7.15534572E-03   4.58601828E-04   3.40484193E-06   2.26388675E-06   6.89241523E-07   2.90890259E-02   8.15182301E-03   5.61217737E-04   4.36329818E-06   2.90281958E-06   8.84089892E-07 
  2.92187534E-03   3.47615646E-04   2.15036862E-05   1.49928288E-07   9.81385934E-08   2.92325704E-08   3.51133399E-03   4.34738979E-04   2.79442190E-05   1.92845366E-07   1.26319294E-07   3.76393724E-08 
  1.41972131E-02   4.29637660E-03   3.43427591E-04   2.77634031E-06   1.87263787E-06   5.88397099E-07   1.55856399E-02   4.74545302E-03   3.72703124E-04   3.03982585E-06   2.05231059E-06   6.46063050E-07 
  3.09873549E-03   4.80896827E-04   3.27477772E-05   2.41102232E-07   1.59948472E-07   4.89393599E-08   2.85466646E-03   4.15409278E-04   2.78179265E-05   2.06526141E-07   1.37266666E-07   4.21172305E-08 
  1.28333044E-02   2.16674005E-03   1.56036474E-04   1.18554274E-06   7.91303628E-07   2.43453220E-07   1.38906803E-02   2.20890556E-03   1.53691395E-04   1.21149535E-06   8.12433728E-07   2.52326484E-07 
  1.98009019E-02   6.41948421E-03   5.03560686E-04   4.10752112E-06   2.77364339E-06   8.72500756E-07   2.16702522E-02   7.14026148E-03   5.30063465E-04   4.12291009E-06   2.77949679E-06   8.71629053E-07 
  3.12818837E-02   1.60982220E-02   1.26568808E-03   9.39614682E-06   6.26362354E-06   1.91621261E-06   3.71369655E-02   1.99345331E-02   1.58127309E-03   1.10250686E-05   7.34019049E-06   2.24915883E-06 
  1.18275205E-02   2.06421324E-03   1.56508474E-04   1.27993705E-06   8.68272617E-07   2.76410824E-07   1.58282839E-02   2.83530464E-03   2.09349025E-04   1.73127456E-06   1.17142332E-06   3.73135616E-07 
  8.98084464E-03   1.84038159E-03   1.39843046E-04   1.14794997E-06   7.80477553E-07   2.49650933E-07   1.06547901E-02   2.18936566E-03   1.64087993E-04   1.35208741E-06   9.18709659E-07   2.93324317E-07 
  8.58963165E-03   1.20685873E-03   8.44161964E-05   6.43601315E-07   4.26357902E-07   1.29046870E-07   8.65650949E-03   1.23900288E-03   9.00177535E-05   6.94336447E-07   4.60262258E-07   1.39437585E-07 
  9.62666872E-03   3.02498429E-03   2.74390566E-04   2.32355698E-06   1.57881412E-06   5.04099248E-07   1.08582618E-02   3.28665042E-03   2.62581696E-04   2.18108705E-06   1.48564959E-06   4.76421220E-07 
  1.16685277E-02   9.80713545E-03   8.15868762E-04   6.29454021E-06   4.21656610E-06   1.30433097E-06   1.40318257E-02   1.19444356E-02   9.80104461E-04   7.38606943E-06   4.94184634E-06   1.52454718E-06 
  2.86030659E-03   3.40267521E-04   2.13055417E-05   1.51088503E-07   9.97028380E-08   3.02507138E-08   2.75805476E-03   3.29701447E-04   2.29451378E-05   1.74651366E-07   1.16023480E-07   3.55037995E-08 
  1.10412511E-02   1.53677478E-03   1.04317895E-04   7.98337943E-07   5.29329147E-07   1.60268922E-07   1.22880372E-02   1.79996406E-03   1.28037150E-04   9.95942367E-07   6.60160166E-07   1.99734499E-07 
  9.38401748E-03   2.13014432E-03   1.83289952E-04   1.56226367E-06   1.06575557E-06   3.42534703E-07   9.87669169E-03   2.16305194E-03   1.71920827E-04   1.41884503E-06   9.66903278E-07   3.11156796E-07 
  3.01215658E-03   3.60426160E-04   2.30954792E-05   1.61482536E-07   1.05179357E-07   3.09397278E-08   2.91039708E-03   3.41578387E-04   2.24682031E-05   1.61678644E-07   1.05640715E-07   3.11639526E-08 
  1.95870922E-02   1.24260419E-02   1.06880811E-03   8.09914102E-06   5.43803214E-06   1.68972500E-06   2.27356814E-02   1.47598276E-02   1.26212780E-03   9.22954350E-06   6.19038191E-06   1.91752840E-06 
  7.86087990E-03   1.55921239E-03   1.25101510E-04   1.06621920E-06   7.34957714E-07   2.41791817E-07   9.53099310E-03   1.89501666E-03   1.53809689E-04   1.33324302E-06   9.15423297E-07   3.01129722E-07 
  3.02643532E-02   8.22191881E-03   5.41544944E-04   4.12835355E-06   2.73725066E-06   8.27663333E-07   3.02672205E-02   8.22220281E-03   5.41301749E-04   4.12386992E-06   2.73424709E-06   8.26739205E-07 
  4.89141065E-03   6.20684707E-04   4.31050971E-05   3.22979449E-07   2.13766292E-07   6.47921722E-08   5.03537549E-03   6.14722512E-04   4.25298915E-05   3.17164110E-07   2.10039357E-07   6.46191953E-08 
  1.01010423E-02   2.12269180E-03   1.72495919E-04   1.43942901E-06   9.78276023E-07   3.12540519E-07   1.23871154E-02   2.52685267E-03   1.86641858E-04   1.52762307E-06   1.04508406E-06   3.30862726E-07 
  2.64284941E-02   7.32529557E-03   4.83367105E-04   3.62092695E-06   2.40985703E-06   7.35166235E-07   2.65482865E-02   7.44854505E-03   5.31353557E-04   4.17490360E-06   2.77916005E-06   8.47929334E-07 
  9.52307842E-03   1.61037159E-03   1.26736737E-04   1.01653220E-06   6.83162229E-07   2.13352979E-07   9.81844828E-03   1.56023437E-03   1.19156445E-04   9.67334852E-07   6.52382142E-07   2.05752649E-07 
  6.70074885E-03   1.72576176E-03   1.38442939E-04   1.13055017E-06   7.67593185E-07   2.44984859E-07   6.79065622E-03   1.71749200E-03   1.36710173E-04   1.11950882E-06   7.60792820E-07   2.43303815E-07 
  4.48190663E-03   1.03087140E-03   8.19887271E-05   6.78319344E-07   4.61176164E-07   1.47799781E-07   4.78868651E-03   1.04285569E-03   7.90700430E-05   6.19920487E-07   4.34597777E-07   1.45250789E-07 
  3.95411785E-03   5.55472961E-04   4.05151467E-05   3.37279655E-07   2.32818084E-07   7.72553435E-08   3.97167859E-03   5.45511898E-04   4.14785296E-05   3.54977235E-07   2.45568359E-07   8.16385680E-08 
  2.62330619E-02   2.01685700E-02   1.54939557E-03   1.12177605E-05   7.44045866E-06   2.24686131E-06   2.75935717E-02   2.13620387E-02   1.64048396E-03   1.15226752E-05   7.63826066E-06   2.30383632E-06 
  3.25142200E-02   1.10260747E-02   6.89151243E-04   4.96649359E-06   3.28918295E-06   9.92025074E-07   3.54648460E-02   1.23455453E-02   7.86052442E-04   5.73465742E-06   3.79811240E-06   1.14538742E-06 
  1.13063649E-02   2.21662718E-03   1.85450555E-04   1.55720159E-06   1.05629297E-06   3.36103936E-07   1.12676952E-02   2.16814907E-03   1.71330862E-04   1.39939408E-06   9.50138331E-07   3.02036600E-07 
  1.18390503E-02   2.75873398E-03   2.38358444E-04   2.02271122E-06   1.39418108E-06   4.58385760E-07   1.19265888E-02   2.82607853E-03   2.55020025E-04   2.20420725E-06   1.51903337E-06   4.99157394E-07 
  3.10229716E-03   3.55742091E-04   2.23072473E-05   1.58115314E-07   1.03955860E-07   3.12335083E-08   3.17493182E-03   3.75635922E-04   2.54149551E-05   1.87797632E-07   1.23746316E-07   3.61867642E-08 
  9.06155916E-03   1.52521884E-03   1.19477412E-04   9.67227577E-07   6.53204812E-07   2.05929925E-07   1.00402871E-02   1.59149773E-03   1.17152075E-04   9.38253610E-07   6.34180436E-07   2.00130825E-07 
  2.34369245E-02   6.83293832E-03   5.18211853E-04   4.14728176E-06   2.75748265E-06   8.38096528E-07   2.43796150E-02   7.12856135E-03   5.24002265E-04   4.15949337E-06   2.76516807E-06   8.40626941E-07 
  7.08880218E-03   9.71774755E-04   5.98188013E-05   4.28239722E-07   2.82477384E-07   8.49923148E-08   7.28204517E-03   1.05859682E-03   7.91563797E-05   6.09823741E-07   4.04155831E-07   1.22499335E-07 
  6.81078362E-03   2.22900526E-03   1.87633192E-04   1.58869912E-06   1.08727336E-06   3.52418564E-07   6.81070149E-03   2.22849481E-03   1.87435616E-04   1.58644864E-06   1.08572177E-06   3.51912980E-07 
  1.59021869E-02   3.82184243E-03   3.00246779E-04   2.43088616E-06   1.65239923E-06   5.28288313E-07   1.94101616E-02   4.86125005E-03   3.71190154E-04   2.99878566E-06   2.03775655E-06   6.50479003E-07 
  1.85963312E-02   5.63356555E-03   4.54270169E-04   3.59917094E-06   2.39591078E-06   7.31185760E-07   1.95879007E-02   5.77741285E-03   4.09663438E-04   3.20849312E-06   2.14077833E-06   6.56603586E-07 
  7.74678642E-03   1.78841389E-03   1.50600534E-04   1.24388985E-06   8.39067732E-07   2.63974143E-07   8.30265932E-03   1.80145773E-03   1.38561350E-04   1.13645249E-06   7.67838390E-07   2.42451171E-07 
  1.26452610E-02   2.98089374E-03   2.04626373E-04   1.58784932E-06   1.06066852E-06   3.26433888E-07   1.46058030E-02   3.62268823E-03   2.66262847E-04   2.10717052E-06   1.40674801E-06   4.32237140E-07 
  5.20032516E-03   9.83818522E-04   7.66347635E-05   6.43999995E-07   4.42690970E-07   1.45149462E-07   6.31543586E-03   1.16153842E-03   9.12379873E-05   7.77322296E-07   5.34382037E-07   1.75013566E-07 
  8.16083475E-03   2.66252796E-03   2.35626808E-04   2.04312278E-06   1.39972948E-06   4.54458649E-07   8.16775603E-03   2.65330682E-03   2.30104208E-04   1.97231139E-06   1.35079469E-06   4.38473918E-07 
  1.66482787E-02   3.01820423E-03   2.15552108E-04   1.72113327E-06   1.15481447E-06   3.58705303E-07   1.90153015E-02   3.68186826E-03   2.79561873E-04   2.24574567E-06   1.50456815E-06   4.65834311E-07 
  2.13547902E-02   5.25019196E-03   3.52792998E-04   2.74346098E-06   1.82281537E-06   5.53754205E-07   2.30471496E-02   5.83565992E-03   4.08117679E-04   3.16198772E-06   2.09930298E-06   6.36691862E-07 
  1.43102631E-02   5.61903350E-03   5.32596060E-04   4.22963058E-06   2.87246852E-06   9.15900584E-07   1.55488907E-02   6.06840329E-03   5.36122637E-04   4.39220395E-06   2.99368199E-06   9.61949654E-07 
  5.99782518E-03   8.78399368E-04   6.06346475E-05   4.50848593E-07   2.96281907E-07   8.82116309E-08   6.03991440E-03   8.95904554E-04   6.28284457E-05   4.69004822E-07   3.08066777E-07   9.17371120E-08 
  1.30480236E-02   2.19710218E-03   1.60869053E-04   1.28030599E-06   8.57895829E-07   2.65918258E-07   1.46519902E-02   2.49660094E-03   1.81436306E-04   1.43493646E-06   9.63676906E-07   2.98254668E-07 
  5.29927351E-03   7.20981668E-04   5.21597555E-05   4.14085178E-07   2.78374952E-07   8.70360796E-08   5.78056717E-03   8.18015281E-04   6.01650130E-05   4.77541317E-07   3.20720189E-07   1.00131338E-07 
  1.12100707E-02   1.79047023E-03   1.32662941E-04   1.06604190E-06   7.19485941E-07   2.26882717E-07   1.14063612E-02   1.80986664E-03   1.35032472E-04   1.09761040E-06   7.41602419E-07   2.34080936E-07 
  2.98480333E-02   1.28531260E-02   8.75894701E-04   6.70140310E-06   4.44066708E-06   1.34058670E-06   3.10923209E-02   1.38668704E-02   1.00195227E-03   7.67279478E-06   5.08113534E-06   1.53208562E-06 
  7.18713894E-03   1.14520007E-03   8.35193994E-05   6.47878065E-07   4.29690580E-07   1.30246545E-07   8.41702417E-03   1.39413586E-03   1.02615998E-04   7.92560767E-07   5.23485858E-07   1.58315212E-07 
  3.14519133E-02   1.83820121E-02   1.47776674E-03   1.14337284E-05   7.60048703E-06   2.31036351E-06   3.41328200E-02   2.03143305E-02   1.57853535E-03   1.09641909E-05   7.28235295E-06   2.21132177E-06 
  2.20813538E-02   4.08473326E-03   2.83460192E-04   2.21458732E-06   1.46725364E-06   4.42945378E-07   2.44838736E-02   4.71684340E-03   3.27345781E-04   2.51361960E-06   1.66454468E-06   4.92298308E-07 
  3.55485811E-03   5.99987468E-04   4.01972238E-05   2.96264952E-07   1.96488301E-07   5.99577024E-08   3.45718372E-03   5.62095239E-04   3.96541485E-05   3.02258692E-07   2.01175165E-07   6.17184313E-08 
  1.03933839E-02   2.09206313E-03   1.59503048E-04   1.31463847E-06   8.90826536E-07   2.82685925E-07   1.25218720E-02   2.53556069E-03   1.88164874E-04   1.53396287E-06   1.03882439E-06   3.29180579E-07 
  6.82874872E-03   1.55731020E-03   1.32294094E-04   1.11664188E-06   7.66027844E-07   2.49973132E-07   6.91220812E-03   1.56138607E-03   1.34011608E-04   1.15931130E-06   7.97249015E-07   2.60815221E-07 
  7.16162152E-03   1.11097783E-03   8.06071690E-05   6.33165588E-07   4.23509872E-07   1.30776448E-07   8.78274741E-03   1.34034542E-03   9.62217735E-05   7.53919244E-07   5.02631215E-07   1.54390056E-07 
  2.26863372E-02   5.50783643E-03   3.57060659E-04   2.70369335E-06   1.79841762E-06   5.47902394E-07   2.27108746E-02   5.54448080E-03   3.74623317E-04   2.91374041E-06   1.93917233E-06   5.91294559E-07 
  1.66803344E-02   3.27357285E-03   2.34417571E-04   1.83979072E-06   1.22740121E-06   3.76686380E-07   1.74293846E-02   3.40189632E-03   2.37552860E-04   1.85685750E-06   1.23916813E-06   3.80538397E-07 
  5.79114162E-03   8.74285727E-04   6.61997459E-05   5.10495223E-07   3.39037493E-07   1.03341027E-07   5.80791176E-03   7.89239501E-04   5.50814579E-05   4.18213056E-07   2.77758410E-07   8.47466825E-08 
  2.36466027E-02   6.74850704E-03   4.66213843E-04   3.63627857E-06   2.41890010E-06   7.36553020E-07   2.63043159E-02   7.66069694E-03   5.07420362E-04   3.87978673E-06   2.57910233E-06   7.84678460E-07 
  1.36567704E-02   3.36258459E-03   2.56744150E-04   2.03467497E-06   1.35656342E-06   4.15711741E-07   1.59374051E-02   3.86262548E-03   2.67451017E-04   2.10499305E-06   1.40454204E-06   4.30918967E-07 
  1.04261048E-02   2.78276617E-03   2.32738715E-04   1.90931259E-06   1.28228508E-06   3.99048917E-07   1.08687539E-02   2.75706877E-03   2.03596262E-04   1.64204068E-06   1.10669647E-06   3.38996876E-07 
  9.00246246E-03   1.49483596E-03   1.14653340E-04   9.48596902E-07   6.45122382E-07   2.06598099E-07   9.04526293E-03   1.50294240E-03   1.16554297E-04   9.74308944E-07   6.63250351E-07   2.12656873E-07 
  7.61937000E-03   1.77268791E-03   1.62918490E-04   1.47420717E-06   1.02516974E-06   3.43036576E-07   8.85652441E-03   2.00510681E-03   1.69405625E-04   1.52005809E-06   1.05671914E-06   3.45192718E-07 
  5.09028166E-03   8.74878701E-04   6.67810152E-05   5.29296763E-07   3.55405067E-07   1.10915948E-07   5.02575649E-03   8.32455043E-04   6.09044833E-05   4.75519853E-07   3.18885594E-07   9.93744143E-08 
  1.50234648E-02   5.16438582E-03   4.41589026E-04   3.74105338E-06   2.53876139E-06   8.06480402E-07   1.54467933E-02   5.32248114E-03   4.44491509E-04   3.62547478E-06   2.45391654E-06   7.75625060E-07 
  1.65486233E-02   3.45232192E-03   2.59714416E-04   2.10560598E-06   1.42153971E-06   4.48142697E-07   1.95661033E-02   4.21885754E-03   3.08533615E-04   2.50823294E-06   1.69434932E-06   5.31866914E-07 
  1.04446627E-02   2.17556684E-03   1.63661640E-04   1.33326712E-06   8.97964602E-07   2.81249368E-07   1.27404967E-02   2.66813655E-03   1.93380321E-04   1.55301152E-06   1.04926602E-06   3.28004548E-07 
  5.27759943E-03   8.41507880E-04   6.27841479E-05   5.18403656E-07   3.54366384E-07   1.14942230E-07   6.19754712E-03   9.67391560E-04   7.50778067E-05   6.33096596E-07   4.33205339E-07   1.40438219E-07 
  4.01452382E-02   2.49989235E-02   2.19745370E-03   1.79528242E-05   1.18816802E-05   3.58262844E-06   4.03815825E-02   2.51241424E-02   2.12443732E-03   1.64705999E-05   1.08997200E-05   3.28389751E-06 
  1.26390669E-02   2.77414142E-03   2.09137663E-04   1.66226626E-06   1.11780509E-06   3.49180034E-07   1.35867104E-02   2.93161171E-03   2.16386348E-04   1.73929086E-06   1.17112395E-06   3.66706916E-07 
  8.88465163E-03   1.51395218E-03   1.17508508E-04   9.65242855E-07   6.54129264E-07   2.07962721E-07   9.13689619E-03   1.60346626E-03   1.26747416E-04   1.03795319E-06   7.02384851E-07   2.22614815E-07 
  4.02169153E-02   2.35959527E-02   1.76160037E-03   1.31632769E-05   8.71482979E-06   2.61950443E-06   4.43055832E-02   2.65039902E-02   1.93127763E-03   1.26623059E-05   8.38779320E-06   2.50205893E-06 
  2.38528411E-02   1.03986074E-02   8.44011059E-04   6.60423432E-06   4.44369533E-06   1.38751239E-06   3.25198122E-02   1.54627289E-02   1.25415820E-03   9.17167982E-06   6.16582510E-06   1.91644133E-06 
  2.79301334E-03   6.57003852E-04   4.80441418E-05   3.77398779E-07   2.54263881E-07   8.01049590E-08   2.80097833E-03   6.61642484E-04   4.87782932E-05   3.84264894E-07   2.58897185E-07   8.15795316E-08 
  4.62988669E-03   7.05600160E-04   5.21845273E-05   4.29928034E-07   2.94057737E-07   9.55425192E-08   4.79670521E-03   7.27781183E-04   5.62642298E-05   4.75809203E-07   3.24481491E-07   1.06270841E-07 
  9.06699977E-03   2.07630533E-03   1.83224666E-04   1.57993125E-06   1.07133206E-06   3.39243875E-07   1.03345177E-02   2.18460795E-03   1.57709717E-04   1.23956908E-06   8.35384150E-07   2.63703547E-07 
  5.34973482E-03   1.20909689E-03   1.00526148E-04   8.30823979E-07   5.63116768E-07   1.79223706E-07   5.28984436E-03   1.15133913E-03   9.25619390E-05   7.63395464E-07   5.17841231E-07   1.64895826E-07 
  9.90485212E-03   1.46193572E-03   1.05045810E-04   8.28277600E-07   5.54739555E-07   1.71899769E-07   1.01063545E-02   1.48521984E-03   1.07998209E-04   8.56315923E-07   5.73701093E-07   1.77818034E-07 
  2.25554269E-02   6.03046818E-03   4.32586306E-04   3.33399585E-06   2.22399880E-06   6.82275003E-07   2.28729014E-02   6.13746682E-03   4.49519477E-04   3.58568211E-06   2.39710814E-06   7.37325057E-07 
  4.65864441E-02   5.12599271E-02   7.37469457E-03   4.84594932E-05   3.19792732E-05   9.56183257E-06   4.85431639E-02   5.31997211E-02   7.60128400E-03   4.41978666E-05   2.91536541E-05   8.73089931E-06 
  1.26966635E-02   2.21733410E-03   1.53603837E-04   1.18738258E-06   7.88539951E-07   2.39521687E-07   1.42677124E-02   2.67139574E-03   1.92477470E-04   1.57321708E-06   1.04401621E-06   3.16440074E-07 
  2.86211224E-02   1.20615035E-02   6.95986664E-04   6.50435735E-06   4.33943562E-06   1.33057599E-06   2.90114593E-02   1.22597690E-02   6.96082306E-04   6.57744930E-06   4.38825668E-06   1.34497534E-06 
  8.81757411E-03   2.95946927E-03   2.78596686E-04   2.41111639E-06   1.64290751E-06   5.27114128E-07   9.58006124E-03   3.07650954E-03   2.54330274E-04   2.13887891E-06   1.45947501E-06   4.70110838E-07 
  8.72100838E-03   2.51403638E-03   1.94059821E-04   1.55055069E-06   1.04485981E-06   3.27925332E-07   9.90574722E-03   2.81236992E-03   2.05832502E-04   1.64028450E-06   1.10602394E-06   3.47492783E-07 
  2.37501620E-03   2.68498848E-04   1.55972858E-05   1.02680405E-07   6.66600818E-08   1.96415381E-08   2.39567625E-03   2.69247943E-04   1.56312738E-05   1.03773160E-07   6.73969801E-08   1.98848458E-08 
  4.69567946E-03   1.26927290E-03   1.03897198E-04   8.91597253E-07   6.12810925E-07   2.00362975E-07   5.90301656E-03   1.57464323E-03   1.25676061E-04   1.07786728E-06   7.40523004E-07   2.41739809E-07 
  8.87430301E-03   2.15610373E-03   1.83400028E-04   1.51550903E-06   1.02921800E-06   3.28323722E-07   9.30939877E-03   2.13312367E-03   1.66813955E-04   1.37610865E-06   9.37093236E-07   3.00760242E-07 
  9.23413654E-03   6.17679225E-03   7.43696631E-04   6.25199865E-06   4.28703856E-06   1.39381594E-06   1.03630851E-02   6.89644651E-03   7.43113586E-04   6.10277119E-06   4.19602068E-06   1.37176648E-06 
  1.19839774E-02   2.04787042E-03   1.56470159E-04   1.25021855E-06   8.35361774E-07   2.57364846E-07   1.21426119E-02   2.02282966E-03   1.48639454E-04   1.17583592E-06   7.85731258E-07   2.43458803E-07 
  1.07617124E-02   2.78080872E-03   2.34574536E-04   1.93355316E-06   1.30011033E-06   4.05863799E-07   1.08009675E-02   2.80357360E-03   2.38678845E-04   1.97345289E-06   1.32656059E-06   4.13826401E-07 
  3.39836103E-02   1.02614604E-02   6.29611874E-04   4.61740222E-06   3.04646116E-06   9.10878197E-07   3.42854289E-02   1.03937303E-02   6.47953039E-04   4.84747165E-06   3.19895247E-06   9.56774277E-07 
  1.53676737E-02   3.10370337E-03   2.48751914E-04   1.99913038E-06   1.33602339E-06   4.11567442E-07   1.56648744E-02   3.07151705E-03   2.31318129E-04   1.83949061E-06   1.23072427E-06   3.79773841E-07 
  1.56229622E-02   3.10737456E-03   2.27057828E-04   1.81811074E-06   1.22444558E-06   3.83521637E-07   1.76163462E-02   3.70389553E-03   2.85470763E-04   2.30798507E-06   1.55212506E-06   4.84200358E-07 
  1.23728997E-02   1.69544336E-03   1.15410443E-04   8.74966011E-07   5.75370054E-07   1.70827582E-07   1.36224928E-02   1.99311122E-03   1.44765093E-04   1.11695686E-06   7.36270852E-07   2.18784044E-07 
  5.88851635E-03   9.42924895E-04   6.91526702E-05   5.53320869E-07   3.74036276E-07   1.18433586E-07   6.84120764E-03   1.08710997E-03   8.32313232E-05   7.04469730E-07   4.79278347E-07   1.51944485E-07 
  3.89225235E-03   4.90814575E-04   3.38930152E-05   2.54415465E-07   1.68967882E-07   5.16938043E-08   3.95670558E-03   4.76169539E-04   3.33680474E-05   2.55795571E-07   1.70232665E-07   5.20920392E-08 
  9.73900585E-03   1.54086416E-03   1.15380569E-04   9.31814610E-07   6.28498093E-07   1.97727836E-07   1.08846925E-02   1.68911512E-03   1.24919249E-04   1.01421239E-06   6.84082617E-07   2.12449257E-07 
  2.21634619E-02   7.70071336E-03   5.56809651E-04   4.36720641E-06   2.92293017E-06   9.02240401E-07   2.90809964E-02   1.10024119E-02   7.65956442E-04   5.70850976E-06   3.81755035E-06   1.17620024E-06 
  1.04832817E-02   6.03219063E-03   5.02686112E-04   3.99904016E-06   2.69751965E-06   8.47449050E-07   1.05279713E-02   6.06789751E-03   5.15455435E-04   4.18479405E-06   2.82404234E-06   8.87881696E-07 
  8.86183601E-03   2.11902173E-03   1.75667595E-04   1.47122702E-06   1.00338282E-06   3.22926534E-07   9.00621698E-03   2.13606891E-03   1.78364924E-04   1.51408280E-06   1.03383453E-06   3.33411308E-07 
  3.41057587E-02   1.06699197E-02   7.09924129E-04   5.45232129E-06   3.60403373E-06   1.08184969E-06   3.61862775E-02   1.15535432E-02   7.64685229E-04   5.85853652E-06   3.87259661E-06   1.16258707E-06 
  3.46698141E-03   5.34061072E-04   3.70454690E-05   2.73411856E-07   1.80904978E-07   5.49628840E-08   3.44788472E-03   5.26283542E-04   3.61791745E-05   2.66149919E-07   1.76052077E-07   5.34729426E-08 
  6.30540161E-03   9.80398753E-04   7.93923909E-05   6.87100122E-07   4.73028100E-07   1.55288961E-07   6.30344592E-03   9.76371164E-04   7.84745911E-05   6.77475303E-07   4.66361357E-07   1.53080417E-07 
  2.04434433E-02   5.66072385E-03   4.43799993E-04   3.49791630E-06   2.33296860E-06   7.14259074E-07   2.08132342E-02   5.74368702E-03   4.50636783E-04   3.67216375E-06   2.45293100E-06   7.52811973E-07 
  3.01916454E-02   1.23559978E-02   8.47969359E-04   6.43976242E-06   4.27933327E-06   1.29996252E-06   3.04089064E-02   1.24446313E-02   8.48056183E-04   6.28828837E-06   4.17667795E-06   1.26779602E-06 
  7.02798787E-03   1.48313628E-03   1.24051977E-04   1.05921121E-06   7.24599532E-07   2.34522957E-07   7.56030564E-03   1.58632362E-03   1.30479009E-04   1.10486883E-06   7.54991403E-07   2.43991382E-07 
  4.52613240E-03   7.95767397E-04   5.82146427E-05   4.67432806E-07   3.16703034E-07   1.00865281E-07   4.82773150E-03   8.31639240E-04   6.20640675E-05   5.09439483E-07   3.45595660E-07   1.09110780E-07 
  4.37230995E-03   6.76813663E-04   5.08540367E-05   4.04540014E-07   2.73074572E-07   8.63744451E-08   4.32415133E-03   6.03519888E-04   4.32201433E-05   3.44630371E-07   2.33161721E-07   7.40324807E-08 
  3.70031875E-03   6.41842219E-04   5.12683610E-05   4.48927561E-07   3.11535389E-07   1.03995654E-07   4.18322903E-03   7.41558245E-04   6.02517421E-05   5.24114805E-07   3.63648605E-07   1.21356081E-07 
  1.04336045E-02   2.91874696E-03   2.74899355E-04   2.36661031E-06   1.62265771E-06   5.27814428E-07   1.12917569E-02   3.07602275E-03   2.62198530E-04   2.24750192E-06   1.54455603E-06   5.06476341E-07 
  2.33447946E-02   4.96284862E-03   3.12411547E-04   2.34176445E-06   1.54735865E-06   4.64339672E-07   2.44933362E-02   5.34223043E-03   3.58216692E-04   2.74469596E-06   1.81385970E-06   5.44291092E-07 
  2.72997897E-03   3.62809609E-04   2.35682221E-05   1.71022132E-07   1.13415533E-07   3.47277829E-08   2.55980766E-03   3.34734629E-04   2.23933154E-05   1.66814060E-07   1.10904306E-07   3.39946741E-08 
  3.63706601E-03   4.31785614E-04   2.78384692E-05   1.97939144E-07   1.29051744E-07   3.79198556E-08   4.06406871E-03   4.86573381E-04   3.44546425E-05   2.57389348E-07   1.67991225E-07   4.98901268E-08 
