Rrs[¦È_0,0,0](555)  Rrs[¦È_0,0,0](659)  Rrs[¦È_0,0,0](865)  Rrs[¦È_0,0,0](1375)  Rrs[¦È_0,0,0](1610)  Rrs[¦È_0,0,0](2250)  Rrs[¦È_0,¦È,¦¤¦Õ](555)  Rrs[¦È_0,¦È,¦¤¦Õ](659)  Rrs[¦È_0,¦È,¦¤¦Õ](865)  Rrs[¦È_0,¦È,¦¤¦Õ](1375)  Rrs[¦È_0,¦È,¦¤¦Õ](1610)  Rrs[¦È_0,¦È,¦¤¦Õ](2250)  
  1.69713133E-02   5.01694762E-03   4.03544577E-04   3.36834395E-06   2.28204894E-06   7.21656080E-07   1.70438520E-02   5.01507664E-03   3.86836631E-04   3.07030675E-06   2.07362767E-06   6.53090934E-07 
  1.94320639E-02   4.39470915E-03   3.47716168E-04   2.71446834E-06   1.81736112E-06   5.61862596E-07   2.14583217E-02   4.80624112E-03   3.36390810E-04   2.64487025E-06   1.77565349E-06   5.52398433E-07 
  7.54616610E-03   1.33449418E-03   1.13649139E-04   1.00731099E-06   6.97154587E-07   2.30823215E-07   7.67521488E-03   1.32326233E-03   1.07521548E-04   9.25746649E-07   6.39455388E-07   2.11295990E-07 
  5.38493922E-03   9.11836315E-04   6.94235946E-05   5.40851223E-07   3.60813225E-07   1.11075747E-07   5.30208312E-03   8.06995742E-04   5.78081309E-05   4.49057148E-07   3.00102199E-07   9.27094648E-08 
  7.40183658E-03   3.60777301E-03   3.78700811E-04   3.28173560E-06   2.27806482E-06   7.59342972E-07   8.16952063E-03   3.98355712E-03   4.13042142E-04   3.55591744E-06   2.46795282E-06   8.22114081E-07 
  7.70995138E-03   1.23749560E-03   9.04762753E-05   7.14573129E-07   4.78651395E-07   1.48393782E-07   7.85274744E-03   1.26277450E-03   9.38772629E-05   7.49158880E-07   5.02162511E-07   1.55780881E-07 
  4.45069580E-03   6.24444418E-04   4.27386316E-05   3.20695627E-07   2.13443059E-07   6.55995281E-08   4.41073736E-03   6.07299231E-04   4.32844705E-05   3.32221790E-07   2.21725406E-07   6.84364651E-08 
  2.15716401E-02   1.31527368E-02   1.25493291E-03   9.25068807E-06   6.22544442E-06   1.94584757E-06   2.18804298E-02   1.33625682E-02   1.27941181E-03   9.63875892E-06   6.49100487E-06   2.03067889E-06 
  3.71108399E-02   1.36180981E-02   9.92134584E-04   8.01330825E-06   5.29976124E-06   1.59092084E-06   3.76657381E-02   1.38152318E-02   9.50465367E-04   7.23819977E-06   4.78189489E-06   1.43334008E-06 
  8.95781164E-03   5.19497228E-03   5.95299602E-04   5.46547145E-06   3.76107557E-06   1.22784128E-06   9.26728714E-03   5.31268163E-03   5.52602697E-04   4.69678616E-06   3.22622666E-06   1.05287561E-06 
  4.34740518E-03   6.47675215E-04   4.58165849E-05   3.58745420E-07   2.42171918E-07   7.66836761E-08   4.58270593E-03   6.83315748E-04   5.03674467E-05   4.02550206E-07   2.72265910E-07   8.64366324E-08 
  4.88688747E-03   9.20732986E-04   6.99047355E-05   5.68095131E-07   3.86507973E-07   1.24193546E-07   5.04403506E-03   9.03268908E-04   6.93681589E-05   5.77652947E-07   3.94401364E-07   1.27530057E-07 
  4.54277671E-03   7.65356043E-04   6.01137074E-05   5.00196465E-07   3.41698613E-07   1.10725687E-07   4.82401464E-03   7.71811633E-04   5.87915139E-05   4.88139407E-07   3.33787160E-07   1.08314692E-07 
  1.65727317E-02   4.61039029E-03   3.52951346E-04   2.88827656E-06   1.94893299E-06   6.12508583E-07   1.74303695E-02   4.95707558E-03   3.86750564E-04   3.08880114E-06   2.07956770E-06   6.50259776E-07 
  5.20021091E-03   1.21244541E-03   1.00442144E-04   8.54618350E-07   5.90398710E-07   1.95412535E-07   5.57119961E-03   1.28362793E-03   1.10886635E-04   9.75202748E-07   6.74981754E-07   2.24241113E-07 
  3.96397298E-03   5.44077986E-04   3.91140454E-05   3.13710887E-07   2.12868287E-07   6.80357006E-08   4.07124707E-03   5.59755883E-04   4.01148459E-05   3.21754662E-07   2.18255847E-07   6.97057079E-08 
  1.10515968E-02   1.68228193E-03   1.26333665E-04   1.02947435E-06   6.93427825E-07   2.17335698E-07   1.11164844E-02   1.68381087E-03   1.24795400E-04   1.01236067E-06   6.81775766E-07   2.13609329E-07 
  5.47187457E-03   7.28851954E-04   5.42843004E-05   4.37983723E-07   2.94611017E-07   9.19209328E-08   6.09660557E-03   7.96028883E-04   5.84807495E-05   4.69697358E-07   3.15683723E-07   9.83559278E-08 
  8.30633472E-03   1.60518591E-03   1.29483314E-04   1.06454485E-06   7.18198007E-07   2.26030791E-07   8.78622222E-03   1.60437556E-03   1.18188141E-04   9.48436591E-07   6.39826946E-07   2.01500695E-07 
  3.37159245E-02   1.32166087E-02   9.33349707E-04   7.11863013E-06   4.72054780E-06   1.42693727E-06   3.58714209E-02   1.42960201E-02   9.91949889E-04   7.45060401E-06   4.93860644E-06   1.49241481E-06 
  4.10660823E-02   2.05545771E-02   1.47009597E-03   1.07261826E-05   7.09466062E-06   2.13297908E-06   4.45217729E-02   2.27631318E-02   1.58782656E-03   1.12298313E-05   7.42566289E-06   2.23476746E-06 
  3.04642539E-02   1.15164821E-02   7.69288779E-04   5.82858531E-06   3.86714868E-06   1.17084856E-06   3.25285418E-02   1.25252286E-02   8.05890960E-04   5.88054665E-06   3.89852696E-06   1.17981048E-06 
  3.32760370E-02   1.79714970E-02   1.24773081E-03   8.79695694E-06   5.81998882E-06   1.75067734E-06   3.36105511E-02   1.82138447E-02   1.27643372E-03   9.11883626E-06   6.03396725E-06   1.81534349E-06 
  1.58696514E-02   4.15346890E-03   3.32002652E-04   2.71021617E-06   1.83804268E-06   5.84252393E-07   1.68803295E-02   4.54446585E-03   3.84945783E-04   3.20732262E-06   2.17257393E-06   6.88702145E-07 
  6.42742066E-03   2.01361539E-03   1.59569776E-04   1.29429302E-06   8.75662059E-07   2.77350731E-07   8.03737590E-03   2.46651970E-03   1.85317798E-04   1.50019434E-06   1.01366422E-06   3.20682323E-07 
  2.69067678E-02   1.41179881E-02   1.11957782E-03   8.20003627E-06   5.47362230E-06   1.68047306E-06   2.94480992E-02   1.58386412E-02   1.37679536E-03   1.08058319E-05   7.22929401E-06   2.21269779E-06 
  4.20352643E-03   5.90578944E-04   4.25572093E-05   3.41641512E-07   2.31914776E-07   7.42022831E-08   4.80453655E-03   6.93035049E-04   5.18514915E-05   4.24667892E-07   2.88260587E-07   9.21463401E-08 
  2.08974892E-02   4.45831901E-03   3.24207562E-04   2.59491261E-06   1.73311573E-06   5.32914082E-07   2.28790868E-02   4.90435053E-03   3.28073074E-04   2.53149928E-06   1.67548156E-06   5.14017899E-07 
  1.40030122E-02   3.49274111E-03   2.81932234E-04   2.21886201E-06   1.49540212E-06   4.69406222E-07   1.40114134E-02   3.49701023E-03   2.87559125E-04   2.32204125E-06   1.56692191E-06   4.92568200E-07 
  2.67829045E-03   3.14274796E-04   1.99164239E-05   1.42731768E-07   9.43352196E-08   2.86544310E-08   2.57211730E-03   3.00230038E-04   1.93322089E-05   1.40163049E-07   9.27283555E-08   2.81833202E-08 
  1.82442922E-02   5.60743661E-03   3.57637118E-04   2.65027788E-06   1.75163795E-06   5.26152896E-07   1.98735029E-02   6.39739369E-03   4.38351247E-04   3.29309918E-06   2.17613757E-06   6.53413292E-07 
  2.16443657E-02   4.94872912E-03   3.35042493E-04   2.56605898E-06   1.71228140E-06   5.25569343E-07   2.32738299E-02   5.41718783E-03   3.72889475E-04   2.93349079E-06   1.95823410E-06   5.99201283E-07 
  4.37165016E-03   8.78004929E-04   6.73638591E-05   5.65118692E-07   3.91611300E-07   1.30660622E-07   4.39193146E-03   8.87964996E-04   7.15882965E-05   6.15044637E-07   4.26618565E-07   1.42545673E-07 
  3.13150141E-02   1.31842548E-02   1.00839115E-03   7.86137192E-06   5.20797324E-06   1.57144240E-06   3.38240615E-02   1.44433320E-02   9.50784473E-04   6.81083170E-06   4.51574530E-06   1.36575804E-06 
  3.06093533E-03   3.58331184E-04   2.19246902E-05   1.48432032E-07   9.61650577E-08   2.80200422E-08   2.85823549E-03   3.17509873E-04   1.88510354E-05   1.23661425E-07   7.97075728E-08   2.31115757E-08 
  2.78562811E-02   1.27645628E-02   9.35297276E-04   6.93672731E-06   4.62881650E-06   1.41977378E-06   3.49560428E-02   1.70544570E-02   1.26204304E-03   9.00618410E-06   6.00484361E-06   1.84730717E-06 
  7.45099763E-03   1.65661314E-03   1.40439166E-04   1.20753380E-06   8.32191015E-07   2.73782100E-07   8.55811516E-03   1.83351251E-03   1.50052466E-04   1.29932741E-06   8.81489800E-07   2.96664987E-07 
  3.48397044E-03   6.12698776E-04   4.39131401E-05   3.41628160E-07   2.29512296E-07   7.18698082E-08   3.48653349E-03   6.14890381E-04   4.43091836E-05   3.45801017E-07   2.32391272E-07   7.27936044E-08 
  2.74216672E-02   1.66890116E-02   1.32159501E-03   9.95746612E-06   6.61686867E-06   2.01038743E-06   2.74871864E-02   1.67416852E-02   1.33950240E-03   1.02810971E-05   6.83415336E-06   2.07763783E-06 
  1.02724667E-02   2.78708293E-03   2.29259896E-04   1.93424231E-06   1.32183976E-06   4.26608521E-07   1.34035514E-02   3.73132643E-03   2.85816332E-04   2.37560650E-06   1.62152505E-06   5.25553390E-07 
  6.55948047E-03   1.39006422E-03   1.21276742E-04   1.06619532E-06   7.38814250E-07   2.45595104E-07   6.89922182E-03   1.41851453E-03   1.18807089E-04   1.02514402E-06   7.09475008E-07   2.37925922E-07 
  1.42180288E-02   3.40966610E-03   2.72446632E-04   2.16420443E-06   1.45253942E-06   4.51220855E-07   1.43049007E-02   3.44433620E-03   2.89772446E-04   2.43201791E-06   1.63740420E-06   5.10773966E-07 
  8.52736769E-03   2.18631697E-03   1.65126113E-04   1.34187504E-06   9.07150763E-07   2.86505004E-07   1.17205822E-02   3.07142783E-03   2.27175109E-04   1.86222572E-06   1.25934372E-06   3.95618628E-07 
  6.28223972E-03   1.17785224E-03   8.31329002E-05   6.36010548E-07   4.21595904E-07   1.27728967E-07   7.11312796E-03   1.32948096E-03   9.47138304E-05   7.38355801E-07   4.90405064E-07   1.48744334E-07 
  9.59768195E-03   3.57193594E-03   2.79573737E-04   2.25114922E-06   1.50242465E-06   4.61282251E-07   9.88262175E-03   3.63273462E-03   2.65559296E-04   2.07245948E-06   1.38249640E-06   4.22044966E-07 
  9.77002904E-03   1.84784013E-03   1.44161983E-04   1.17927133E-06   7.95942322E-07   2.50710174E-07   1.14187063E-02   2.10172697E-03   1.52458663E-04   1.23499460E-06   8.33267051E-07   2.65135301E-07 
  2.29743831E-02   5.82701659E-03   4.52562689E-04   3.67500424E-06   2.45261717E-06   7.49824328E-07   2.34325047E-02   5.89201590E-03   4.36759755E-04   3.51374754E-06   2.34467457E-06   7.18880620E-07 
  1.90854678E-02   6.82049339E-03   5.01845045E-04   4.01948266E-06   2.67644500E-06   8.16304740E-07   2.04116717E-02   7.33046230E-03   5.15121340E-04   3.99080774E-06   2.65519992E-06   8.09193469E-07 
  7.41867479E-03   9.84888256E-04   6.94560368E-05   5.21832984E-07   3.43485902E-07   1.02548747E-07   8.13403878E-03   1.02910829E-03   7.17630925E-05   5.43653240E-07   3.58042552E-07   1.06566323E-07 
  2.27497742E-03   2.27597611E-04   1.18223605E-05   7.05430706E-08   4.49326386E-08   1.28624600E-08   2.33900262E-03   2.41081934E-04   1.33771546E-05   8.41017293E-08   5.38179960E-08   1.54396745E-08 
  1.50459969E-02   5.16750533E-03   3.71274866E-04   2.91172754E-06   1.94004005E-06   5.93342702E-07   1.78834689E-02   6.29716754E-03   4.32402549E-04   3.37412056E-06   2.24737192E-06   6.79971876E-07 
  1.86718876E-02   3.68594814E-03   2.86004193E-04   2.27979044E-06   1.51918029E-06   4.64927133E-07   1.92183094E-02   3.80120721E-03   2.88931043E-04   2.27711278E-06   1.51514160E-06   4.63391046E-07 
  5.32135468E-03   9.93847768E-04   8.06349811E-05   6.98354307E-07   4.84160059E-07   1.61425035E-07   5.81094770E-03   1.06412961E-03   8.64050771E-05   7.56607187E-07   5.24800316E-07   1.74989669E-07 
  4.88727455E-03   6.87850226E-04   5.14789234E-05   4.09355989E-07   2.75669193E-07   8.66784745E-08   5.30278006E-03   7.06659815E-04   5.06442624E-05   4.03391534E-07   2.71736768E-07   8.54473839E-08 
  2.15770992E-02   1.42456755E-02   1.30480321E-03   9.93274650E-06   6.65108239E-06   2.05563822E-06   2.40342134E-02   1.60316951E-02   1.43573683E-03   1.07056940E-05   7.17415611E-06   2.22120794E-06 
  1.19526676E-02   2.72271388E-03   2.22929677E-04   1.84328252E-06   1.24618091E-06   3.93661760E-07   1.31915552E-02   3.00932797E-03   2.38474383E-04   1.96823371E-06   1.33160790E-06   4.20845949E-07 
  1.26613890E-02   2.34453201E-03   1.68960961E-04   1.35222594E-06   9.09234477E-07   2.83856187E-07   1.66776876E-02   3.20472534E-03   2.28384044E-04   1.84952508E-06   1.24364151E-06   3.87850350E-07 
  7.40224045E-03   9.70232042E-04   6.86947784E-05   5.27970710E-07   3.51071988E-07   1.07232522E-07   8.39214019E-03   1.17305797E-03   8.77570020E-05   6.88407797E-07   4.57688830E-07   1.39474123E-07 
  1.41948086E-02   3.33554024E-03   2.61026805E-04   2.05976158E-06   1.38089354E-06   4.28281000E-07   1.62756485E-02   3.74882645E-03   2.67172168E-04   2.12377064E-06   1.42629242E-06   4.43488461E-07 
  3.45896047E-03   4.54365237E-04   2.86243917E-05   1.99810774E-07   1.30828845E-07   3.89992298E-08   3.47469994E-03   4.61626293E-04   2.97835032E-05   2.10959101E-07   1.38339957E-07   4.13229594E-08 
  4.59645528E-03   8.81408589E-04   7.12242081E-05   6.04453115E-07   4.15497861E-07   1.36191056E-07   4.69046785E-03   8.62298274E-04   6.82694191E-05   5.80089689E-07   3.99123352E-07   1.31181698E-07 
  1.78572398E-02   4.18199190E-03   3.03896649E-04   2.37394227E-06   1.58658574E-06   4.88798039E-07   2.00866510E-02   4.76588876E-03   3.34678027E-04   2.59613885E-06   1.73414122E-06   5.34541537E-07 
  2.47110501E-02   5.99764475E-03   3.97865528E-04   3.07157902E-06   2.03958108E-06   6.18903406E-07   2.73465865E-02   6.83313496E-03   4.46844788E-04   3.44094439E-06   2.28388344E-06   6.92777794E-07 
  2.37848571E-02   5.65581479E-03   4.07039755E-04   3.10942367E-06   2.05446130E-06   6.16433077E-07   2.55990231E-02   5.98798154E-03   3.78079265E-04   2.84764771E-06   1.88305811E-06   5.66196662E-07 
  3.19110569E-02   1.16750982E-02   7.87449913E-04   5.75562307E-06   3.81285042E-06   1.15384377E-06   3.20190805E-02   1.17369660E-02   8.07639099E-04   6.16315465E-06   4.09729729E-06   1.24458850E-06 
  1.35114170E-02   3.04495288E-03   2.43153887E-04   1.93023040E-06   1.29373397E-06   4.01103929E-07   1.43957179E-02   3.06690865E-03   2.19496679E-04   1.73737222E-06   1.16877665E-06   3.62671384E-07 
  1.07966183E-02   3.32488645E-03   2.95063958E-04   2.41639708E-06   1.63964781E-06   5.21932622E-07   1.18565773E-02   3.53448255E-03   2.86578707E-04   2.39451082E-06   1.63097847E-06   5.23256891E-07 
  7.30151834E-03   1.43440554E-03   1.05909942E-04   8.04273398E-07   5.30808262E-07   1.59271721E-07   7.44969607E-03   1.34984888E-03   9.55786485E-05   7.32727012E-07   4.84357031E-07   1.45721410E-07 
  1.31070127E-02   2.37488885E-03   1.90188337E-04   1.52859521E-06   1.02246408E-06   3.15731271E-07   1.44980499E-02   2.43566845E-03   1.69896415E-04   1.34223865E-06   8.99311593E-07   2.78706338E-07 
  7.68212781E-03   2.03503817E-03   1.89300754E-04   1.63883607E-06   1.11964164E-06   3.61647732E-07   7.70111122E-03   2.00738088E-03   1.81854728E-04   1.56910041E-06   1.07201240E-06   3.46265285E-07 
  2.86684253E-02   1.48290229E-02   1.16957494E-03   8.71187394E-06   5.81678670E-06   1.78570986E-06   3.75477189E-02   2.10377338E-02   1.75654321E-03   1.23408564E-05   8.23482098E-06   2.52452626E-06 
  9.45112285E-03   3.50613731E-03   3.81455977E-04   3.44819692E-06   2.38844840E-06   7.92647369E-07   9.69971942E-03   3.54379483E-03   3.56800970E-04   3.08463942E-06   2.13693817E-06   7.09527238E-07 
  2.23699930E-02   7.93262076E-03   5.93678522E-04   4.62957455E-06   3.10492298E-06   9.63209197E-07   2.23861230E-02   7.93845931E-03   5.94290102E-04   4.63617537E-06   3.10938003E-06   9.64546698E-07 
  8.36748009E-03   1.99658708E-03   1.57986419E-04   1.31944855E-06   8.96881264E-07   2.87064552E-07   8.33311637E-03   1.98542031E-03   1.54689969E-04   1.27632052E-06   8.67167181E-07   2.77808146E-07 
  4.17492966E-02   3.05950322E-02   2.57029705E-03   2.01489832E-05   1.32938363E-05   3.97178479E-06   4.33211404E-02   3.18106856E-02   2.45116554E-03   1.69943934E-05   1.12107008E-05   3.35003168E-06 
  2.66901639E-02   8.82754868E-03   6.10560701E-04   4.65605922E-06   3.10155967E-06   9.47941045E-07   2.66848384E-02   8.82917762E-03   6.16588986E-04   4.68395713E-06   3.11924013E-06   9.52380256E-07 
  2.96467323E-02   1.66585387E-02   1.27487737E-03   9.49562494E-06   6.29383303E-06   1.90120858E-06   3.02875170E-02   1.70310226E-02   1.25132303E-03   9.13478902E-06   6.05574595E-06   1.83125555E-06 
  7.57137445E-03   1.13390110E-03   8.35796890E-05   6.52939798E-07   4.37132036E-07   1.35553773E-07   7.61869855E-03   1.15509232E-03   8.68691840E-05   6.82933947E-07   4.57340191E-07   1.41875045E-07 
  1.09808192E-02   1.72710096E-03   1.18005468E-04   8.82040963E-07   5.89784775E-07   1.82374101E-07   1.11502069E-02   1.79815180E-03   1.38741319E-04   1.10367559E-06   7.40469991E-07   2.30392009E-07 
  9.28337823E-03   1.95244884E-03   1.60353512E-04   1.34516445E-06   9.14406254E-07   2.92671688E-07   9.37557313E-03   1.96877855E-03   1.60862869E-04   1.34438011E-06   9.13561938E-07   2.91582316E-07 
  1.61477425E-02   4.04181031E-03   3.09485031E-04   2.49040880E-06   1.69191392E-06   5.39718019E-07   1.65666675E-02   4.18803253E-03   3.30427882E-04   2.70161787E-06   1.83559777E-06   5.85606238E-07 
  2.60808474E-02   6.65180101E-03   4.67286029E-04   3.69774544E-06   2.46227978E-06   7.51722591E-07   2.70119310E-02   6.91904532E-03   4.65965910E-04   3.64365599E-06   2.42547415E-06   7.40072367E-07 
  6.95860027E-03   1.30176318E-03   1.07288619E-04   8.96537057E-07   6.10295022E-07   1.95951082E-07   7.38500777E-03   1.28654000E-03   1.00412995E-04   8.41861102E-07   5.74370251E-07   1.84546007E-07 
  3.51112466E-02   1.26482928E-02   8.67091850E-04   6.54836712E-06   4.32701426E-06   1.29769025E-06   3.67000822E-02   1.33355378E-02   8.79074193E-04   6.65578793E-06   4.39862822E-06   1.31977621E-06 
  2.51453372E-02   7.99581826E-03   5.88316580E-04   4.49827259E-06   2.99337148E-06   9.12663024E-07   2.51529934E-02   7.99968349E-03   5.89515346E-04   4.51468081E-06   3.00447535E-06   9.16149421E-07 
  8.30128266E-03   2.52036114E-03   2.02840225E-04   1.62359102E-06   1.09472057E-06   3.43972170E-07   9.91071224E-03   2.91557375E-03   2.15189236E-04   1.70446111E-06   1.14788794E-06   3.61805981E-07 
  4.96725129E-03   8.85664612E-04   7.13902901E-05   6.00780762E-07   4.10725188E-07   1.33162352E-07   5.26068865E-03   8.84531710E-04   6.67970075E-05   5.58168114E-07   3.81562860E-07   1.23780066E-07 
  2.16812403E-02   4.68945108E-03   3.52515313E-04   2.76325387E-06   1.83378845E-06   5.55425280E-07   2.20843280E-02   4.68906180E-03   3.37429514E-04   2.65751584E-06   1.76465785E-06   5.35492910E-07 
  1.49226214E-02   2.36630528E-03   1.73168762E-04   1.36870259E-06   9.12059624E-07   2.78820133E-07   1.53939578E-02   2.43425544E-03   1.74008523E-04   1.34962888E-06   8.97735652E-07   2.75936283E-07 
  1.25574873E-02   1.97430733E-03   1.33298462E-04   9.82616941E-07   6.52193409E-07   1.98260559E-07   1.32033049E-02   1.97777312E-03   1.36214762E-04   1.06163724E-06   7.07945977E-07   2.17171037E-07 
  2.90733197E-03   3.27168152E-04   1.95159075E-05   1.30237384E-07   8.41577388E-08   2.44433890E-08   2.80446898E-03   3.10036266E-04   1.83515301E-05   1.22168022E-07   7.88704889E-08   2.29828276E-08 
  3.63358281E-03   6.42440961E-04   4.87671960E-05   3.95413449E-07   2.68857749E-07   8.63663515E-08   3.56581708E-03   5.87049950E-04   4.38048579E-05   3.68657526E-07   2.51371263E-07   8.03144032E-08 
  3.17692676E-02   2.20353022E-02   1.62084282E-03   1.10229700E-05   7.28248638E-06   2.18808393E-06   3.47982441E-02   2.44805145E-02   1.85021073E-03   1.30792958E-05   8.66528468E-06   2.60980998E-06 
  8.56766319E-03   1.29671611E-03   9.49295134E-05   7.54006956E-07   5.06260513E-07   1.57762209E-07   1.12781767E-02   1.68489358E-03   1.21165615E-04   9.71215974E-07   6.52768642E-07   2.04816744E-07 
  5.70529641E-03   7.70662752E-04   5.76798433E-05   4.62060418E-07   3.10795684E-07   9.72697913E-08   6.90390154E-03   9.60977066E-04   7.05579957E-05   5.56711437E-07   3.72782610E-07   1.16393748E-07 
  3.84986055E-03   5.28623910E-04   3.68927565E-05   2.77245890E-07   1.84422807E-07   5.66434437E-08   3.83683358E-03   5.20523412E-04   3.58671641E-05   2.68297129E-07   1.78398170E-07   5.47682911E-08 
  7.37899900E-03   1.12931720E-03   8.73187923E-05   7.01435628E-07   4.70912397E-07   1.46770929E-07   8.61852936E-03   1.23702398E-03   9.19698755E-05   7.38483684E-07   4.96198250E-07   1.56009321E-07 
  2.23971680E-02   6.90165551E-03   4.93099416E-04   3.81268960E-06   2.54457158E-06   7.81033357E-07   2.51354129E-02   7.92731989E-03   5.47086349E-04   4.23240803E-06   2.82537546E-06   8.67465319E-07 
  3.44913730E-02   1.29078188E-02   9.05486356E-04   6.86507044E-06   4.52901954E-06   1.35367733E-06   3.50023049E-02   1.31094455E-02   9.01065226E-04   6.91862370E-06   4.56596220E-06   1.36754885E-06 
  3.47532449E-02   1.27590619E-02   1.00293005E-03   8.40135797E-06   5.55391270E-06   1.66674431E-06   3.51703566E-02   1.27498794E-02   8.60604971E-04   6.55731697E-06   4.33243646E-06   1.29938155E-06 
  5.13881549E-03   4.05586983E-03   4.41549164E-04   3.91380873E-06   2.68589918E-06   8.74675417E-07   5.32304854E-03   4.18180614E-03   4.15009548E-04   3.48901589E-06   2.39538612E-06   7.80876931E-07 
  4.30001759E-02   2.91094328E-02   2.64238459E-03   2.17823760E-05   1.44619325E-05   4.36474368E-06   4.44006426E-02   3.00821201E-02   2.49052428E-03   1.69117037E-05   1.11744787E-05   3.35736355E-06 
  2.16821219E-02   4.89870207E-03   3.46949099E-04   2.74146235E-06   1.83667184E-06   5.68551732E-07   2.72292783E-02   6.66109773E-03   4.54771207E-04   3.53875058E-06   2.36909671E-06   7.31828048E-07 
  8.65913427E-03   1.28440414E-03   9.20293069E-05   7.07897835E-07   4.68677760E-07   1.41544394E-07   9.02342917E-03   1.33052617E-03   9.45528614E-05   7.27810827E-07   4.81988144E-07   1.45518855E-07 
  2.58610220E-02   5.99931683E-03   4.15631887E-04   3.03553065E-06   2.00639014E-06   6.02866293E-07   2.67333307E-02   6.15272999E-03   4.27483430E-04   3.34468965E-06   2.21579873E-06   6.68893817E-07 
  1.67670786E-02   5.10405305E-03   4.14609144E-04   3.44471235E-06   2.34144668E-06   7.46071521E-07   1.76560660E-02   5.41593905E-03   4.22011765E-04   3.41172776E-06   2.31587939E-06   7.33032378E-07 
  4.28739067E-03   6.75108838E-04   4.82623833E-05   3.85435019E-07   2.62321499E-07   8.45145606E-08   4.31035448E-03   6.62586007E-04   5.07790252E-05   4.22836487E-07   2.89041052E-07   9.37156160E-08 
  1.73933341E-02   3.76250643E-03   2.61034205E-04   2.02265223E-06   1.35509354E-06   4.19734723E-07   1.96008760E-02   4.32541424E-03   3.00168516E-04   2.35423128E-06   1.57702782E-06   4.88124377E-07 
  1.11780298E-02   1.63969340E-03   1.13767288E-04   8.67276111E-07   5.70926158E-07   1.69991833E-07   1.20620711E-02   1.77878246E-03   1.23638068E-04   9.48701518E-07   6.24912949E-07   1.86056244E-07 
  3.81237426E-03   5.15996696E-04   3.64097223E-05   2.90044216E-07   1.97209491E-07   6.34281585E-08   4.22929302E-03   5.86587959E-04   4.33550867E-05   3.44711796E-07   2.34580825E-07   7.54801941E-08 
  2.08341996E-02   4.39559777E-03   3.14976975E-04   2.44903725E-06   1.63145578E-06   4.98876505E-07   2.24624055E-02   4.89270098E-03   3.48696441E-04   2.74192988E-06   1.82722089E-06   5.62932590E-07 
  3.53970954E-03   4.14568226E-04   2.69526410E-05   1.90344610E-07   1.23933607E-07   3.63516186E-08   3.52680053E-03   4.03861604E-04   2.64189527E-05   1.90241407E-07   1.24234410E-07   3.47259728E-08 
  1.25521481E-02   4.99749580E-03   4.12084838E-04   3.41131098E-06   2.31486520E-06   7.36379770E-07   1.60201554E-02   6.53743979E-03   5.00562598E-04   3.96373177E-06   2.68551705E-06   8.51278780E-07 
  1.63872589E-02   5.32868995E-03   4.01464322E-04   3.11898068E-06   2.07270561E-06   6.29644815E-07   1.65537724E-02   5.35874756E-03   4.05807716E-04   3.25147341E-06   2.16622834E-06   6.60100290E-07 
  1.70564281E-02   5.13023206E-03   4.20521246E-04   3.36500040E-06   2.26152927E-06   7.03653277E-07   1.89883916E-02   5.65351972E-03   4.10089177E-04   3.16901901E-06   2.12880301E-06   6.65492363E-07 
  1.37110488E-02   3.50399941E-03   2.75000301E-04   2.24517828E-06   1.51917870E-06   4.80651457E-07   1.37905401E-02   3.52099304E-03   2.75715581E-04   2.24803128E-06   1.52145928E-06   4.81593101E-07 
  1.07579154E-02   2.34159031E-03   1.85264368E-04   1.56081620E-06   1.06204410E-06   3.39246697E-07   1.16539906E-02   2.53921018E-03   1.97519111E-04   1.65041023E-06   1.12174539E-06   3.57660898E-07 
  5.24165869E-03   8.64940523E-04   6.82534085E-05   5.74355883E-07   3.93127782E-07   1.27755522E-07   5.31548018E-03   8.39421535E-04   6.36230413E-05   5.30215814E-07   3.62828815E-07   1.18151628E-07 
  3.76717064E-02   1.85119542E-02   1.32253549E-03   9.94169412E-06   6.58812856E-06   1.98884360E-06   3.99122359E-02   1.98985615E-02   1.42888847E-03   1.04444466E-05   6.91785038E-06   2.08647712E-06 
  5.12226045E-03   1.15358299E-03   9.59138447E-05   8.31265012E-07   5.71828429E-07   1.87318900E-07   6.94686416E-03   1.51087952E-03   1.17567820E-04   1.00598710E-06   6.91639535E-07   2.26123790E-07 
  2.94496636E-03   5.69201109E-04   4.01514784E-05   3.11223764E-07   2.09419458E-07   6.58712144E-08   3.18609100E-03   6.22817510E-04   4.41264698E-05   3.62406762E-07   2.43906941E-07   7.80868119E-08 
  1.21334306E-02   1.86783769E-03   1.38736637E-04   1.11698288E-06   7.50103037E-07   2.33711412E-07   1.35943358E-02   2.15965046E-03   1.59086287E-04   1.32382318E-06   8.87499768E-07   2.75496866E-07 
  2.71427292E-03   3.09000307E-04   1.84733568E-05   1.25336502E-07   8.22114755E-08   2.47586262E-08   2.56013203E-03   2.87753355E-04   1.77097236E-05   1.21631541E-07   8.00109967E-08   2.44841266E-08 
  9.66382554E-03   1.48057937E-03   1.09675852E-04   8.46743912E-07   5.61205619E-07   1.69927842E-07   9.66664180E-03   1.43798948E-03   1.04373304E-04   8.04258247E-07   5.33148893E-07   1.61516582E-07 
