rho_a(555)  rho_a(659)  rho_a(865)  rho_a(1375)  rho_a(1610)  rho_a(2250)  
  2.13652361E-02   1.93428484E-02   1.44520936E-02   9.11724325E-03   8.15767090E-03   6.34997360E-03 
  1.41209937E-04   1.43500907E-04   1.39077598E-04   1.31461533E-04   1.27011447E-04   1.12648191E-04 
  2.17061877E-03   1.80250380E-03   1.30933182E-03   7.46469461E-04   5.65491248E-04   2.87114757E-04 
  7.88083599E-05   6.43187304E-05   4.75350610E-05   3.00680693E-05   2.55091630E-05   1.92431558E-05 
  2.46333110E-03   1.96401476E-03   1.30017958E-03   5.29944487E-04   3.62972972E-04   1.76122016E-04 
  2.28935242E-02   1.95402708E-02   1.31992817E-02   4.44255324E-03   2.66215500E-03   8.71077801E-04 
  4.43514316E-05   3.93887549E-05   3.58002665E-05   3.32030522E-05   3.18637267E-05   2.76266673E-05 
  8.83463681E-03   8.10315462E-03   7.53994246E-03   5.66953554E-03   4.92660306E-03   3.75090089E-03 
  6.19525217E-03   4.79548476E-03   2.85624696E-03   7.71830847E-04   3.91539172E-04   7.66821888E-05 
  2.36837653E-02   2.02318066E-02   1.27304936E-02   4.44450650E-03   3.14142171E-03   1.87757790E-03 
  8.43526001E-03   7.14346165E-03   5.22971150E-03   3.18677300E-03   2.80736209E-03   2.34271389E-03 
  8.35406125E-04   7.35115066E-04   6.47748036E-04   4.68941158E-04   4.13530241E-04   3.05933454E-04 
  3.61385561E-03   2.97773129E-03   2.06770314E-03   9.07709172E-04   6.10712928E-04   2.12688426E-04 
  5.56422488E-03   4.50269518E-03   2.87889320E-03   1.34014003E-03   1.05243616E-03   6.62686360E-04 
  1.89543384E-04   1.52158444E-04   9.83611570E-05   3.39425308E-05   2.11168393E-05   6.61595075E-06 
  1.07460818E-03   8.03976656E-04   4.40264620E-04   1.46293899E-04   1.00190647E-04   4.57342507E-05 
  6.46839684E-04   5.45805580E-04   3.67194523E-04   1.90030865E-04   1.53679999E-04   1.02555215E-04 
  3.95143864E-03   3.63832339E-03   3.35734792E-03   3.59971296E-03   3.21813470E-03   2.25583930E-03 
  3.84037846E-03   3.99402087E-03   4.30167942E-03   4.36233908E-03   4.30827161E-03   3.59594259E-03 
  1.56251649E-03   1.15905307E-03   7.29306644E-04   3.14114381E-04   2.06828965E-04   6.95223727E-05 
  8.80373842E-03   6.87808400E-03   4.02430860E-03   1.08115499E-03   5.89004940E-04   1.41099268E-04 
  2.65324395E-04   2.03365933E-04   1.28465865E-04   4.12473199E-05   2.13767546E-05   2.76181474E-06 
  2.72790177E-02   2.47844058E-02   1.71323405E-02   6.18664302E-03   4.00321296E-03   1.50621622E-03 
  8.58561365E-03   7.33553362E-03   5.36125526E-03   3.00193579E-03   2.46349931E-03   1.63332056E-03 
  7.98624496E-04   6.86158681E-04   4.92946323E-04   3.55847695E-04   3.46637888E-04   3.25775204E-04 
  3.75062884E-03   3.35756021E-03   2.76038535E-03   2.30280599E-03   2.10898021E-03   1.79970987E-03 
  3.60332180E-04   2.72970900E-04   1.80498488E-04   9.43871364E-05   7.09824423E-05   3.56613909E-05 
  2.49697443E-02   2.14489049E-02   1.49063268E-02   7.09731731E-03   5.09805067E-03   2.35952840E-03 
  1.28266904E-03   1.02676797E-03   6.77397835E-04   2.82557526E-04   2.00852707E-04   1.02072014E-04 
  3.51757824E-03   2.82187455E-03   1.84085282E-03   6.79043990E-04   4.31993707E-04   1.34710518E-04 
  1.91671587E-04   2.05664763E-04   1.96066983E-04   1.94988392E-04   1.96334089E-04   1.69872612E-04 
  3.89196600E-02   3.35436795E-02   2.14939694E-02   6.31826827E-03   3.72147243E-03   1.30724380E-03 
  6.17992510E-03   4.86782259E-03   3.00818523E-03   1.33188501E-03   1.02872696E-03   6.61233625E-04 
  2.44163614E-04   1.90812850E-04   1.27273931E-04   5.41250184E-05   3.79320267E-05   2.07380065E-05 
  1.70846506E-02   1.42770646E-02   1.00891142E-02   5.09392069E-03   3.96778934E-03   2.45725146E-03 
  1.42231431E-03   1.09506691E-03   6.73207413E-04   2.21142404E-04   1.33955594E-04   5.03030193E-05 
  1.57111155E-03   1.23812711E-03   7.19481728E-04   2.17994947E-04   1.37629024E-04   6.14051444E-05 
  4.22519337E-03   3.28187551E-03   2.07563783E-03   6.90344926E-04   4.03957231E-04   1.18883636E-04 
  1.87683548E-04   1.46153877E-04   9.98199463E-05   5.18982786E-05   3.79299876E-05   1.48612790E-05 
  1.50104958E-03   1.17937615E-03   7.36931555E-04   2.21965036E-04   1.19298890E-04   2.54711560E-05 
  4.03803751E-03   3.64665179E-03   2.89310842E-03   2.20502058E-03   2.06668032E-03   1.74850008E-03 
  1.71932915E-03   1.42955033E-03   1.04630931E-03   5.73166745E-04   4.57501963E-04   3.08186915E-04 
  3.29635030E-02   3.20147241E-02   2.66889020E-02   1.79507460E-02   1.53141198E-02   1.01815366E-02 
  8.61234936E-04   7.16183996E-04   4.84054531E-04   2.27984432E-04   1.73504400E-04   1.10701270E-04 
  5.62937705E-03   4.25842732E-03   2.48374474E-03   7.10401607E-04   3.94949265E-04   9.72276269E-05 
  4.94437957E-04   3.79569688E-04   2.35914390E-04   1.01094251E-04   7.25352128E-05   3.81876277E-05 
  2.71193116E-02   2.24780191E-02   1.46187766E-02   5.98075452E-03   4.45162478E-03   2.93716084E-03 
  9.63918783E-04   7.60957529E-04   5.29855751E-04   2.49755567E-04   1.78445999E-04   8.19641183E-05 
  7.37132818E-03   6.04661909E-03   3.77176321E-03   1.36974538E-03   9.04390645E-04   3.91265846E-04 
  4.36652137E-02   3.61123017E-02   1.96435417E-02   3.90854576E-03   2.07630108E-03   7.83715111E-04 
  1.94008247E-02   1.70646479E-02   1.36564639E-02   1.00566923E-02   9.18239053E-03   7.86893197E-03 
  5.47261311E-02   5.10728692E-02   3.74649788E-02   1.45238501E-02   9.69569416E-03   4.64980780E-03 
  2.02350784E-03   1.67143888E-03   1.18573527E-03   6.24192511E-04   4.90254358E-04   3.10627482E-04 
  6.40079357E-04   5.33377825E-04   3.50830978E-04   1.80175659E-04   1.50778506E-04   1.24995363E-04 
  1.22592060E-02   9.67043730E-03   5.68339779E-03   1.51814366E-03   8.35528064E-04   2.14697168E-04 
  3.31380767E-04   2.71865592E-04   1.83637166E-04   7.97728093E-05   5.52237697E-05   2.06796809E-05 
  7.69713881E-05   6.89152477E-05   5.33233332E-05   3.91177989E-05   3.60258857E-05   2.91035774E-05 
  1.10918960E-02   9.14530650E-03   5.80916047E-03   1.81762310E-03   1.05364528E-03   3.33278679E-04 
  4.03123597E-04   3.23225954E-04   2.29531657E-04   1.22571053E-04   9.17867124E-05   4.69450833E-05 
  3.88530812E-02   3.25953940E-02   1.83762237E-02   3.66663074E-03   1.80956186E-03   4.81296270E-04 
  5.61208364E-03   4.69347950E-03   3.16891221E-03   1.93372977E-03   1.81269886E-03   1.65800955E-03 
  3.19804870E-04   2.91475606E-04   2.47175650E-04   2.05275104E-04   1.94718660E-04   1.70925424E-04 
  1.82426674E-03   1.59914948E-03   1.14173470E-03   5.44817451E-04   4.05882163E-04   2.38551591E-04 
  2.35611047E-04   1.90872796E-04   1.27643154E-04   5.21031113E-05   3.47053189E-05   1.28548577E-05 
  8.98798182E-03   7.28113988E-03   5.11207599E-03   2.43667976E-03   1.70821319E-03   6.38288332E-04 
  4.33122834E-03   3.80025149E-03   2.63490602E-03   1.38673610E-03   1.17078088E-03   8.79748632E-04 
  2.07848740E-02   1.65985024E-02   9.98568413E-03   2.65216588E-03   1.38356154E-03   2.80780199E-04 
  2.29109212E-02   1.96808347E-02   1.32011217E-02   4.88028962E-03   3.22908641E-03   1.47294415E-03 
  5.59782590E-04   4.37232157E-04   2.87334425E-04   9.98896784E-05   5.75503792E-05   1.39298942E-05 
  7.23076303E-04   5.97542015E-04   3.94776081E-04   1.77864664E-04   1.33107041E-04   8.48606355E-05 
  1.60593890E-02   1.27310273E-02   7.84022897E-03   2.82499916E-03   1.96940964E-03   1.13889347E-03 
  3.03221800E-03   2.37634942E-03   1.46824585E-03   7.32373595E-04   6.35602091E-04   4.97442057E-04 
  8.11994486E-04   6.51661738E-04   4.36133555E-04   1.91914969E-04   1.35079218E-04   5.57227016E-05 
  4.11615023E-04   3.52750543E-04   2.82688962E-04   2.11208639E-04   1.91157642E-04   1.61951085E-04 
  1.98261362E-04   1.51818370E-04   9.49363321E-05   3.93391563E-05   2.79863363E-05   1.52441198E-05 
  1.14036462E-03   1.00760875E-03   6.87223727E-04   4.26675527E-04   3.92293551E-04   3.23077875E-04 
  2.73304892E-02   2.32412843E-02   1.57608991E-02   5.66355315E-03   3.50102024E-03   1.00576951E-03 
  6.97409874E-04   5.50279782E-04   3.57141686E-04   1.76815782E-04   1.43928502E-04   1.10206740E-04 
  8.77621999E-04   6.46705486E-04   3.85360756E-04   1.18271055E-04   6.01683091E-05   8.54628579E-06 
  1.33370732E-04   1.12368637E-04   9.01712713E-05   6.28237401E-05   5.55403553E-05   4.39055894E-05 
  5.99722882E-03   4.74403101E-03   2.97579196E-03   1.08113839E-03   7.37403035E-04   3.34939100E-04 
  2.84828381E-03   2.27698267E-03   1.47291528E-03   5.89971273E-04   4.04011764E-04   1.71977213E-04 
  1.36881439E-03   1.22170935E-03   9.90756213E-04   7.46700307E-04   6.20598879E-04   4.19995747E-04 
  6.09800830E-03   4.93131306E-03   3.13264435E-03   1.18425184E-03   7.77890120E-04   2.44736379E-04 
  1.82668464E-02   2.04332893E-02   1.65978191E-02   1.19628862E-02   1.04208401E-02   6.89374566E-03 
  3.24192814E-02   2.68208037E-02   1.73336232E-02   7.24059547E-03   5.48592785E-03   3.74422004E-03 
  6.20063167E-05   5.05349913E-05   3.51440323E-05   1.88001570E-05   1.52808963E-05   1.04383617E-05 
  1.55294509E-04   1.23900549E-04   7.64382105E-05   3.46604382E-05   2.82396722E-05   2.04138207E-05 
  6.91588556E-03   5.68651502E-03   3.95620544E-03   1.69853478E-03   1.14474637E-03   4.47542707E-04 
  6.55791635E-04   5.37738647E-04   3.46252480E-04   1.33659983E-04   9.83892450E-05   6.09361109E-05 
  9.90386943E-02   9.16379281E-02   6.17493656E-02   2.39011033E-02   1.90464649E-02   1.48432961E-02 
  4.88406277E-04   4.02470795E-04   2.42606167E-04   9.46800799E-05   7.51268603E-05   5.67575719E-05 
  1.03089383E-02   8.79230972E-03   6.25691420E-03   2.87164448E-03   2.09234791E-03   8.59306976E-04 
  6.85481695E-04   5.29990185E-04   3.10549940E-04   1.12139415E-04   7.72851226E-05   3.59330442E-05 
  1.65091571E-02   1.28748199E-02   7.49091981E-03   2.07811220E-03   1.20676851E-03   4.14833370E-04 
  1.78317182E-02   1.49786083E-02   9.69052980E-03   2.98172500E-03   1.69800929E-03   5.49767389E-04 
  5.15260834E-04   4.37361681E-04   3.42898279E-04   2.78384090E-04   2.56413080E-04   2.18761480E-04 
  1.80336780E-03   1.42949224E-03   9.09223099E-04   3.18845499E-04   2.00341405E-04   7.89570385E-05 
  4.07651305E-03   3.23861512E-03   2.11615723E-03   6.93960362E-04   3.84594524E-04   8.16142406E-05 
  1.93970004E-04   2.14727645E-04   2.49426868E-04   2.85167794E-04   2.89438215E-04   2.73087226E-04 
  2.31698215E-03   1.93483210E-03   1.32043091E-03   6.34760784E-04   4.99473237E-04   3.24740845E-04 
  4.15037727E-04   3.29069512E-04   2.10994825E-04   7.21907824E-05   4.49113278E-05   1.29516820E-05 
  2.78253932E-04   2.46011764E-04   2.00441804E-04   1.46874443E-04   1.28505868E-04   9.62677649E-05 
  6.58656292E-02   5.94981744E-02   4.03862491E-02   1.26580183E-02   7.80330344E-03   3.33981117E-03 
  1.01967320E-04   1.01122843E-04   1.07588011E-04   1.01896324E-04   9.65433698E-05   7.98791680E-05 
  8.91676480E-03   7.48663711E-03   6.26054284E-03   3.92914957E-03   3.23654291E-03   2.04667806E-03 
  6.89612583E-03   5.47509289E-03   3.17225043E-03   1.11610793E-03   8.33608367E-04   5.84826883E-04 
  3.25875953E-02   2.68573201E-02   1.74630810E-02   5.43490656E-03   3.01842133E-03   7.03559598E-04 
  3.81276321E-04   2.74057100E-04   1.63115887E-04   7.99902824E-05   5.97531480E-05   2.70180281E-05 
  3.14456039E-04   2.67805896E-04   2.05725547E-04   1.61777626E-04   1.53226702E-04   1.31157629E-04 
  3.78135703E-03   3.16748304E-03   2.24868823E-03   1.08764170E-03   7.90725395E-04   3.59665609E-04 
  2.16807438E-04   1.61773237E-04   9.31410482E-05   3.26297948E-05   2.10421546E-05   7.31510546E-06 
  3.63501699E-03   3.11657099E-03   2.22775381E-03   1.36689983E-03   1.19649728E-03   8.17544670E-04 
  2.51583093E-02   2.18562731E-02   1.52971018E-02   8.73504986E-03   7.54159514E-03   5.93304096E-03 
  9.89339602E-03   7.94895686E-03   4.92505069E-03   2.36950054E-03   2.04690192E-03   1.71573778E-03 
  2.01746780E-04   1.70829380E-04   1.26518917E-04   9.26381697E-05   8.56952498E-05   6.54717466E-05 
  2.50822070E-02   2.26967795E-02   1.80993764E-02   1.20690219E-02   1.04488186E-02   7.71270415E-03 
  3.12994809E-02   2.81235033E-02   2.05132292E-02   9.10821681E-03   6.30116741E-03   2.55605972E-03 
  3.87915334E-04   3.13413487E-04   2.35465875E-04   1.47369810E-04   1.25088428E-04   9.92911690E-05 
  1.81318779E-03   1.40683380E-03   8.07370650E-04   2.30590375E-04   1.35612270E-04   4.94877435E-05 
  5.11214623E-03   4.89127141E-03   4.14826459E-03   3.19012974E-03   2.75514473E-03   1.98599082E-03 
  2.25459943E-03   1.88387640E-03   1.17138137E-03   3.77145417E-04   2.46128818E-04   1.15934869E-04 
  3.86526846E-04   3.07948302E-04   1.97068950E-04   7.42088607E-05   4.96955006E-05   2.41209624E-05 
  2.33393175E-04   1.89178025E-04   1.29491154E-04   5.86126868E-05   4.03386752E-05   1.41243071E-05 
  4.68942668E-03   4.15390053E-03   4.15079777E-03   3.81300513E-03   3.49408804E-03   2.85858291E-03 
  2.68016008E-02   2.44301423E-02   1.77875642E-02   1.04606585E-02   9.19987786E-03   7.26146749E-03 
  1.53318714E-03   1.29705497E-03   8.39464340E-04   3.81469720E-04   3.14673525E-04   2.60643032E-04 
  2.74420348E-03   2.29054171E-03   1.61865715E-03   8.47902510E-04   6.81608790E-04   4.86777081E-04 
  5.96333205E-04   4.85594532E-04   3.27636144E-04   1.66022801E-04   1.31131865E-04   8.11210191E-05 
  4.12013001E-03   3.28603006E-03   2.08473161E-03   8.88064339E-04   6.40112255E-04   3.25115435E-04 
  1.04619154E-03   8.12425243E-04   4.86776382E-04   1.50242280E-04   8.97211888E-05   3.26285591E-05 
  4.41304797E-04   4.22218801E-04   3.90569721E-04   3.61182632E-04   3.51384116E-04   3.08023781E-04 
  6.10639546E-03   4.87232333E-03   2.81464429E-03   1.01729503E-03   7.85294247E-04   5.75377354E-04 
  1.07101153E-02   8.45043296E-03   5.20693858E-03   1.93971721E-03   1.37102447E-03   8.14086367E-04 
  1.19834619E-02   1.01970866E-02   7.42240982E-03   4.06362268E-03   3.23936117E-03   1.91638263E-03 
  8.31695172E-04   8.02516570E-04   7.05218788E-04   6.40873127E-04   5.86305078E-04   4.99703394E-04 
  1.41500850E-03   1.29875529E-03   1.04739114E-03   7.56872973E-04   6.75153288E-04   5.28258465E-04 
  1.65532366E-04   1.78078257E-04   1.64541283E-04   1.29272299E-04   1.12880995E-04   6.98655430E-05 
  4.77197257E-02   4.09403584E-02   2.48250543E-02   6.23505769E-03   3.56290911E-03   1.44607608E-03 
  2.03738643E-04   1.85834124E-04   1.35282116E-04   9.41128693E-05   8.60761287E-05   6.75767199E-05 
  1.10895772E-02   8.76956045E-03   5.40671479E-03   1.62917877E-03   9.36178722E-04   2.60391609E-04 
  5.02636419E-04   3.93336653E-04   2.73657973E-04   1.41477020E-04   1.02698317E-04   4.13165365E-05 
  7.38124145E-04   7.83379182E-04   8.56522805E-04   1.06203226E-03   1.09069810E-03   1.04632553E-03 
  6.37641046E-04   7.35578756E-04   6.64341490E-04   5.00229535E-04   4.77360748E-04   2.66404599E-04 
  1.12843454E-03   9.18483770E-04   5.73709594E-04   2.80343653E-04   2.41048589E-04   1.95749264E-04 
  4.11422080E-04   3.30030215E-04   2.18800244E-04   1.10502035E-04   9.05043775E-05   6.75548153E-05 
  9.31365305E-04   7.24330197E-04   4.49381509E-04   1.26261630E-04   6.05799953E-05   7.57597161E-06 
  2.92306166E-03   2.37629854E-03   1.66312847E-03   8.24297733E-04   5.97910327E-04   2.39548347E-04 
  1.53654438E-03   1.63039868E-03   1.68088303E-03   1.33539808E-03   1.23795361E-03   5.24005897E-04 
  2.81849308E-03   2.31568464E-03   1.52455644E-03   6.68943066E-04   4.70713234E-04   2.03948328E-04 
  5.86415757E-03   4.40487345E-03   2.37673149E-03   5.66568958E-04   3.01338272E-04   8.13225460E-05 
  6.51910731E-03   5.47243081E-03   4.03854794E-03   3.02689305E-03   2.87750109E-03   2.69349502E-03 
  4.69529176E-03   3.99676158E-03   3.09934044E-03   2.27618983E-03   2.10516456E-03   1.70845233E-03 
  2.00911793E-03   1.72166931E-03   1.26433956E-03   7.44273669E-04   6.35415749E-04   4.43887231E-04 
  2.00787686E-02   1.73337833E-02   1.19355124E-02   7.70595717E-03   7.21485154E-03   6.37264651E-03 
  2.65678918E-04   1.92747450E-04   1.06974985E-04   3.84797084E-05   2.65983881E-05   1.28953942E-05 
  2.11831583E-02   1.82651464E-02   1.41420940E-02   9.32632593E-03   8.05684357E-03   6.07896898E-03 
  2.21704093E-03   1.65557300E-03   9.66746364E-04   2.72070811E-04   1.45715259E-04   2.99611841E-05 
  1.52893034E-03   1.28418689E-03   7.29925463E-04   1.93939143E-04   1.26488984E-04   7.34572986E-05 
  7.30932549E-04   6.70855884E-04   5.71366726E-04   4.09607207E-04   3.62782351E-04   2.81370291E-04 
  6.84863328E-05   5.86724949E-05   4.42835604E-05   3.23861739E-05   2.89216261E-05   2.32417973E-05 
  3.85828869E-02   3.82500896E-02   3.36549383E-02   2.24865830E-02   1.87572849E-02   1.12305778E-02 
  1.58578447E-04   1.22553856E-04   7.66033912E-05   2.39875871E-05   1.31157424E-05   2.59204919E-06 
  2.14847727E-02   1.95127408E-02   1.42387298E-02   8.93608795E-03   8.18460492E-03   6.95078062E-03 
  5.59681459E-03   4.46957722E-03   2.91455309E-03   9.87296265E-04   5.86494095E-04   1.78951285E-04 
  3.34885048E-02   3.94584000E-02   4.66695087E-02   5.58578724E-02   5.74781505E-02   5.60583054E-02 
  1.11673722E-03   8.89910563E-04   5.45669031E-04   2.55636464E-04   2.16794067E-04   1.76081507E-04 
  1.55064302E-02   1.22669646E-02   7.24773921E-03   3.04140394E-03   2.50823502E-03   1.93242744E-03 
  8.98941424E-03   8.31881369E-03   6.64990865E-03   4.18599886E-03   3.46283422E-03   2.13924528E-03 
  2.83703552E-03   2.58849551E-03   2.12438628E-03   1.56865500E-03   1.36801409E-03   1.13797413E-03 
  1.34743709E-03   1.06496733E-03   7.18258896E-04   3.23791479E-04   2.40919074E-04   1.39980369E-04 
  2.96757071E-02   2.36945211E-02   1.41428114E-02   3.87546438E-03   2.18212368E-03   6.23088661E-04 
  3.29831620E-03   2.62908083E-03   1.75753389E-03   8.40140437E-04   6.56411462E-04   4.21816170E-04 
  1.58492144E-04   1.30655539E-04   1.13475354E-04   8.69934201E-05   7.55621659E-05   5.13917566E-05 
  1.10605286E-02   9.42446754E-03   6.39441268E-03   2.68604077E-03   1.79738180E-03   7.08504898E-04 
  1.45563034E-03   1.17748501E-03   8.91096733E-04   5.02228757E-04   3.86483809E-04   2.02634775E-04 
  2.05365935E-03   1.87064497E-03   1.45331390E-03   8.90763721E-04   7.65045084E-04   4.88416686E-04 
  2.14781465E-04   1.69508537E-04   1.06771653E-04   4.46430155E-05   3.29392497E-05   1.85373112E-05 
  3.18455336E-03   2.55104776E-03   1.62184690E-03   7.46974258E-04   5.86751975E-04   4.09219086E-04 
  2.08816956E-03   1.63945383E-03   1.02388745E-03   3.04237087E-04   1.57653326E-04   2.66643797E-05 
  3.92522176E-04   3.20851380E-04   2.36228376E-04   1.35449402E-04   1.06488290E-04   5.95106211E-05 
  9.31354370E-02   8.59228331E-02   5.97033326E-02   2.77724824E-02   2.38720547E-02   2.04594015E-02 
  1.21840974E-04   1.01454141E-04   7.59093863E-05   5.15661330E-05   4.29998610E-05   2.60116299E-05 
  4.91990879E-05   5.16292648E-05   4.81486848E-05   4.60661535E-05   4.32690482E-05   3.82092376E-05 
  1.06509880E-02   8.77896902E-03   5.94531217E-03   2.49369121E-03   1.71481919E-03   6.92979230E-04 
  2.31119070E-02   1.98252466E-02   1.38331394E-02   7.57693720E-03   6.56239215E-03   5.56649358E-03 
  9.46866229E-03   8.48286006E-03   6.55187603E-03   4.77413768E-03   4.42747274E-03   3.70824561E-03 
  4.32708686E-03   3.72908505E-03   2.77433272E-03   1.82369049E-03   1.64258502E-03   1.34506608E-03 
