R_toa(555)  R_toa(659)  R_toa(865)  R_toa(1375)  R_toa(1610)  R_toa(2250)  
  1.74034529E-02   8.85580004E-03   4.28861542E-03   1.05579592E-04   1.63746799E-03   1.18814403E-03 
  3.15566601E-02   1.95469216E-02   4.31373756E-03   1.04309650E-04   3.17811674E-04   1.03792784E-04 
  1.37892718E-02   6.25215371E-03   2.04493466E-03   1.04217273E-04   1.85550818E-04   5.92422730E-05 
  2.20059379E-02   1.18038587E-02   6.07723132E-03   7.84915210E-05   2.30859514E-03   1.75186989E-03 
  2.65014228E-02   1.31805213E-02   4.88678398E-03   1.93861882E-04   4.20808203E-04   9.76201194E-05 
  2.78184040E-02   2.16444814E-02   3.70153298E-03   7.12768383E-05   3.50554325E-04   1.30519982E-04 
  2.43122275E-02   1.84233379E-02   1.16759732E-02   5.03523195E-05   2.76237779E-03   1.17781826E-03 
  2.11399216E-02   1.02971854E-02   4.04508288E-03   1.27331566E-04   6.09097359E-04   2.82540187E-04 
  1.55388987E-02   6.43318689E-03   2.14701394E-03   8.41200334E-05   3.46589276E-04   2.03242349E-04 
  3.00366378E-02   1.76154771E-02   9.70175704E-03   1.08547186E-04   2.51747910E-03   1.40442837E-03 
  2.52432683E-02   1.47049213E-02   8.21428652E-03   9.05297643E-05   1.65002737E-03   5.23062628E-04 
  2.12986245E-02   8.31149771E-03   2.40729525E-03   8.46566460E-05   2.61271828E-04   7.41871313E-05 
  2.44356529E-02   1.41149082E-02   2.94498361E-03   1.01863222E-04   2.64205925E-04   1.01771228E-04 
  2.37059085E-02   1.39065822E-02   8.10123991E-03   1.03332384E-04   2.73512511E-03   1.58041111E-03 
  1.29286291E-02   5.62999863E-03   1.68200455E-03   5.06533529E-05   1.66793959E-04   4.64056423E-05 
  1.60502296E-02   6.49661713E-03   2.52358869E-03   7.80644260E-05   4.10845721E-04   1.63774885E-04 
  1.91117430E-02   9.11896510E-03   3.43537866E-03   1.07361648E-04   3.93318351E-04   1.75043696E-04 
  3.57027233E-02   3.74894334E-02   1.02687732E-02   8.83002900E-05   2.21413048E-04   7.56060751E-05 
  3.01937252E-02   1.53370894E-02   2.90968112E-03   1.03057415E-04   1.86071896E-04   4.45647514E-05 
  4.27457836E-02   2.94681774E-02   1.87039598E-02   1.11669261E-04   4.35414961E-03   1.73495896E-03 
  3.74033872E-02   2.48863845E-02   1.84561943E-02   1.10000236E-04   1.17889392E-02   8.43527388E-03 
  3.83763005E-02   1.42727183E-02   3.45430499E-03   1.07285529E-04   9.48377165E-04   6.80479091E-04 
  3.98183154E-02   2.81941860E-02   1.73203796E-02   7.89485396E-05   8.12679173E-03   6.27242239E-03 
  1.54703840E-02   8.95688977E-03   4.01609530E-03   5.10226032E-05   4.85646875E-04   1.22822306E-04 
  1.95411155E-02   1.00189568E-02   4.74767083E-03   1.03583094E-04   1.08278567E-03   5.53826445E-04 
  3.05160545E-02   1.21544519E-02   3.73280952E-03   1.58629885E-04   3.36256752E-04   1.04846986E-04 
  2.69788360E-02   1.72647493E-02   1.14339545E-02   8.17638205E-05   7.31610472E-03   5.55107606E-03 
  1.54297342E-02   6.22845433E-03   1.88958427E-03   8.15972652E-05   2.89748507E-04   1.46270733E-04 
  2.35156264E-02   8.52571019E-03   2.40254480E-03   8.08642906E-05   3.65900821E-04   2.16675404E-04 
  2.76030108E-02   1.49403658E-02   7.79494928E-03   9.64896874E-05   4.63163120E-03   3.47121923E-03 
  1.19327976E-02   4.53983610E-03   1.46718421E-03   6.52979646E-05   1.50501650E-04   5.43790464E-05 
  1.87891314E-02   1.08097251E-02   5.50476200E-03   6.80044244E-05   1.50418222E-03   1.04305397E-03 
  1.67691024E-02   7.08742379E-03   2.82191188E-03   1.00275899E-04   9.00380191E-04   5.74553265E-04 
  3.42977514E-02   1.68150190E-02   7.42139777E-03   1.11147295E-04   9.15232596E-04   2.92971817E-04 
  3.05021333E-02   1.79169698E-02   1.06766540E-02   1.21567300E-04   4.14177511E-03   2.73444725E-03 
  2.10099000E-02   7.69800675E-03   2.48357531E-03   1.00384474E-04   2.59586934E-04   6.59860217E-05 
  1.95929661E-02   9.27201863E-03   3.70933389E-03   1.07320253E-04   5.98975972E-04   2.32636964E-04 
  3.75431415E-02   2.53735383E-02   1.50533513E-02   1.38370418E-04   3.09257667E-03   1.14517201E-03 
  1.67155686E-02   8.43590424E-03   3.75379828E-03   7.89270517E-05   5.86283973E-04   2.30426169E-04 
  1.50541572E-02   6.14778521E-03   1.81987282E-03   7.58109604E-05   1.92422991E-04   8.55112253E-05 
  1.66062084E-02   8.05062329E-03   2.91246912E-03   1.16072588E-04   2.53926785E-04   6.91572866E-05 
  1.25443653E-02   5.13719984E-03   1.75839297E-03   7.69522537E-05   3.03745131E-04   1.69739382E-04 
  1.80741209E-02   9.10813190E-03   4.46659864E-03   8.34897008E-05   1.56569899E-03   1.12511813E-03 
  1.76812071E-02   8.53296913E-03   3.84432634E-03   1.11398637E-04   1.23241774E-03   6.72820790E-04 
  2.12849742E-02   8.86548289E-03   2.88402538E-03   1.07192367E-04   3.28587737E-04   1.31838292E-04 
  2.77995170E-02   2.08506296E-02   1.35391624E-02   6.55944641E-05   1.91568468E-03   3.71454904E-04 
  4.28757086E-02   3.10012959E-02   2.36691252E-02   1.01746430E-04   1.60796096E-02   1.32032109E-02 
  3.36501779E-02   2.12180700E-02   1.23159188E-02   1.12857128E-04   2.59249114E-03   9.52129475E-04 
  2.78068516E-02   1.72593516E-02   1.11103691E-02   6.65852576E-05   4.90933687E-03   3.54543053E-03 
  1.43713393E-02   6.22057607E-03   2.10804889E-03   8.96679112E-05   2.22510682E-04   8.89442178E-05 
  2.15546826E-02   9.28211648E-03   2.80159106E-03   1.26042971E-04   2.68955755E-04   7.67334064E-05 
  3.07667123E-02   1.80138792E-02   9.82537325E-03   2.04616400E-04   3.35700130E-03   1.76510200E-03 
  1.26944418E-02   5.94365326E-03   2.36374738E-03   9.51718823E-05   5.43907255E-04   3.33441107E-04 
  2.46024899E-02   1.05880069E-02   3.50773196E-03   1.09081400E-04   4.61213244E-04   1.63614827E-04 
  2.59192102E-02   8.98926811E-03   2.41975525E-03   1.09342661E-04   2.17875095E-04   6.60287873E-05 
  1.89973610E-02   7.35410659E-03   2.41233944E-03   9.69218353E-05   2.53594315E-04   7.85983369E-05 
  1.58728599E-02   7.69728005E-03   2.76638354E-03   1.03905485E-04   3.06688099E-04   1.24363314E-04 
  4.18503733E-02   2.78012265E-02   1.57859391E-02   1.01501733E-04   2.14093127E-03   3.48020424E-04 
  1.71417029E-02   6.92965105E-03   2.24063991E-03   1.06928381E-04   1.91280636E-04   4.74503014E-05 
  4.20616040E-02   2.91645949E-02   1.34933509E-02   1.85611245E-04   1.58406614E-03   2.52541076E-04 
  2.41323494E-02   9.28302297E-03   2.38280595E-03   1.04940130E-04   2.01298831E-04   6.26367148E-05 
  1.74272172E-02   7.56341218E-03   2.78894077E-03   8.57583616E-05   2.80651401E-04   7.02106572E-05 
  3.11127012E-02   2.16511785E-02   1.41995129E-02   1.09821901E-04   4.36031192E-03   2.12665581E-03 
  5.52174685E-02   3.52700215E-02   1.80128944E-02   1.11785636E-04   2.44353620E-03   4.79519281E-04 
  1.94022065E-02   9.81274147E-03   3.87037491E-03   1.33817298E-04   5.75948530E-04   2.77552474E-04 
  2.60450100E-02   1.06287891E-02   3.22117976E-03   1.25388052E-04   2.45502469E-04   6.07021972E-05 
  1.65851227E-02   9.26822930E-03   2.73649311E-03   7.51958402E-05   4.29876819E-04   1.92848462E-04 
  5.00143674E-02   3.21756781E-02   1.78017891E-02   1.59223764E-04   2.20264960E-03   3.20737558E-04 
  1.98701642E-02   7.83937692E-03   2.18262909E-03   1.03825458E-04   1.87116700E-04   5.43989740E-05 
  3.10439052E-02   2.60711529E-02   5.89271105E-03   1.00564640E-04   1.91659306E-04   5.74024039E-05 
  1.67586755E-02   7.07066198E-03   2.20811798E-03   1.05089418E-04   2.08702059E-04   6.87400046E-05 
  1.99653075E-02   1.24065472E-02   6.82612611E-03   8.74500975E-05   1.76078026E-03   9.51515760E-04 
  2.15859277E-02   8.65142478E-03   2.71708895E-03   1.24289906E-04   2.99391811E-04   1.05597645E-04 
  2.50229754E-02   9.32418177E-03   1.79515751E-03   6.32245693E-05   1.58405949E-04   7.08478857E-05 
  1.97043817E-02   9.18030074E-03   2.02845293E-03   8.24215072E-05   1.54953718E-04   5.00741362E-05 
  2.67239708E-02   1.31050731E-02   2.97056524E-03   1.15639857E-04   2.67359645E-04   8.55743889E-05 
  2.40740251E-02   1.50352562E-02   1.11603538E-02   9.33901460E-05   8.92517647E-03   7.37356819E-03 
  2.70091795E-02   1.37885720E-02   3.70480520E-03   1.29098532E-04   2.85950087E-04   9.12839082E-05 
  1.52383080E-02   7.27096497E-03   2.67849004E-03   1.05192758E-04   4.30858071E-04   1.99566668E-04 
  1.62426807E-02   7.69673186E-03   3.13285561E-03   8.03420790E-05   6.39967625E-04   3.68747194E-04 
  2.02239468E-02   9.34021200E-03   3.35142051E-03   1.41552342E-04   3.48726914E-04   1.13168359E-04 
  3.77034914E-02   1.93182927E-02   9.97979642E-03   1.63659472E-04   5.79297515E-03   4.18834113E-03 
  1.48447559E-02   5.59670518E-03   1.76046426E-03   7.11812559E-05   1.90602539E-04   7.40631731E-05 
  1.61766374E-02   7.07068216E-03   2.37182805E-03   9.96661256E-05   3.06338571E-04   1.24071655E-04 
  1.79831842E-02   9.13990866E-03   4.20660540E-03   8.43006593E-05   4.57106419E-04   7.96166538E-05 
  1.30699418E-02   6.52951269E-03   1.68456064E-03   6.22352292E-05   1.21460466E-04   2.79832801E-05 
  3.82764578E-02   2.81751000E-02   4.88830423E-03   1.17317872E-04   2.84139638E-04   8.77993864E-05 
  3.94143883E-02   2.23915960E-02   4.64384445E-03   8.43470715E-05   5.13975664E-04   1.45627006E-04 
  1.55473575E-02   8.03547847E-03   2.56140543E-03   1.05825580E-04   2.42251623E-04   7.51604211E-05 
  2.95107049E-02   1.51621242E-02   6.40248201E-03   1.20128466E-04   1.32938165E-03   4.81784308E-04 
  4.43029761E-02   3.51362370E-02   3.02594778E-02   1.05978859E-04   1.68821792E-02   9.92801498E-03 
  6.14382309E-02   4.85801096E-02   2.36483143E-02   7.34036088E-05   4.45805706E-03   2.29027755E-03 
  1.00120043E-02   5.49492146E-03   2.91644454E-03   5.52741379E-05   1.72812326E-03   1.34796035E-03 
  3.51142720E-02   1.42613343E-02   4.98228072E-03   1.38668684E-04   9.05310523E-04   3.48708369E-04 
  3.30119651E-02   1.61378396E-02   4.84974154E-03   8.19980337E-05   7.74613406E-04   2.90051361E-04 
  3.52434596E-02   2.21854531E-02   1.32640868E-02   1.13727628E-04   2.77115213E-03   7.55307418E-04 
  2.90707493E-02   1.47830494E-02   6.61297929E-03   1.85500022E-04   2.11277060E-03   1.30135711E-03 
  2.42374474E-02   1.04872629E-02   2.11992653E-03   7.94453654E-05   1.46239591E-04   3.84109303E-05 
  1.74748110E-02   9.85103529E-03   4.89125055E-03   9.23880515E-05   9.28191481E-04   3.76909811E-04 
  2.14866804E-02   8.65750903E-03   3.15046815E-03   7.92770777E-05   1.16326130E-03   8.82325298E-04 
  9.96695201E-03   4.13367280E-03   1.37110209E-03   5.37194504E-05   1.21634910E-04   3.31068705E-05 
  1.51436461E-02   8.16984090E-03   3.66035071E-03   6.00311713E-05   5.86108424E-04   2.87483349E-04 
  1.08916441E-02   5.72698089E-03   2.33031919E-03   6.59177502E-05   2.64750241E-04   7.60405825E-05 
  1.14407745E-02   4.94523790E-03   1.81092338E-03   6.78847013E-05   2.12558936E-04   7.32096866E-05 
  1.82548474E-02   9.67121285E-03   4.28842323E-03   1.04664362E-04   6.74498452E-04   2.53567875E-04 
  1.06247782E-02   5.20392155E-03   1.95652713E-03   6.85668636E-05   2.79858955E-04   1.25169956E-04 
  3.20791930E-02   1.81195775E-02   9.36235458E-03   1.35994769E-04   1.68940148E-03   7.48546653E-04 
  1.19342562E-02   7.11440664E-03   3.61959189E-03   4.69960800E-05   4.62913480E-04   1.52040362E-04 
  2.93689879E-02   1.79643314E-02   9.15835684E-03   8.28989888E-05   1.02193032E-03   1.69149380E-04 
  2.72397633E-02   1.29070452E-02   4.58298683E-03   1.12981009E-04   7.01723068E-04   3.12469156E-04 
  2.04278773E-02   8.23746427E-03   3.19783586E-03   1.03723065E-04   8.48184837E-04   5.18479070E-04 
  2.30210779E-02   9.19260004E-03   2.90257337E-03   1.35542224E-04   2.87248440E-04   1.08075658E-04 
  2.46697811E-02   1.16536997E-02   3.89305052E-03   9.83464690E-05   3.55860636E-04   8.66368304E-05 
  1.60673879E-02   5.61484656E-03   1.58350182E-03   5.95912364E-05   1.27999371E-04   3.70316164E-05 
  1.79038593E-02   6.57093788E-03   1.93032744E-03   9.55121680E-05   2.14032972E-04   9.90362885E-05 
  2.81281109E-02   1.44441524E-02   7.78023476E-03   1.04844523E-04   3.42870082E-03   2.14310726E-03 
  1.60592071E-02   7.39160397E-03   2.78554690E-03   8.99510886E-05   2.88577914E-04   8.03468401E-05 
  1.18066444E-02   5.26618846E-03   1.78762894E-03   8.47985441E-05   1.49668896E-04   4.03184720E-05 
  2.07533663E-02   1.07360564E-02   5.07389800E-03   1.11473942E-04   8.39073688E-04   2.35800920E-04 
  1.56992488E-02   6.57942130E-03   2.25740675E-03   9.76469149E-05   2.28106958E-04   6.63088303E-05 
  4.36037787E-02   2.15311833E-02   3.79453323E-03   1.22816955E-04   2.50533692E-04   8.02022278E-05 
  2.22753827E-02   8.44577244E-03   2.54371807E-03   1.23976699E-04   2.25940105E-04   6.99907973E-05 
  1.93463436E-02   9.26698151E-03   4.30237316E-03   1.05600567E-04   1.37974281E-03   8.86491575E-04 
  4.03749185E-02   2.11411348E-02   7.65059399E-03   1.45706757E-04   2.07871068E-03   8.71904785E-04 
  1.57492800E-02   5.88032572E-03   1.81351622E-03   8.25403616E-05   1.66048748E-04   6.02356318E-05 
  3.19611944E-02   1.45728210E-02   4.95813360E-03   9.86549486E-05   1.04801016E-03   5.55123528E-04 
  3.46632398E-02   1.74126450E-02   3.09002698E-03   1.05786868E-04   2.39443362E-04   9.03501907E-05 
  1.58519541E-02   7.58048773E-03   3.03994848E-03   7.99806785E-05   4.43612516E-04   1.86799553E-04 
  1.89927910E-02   8.65105215E-03   3.03420785E-03   1.20822924E-04   2.68279260E-04   6.79166138E-05 
  2.00407576E-02   1.10383009E-02   5.74671232E-03   9.70466998E-05   1.32169699E-03   5.55221875E-04 
  2.27346104E-02   1.27008529E-02   6.55756430E-03   9.52442092E-05   1.21292782E-03   4.38826552E-04 
  1.57701006E-02   6.56997906E-03   2.01144457E-03   9.10256439E-05   2.71084467E-04   1.41910739E-04 
  3.45631116E-02   1.46970955E-02   2.82760560E-03   9.13691779E-05   4.28974700E-04   2.71675643E-04 
  3.74603164E-02   3.56003873E-02   3.61070754E-02   7.66434457E-05   3.26979200E-02   2.55461480E-02 
  2.14345847E-02   1.28470289E-02   7.32010731E-03   1.07539237E-04   3.62250499E-03   2.37161211E-03 
  2.97566373E-02   1.64909218E-02   7.74158264E-03   8.36457202E-05   1.16220813E-03   3.96424394E-04 
  2.66729470E-02   1.00607591E-02   2.35562402E-03   1.03665560E-04   1.74709769E-04   4.60067089E-05 
  1.96678925E-02   1.26719754E-02   3.11831860E-03   1.33199862E-04   2.32075975E-04   7.21895981E-05 
  3.22667252E-02   2.41663071E-02   6.22982052E-03   1.56357104E-04   8.18573688E-04   3.64682948E-04 
  1.49932603E-02   1.03427178E-02   6.20358742E-03   4.97163312E-05   1.12179742E-03   4.33635463E-04 
  3.95215934E-02   2.31466062E-02   5.33763042E-03   1.66449216E-04   4.83615469E-04   1.59658527E-04 
  2.28910308E-02   1.12810066E-02   2.70531261E-03   9.41920204E-05   1.87609939E-04   4.57088376E-05 
  1.10920151E-02   4.66886176E-03   1.68177872E-03   5.85942378E-05   1.47881809E-04   3.43503190E-05 
  5.12303048E-02   3.75433853E-02   2.22347074E-02   6.88581485E-05   2.93501429E-03   6.06285648E-04 
  1.59079576E-02   6.43250971E-03   2.09245906E-03   9.26686640E-05   1.61428407E-04   3.85899704E-05 
  1.79717299E-02   8.70932772E-03   3.44369557E-03   1.09408757E-04   5.72090622E-04   2.34648905E-04 
  1.85684617E-02   8.06222195E-03   2.03223913E-03   6.78890806E-05   4.02100948E-04   2.69970541E-04 
  1.88525332E-02   7.30794178E-03   2.38127268E-03   8.54633722E-05   3.53026008E-04   1.90647832E-04 
  2.25362208E-02   1.37435941E-02   7.84375264E-03   6.19323546E-05   1.60297983E-03   5.78462514E-04 
  1.87737100E-02   9.31499995E-03   4.11689878E-03   7.57883141E-05   1.24324604E-03   8.39981689E-04 
  2.43815630E-02   9.77778664E-03   2.67388124E-03   1.19790291E-04   2.38587943E-04   7.60071820E-05 
  1.66548027E-02   7.23035021E-03   2.60327784E-03   1.06725265E-04   3.90480577E-04   1.76133520E-04 
  1.72730503E-02   6.81340248E-03   2.13583278E-03   9.96464351E-05   2.20401036E-04   7.74216210E-05 
  4.38727730E-02   2.06493812E-02   5.01338303E-03   1.13603275E-04   6.11306245E-04   2.35562841E-04 
  1.24908571E-02   6.71996964E-03   3.44082559E-03   7.78990385E-05   1.55585324E-03   1.07622624E-03 
  2.22728555E-02   1.01449884E-02   3.74074588E-03   1.00886667E-04   7.47704277E-04   4.13182531E-04 
  3.65852841E-02   2.67118649E-02   1.69564830E-02   9.47548452E-05   3.13930268E-03   1.01372546E-03 
  3.56833611E-02   2.22455103E-02   1.48924939E-02   1.05309489E-04   6.09581771E-03   3.40364542E-03 
  1.03287654E-02   4.85501744E-03   1.46175500E-03   5.15605488E-05   1.22995247E-04   3.99430874E-05 
  2.09838532E-02   9.17571033E-03   2.85712971E-03   1.22284756E-04   2.31182772E-04   6.36721961E-05 
  2.76183358E-02   1.54468870E-02   8.59742866E-03   1.10172848E-04   2.58347720E-03   1.10512023E-03 
  1.41175088E-02   6.14139850E-03   2.28215278E-03   6.14001019E-05   2.32384241E-04   4.76113106E-05 
  2.37693140E-02   1.68993800E-02   1.31801280E-02   9.63079795E-05   1.03647731E-02   8.05644693E-03 
  2.01226075E-02   8.61393300E-03   2.45344168E-03   1.04000992E-04   1.91820167E-04   5.35743985E-05 
  2.88655221E-02   1.17357090E-02   2.40408424E-03   9.12890990E-05   2.32238726E-04   1.07151943E-04 
  1.27635332E-02   5.24662326E-03   1.72096353E-03   8.76702648E-05   1.39308022E-04   3.38274277E-05 
  1.38424229E-02   6.67850316E-03   2.73648750E-03   9.39293523E-05   5.89126203E-04   3.52377406E-04 
  1.88256367E-02   8.81807998E-03   3.67888271E-03   9.01438484E-05   8.38770295E-04   4.47456241E-04 
  1.55649787E-02   7.37922273E-03   3.33342038E-03   6.57225894E-05   6.52761813E-04   2.62009346E-04 
  2.44282765E-02   1.32720066E-02   6.87616602E-03   1.21698383E-04   1.60602346E-03   6.49707749E-04 
  3.41113070E-02   2.37870578E-02   1.45690277E-02   1.15023818E-04   3.70441429E-03   1.17907527E-03 
  1.34953727E-02   5.81299344E-03   1.86727415E-03   6.39634414E-05   2.60916932E-04   1.42058845E-04 
  2.12707272E-02   7.96581314E-03   1.96201763E-03   9.05100487E-05   1.44444933E-04   3.74957174E-05 
  2.50400410E-02   2.39071343E-02   4.48554630E-03   6.03795199E-05   1.41428457E-04   4.23795511E-05 
  1.64807322E-02   8.68863332E-03   4.94095241E-03   7.00531934E-05   2.47540479E-03   1.68522882E-03 
  2.07748175E-02   8.37035440E-03   2.91948909E-03   1.07015381E-04   3.33032157E-04   1.04727250E-04 
  2.06946903E-02   1.26862573E-02   7.07192068E-03   7.80071063E-05   1.51183597E-03   6.84214766E-04 
  2.30131432E-02   1.14066701E-02   4.85832265E-03   1.39382697E-04   1.11724963E-03   6.36852206E-04 
  4.55486743E-02   2.82132199E-02   1.69525776E-02   1.22195013E-04   4.17936556E-03   1.56306675E-03 
  2.10217433E-02   7.84551610E-03   2.57830533E-03   1.07542779E-04   2.95000950E-04   9.47982858E-05 
  4.50525735E-02   2.64021282E-02   3.68278309E-03   1.08990313E-04   2.12766891E-04   7.29076999E-05 
  1.50130103E-02   6.16940129E-03   1.44002797E-03   5.09872927E-05   1.06141625E-04   2.96708300E-05 
  2.32982388E-02   1.17260446E-02   4.26826855E-03   7.38312446E-05   5.50608820E-04   1.75174959E-04 
  2.58279934E-02   1.09320228E-02   2.20759608E-03   8.88478138E-05   1.50859807E-04   4.04988506E-05 
  1.14014344E-02   5.12753777E-03   1.75127381E-03   8.95084821E-05   1.55845480E-04   4.42409685E-05 
  2.85471054E-02   1.53935513E-02   7.15345313E-03   1.52519505E-04   1.15976722E-03   4.83908687E-04 
  6.42167602E-02   6.23812627E-02   7.22927800E-02   6.95708530E-05   6.91746820E-02   5.70503756E-02 
  5.87201805E-02   4.39667501E-02   2.49175841E-02   1.21022019E-04   5.41735000E-03   2.25515853E-03 
  2.47006618E-02   1.22614708E-02   5.23891702E-03   8.02583208E-05   1.60697163E-03   1.03649901E-03 
  2.56399289E-02   1.19831800E-02   4.43390971E-03   9.31299680E-05   1.09312175E-03   5.45075341E-04 
  2.52534960E-02   8.66608318E-03   2.13549761E-03   1.00213052E-04   2.03170315E-04   7.95362934E-05 
  4.31141959E-02   3.04133602E-02   5.62250176E-03   1.14041708E-04   5.04229183E-04   2.19540743E-04 
  1.42178310E-02   8.02033448E-03   4.07466962E-03   6.26199585E-05   1.00329167E-03   5.96228117E-04 
  8.84606718E-03   4.20874531E-03   1.55210831E-03   5.50224445E-05   1.55973670E-04   5.05311106E-05 
  1.95827963E-02   7.71985135E-03   2.61464219E-03   1.07721257E-04   2.40423158E-04   6.01750889E-05 
  2.50918435E-02   8.68924170E-03   1.89673809E-03   8.37225958E-05   1.67117445E-04   6.45613558E-05 
  2.06573508E-02   8.92483180E-03   2.62531428E-03   1.15119833E-04   2.24137640E-04   6.06855429E-05 
  4.21618256E-02   3.55163511E-02   2.55839403E-02   9.39322436E-05   2.76858475E-03   4.23170223E-04 
  3.56455922E-02   2.36632514E-02   1.36226377E-02   7.04784922E-05   2.61306230E-03   1.01097032E-03 
  1.72280276E-02   9.43597013E-03   4.28981427E-03   9.80620525E-05   6.78058185E-04   1.99772011E-04 
  1.45088028E-02   5.39445104E-03   1.57460997E-03   6.83668843E-05   1.42516344E-04   4.78798251E-05 
  2.21462071E-02   1.13319989E-02   3.11525194E-03   1.37913986E-04   2.52072732E-04   7.07140770E-05 
  4.95140395E-02   3.78663655E-02   2.41981285E-02   8.71188287E-05   6.04771478E-03   3.46206997E-03 
  3.48047780E-02   2.29186541E-02   1.40172091E-02   1.09746904E-04   3.70005846E-03   1.87098692E-03 
  1.90185492E-02   6.96713291E-03   2.06614010E-03   1.06708712E-04   1.62405826E-04   4.14573619E-05 
  2.29296173E-02   1.13539157E-02   4.05380596E-03   1.76300162E-04   3.46367971E-04   9.98553549E-05 
  1.03079095E-02   4.92538549E-03   1.81545628E-03   6.41424468E-05   1.73674332E-04   4.89323512E-05 
  2.38281096E-02   1.22433117E-02   4.57322904E-03   1.74859882E-04   3.77807730E-04   8.88334689E-05 
  2.11199785E-02   9.98810305E-03   2.51972954E-03   9.55547533E-05   2.08886716E-04   6.33228980E-05 
  1.97607468E-02   8.91596007E-03   3.61965312E-03   1.16706720E-04   8.32740300E-04   5.02102726E-04 
  2.45483846E-02   1.12562481E-02   4.50472457E-03   1.02042958E-04   8.32199250E-04   3.46064240E-04 
  1.92986091E-02   8.07282578E-03   2.06800757E-03   7.67663515E-05   2.10632799E-04   7.70999343E-05 
  3.61749067E-02   2.03079282E-02   6.68351195E-03   2.12829327E-04   6.14457613E-04   1.95972845E-04 
  2.02693700E-02   1.13995724E-02   5.94808955E-03   1.08933934E-04   1.81645576E-03   8.76741930E-04 
  1.60655414E-02   6.21205599E-03   1.91857205E-03   9.13119418E-05   2.01406446E-04   8.83775817E-05 
  2.43178939E-02   1.56225156E-02   5.62412700E-03   6.58418922E-05   7.59979165E-04   1.82480001E-04 
  3.26901437E-02   1.96300021E-02   9.17514405E-03   1.49495277E-04   4.22459001E-03   3.07023442E-03 
  4.16318485E-02   2.02590462E-02   9.00660440E-03   1.53907259E-04   1.98183201E-03   7.65039666E-04 
  1.19589775E-02   5.17175434E-03   1.44272097E-03   5.40861273E-05   1.08458742E-04   2.78111162E-05 
  2.69682079E-02   1.40649542E-02   9.28247052E-03   9.51537166E-05   6.87687071E-03   5.08839845E-03 
  2.88187332E-02   1.42413372E-02   2.96369757E-03   1.09509579E-04   2.37510644E-04   9.02856860E-05 
  3.07593535E-02   1.85369175E-02   8.62352976E-03   1.09147732E-04   2.89142164E-03   1.77864392E-03 
  1.03396434E-02   4.59002939E-03   1.57405489E-03   7.50675737E-05   1.97150038E-04   9.79616931E-05 
  2.84178544E-02   1.53933269E-02   6.34462981E-03   1.15272466E-04   1.17954382E-03   5.88729571E-04 
  3.30732223E-02   2.31157945E-02   1.49474791E-02   9.16390275E-05   5.85858058E-03   4.12450993E-03 
  2.01663431E-02   7.04803336E-03   2.25402957E-03   6.93037778E-05   8.16177296E-04   5.92350436E-04 
  1.47673455E-02   6.18924368E-03   2.00560152E-03   1.05999826E-04   1.99413717E-04   7.01350120E-05 
  1.20624356E-02   6.64067928E-03   3.24953464E-03   6.60077744E-05   6.25273009E-04   2.28141310E-04 
  1.16988836E-02   5.17054269E-03   1.73071508E-03   8.41056825E-05   1.51936412E-04   4.31331915E-05 
  3.73791954E-02   3.00840220E-02   2.01042548E-02   6.32373001E-05   2.48372475E-03   5.34279872E-04 
  2.23063839E-02   9.04848692E-03   2.50573529E-03   8.77164187E-05   3.94487703E-04   2.28882402E-04 
  2.70316250E-02   1.42727646E-02   2.75899712E-03   7.96160016E-05   2.07250967E-04   9.06122529E-05 
  1.18208275E-02   6.78004748E-03   3.48998055E-03   5.38125166E-05   5.43604121E-04   1.71247810E-04 
  1.27578307E-02   6.72201465E-03   3.26536643E-03   6.34908445E-05   7.55182396E-04   3.25505302E-04 
  1.47794180E-02   7.28021123E-03   2.85459958E-03   9.44112279E-05   3.01883073E-04   8.35280191E-05 
  4.19164102E-02   2.61541389E-02   3.66267733E-03   9.49720327E-05   1.99683311E-04   4.87940413E-05 
  2.37980242E-02   8.48065041E-03   2.96179263E-03   9.86014266E-05   9.24186527E-04   6.55684960E-04 
  1.54310746E-02   8.29088718E-03   3.80570310E-03   7.25042850E-05   5.13254752E-04   1.78210667E-04 
  1.09678759E-02   5.14129446E-03   1.77233314E-03   7.74050796E-05   1.77163612E-04   5.79029595E-05 
  5.95122700E-02   4.26835182E-02   2.90847422E-02   1.09081790E-04   5.38501507E-03   1.16050959E-03 
  5.14545058E-02   4.58132905E-02   6.65469245E-03   7.97844645E-05   6.35565380E-04   4.38498976E-04 
  3.57306776E-02   2.16439001E-02   1.73902752E-02   1.05752616E-04   1.63434644E-02   1.45033051E-02 
  2.81245700E-02   1.77986483E-02   9.39411100E-03   8.26004767E-05   1.13649722E-03   4.65982763E-04 
  2.13010255E-02   1.22822228E-02   2.69892092E-03   9.33500025E-05   1.60819333E-04   4.60302821E-05 
  1.10231584E-02   4.66781617E-03   1.52883303E-03   7.62071306E-05   1.30960090E-04   3.86251276E-05 
  3.30720192E-02   1.11014849E-02   2.39074336E-03   1.05524029E-04   1.77181040E-04   5.27281447E-05 
  8.29181606E-03   4.24248597E-03   1.54218039E-03   5.00809514E-05   3.23773389E-04   1.93830475E-04 
  3.48106007E-02   2.07488913E-02   1.09198773E-02   5.94723211E-05   1.24316879E-03   2.57936233E-04 
  1.43492913E-02   6.81808138E-03   2.40028381E-03   9.80151806E-05   2.42714398E-04   8.66052449E-05 
