R_toa(555)  R_toa(659)  R_toa(865)  R_toa(1375)  R_toa(1610)  R_toa(2250)  
  1.98593643E-02   7.16630188E-03   2.04689850E-03   9.20402461E-05   3.27550246E-04   1.97797514E-04 
  2.13482364E-02   1.17898359E-02   5.61914705E-03   6.97758118E-05   8.55241110E-04   3.54739378E-04 
  1.62724236E-02   8.88859078E-03   4.64324016E-03   8.02136389E-05   1.44932914E-03   7.68315215E-04 
  2.56706436E-02   1.41622946E-02   7.19296755E-03   1.00450860E-04   1.35557708E-03   6.40704667E-04 
  5.04681220E-02   4.17860138E-02   3.32482185E-02   6.88997591E-05   1.40204663E-02   8.76119911E-03 
  1.78289594E-02   8.48014362E-03   3.04814197E-03   1.10613598E-04   3.51212187E-04   9.65901352E-05 
  3.02240173E-02   2.16987832E-02   1.61983098E-02   1.17036637E-04   8.04284058E-03   4.70754529E-03 
  2.55174673E-02   1.72515045E-02   5.22612266E-03   6.65684622E-05   1.65512718E-03   1.23274003E-03 
  2.71091425E-02   1.57293489E-02   9.35992768E-03   1.44827131E-04   4.12308020E-03   2.06353374E-03 
  3.75963968E-02   2.97471790E-02   6.46115483E-03   1.07653918E-04   8.32714328E-04   4.67439875E-04 
  2.35203865E-02   1.01776076E-02   2.85547743E-03   9.80506778E-05   3.71052162E-04   1.74170583E-04 
  2.00586969E-02   7.66121984E-03   3.35691514E-03   7.42443835E-05   1.88274355E-03   1.68322700E-03 
  2.50846440E-02   1.15881308E-02   4.96325665E-03   1.06426141E-04   7.61194330E-04   2.95347084E-04 
  2.05994376E-02   8.32667221E-03   2.87563171E-03   8.95691252E-05   3.68129527E-04   1.32953958E-04 
  1.37738577E-02   6.50756481E-03   2.62692729E-03   8.62836601E-05   4.55172454E-04   1.77721196E-04 
  4.62942827E-02   2.33966711E-02   7.46377383E-03   1.01902636E-04   2.02933072E-03   1.25428359E-03 
  1.53322988E-02   6.43350727E-03   2.21244030E-03   1.03770674E-04   2.17285515E-04   6.11968986E-05 
  3.29865011E-02   2.15190398E-02   1.33590932E-02   8.89832709E-05   4.10344305E-03   2.35544673E-03 
  2.53574220E-02   1.52913229E-02   7.95767010E-03   1.05552428E-04   1.66568404E-03   7.99012450E-04 
  1.71383599E-02   1.20889082E-02   3.83771650E-03   7.25621374E-05   1.32541433E-03   1.07803865E-03 
  2.93185743E-02   1.05274737E-02   2.66281939E-03   1.07438261E-04   2.98330817E-04   1.29265556E-04 
  2.88878424E-02   2.08371121E-02   1.25262634E-02   6.87779966E-05   2.12557836E-03   7.82325521E-04 
  3.04034870E-02   2.15847447E-02   1.30233759E-02   6.15583930E-05   3.89860106E-03   2.64027298E-03 
  3.42312231E-02   1.79896415E-02   6.38196001E-03   8.52468694E-05   1.38269245E-03   6.55035794E-04 
  4.35046685E-02   3.24171785E-02   2.29162754E-02   1.38321887E-04   5.56313564E-03   2.33503755E-03 
  2.08125402E-02   7.32652478E-03   2.12580374E-03   9.01943056E-05   1.91550496E-04   6.77301057E-05 
  2.51398509E-02   1.22489346E-02   4.94072753E-03   8.75590200E-05   9.50404245E-04   3.94122504E-04 
  1.32121446E-02   4.94669734E-03   1.60549644E-03   6.26305056E-05   2.65759608E-04   1.81876418E-04 
  6.44855107E-02   5.10029584E-02   3.60162707E-02   1.44580112E-04   5.46408184E-03   9.60351491E-04 
  2.16826233E-02   1.07886817E-02   3.89550612E-03   1.68183711E-04   3.21037101E-04   7.58506246E-05 
  4.44367194E-02   3.46869524E-02   2.83060014E-02   8.97500970E-05   1.33069872E-02   8.02720992E-03 
  3.58223091E-02   1.63914936E-02   3.27519720E-03   1.16818540E-04   2.36503813E-04   6.53550801E-05 
  2.08058822E-02   1.01826238E-02   3.84059987E-03   1.46621629E-04   4.22895871E-04   1.15260076E-04 
  1.08480302E-02   5.06952094E-03   1.89103782E-03   7.64880427E-05   2.30635397E-04   8.69341613E-05 
  2.35146522E-02   1.61600058E-02   4.91641274E-03   1.09234605E-04   8.29711254E-04   4.18378146E-04 
  1.53041157E-02   6.36607320E-03   2.07174929E-03   1.04658635E-04   1.89526766E-04   5.81857551E-05 
  1.18473268E-02   4.56443332E-03   1.50539582E-03   5.59086697E-05   2.16965951E-04   1.13784967E-04 
  1.96987254E-02   1.02186831E-02   4.77755578E-03   8.73882706E-05   6.44993068E-04   1.59737558E-04 
  2.41698453E-02   1.14024059E-02   1.93708584E-03   6.37820811E-05   1.31710737E-04   4.63300447E-05 
  1.45036504E-02   5.99199784E-03   1.54041417E-03   6.17179581E-05   1.30306967E-04   4.27099779E-05 
  4.20606826E-02   2.76276662E-02   1.67267102E-02   1.10239069E-04   5.12183446E-03   3.09648591E-03 
  8.25944655E-02   6.96168457E-02   5.18160213E-02   1.08206697E-04   1.64784177E-02   1.04342001E-02 
  1.65588920E-02   6.83839324E-03   2.43407876E-03   1.06349352E-04   5.14425366E-04   3.32515981E-04 
  2.54332450E-02   1.49107520E-02   6.42907880E-03   8.42603739E-05   8.54354054E-04   4.22048838E-04 
  3.82932144E-02   3.31627689E-02   1.47481503E-02   1.36433468E-04   2.37187747E-03   1.04044496E-03 
  2.84089124E-02   1.60752457E-02   9.12431824E-03   5.89970377E-05   2.59657460E-03   1.49050345E-03 
  2.27648070E-02   8.87035155E-03   1.95966166E-03   7.70945447E-05   1.83290369E-04   6.42529557E-05 
  1.97083270E-02   8.20932959E-03   3.07522575E-03   1.03714604E-04   5.91540315E-04   2.53308137E-04 
  1.78328418E-02   8.18533199E-03   2.18505842E-03   1.01559873E-04   1.70088468E-04   4.52401224E-05 
  2.27221780E-02   1.04344515E-02   4.75105007E-03   1.04812996E-04   1.60157345E-03   1.11336510E-03 
  2.81711593E-02   1.49933140E-02   7.37465581E-03   1.08599340E-04   2.70506653E-03   1.62930174E-03 
  1.63419549E-02   7.52579623E-03   2.56803793E-03   1.28116180E-04   2.07959659E-04   5.12830095E-05 
  2.86478053E-02   1.50042966E-02   7.10033862E-03   1.80278770E-04   2.58154367E-03   1.66547656E-03 
  2.31503361E-02   9.33468706E-03   2.98842183E-03   8.61182579E-05   5.10072537E-04   2.25601064E-04 
  8.45936449E-03   3.91449718E-03   1.33189478E-03   6.31292520E-05   1.13881200E-04   3.31870423E-05 
  3.12336239E-02   1.26085980E-02   3.12282094E-03   1.22717528E-04   3.12002788E-04   1.28150039E-04 
  2.03977476E-02   9.20926306E-03   3.48942683E-03   1.07197635E-04   6.95992048E-04   3.90874066E-04 
  4.25647330E-02   2.95527298E-02   1.72494974E-02   1.00364963E-04   1.54917927E-03   1.94945108E-04 
  2.70348522E-02   1.32391683E-02   4.60477806E-03   1.46127207E-04   3.58696665E-04   9.21985989E-05 
  3.29811929E-02   1.26038083E-02   2.52335126E-03   1.01562777E-04   1.85918097E-04   6.17007919E-05 
  1.54471804E-02   8.60404132E-03   4.19743919E-03   9.73391081E-05   8.61195310E-04   3.63071804E-04 
  3.01688301E-02   1.39259974E-02   5.73464833E-03   1.08283307E-04   1.65393970E-03   1.04588970E-03 
  1.49534093E-02   7.64953943E-03   4.09110956E-03   5.45555289E-05   1.56082382E-03   1.00836267E-03 
  2.19189778E-02   1.35231066E-02   7.29625230E-03   6.97747073E-05   1.80830557E-03   1.11999245E-03 
  2.29417264E-02   1.14996986E-02   4.54489128E-03   1.56456794E-04   6.46400046E-04   2.91110627E-04 
  2.88965355E-02   1.53320213E-02   5.55956832E-03   1.92388834E-04   5.76430560E-04   1.88921665E-04 
  4.35958647E-02   2.93697467E-02   1.49496183E-02   1.13486175E-04   2.86248652E-03   1.14146365E-03 
  2.77726831E-02   1.39312672E-02   5.91739877E-03   1.46904577E-04   1.23558233E-03   5.54095987E-04 
  1.93162102E-02   9.09970762E-03   1.97937609E-03   6.21559980E-05   1.88810559E-04   5.69255719E-05 
  2.06841146E-02   9.24748094E-03   2.92102695E-03   1.01074749E-04   3.44243485E-04   1.50068138E-04 
  3.54929683E-02   2.22995998E-02   1.28683027E-02   1.28294763E-04   3.38486064E-03   1.16671094E-03 
  3.24223051E-02   1.77868227E-02   9.36287299E-03   1.17476887E-04   2.02737381E-03   1.00639142E-03 
  2.20223611E-02   9.16307834E-03   2.07877426E-03   8.41196738E-05   1.99149267E-04   8.70862204E-05 
  1.64141863E-02   8.06340013E-03   3.65290044E-03   7.02445269E-05   1.14493089E-03   7.28212250E-04 
  2.28967051E-02   1.17955248E-02   3.78936336E-03   1.53394684E-04   3.31516550E-04   9.12824398E-05 
  2.12951553E-02   1.18858565E-02   6.08976811E-03   1.01802016E-04   9.71685231E-04   2.65996765E-04 
  1.93699619E-02   9.68264775E-03   4.07999850E-03   1.28362500E-04   5.95736675E-04   2.12574416E-04 
  3.73722092E-02   2.52419871E-02   1.39083014E-02   9.17385460E-05   2.05554955E-03   4.60786966E-04 
  6.17646895E-02   5.16276552E-02   3.77473791E-02   1.05399188E-04   8.60106863E-03   3.63755856E-03 
  1.93528213E-02   9.83189161E-03   3.35431585E-03   8.79464581E-05   5.20610769E-04   2.17951793E-04 
  3.20658205E-02   1.43248887E-02   4.75738251E-03   1.36143991E-04   8.38339919E-04   4.03612194E-04 
  3.37399029E-02   1.60661772E-02   3.97203084E-03   9.88097723E-05   5.03073853E-04   1.42422542E-04 
  1.47331880E-02   6.20087949E-03   2.06314522E-03   1.00238844E-04   2.26553390E-04   9.39998692E-05 
  2.17733680E-02   1.06233775E-02   3.87181008E-03   1.46570816E-04   3.20000537E-04   7.74179100E-05 
  1.84646356E-02   9.20567240E-03   3.90549824E-03   1.24349351E-04   6.19011743E-04   1.65481860E-04 
  1.87122924E-02   7.47915786E-03   2.32745686E-03   1.11793553E-04   1.88780545E-04   5.10162686E-05 
  1.36875157E-02   6.22953568E-03   2.32180414E-03   9.95296653E-05   3.78743740E-04   1.98766347E-04 
  2.65738264E-02   1.90714695E-02   1.17249997E-02   9.09441831E-05   1.01545548E-02   8.21230730E-03 
  2.52050702E-02   1.45355543E-02   7.26053185E-03   6.86154432E-05   7.75061236E-04   1.34034750E-04 
  1.37720990E-02   6.88433303E-03   3.35392618E-03   8.12789930E-05   1.35517364E-03   9.30715893E-04 
  1.82570625E-02   7.22033721E-03   1.97365304E-03   9.42395504E-05   1.77594911E-04   6.44689989E-05 
  1.26030299E-02   5.49514890E-03   1.99341380E-03   8.31500371E-05   2.95424624E-04   1.43410654E-04 
  5.62736626E-02   3.86038069E-02   1.68833615E-02   1.22734283E-04   2.64639615E-03   7.14606188E-04 
  3.88358268E-02   2.70691881E-02   1.80659072E-02   1.42704675E-04   7.28073606E-03   4.56965856E-03 
  4.60005032E-02   3.25545756E-02   2.11140301E-02   1.89040124E-04   3.72634424E-03   8.89663887E-04 
  1.99292860E-02   9.12920038E-03   3.29753018E-03   1.21923100E-04   3.13782526E-04   9.50263219E-05 
  2.36025874E-02   1.39200481E-02   7.14336078E-03   1.18202611E-04   1.20855914E-03   4.22172151E-04 
  3.00852212E-02   2.09651862E-02   1.61741885E-02   1.15134401E-04   1.11380730E-02   7.64951664E-03 
  1.86972589E-02   9.83150408E-03   4.78717022E-03   1.03438745E-04   2.08395674E-03   1.50023099E-03 
  1.93023995E-02   7.27258809E-03   2.24865225E-03   1.12028160E-04   1.79120844E-04   4.61535768E-05 
  1.27613423E-02   7.09425153E-03   3.89594904E-03   5.81123766E-05   1.74390663E-03   1.16668427E-03 
  2.77069247E-02   2.13889664E-02   1.40436955E-02   5.80997828E-05   3.47671218E-03   2.01768368E-03 
  1.27994712E-02   6.30811334E-03   2.32901099E-03   5.56771042E-05   3.43422291E-04   1.03098322E-04 
  9.78429941E-03   5.23857359E-03   2.59180082E-03   5.03837286E-05   5.60107672E-04   2.73119441E-04 
  2.26156694E-02   1.14107764E-02   5.75814741E-03   1.05335389E-04   2.02463660E-03   1.15339789E-03 
  5.05833167E-02   3.66290320E-02   2.64928686E-02   2.15369887E-04   9.75419823E-03   4.89510548E-03 
  2.16495275E-02   9.64239659E-03   3.26027635E-03   9.54535020E-05   5.57078746E-04   3.09748648E-04 
  2.57928096E-02   1.56383049E-02   9.07898874E-03   7.93274812E-05   2.14484322E-03   7.97862574E-04 
  1.69491529E-02   8.63473077E-03   3.86210882E-03   7.87513642E-05   4.81670971E-04   1.04662476E-04 
  2.19996131E-02   9.70495324E-03   3.20281222E-03   1.18866576E-04   2.62464037E-04   6.44868572E-05 
  7.83400079E-03   3.70186349E-03   1.33756544E-03   4.93222309E-05   1.56321023E-04   6.65962473E-05 
  1.84879467E-02   1.11342580E-02   7.93335096E-03   1.02227703E-04   5.83917435E-03   4.79136663E-03 
  1.86618454E-02   1.55469276E-02   3.10813669E-03   6.88244690E-05   1.29788897E-04   3.66220095E-05 
  2.20625484E-02   1.37559487E-02   6.78121252E-03   6.32750820E-05   1.40033217E-03   4.96912358E-04 
  1.94680474E-02   9.51565592E-03   3.81117637E-03   1.26439566E-04   5.22723402E-04   2.07864748E-04 
  3.14031615E-02   1.49089267E-02   2.69447826E-03   8.44703063E-05   2.68891651E-04   9.03429291E-05 
  1.64253804E-02   7.64591595E-03   3.08523096E-03   1.07062113E-04   8.58277980E-04   6.03114529E-04 
  3.75163678E-02   2.75347985E-02   1.15275015E-02   9.73942499E-05   2.92109124E-03   1.23802455E-03 
  3.96554185E-02   2.78704576E-02   1.60811404E-02   1.03726385E-04   2.14254848E-03   7.16326204E-04 
  2.54700153E-02   1.43107804E-02   5.67649189E-03   7.85158719E-05   8.80194720E-04   4.42610163E-04 
  2.05586622E-02   1.04735765E-02   4.99925850E-03   1.04387930E-04   1.55622922E-03   8.63851792E-04 
  1.88455873E-02   9.03172275E-03   3.24482587E-03   1.22669097E-04   2.73844750E-04   7.07898716E-05 
  9.46980001E-02   9.53811525E-02   8.84302321E-02   1.17229777E-04   4.64093697E-02   3.65531760E-02 
  5.28299822E-02   4.06687195E-02   9.92478506E-03   1.30437970E-04   9.01563653E-04   2.64287484E-04 
  1.98942153E-02   9.10393529E-03   4.28982349E-03   1.07595475E-04   1.73602527E-03   1.11578067E-03 
  4.16965991E-02   2.78250004E-02   1.60600491E-02   1.11863168E-04   2.53470218E-03   7.78961495E-04 
  1.87418794E-02   1.34012530E-02   8.57178520E-03   4.93893888E-05   2.59991035E-03   1.59664351E-03 
  2.29024167E-02   1.27327039E-02   7.83000183E-03   1.10465827E-04   3.84862470E-03   2.44963336E-03 
  2.35609007E-02   1.04046541E-02   3.62907444E-03   1.05139196E-04   5.65440391E-04   2.88731584E-04 
  3.32611181E-02   1.47419285E-02   3.15248442E-03   1.24476641E-04   2.13176832E-04   5.25685527E-05 
  1.30351256E-02   6.90750189E-03   2.81183625E-03   8.25292597E-05   4.06554459E-04   1.34188967E-04 
  1.58247040E-02   6.39837341E-03   2.08385988E-03   9.74258152E-05   2.16338162E-04   8.57046925E-05 
  2.17756229E-02   9.01857457E-03   2.28498663E-03   1.01948259E-04   1.75778484E-04   5.11013077E-05 
  2.18053961E-02   1.11819815E-02   6.44543269E-03   9.07824568E-05   2.93280868E-03   1.72584226E-03 
  1.74729231E-02   7.39547024E-03   2.01928292E-03   7.92575190E-05   1.64718116E-04   4.43317367E-05 
  1.93403690E-02   1.03267211E-02   4.83724914E-03   1.07521187E-04   8.74485104E-04   3.02043566E-04 
  3.90507225E-02   2.68185056E-02   5.25816465E-03   1.41737015E-04   2.86499394E-04   7.58864708E-05 
  4.43107777E-02   3.05328499E-02   1.27577760E-02   1.15192475E-04   1.54104356E-03   3.21539322E-04 
  2.19495473E-02   9.53258986E-03   2.39896423E-03   1.06631547E-04   1.80133361E-04   5.06201958E-05 
  1.40432554E-02   6.42467380E-03   2.50272638E-03   9.90041573E-05   7.62909041E-04   5.22121876E-04 
  2.66671267E-02   1.91117756E-02   1.39715383E-02   7.95273692E-05   8.84391948E-03   6.71363476E-03 
  1.63505097E-02   7.33107451E-03   2.35636166E-03   9.39611395E-05   2.03743845E-04   6.65553353E-05 
  4.95512559E-02   4.39776388E-02   7.26586883E-03   1.20006293E-04   2.11525585E-04   5.49047137E-05 
  1.87390083E-02   8.41081426E-03   2.90241879E-03   1.33966265E-04   2.76083730E-04   7.99008077E-05 
  2.89558186E-02   1.38546975E-02   6.24511606E-03   1.17831101E-04   1.47276916E-03   5.21507923E-04 
  3.12207937E-02   2.12609453E-02   1.32538522E-02   8.46392281E-05   4.11859968E-03   2.72679569E-03 
  1.82634456E-02   1.02919150E-02   5.58777550E-03   6.34559574E-05   1.33245322E-03   7.23091819E-04 
  2.13788114E-02   8.69274175E-03   2.72816661E-03   1.06121113E-04   2.33381639E-04   6.94151636E-05 
  3.95837216E-02   2.70769013E-02   1.93008496E-02   1.05850222E-04   9.75970799E-03   6.61381585E-03 
  2.35092026E-02   1.24331605E-02   6.00548619E-03   1.04548499E-04   1.20539666E-03   4.98957146E-04 
  1.28942490E-02   6.80428985E-03   2.47306232E-03   8.69972179E-05   2.43702551E-04   6.02075109E-05 
  2.55192061E-02   1.40171557E-02   3.38002616E-03   1.05095842E-04   2.49388404E-04   8.03448671E-05 
  2.24874796E-02   1.15848616E-02   5.16208267E-03   1.41705203E-04   1.20855312E-03   5.51834864E-04 
  1.12004066E-02   4.56377515E-03   1.52519340E-03   6.45633902E-05   1.44839281E-04   3.88784942E-05 
  4.05188677E-02   2.07361963E-02   4.00694962E-03   1.28035438E-04   2.55711804E-04   6.69565343E-05 
  1.50844507E-02   6.56052921E-03   2.17056159E-03   1.10222426E-04   1.93105582E-04   5.31359192E-05 
  1.41533968E-02   6.30929077E-03   2.28021259E-03   1.05362021E-04   3.62425396E-04   1.82697939E-04 
  3.42053294E-02   1.53689005E-02   5.61131406E-03   1.86283392E-04   5.31730198E-04   1.20295454E-04 
  1.71152332E-02   7.77782263E-03   2.77636651E-03   1.22594420E-04   2.54200031E-04   5.92928026E-05 
  3.08743399E-02   1.44577003E-02   4.97634667E-03   1.52883243E-04   6.14753702E-04   2.37295213E-04 
  4.74029433E-02   2.73648745E-02   5.29733885E-03   1.20197616E-04   1.39474169E-03   9.77034207E-04 
  2.73889141E-02   1.58050565E-02   8.74391703E-03   1.34342469E-04   2.65742783E-03   1.14040340E-03 
  1.40132330E-02   5.85276368E-03   1.84213434E-03   9.03555383E-05   1.49588862E-04   3.78081438E-05 
  2.95896857E-02   1.58277186E-02   2.42525842E-03   7.39361299E-05   1.30960804E-04   3.55010475E-05 
  2.64098655E-02   1.91525977E-02   1.51822792E-02   9.73727175E-05   8.86011246E-03   5.70502029E-03 
  1.68701378E-02   7.04446133E-03   2.32533869E-03   1.15177822E-04   2.00128354E-04   5.07988191E-05 
  1.31206991E-02   5.51720128E-03   1.82709068E-03   5.17228053E-05   2.29905657E-04   1.04501476E-04 
  1.07174003E-02   4.25891100E-03   1.35257705E-03   5.91677223E-05   1.19120078E-04   3.88083086E-05 
  2.26644979E-02   1.41304066E-02   7.37362544E-03   8.88328787E-05   1.74094482E-03   8.27970400E-04 
  2.69105395E-02   1.52256669E-02   6.33756972E-03   1.12369535E-04   1.01374661E-03   3.96486884E-04 
  4.18888071E-02   2.71310602E-02   1.76746369E-02   2.05980048E-04   1.02216634E-02   6.58420080E-03 
  2.31605391E-02   1.20359501E-02   5.08299960E-03   1.17497133E-04   1.27436819E-03   7.47351883E-04 
  2.72462437E-02   1.83216684E-02   1.12012448E-02   8.82460205E-05   4.43936431E-03   3.18184671E-03 
  3.08042935E-02   1.39766140E-02   3.32344705E-03   9.75436777E-05   6.10411287E-04   3.93785881E-04 
  1.37811200E-02   5.97556809E-03   1.91660066E-03   9.25516406E-05   1.92117345E-04   7.40972854E-05 
  1.79056098E-02   9.40767600E-03   4.18124302E-03   1.06289657E-04   5.49225213E-04   1.35734848E-04 
  3.99653631E-02   2.47209747E-02   8.39696912E-03   1.08466455E-04   2.11725195E-03   9.82101801E-04 
  4.33395966E-02   2.94117572E-02   1.19574283E-02   8.41736261E-05   3.02403740E-03   1.41385247E-03 
  8.17587244E-03   3.77765086E-03   1.28721556E-03   5.25235097E-05   1.23802025E-04   4.22028045E-05 
  2.08477918E-02   1.04412678E-02   2.83985282E-03   5.81092187E-05   4.39234452E-04   2.03611810E-04 
  3.81588174E-02   1.90335154E-02   7.91041466E-03   1.86428805E-04   1.58818638E-03   7.58400094E-04 
  1.28503365E-02   5.77459324E-03   2.10666893E-03   7.80485712E-05   3.27920929E-04   1.79493520E-04 
  2.37361599E-02   9.53843718E-03   3.50161448E-03   1.18418144E-04   4.16439459E-04   1.09009446E-04 
  1.66311382E-02   7.28822006E-03   2.50507490E-03   1.16597151E-04   2.84729717E-04   1.07040451E-04 
  3.16977673E-02   1.49012341E-02   4.82652305E-03   1.10818065E-04   1.53962146E-03   1.08207741E-03 
  9.52980922E-03   4.51240911E-03   1.66785494E-03   6.42453053E-05   1.55886904E-04   3.90265903E-05 
  1.66609449E-02   6.68443527E-03   2.05579765E-03   9.97616659E-05   2.14990006E-04   7.98338145E-05 
  3.18684342E-02   1.41202702E-02   3.47351567E-03   1.06733984E-04   5.72438469E-04   2.83299538E-04 
  1.80496255E-02   6.77463097E-03   2.10959887E-03   1.05107349E-04   1.82757784E-04   4.92952621E-05 
  2.20847392E-02   1.40795722E-02   8.84706303E-03   8.67505507E-05   5.58121732E-03   4.86912047E-03 
  1.93222911E-02   8.24764072E-03   2.89728656E-03   1.03491819E-04   6.27169688E-04   3.32967323E-04 
  2.49313711E-02   1.35780299E-02   3.33067511E-03   1.15860148E-04   4.65695298E-04   2.34886093E-04 
  3.90822435E-02   1.58324370E-02   2.85792509E-03   1.07268383E-04   2.21408989E-04   8.72147013E-05 
  3.42157970E-02   2.11622149E-02   1.26363354E-02   1.20328545E-04   5.00025899E-03   3.24559114E-03 
  1.90490465E-02   7.66599829E-03   2.38238457E-03   1.04844782E-04   3.52745693E-04   1.79345428E-04 
  2.82370817E-02   1.71478575E-02   8.18231652E-03   1.06791385E-04   9.42729923E-04   3.73654344E-04 
  3.20255741E-02   1.05609090E-02   2.94451548E-03   1.05584142E-04   4.29562019E-04   2.27998628E-04 
  2.12504451E-02   1.16751400E-02   6.09955791E-03   9.65368118E-05   1.45521520E-03   7.34817064E-04 
  1.13152671E-02   5.20460042E-03   1.97687243E-03   7.60881128E-05   2.71873754E-04   9.74214804E-05 
  3.21569257E-02   2.68292031E-02   7.06791749E-03   6.68640568E-05   1.46196014E-03   9.55498259E-04 
  1.55648071E-02   5.66148773E-03   1.92030323E-03   6.55895104E-05   2.82427610E-04   1.48397312E-04 
  2.38280566E-02   1.89943214E-02   1.38728117E-02   5.32936194E-05   3.12088081E-03   1.10636233E-03 
  3.10287548E-02   2.09818398E-02   1.40819664E-02   1.20576359E-04   6.88921590E-03   4.72282462E-03 
  2.20719725E-02   9.74352902E-03   2.51225666E-03   1.00509653E-04   2.47513241E-04   9.41528535E-05 
  1.66138677E-02   8.21248414E-03   3.56038077E-03   9.90379300E-05   8.05442151E-04   4.80757718E-04 
  1.84105896E-02   8.18729366E-03   2.25180627E-03   1.05082463E-04   2.20817711E-04   9.08746090E-05 
  2.92763398E-02   2.10375103E-02   5.86038875E-03   1.05945181E-04   1.61091404E-03   1.03752202E-03 
  1.74521207E-02   6.85929481E-03   2.21536772E-03   1.06686191E-04   2.39516892E-04   8.58168638E-05 
  2.84911037E-02   1.15695098E-02   2.34264964E-03   9.35859664E-05   1.86427646E-04   6.25323153E-05 
  2.11768332E-02   9.20741310E-03   3.37374785E-03   1.33020359E-04   5.14251243E-04   2.48520878E-04 
  1.84519525E-02   8.40365043E-03   3.39744839E-03   9.75926681E-05   4.44316271E-04   1.47440852E-04 
  1.12867336E-02   4.81535079E-03   1.59238409E-03   6.81874704E-05   1.24976556E-04   3.06452729E-05 
  2.33454070E-02   1.62496381E-02   3.58623463E-03   7.06251914E-05   1.04095425E-03   7.07783573E-04 
  4.27051615E-02   2.84849189E-02   1.87093146E-02   1.31675877E-04   9.64338101E-03   7.42699897E-03 
  2.34218874E-02   1.23486615E-02   3.07143844E-03   6.83143761E-05   2.87421801E-04   9.04645208E-05 
  2.62425081E-02   1.00973664E-02   2.31917686E-03   1.05964825E-04   2.01759681E-04   7.83951636E-05 
  3.33761688E-02   2.19195015E-02   9.63805798E-03   1.07578710E-04   2.25269188E-03   1.10457892E-03 
  3.20096189E-02   2.01180250E-02   3.37099456E-03   9.74862253E-05   1.80090249E-04   5.46513914E-05 
  1.10910977E-02   5.35489692E-03   2.08313733E-03   6.01194118E-05   2.10670647E-04   6.58398688E-05 
  5.21797104E-02   3.21922573E-02   1.70066588E-02   1.07998332E-04   3.61920140E-03   1.55773034E-03 
  1.45328364E-02   6.57118885E-03   2.38045960E-03   1.02555844E-04   3.54235929E-04   1.34628033E-04 
  1.62488226E-02   6.19331250E-03   1.79541020E-03   8.74635660E-05   2.15873452E-04   1.09452377E-04 
  4.20758283E-02   2.90889977E-02   2.39958894E-02   1.11074067E-04   2.00935557E-02   1.72963943E-02 
  4.13279247E-02   1.81256321E-02   2.73341659E-03   8.72943460E-05   1.88572452E-04   6.99037712E-05 
  4.03041417E-02   2.88525381E-02   1.81529541E-02   9.68968793E-05   6.16357441E-03   3.86935880E-03 
  1.71424163E-02   6.77110536E-03   2.20112381E-03   1.05837223E-04   2.08709114E-04   6.67133135E-05 
  8.92454074E-03   4.06918469E-03   1.43467185E-03   6.18847868E-05   1.48674182E-04   5.39439205E-05 
  2.89673296E-02   1.54575163E-02   3.35955682E-03   6.09745616E-05   2.56835320E-04   6.44248081E-05 
  7.21244653E-03   3.56684429E-03   1.29050478E-03   4.83748650E-05   1.00551412E-04   2.36261575E-05 
  4.33192254E-02   3.45997388E-02   2.77604310E-02   1.51677738E-04   1.14959411E-02   6.29905336E-03 
  2.80704895E-02   1.98051539E-02   1.31201935E-02   8.47145001E-05   5.36221854E-03   3.53421273E-03 
  2.01874524E-02   1.20368075E-02   2.31805226E-03   6.52081978E-05   1.38552309E-04   3.78060446E-05 
  3.50673147E-02   1.63601759E-02   3.40420750E-03   9.91478702E-05   3.15719556E-04   9.59007925E-05 
  3.34332429E-02   1.84637370E-02   8.71706564E-03   1.95956875E-04   1.09800333E-03   2.43061687E-04 
  2.13022246E-02   8.25313126E-03   2.49326100E-03   1.18729384E-04   2.24898975E-04   6.40187592E-05 
  1.04446444E-02   4.94812727E-03   1.86437121E-03   6.23838816E-05   1.85046662E-04   4.54807126E-05 
  2.37213122E-02   1.15404949E-02   4.53946566E-03   1.12643481E-04   9.79018081E-04   3.88695840E-04 
  3.36299884E-02   2.43587292E-02   1.68859360E-02   1.04693334E-04   5.52464109E-03   2.69709758E-03 
  5.97836946E-02   4.46732477E-02   2.23202294E-02   1.10502930E-04   1.50900648E-02   8.96568973E-03 
  4.25359954E-02   1.90484945E-02   5.54940095E-03   1.81583730E-04   1.04546972E-03   4.88319166E-04 
  1.22910950E-02   7.76885708E-03   2.16721023E-03   6.40628552E-05   4.01141437E-04   2.54754020E-04 
  2.68908050E-02   1.40206720E-02   6.77886474E-03   9.19805722E-05   8.10595565E-04   1.66924455E-04 
  1.56818511E-02   6.16020792E-03   1.92885129E-03   9.45408741E-05   1.59029688E-04   4.07740827E-05 
  5.77092161E-02   4.42472512E-02   2.99547822E-02   1.49948829E-04   4.82948408E-03   9.95199443E-04 
  2.78517424E-02   1.24465552E-02   4.60656144E-03   1.16232781E-04   7.18695547E-04   2.07271702E-04 
  3.02589285E-02   1.45376738E-02   8.28946367E-03   9.90363744E-05   5.56742554E-03   4.12304995E-03 
  2.24322646E-02   1.77113143E-02   1.25540844E-02   5.15045672E-05   4.35495741E-03   2.78466171E-03 
  1.92387626E-02   1.20396744E-02   6.82046536E-03   5.70846221E-05   9.37271261E-04   2.31318267E-04 
  3.74343641E-02   2.88089318E-02   4.51183535E-03   1.03766653E-04   2.75023031E-04   1.23028744E-04 
