t(555)  t(659)  t(865)  t(1375)  t(1610)  t(2250)  
  8.47132802E-01   8.99780459E-01   9.39448531E-01   9.56065022E-01   9.57207642E-01   9.61252746E-01 
  6.94188883E-01   7.62177705E-01   8.49200832E-01   9.43074596E-01   9.60370058E-01   9.76513915E-01 
  7.93738214E-01   8.60795403E-01   9.25163541E-01   9.66963159E-01   9.72894942E-01   9.79479308E-01 
  8.50288364E-01   9.13512222E-01   9.63829286E-01   9.89681409E-01   9.92800453E-01   9.95558203E-01 
  6.96599135E-01   7.76970268E-01   8.69680463E-01   9.49732394E-01   9.63231616E-01   9.77222585E-01 
  9.09740722E-01   9.49754018E-01   9.78440172E-01   9.94920334E-01   9.96892226E-01   9.98532930E-01 
  7.39950577E-01   8.10080139E-01   8.89031725E-01   9.53001621E-01   9.65016620E-01   9.80929083E-01 
  8.65104059E-01   9.24493581E-01   9.67807527E-01   9.90046585E-01   9.92749467E-01   9.95551641E-01 
  7.10803722E-01   7.67211039E-01   8.35983860E-01   9.16456237E-01   9.34380803E-01   9.54344583E-01 
  8.64250263E-01   9.08613853E-01   9.47079984E-01   9.73239522E-01   9.76997486E-01   9.81911186E-01 
  6.72896188E-01   7.50843016E-01   8.41816173E-01   9.32018586E-01   9.49499759E-01   9.68720449E-01 
  7.83800670E-01   8.50568522E-01   9.15401081E-01   9.63772368E-01   9.72751206E-01   9.81580853E-01 
  9.13572766E-01   9.52631272E-01   9.83187047E-01   9.97096558E-01   9.98404084E-01   9.99512521E-01 
  8.34682200E-01   8.86062356E-01   9.32292552E-01   9.69683045E-01   9.75896527E-01   9.81525458E-01 
  5.64877055E-01   6.53762515E-01   7.74876554E-01   9.04178079E-01   9.26982419E-01   9.45609334E-01 
  8.94624482E-01   9.43536039E-01   9.79804807E-01   9.95614702E-01   9.97429046E-01   9.98683921E-01 
  8.62334770E-01   9.11185058E-01   9.55580535E-01   9.85941409E-01   9.90859604E-01   9.95663898E-01 
  9.17528453E-01   9.55340430E-01   9.82917921E-01   9.96897525E-01   9.98254223E-01   9.99429693E-01 
  8.86133155E-01   9.37006762E-01   9.75064589E-01   9.94589758E-01   9.96681386E-01   9.95234712E-01 
  9.08626984E-01   9.51450135E-01   9.82770864E-01   9.96982080E-01   9.98323829E-01   9.99490530E-01 
  7.01624292E-01   7.80715220E-01   8.63693738E-01   9.45082863E-01   9.59974256E-01   9.75499684E-01 
  8.87530101E-01   9.40128672E-01   9.78764998E-01   9.96273642E-01   9.97932172E-01   9.99331647E-01 
  8.64693395E-01   9.19241273E-01   9.63545154E-01   9.87045299E-01   9.89953784E-01   9.93101055E-01 
  7.83918902E-01   8.54585970E-01   9.19756478E-01   9.64236877E-01   9.71313576E-01   9.78551527E-01 
  8.63014536E-01   9.24914794E-01   9.71578836E-01   9.93915179E-01   9.96342119E-01   9.98533113E-01 
  7.88164216E-01   8.72094028E-01   9.41075791E-01   9.83601000E-01   9.88997312E-01   9.94095760E-01 
  8.82066812E-01   9.33841611E-01   9.73740940E-01   9.95586404E-01   9.96543228E-01   9.98580466E-01 
  7.58638897E-01   8.29659336E-01   8.84959570E-01   9.08477431E-01   9.12376372E-01   9.19219248E-01 
  8.79232678E-01   9.21156528E-01   9.54521277E-01   9.82189505E-01   9.87272025E-01   9.92818398E-01 
  8.56474049E-01   9.21642819E-01   9.72112949E-01   9.95580593E-01   9.97603316E-01   9.99343161E-01 
  8.10100848E-01   8.94046574E-01   8.61542767E-01   9.90021815E-01   9.93189502E-01   9.96072718E-01 
  8.67718424E-01   9.26955365E-01   9.73811084E-01   9.94556888E-01   9.96710959E-01   9.99589640E-01 
  8.16384186E-01   8.65614728E-01   9.11302012E-01   9.35759468E-01   9.40313476E-01   9.46767286E-01 
  8.32283874E-01   8.99165052E-01   9.50519325E-01   9.72187052E-01   9.74792857E-01   9.78079737E-01 
  7.58998755E-01   8.11421062E-01   8.65115736E-01   8.82286565E-01   8.86039369E-01   8.98917518E-01 
  7.13134077E-01   7.83301210E-01   8.56955365E-01   9.44173358E-01   9.62058091E-01   9.79787177E-01 
  6.75290883E-01   7.50039190E-01   8.36494982E-01   9.24842925E-01   9.41347079E-01   9.59344453E-01 
  8.53214779E-01   9.04510438E-01   9.49976835E-01   9.79489057E-01   9.84105093E-01   9.88879516E-01 
  8.06104144E-01   8.74700762E-01   9.34891250E-01   9.69133878E-01   9.73758847E-01   9.78706804E-01 
  7.26670802E-01   8.05110123E-01   8.90907754E-01   9.55831730E-01   9.65340442E-01   9.75239874E-01 
  8.11535965E-01   8.91576143E-01   9.52123279E-01   9.81451226E-01   9.84599033E-01   9.87850804E-01 
  9.02579952E-01   9.47804921E-01   9.81153456E-01   9.96878268E-01   9.98232774E-01   9.99418372E-01 
  6.30545320E-01   7.18446811E-01   8.22892619E-01   9.22933456E-01   9.42436116E-01   9.63726176E-01 
  9.10592167E-01   9.52685840E-01   9.82902487E-01   9.96940843E-01   9.98260155E-01   9.99334306E-01 
  8.65261347E-01   9.24136493E-01   9.67710845E-01   9.86774256E-01   9.88748818E-01   9.90856037E-01 
  9.09683714E-01   9.50985788E-01   9.82124629E-01   9.96797818E-01   9.98289409E-01   9.99438417E-01 
  8.34764412E-01   8.99099412E-01   9.48191742E-01   9.71548644E-01   9.73650031E-01   9.77405926E-01 
  6.84123240E-01   7.63119101E-01   8.54464105E-01   9.40572586E-01   9.56647555E-01   9.72814678E-01 
  8.95172240E-01   9.43734533E-01   9.79422295E-01   9.95353792E-01   9.96866060E-01   9.98206297E-01 
  9.11979955E-01   9.52294235E-01   9.82811388E-01   9.96487319E-01   9.98009141E-01   9.93521611E-01 
  8.87957080E-01   9.40021599E-01   9.78142077E-01   9.95608816E-01   9.97327837E-01   9.98816867E-01 
  8.05616897E-01   8.72782944E-01   9.35935333E-01   9.74436873E-01   9.79952729E-01   9.85475365E-01 
  8.87672645E-01   9.39374358E-01   9.77178586E-01   9.95151069E-01   9.97024436E-01   9.98682623E-01 
  8.55207382E-01   9.12510553E-01   9.57823941E-01   9.85476231E-01   9.89345135E-01   9.92996676E-01 
  8.40755732E-01   8.95150612E-01   9.43221097E-01   9.76789522E-01   9.82331399E-01   9.87744375E-01 
  9.05547931E-01   9.49640082E-01   9.81756459E-01   9.96310553E-01   9.97778987E-01   9.99170014E-01 
  8.46138335E-01   8.88650494E-01   9.22044438E-01   9.59793488E-01   9.69389019E-01   9.83994784E-01 
  8.91344369E-01   9.38220164E-01   9.74737964E-01   9.93342663E-01   9.95472027E-01   9.97487829E-01 
  6.05410842E-01   6.88616663E-01   7.90228556E-01   8.99799581E-01   9.23121554E-01   9.47385282E-01 
  8.66063250E-01   9.28877494E-01   9.73935477E-01   9.95244579E-01   9.97171647E-01   9.98821434E-01 
  5.83260705E-01   6.73764951E-01   7.92338951E-01   9.29078149E-01   9.24149993E-01   9.44373542E-01 
  8.11447028E-01   8.78122927E-01   9.31008659E-01   9.60722211E-01   9.65519333E-01   9.71400051E-01 
  8.82983467E-01   9.38137297E-01   9.78346885E-01   9.96929434E-01   9.98642797E-01   9.98940674E-01 
  4.84665388E-01   5.73385987E-01   6.95368045E-01   8.48517772E-01   8.78667590E-01   9.09990529E-01 
  8.18954603E-01   8.90577196E-01   9.50043094E-01   9.85061644E-01   9.80459017E-01   9.78875777E-01 
  8.51177456E-01   9.03729583E-01   9.49531837E-01   9.81646191E-01   9.87012165E-01   9.92797893E-01 
  7.17051618E-01   7.86922211E-01   8.56303243E-01   9.11568640E-01   9.20507663E-01   9.33895697E-01 
  7.10898137E-01   7.81541110E-01   8.60553362E-01   9.35167439E-01   9.51835742E-01   9.73656071E-01 
  9.04312137E-01   9.48741909E-01   9.83439118E-01   9.96432493E-01   9.97895173E-01   9.99233992E-01 
  8.58586313E-01   9.14185818E-01   9.59735988E-01   9.89538104E-01   9.93475764E-01   9.96894348E-01 
  4.94913957E-01   5.94518422E-01   7.37335683E-01   8.97053504E-01   9.27864653E-01   9.57562413E-01 
  8.69959162E-01   9.29117492E-01   9.73096986E-01   9.93952490E-01   9.96153115E-01   9.98137411E-01 
  9.13182322E-01   9.53391366E-01   9.83766596E-01   9.97170296E-01   9.98375310E-01   9.99404559E-01 
  8.46652635E-01   8.91948768E-01   9.40261243E-01   9.76812861E-01   9.85946260E-01   9.92433306E-01 
  8.49825351E-01   9.11981379E-01   9.61969452E-01   9.89511886E-01   9.92621865E-01   9.95535158E-01 
  8.98170728E-01   9.45898537E-01   9.80536835E-01   9.96602945E-01   9.98129768E-01   9.99466299E-01 
  8.41538080E-01   9.12142489E-01   9.68172828E-01   9.94076947E-01   9.96454688E-01   9.98495544E-01 
  7.43947520E-01   8.18282809E-01   8.98179955E-01   9.56672059E-01   9.66986697E-01   9.79540714E-01 
  8.71926675E-01   9.24987885E-01   9.68516744E-01   9.92309038E-01   9.94937352E-01   9.97216732E-01 
  8.61859434E-01   9.26005001E-01   9.73042312E-01   9.94655759E-01   9.96757305E-01   9.98741588E-01 
  9.09810776E-01   9.48573996E-01   9.78540982E-01   9.94284377E-01   9.95912365E-01   9.97503762E-01 
  8.26609637E-01   8.85340106E-01   9.38359604E-01   9.78460444E-01   9.84036671E-01   9.89811028E-01 
  3.53457270E-01   4.39506993E-01   5.95643165E-01   8.23908821E-01   8.68733755E-01   9.11863646E-01 
  8.67383520E-01   9.27679363E-01   9.72942043E-01   9.68549507E-01   9.94047279E-01   9.99212932E-01 
  8.24278216E-01   8.98157914E-01   9.57617199E-01   9.87717451E-01   9.91221019E-01   9.94524570E-01 
  8.32104581E-01   8.93602042E-01   9.46401539E-01   9.81829799E-01   9.87309950E-01   9.92770748E-01 
  8.38885690E-01   8.99230511E-01   9.50481716E-01   9.81057888E-01   9.86021953E-01   9.91782691E-01 
  8.26686638E-01   8.84127136E-01   9.34278350E-01   9.78820119E-01   9.85845919E-01   9.91835466E-01 
  8.93773151E-01   9.43889062E-01   9.80622158E-01   9.96067891E-01   9.97131207E-01   9.99065946E-01 
  8.86224066E-01   9.38130239E-01   9.75983026E-01   9.93590792E-01   9.95511492E-01   9.97119341E-01 
  7.11979330E-01   7.92401008E-01   8.75433414E-01   9.46753659E-01   9.58514960E-01   9.69867530E-01 
  9.09695395E-01   9.51225607E-01   9.76678028E-01   9.92014663E-01   9.94645522E-01   9.97437885E-01 
  8.40638429E-01   9.07851832E-01   9.61971824E-01   9.91634421E-01   9.95050544E-01   9.98247652E-01 
  8.59125361E-01   9.10514178E-01   9.53698625E-01   9.83049096E-01   9.87659446E-01   9.92170700E-01 
  5.77416055E-01   6.61616654E-01   7.77723438E-01   8.95986540E-01   9.18544041E-01   9.42826876E-01 
  8.28644590E-01   8.88907920E-01   9.39566890E-01   9.77252198E-01   9.82845287E-01   9.87129250E-01 
  8.33999914E-01   8.80652956E-01   9.29568351E-01   9.71968069E-01   9.80231082E-01   9.90134572E-01 
  7.86486626E-01   8.43328858E-01   8.94461375E-01   9.31944132E-01   9.40890301E-01   9.51791516E-01 
  8.92723074E-01   9.43239864E-01   9.79802924E-01   9.96816269E-01   9.97794294E-01   9.99180616E-01 
  8.73488628E-01   9.14780145E-01   9.53563917E-01   9.82933206E-01   9.87588428E-01   9.92207602E-01 
  8.13505116E-01   8.93723918E-01   9.57352976E-01   9.90454840E-01   9.94028108E-01   9.97492742E-01 
  7.99074958E-01   8.90379421E-01   9.60500257E-01   9.93100667E-01   9.96233134E-01   9.98945324E-01 
  9.11661282E-01   9.52027774E-01   9.81905851E-01   9.96572279E-01   9.98040304E-01   9.99293353E-01 
  7.86587818E-01   8.33820091E-01   8.71145611E-01   8.84040823E-01   8.86360243E-01   8.91488349E-01 
  9.06726119E-01   9.49613133E-01   9.82093658E-01   9.96958065E-01   9.98281027E-01   9.99405113E-01 
  6.82937896E-01   7.64745651E-01   8.60993948E-01   9.49778430E-01   9.66529520E-01   9.85927265E-01 
  6.74397003E-01   7.62761610E-01   8.60674123E-01   9.52998739E-01   9.69169246E-01   9.84091004E-01 
  8.86117297E-01   9.37932730E-01   9.76619874E-01   9.94043722E-01   9.96647085E-01   9.98486166E-01 
  8.87630725E-01   9.37138501E-01   9.78478571E-01   9.96470336E-01   9.98099195E-01   9.99509509E-01 
  8.64827916E-01   9.25791946E-01   9.73481606E-01   9.92579942E-01   9.94601935E-01   9.96317757E-01 
  6.00485590E-01   6.92220400E-01   8.16284268E-01   9.36922854E-01   9.56341570E-01   9.73245202E-01 
  8.18284330E-01   8.88460965E-01   9.47928085E-01   9.83287517E-01   9.87738366E-01   9.92086219E-01 
  8.41379215E-01   8.96987606E-01   9.45071126E-01   9.74776065E-01   9.78803223E-01   9.83009018E-01 
  8.99399883E-01   9.44103649E-01   9.78293186E-01   9.94445168E-01   9.96203368E-01   9.97883190E-01 
  8.14872897E-01   8.71690063E-01   9.27872922E-01   9.70813735E-01   9.78998643E-01   9.88568071E-01 
  8.94334094E-01   9.43097810E-01   9.78502678E-01   9.95441950E-01   9.97146329E-01   9.98657513E-01 
  8.39859384E-01   9.01320146E-01   9.51817105E-01   9.81723404E-01   9.86176116E-01   9.90505672E-01 
  9.06617063E-01   9.50238813E-01   9.82326726E-01   9.97095250E-01   9.98564108E-01   9.99439982E-01 
  8.88008884E-01   9.40904282E-01   9.79054400E-01   9.96356708E-01   9.97991359E-01   9.99423310E-01 
  6.61082865E-01   7.46825847E-01   8.41934999E-01   9.44324051E-01   9.61345488E-01   9.77116301E-01 
  8.91901112E-01   9.31346690E-01   9.65632926E-01   9.88094689E-01   9.91707524E-01   9.95834148E-01 
  8.68283917E-01   9.27137176E-01   9.70541957E-01   9.91998777E-01   9.91402660E-01   9.93247023E-01 
  8.54450736E-01   9.07342200E-01   9.54145577E-01   9.84161826E-01   9.88621927E-01   9.93034231E-01 
  8.36463640E-01   9.00759030E-01   9.53109440E-01   9.89144610E-01   9.93867400E-01   9.97972096E-01 
  8.73866390E-01   9.31707957E-01   9.74778846E-01   9.94351434E-01   9.96430204E-01   9.98404455E-01 
  4.30308514E-01   5.20550272E-01   6.52411948E-01   8.23367479E-01   8.58148884E-01   8.92875843E-01 
  8.76719482E-01   9.23503473E-01   9.63954169E-01   9.90162699E-01   9.94043397E-01   9.96573710E-01 
  8.87441258E-01   9.27548999E-01   9.61650815E-01   9.89299974E-01   9.93543648E-01   9.97438876E-01 
  8.09399568E-01   8.78010976E-01   9.33888266E-01   9.65577021E-01   9.69981150E-01   9.75308859E-01 
  9.18645582E-01   9.55739085E-01   9.83976536E-01   9.97378829E-01   9.98539837E-01   9.99586024E-01 
  9.01341920E-01   9.47663796E-01   9.81452222E-01   9.95267941E-01   9.97948900E-01   9.97937938E-01 
  8.51878911E-01   9.16960177E-01   9.68224836E-01   9.93768273E-01   9.96216949E-01   9.98329475E-01 
  8.39554424E-01   9.10783825E-01   9.64985055E-01   9.84497304E-01   8.78440017E-01   9.78083370E-01 
  8.57030014E-01   9.20489846E-01   9.69546199E-01   9.94323177E-01   9.96720747E-01   9.98957505E-01 
  8.60202239E-01   9.23527528E-01   9.72621476E-01   9.94731086E-01   9.96827673E-01   9.98644580E-01 
  8.22328039E-01   8.99170184E-01   9.59682177E-01   9.90491033E-01   9.93796134E-01   9.96712927E-01 
  8.64862962E-01   9.22267033E-01   9.67685662E-01   9.92788808E-01   9.95530427E-01   9.97956258E-01 
  8.19673063E-01   8.72915017E-01   9.19064331E-01   9.58250890E-01   9.67443121E-01   9.81524854E-01 
  6.94514350E-01   7.70314152E-01   8.50656338E-01   9.24126643E-01   9.39901589E-01   9.55579341E-01 
  7.90657177E-01   8.46644235E-01   8.85980780E-01   9.36069279E-01   9.48575304E-01   9.63373077E-01 
  8.55420128E-01   9.07595296E-01   9.54256794E-01   9.85536085E-01   9.90270591E-01   9.94951748E-01 
  8.68183544E-01   9.19406323E-01   9.61533955E-01   9.87443123E-01   9.90837165E-01   9.94423404E-01 
  8.60021842E-01   9.09866018E-01   9.51869886E-01   9.77613550E-01   9.81425283E-01   9.86369872E-01 
  8.66582153E-01   9.14936573E-01   9.53688730E-01   9.79216912E-01   9.86649574E-01   9.96230542E-01 
  8.26172112E-01   8.95797598E-01   9.44666072E-01   9.65968887E-01   9.67667038E-01   9.71385784E-01 
  9.08658534E-01   9.50686781E-01   9.82306851E-01   9.97258164E-01   9.98470395E-01   9.98273296E-01 
  8.32564286E-01   8.86131384E-01   9.29153962E-01   9.70788011E-01   9.77707758E-01   9.87506873E-01 
  7.69878358E-01   8.44769381E-01   9.16267596E-01   9.74701786E-01   9.84324541E-01   9.93058129E-01 
  8.92277472E-01   9.43480466E-01   9.80454342E-01   9.96531995E-01   9.98024054E-01   9.96500446E-01 
  7.86353032E-01   8.40136600E-01   9.06098853E-01   9.67055231E-01   9.77290272E-01   9.86823904E-01 
  7.94547669E-01   8.64912102E-01   9.30922443E-01   9.75817701E-01   9.82114785E-01   9.88270254E-01 
  7.57574302E-01   8.36684612E-01   9.12064831E-01   9.70174007E-01   9.78845986E-01   9.86637483E-01 
  8.87894939E-01   9.35335220E-01   9.71598036E-01   9.90995214E-01   9.93930139E-01   9.97427796E-01 
  8.43819829E-01   9.14011722E-01   9.69177310E-01   9.93627688E-01   9.95874707E-01   9.97831779E-01 
  8.62824987E-01   9.16802516E-01   9.62644574E-01   9.92662441E-01   9.94917156E-01   9.96207320E-01 
  8.90234551E-01   9.36437831E-01   9.71826748E-01   9.91435427E-01   9.94287175E-01   9.97038991E-01 
  8.40848246E-01   8.83840601E-01   9.22599065E-01   9.70877211E-01   9.80361267E-01   9.89998372E-01 
  8.72891651E-01   9.30418398E-01   9.72660125E-01   9.91879851E-01   9.94361127E-01   9.96571624E-01 
  9.04628876E-01   9.49389120E-01   9.82510957E-01   9.96885530E-01   9.98233928E-01   9.99368123E-01 
  8.72720963E-01   9.26035965E-01   9.67598750E-01   9.89749208E-01   9.92938765E-01   9.95847802E-01 
  8.28337962E-01   8.90953025E-01   9.44359185E-01   9.82600313E-01   9.88888756E-01   9.95137639E-01 
  5.86537351E-01   6.68559161E-01   7.65234535E-01   8.48849346E-01   8.65154744E-01   8.83977758E-01 
  8.73440095E-01   9.21587934E-01   9.62170441E-01   9.89624791E-01   9.92332232E-01   9.96228814E-01 
  9.13606702E-01   9.53044445E-01   9.83132029E-01   9.96898152E-01   9.98187386E-01   9.99297432E-01 
  8.73300674E-01   9.32946078E-01   9.76181595E-01   9.95788740E-01   9.97642932E-01   9.99245088E-01 
  8.02062681E-01   8.77754937E-01   9.46349871E-01   9.84697224E-01   9.88977347E-01   9.92904532E-01 
  8.13151656E-01   8.98415141E-01   9.63565844E-01   9.93945636E-01   9.96717148E-01   9.99030808E-01 
  8.11906219E-01   8.75466649E-01   9.30800044E-01   9.73062198E-01   9.80497964E-01   9.89476627E-01 
  9.00586227E-01   9.47156411E-01   9.81567446E-01   9.96812639E-01   9.98236391E-01   9.99490255E-01 
  8.74313029E-01   9.32489738E-01   9.75191619E-01   9.94872735E-01   9.96986750E-01   9.98908284E-01 
  6.38199882E-01   7.12571834E-01   8.09670440E-01   9.11656038E-01   9.34532496E-01   9.60846697E-01 
  7.81683670E-01   8.46404102E-01   9.04780304E-01   9.60376627E-01   9.72636815E-01   9.88262634E-01 
  9.08756318E-01   9.50260545E-01   9.80794394E-01   9.95577222E-01   9.97200290E-01   9.98858351E-01 
  7.28783155E-01   8.12575622E-01   8.92779839E-01   9.46734864E-01   9.53864123E-01   9.61854123E-01 
  8.00475622E-01   8.72775027E-01   9.38526228E-01   9.80431081E-01   9.86074412E-01   9.91552472E-01 
  6.39733989E-01   7.19512360E-01   8.15125367E-01   9.09684690E-01   9.28343001E-01   9.49403145E-01 
  7.96372833E-01   8.62134069E-01   9.23194527E-01   9.70351886E-01   9.27057634E-01   9.41301102E-01 
  8.81861817E-01   9.29910849E-01   9.67338571E-01   9.87951591E-01   9.90877752E-01   9.93861900E-01 
  8.47746732E-01   9.16656371E-01   9.68605029E-01   9.94314373E-01   9.96757988E-01   9.98828414E-01 
  7.30902973E-01   8.04123082E-01   8.84394279E-01   9.54830074E-01   9.66980109E-01   9.78990206E-01 
  8.97585921E-01   9.39023074E-01   9.69860534E-01   9.89537156E-01   9.92378905E-01   9.95187617E-01 
  8.98074369E-01   9.45506525E-01   9.80629759E-01   9.96421486E-01   9.97950002E-01   9.99253786E-01 
  9.05568072E-01   9.50238348E-01   9.82590539E-01   9.92768034E-01   9.94044554E-01   9.95343961E-01 
  8.96896722E-01   9.42292399E-01   9.76080403E-01   9.92937202E-01   9.94732797E-01   9.96645809E-01 
  8.73862492E-01   9.29331542E-01   9.71648057E-01   9.89566401E-01   9.91240374E-01   9.92987574E-01 
  8.34858746E-01   9.11890157E-01   9.66985913E-01   9.93792064E-01   9.96313026E-01   9.98488970E-01 
  8.99656740E-01   9.41005978E-01   9.74518978E-01   9.93578397E-01   9.95953549E-01   9.95656238E-01 
  7.57878040E-01   8.38920736E-01   9.15301448E-01   9.70284057E-01   9.82996014E-01   9.72107964E-01 
  8.51726556E-01   9.12309736E-01   9.61792763E-01   9.83022213E-01   9.87708465E-01   9.91815272E-01 
  6.76295482E-01   7.51296251E-01   8.21538819E-01   8.66803969E-01   8.75551629E-01   8.88295373E-01 
  8.72882424E-01   9.30419716E-01   9.73628933E-01   9.93382695E-01   9.95212603E-01   9.97515676E-01 
  8.93388429E-01   9.42428819E-01   9.79373152E-01   9.96130049E-01   9.97718057E-01   9.99089582E-01 
  3.88299378E-01   4.88323842E-01   6.52485200E-01   8.62326100E-01   9.02183483E-01   9.38840504E-01 
  9.12246074E-01   9.52000012E-01   9.81438820E-01   9.96120151E-01   9.97660313E-01   9.99052879E-01 
  8.51025883E-01   9.10649850E-01   9.68536890E-01   9.92716347E-01   9.95067116E-01   9.97175951E-01 
  8.63553521E-01   9.26983817E-01   9.73614108E-01   9.95082064E-01   9.97093648E-01   9.98813643E-01 
  8.95090549E-01   9.45200001E-01   9.80617716E-01   9.96398747E-01   9.97860086E-01   9.99154074E-01 
  6.83206336E-01   7.61402256E-01   8.52495291E-01   9.50366466E-01   9.66695600E-01   9.81212322E-01 
  7.42726306E-01   8.20390900E-01   9.04241085E-01   9.65345500E-01   9.74059946E-01   9.82991473E-01 
  8.78236605E-01   9.23065064E-01   9.62324350E-01   9.88625830E-01   9.92437817E-01   9.95991766E-01 
  8.96680894E-01   9.44989355E-01   9.81220345E-01   8.15007932E-01   9.95628391E-01   9.95513003E-01 
  8.81702766E-01   9.27094133E-01   9.62475505E-01   9.87039495E-01   9.89815478E-01   9.93386093E-01 
  8.04475091E-01   8.60833727E-01   9.11841510E-01   9.42665001E-01   9.49544359E-01   9.60142628E-01 
  9.07788920E-01   9.49119217E-01   9.81190311E-01   9.96178130E-01   9.97687945E-01   9.99023023E-01 
  8.82583351E-01   9.31584919E-01   9.66520490E-01   9.81757750E-01   9.83544080E-01   9.85573057E-01 
  9.08422666E-01   9.49016630E-01   9.79418108E-01   9.94586619E-01   9.96299583E-01   9.97952699E-01 
  9.10361400E-01   9.52838547E-01   9.82279471E-01   9.96512353E-01   9.97976541E-01   9.99448930E-01 
  8.02103889E-01   8.88539672E-01   9.57976147E-01   9.90870659E-01   9.93981216E-01   9.96716956E-01 
  8.10779506E-01   8.68539918E-01   9.23012332E-01   9.67033325E-01   9.75860103E-01   9.87381479E-01 
  9.11399388E-01   9.52153234E-01   9.83106256E-01   9.65468872E-01   9.98301614E-01   9.99444603E-01 
  9.03556901E-01   9.46466847E-01   9.78099281E-01   9.95115655E-01   9.97150306E-01   9.98964299E-01 
  8.66462193E-01   9.20751796E-01   9.64132892E-01   9.90254839E-01   9.92448693E-01   9.95841635E-01 
  6.63334045E-01   7.48248178E-01   8.47172529E-01   9.36026101E-01   9.50972079E-01   9.65785349E-01 
  7.33190864E-01   8.03239491E-01   8.82555541E-01   9.55904425E-01   9.68741812E-01   9.82158564E-01 
  6.80990055E-01   7.52240213E-01   8.47912782E-01   9.32517211E-01   9.67033940E-01   9.85465793E-01 
  8.23199919E-01   9.01360910E-01   9.62909655E-01   9.92578384E-01   9.95470069E-01   9.97930746E-01 
  7.72536654E-01   8.48301201E-01   9.26139064E-01   9.79833541E-01   9.87933580E-01   9.95191412E-01 
  9.20772603E-01   9.57506343E-01   9.83803426E-01   9.97055344E-01   9.98342916E-01   9.91549461E-01 
  8.81908077E-01   9.30303074E-01   9.68147905E-01   9.90819732E-01   9.92518516E-01   9.95956288E-01 
  8.97811864E-01   9.37909040E-01   9.68968877E-01   9.88721396E-01   9.91318057E-01   9.93984318E-01 
  8.80408028E-01   9.31770903E-01   9.76926541E-01   9.90562042E-01   9.96640712E-01   9.98231000E-01 
  8.69406448E-01   9.28852363E-01   9.72315678E-01   9.90761059E-01   9.92760994E-01   7.27444151E-01 
  8.87236905E-01   9.38354988E-01   9.77057464E-01   9.94161539E-01   9.96260565E-01   9.98462384E-01 
  8.65870286E-01   9.27829525E-01   9.73876104E-01   9.95007822E-01   9.97113248E-01   9.98987028E-01 
  7.29261243E-01   7.98908470E-01   8.54634100E-01   8.77903188E-01   8.80400711E-01   8.88800454E-01 
  8.30406548E-01   8.92293322E-01   9.44866598E-01   9.83237424E-01   9.89138016E-01   9.94655422E-01 
  8.17101872E-01   8.78412953E-01   9.37972651E-01   9.78461813E-01   9.84362947E-01   9.90182575E-01 
  8.43199121E-01   9.12834195E-01   9.65689438E-01   9.93124308E-01   9.95992959E-01   9.98407232E-01 
  8.15152095E-01   8.79029783E-01   9.38984982E-01   9.79389961E-01   9.85060275E-01   9.90436080E-01 
  8.68706202E-01   9.27941786E-01   9.73809611E-01   9.96012257E-01   9.97907392E-01   9.99578013E-01 
  8.78122138E-01   9.34609800E-01   9.73351474E-01   9.11184898E-01   9.98845991E-01   9.61069821E-01 
  6.08677756E-01   6.92312215E-01   8.00828029E-01   9.28225357E-01   9.53164841E-01   9.76446427E-01 
  8.81529796E-01   9.28410732E-01   9.67052937E-01   9.89648260E-01   9.93115878E-01   9.95996338E-01 
  8.44358475E-01   9.14930166E-01   9.70169657E-01   9.93878776E-01   9.96238860E-01   9.98519149E-01 
  6.53125864E-01   7.42552893E-01   8.46486580E-01   9.36126528E-01   9.51187409E-01   9.66027049E-01 
  6.65628779E-01   7.39381843E-01   8.29127623E-01   9.39193812E-01   9.63006585E-01   9.83410396E-01 
  8.56156356E-01   9.21354351E-01   9.69972700E-01   9.93895823E-01   9.96241150E-01   9.68627234E-01 
  6.65369355E-01   7.60287118E-01   8.67373703E-01   9.42287734E-01   9.53927301E-01   9.65624829E-01 
  8.45213234E-01   9.09646672E-01   9.60913508E-01   9.88807423E-01   9.92124293E-01   9.95112762E-01 
  6.17744782E-01   7.10637002E-01   8.21464796E-01   9.36110852E-01   9.58583232E-01   9.80646250E-01 
  8.73482204E-01   9.22396968E-01   9.60507860E-01   9.87078932E-01   9.90758001E-01   9.94617765E-01 
  8.93555004E-01   9.37512624E-01   9.71027260E-01   9.90000908E-01   9.88813999E-01   9.96465937E-01 
  8.58738744E-01   9.14679464E-01   9.60445959E-01   9.87037355E-01   9.80360972E-01   9.94040769E-01 
  8.55955785E-01   9.22582205E-01   9.70519523E-01   9.94626349E-01   9.96884789E-01   9.98887785E-01 
  8.69037427E-01   9.17785791E-01   9.57827721E-01   9.82953474E-01   9.86640006E-01   9.90561228E-01 
  6.54017611E-01   7.36974085E-01   8.38703178E-01   9.43253462E-01   9.63551656E-01   9.83011623E-01 
  8.90479099E-01   9.37927050E-01   9.73947972E-01   9.91775280E-01   9.93640283E-01   9.95705420E-01 
  4.88295541E-01   5.87753715E-01   7.31278588E-01   8.99297780E-01   9.30242886E-01   9.59462254E-01 
  8.92375480E-01   9.41762216E-01   9.77784065E-01   9.95476223E-01   9.97202821E-01   9.98765296E-01 
