t(555)  t(659)  t(865)  t(1375)  t(1610)  t(2250)  
  8.68870317E-01   9.27802557E-01   9.72022363E-01   9.94393871E-01   9.96841197E-01   9.99007039E-01 
  6.97674175E-01   7.76310672E-01   8.59856363E-01   9.37873222E-01   9.51785076E-01   9.66536696E-01 
  8.32859740E-01   8.99686602E-01   9.54584850E-01   9.88076253E-01   9.92493885E-01   9.96710953E-01 
  8.26764480E-01   9.06066759E-01   9.65508077E-01   9.93608213E-01   9.96134933E-01   9.98301527E-01 
  8.48483249E-01   9.02814251E-01   9.50083198E-01   9.78944463E-01   9.83907886E-01   9.89143950E-01 
  8.91741822E-01   9.41913616E-01   9.78801021E-01   9.75694938E-01   9.76951149E-01   9.98498540E-01 
  7.57562078E-01   8.15648457E-01   8.78540043E-01   9.26492962E-01   9.34958861E-01   9.47483698E-01 
  6.29102746E-01   7.08675684E-01   8.01931738E-01   9.05830165E-01   9.29599118E-01   9.61643367E-01 
  8.35314316E-01   9.06976779E-01   9.63205426E-01   9.91547687E-01   9.94782432E-01   9.97918743E-01 
  8.30387673E-01   8.82440185E-01   9.27552138E-01   9.70146847E-01   9.78222588E-01   9.84452798E-01 
  9.07814551E-01   9.49739688E-01   9.80127838E-01   9.95965832E-01   9.97716969E-01   9.99230785E-01 
  9.08015826E-01   9.49055634E-01   9.78967896E-01   9.93672596E-01   9.96002778E-01   9.97951207E-01 
  8.39812439E-01   9.06927255E-01   9.60863132E-01   9.88374851E-01   9.91723056E-01   9.94850528E-01 
  7.77041740E-01   8.48650213E-01   9.21493065E-01   9.75220609E-01   9.82914496E-01   9.90064010E-01 
  7.11387898E-01   7.78748379E-01   8.48892113E-01   9.04222958E-01   9.13790906E-01   9.25070445E-01 
  8.74334690E-01   9.23445690E-01   9.61114926E-01   9.81280198E-01   9.85446704E-01   9.92549779E-01 
  4.03500772E-01   5.06682782E-01   6.77141981E-01   8.86941913E-01   9.24103800E-01   9.54624960E-01 
  8.90936727E-01   9.43045559E-01   9.79514849E-01   9.96261676E-01   9.97869991E-01   9.99241012E-01 
  8.86513280E-01   9.37109407E-01   9.73444056E-01   9.89147216E-01   9.90822763E-01   9.92618192E-01 
  8.37809390E-01   8.90725366E-01   9.37703442E-01   9.70604630E-01   9.78139322E-01   9.87783481E-01 
  8.61895968E-01   9.06494455E-01   9.42380990E-01   9.78102640E-01   9.84143010E-01   9.90153953E-01 
  8.91916619E-01   9.42301592E-01   9.79122261E-01   9.96547862E-01   9.98100109E-01   9.99467691E-01 
  8.35181268E-01   8.96606719E-01   9.50281639E-01   9.84133589E-01   9.89484061E-01   9.94868005E-01 
  8.27543278E-01   8.97497966E-01   9.52427456E-01   9.83391810E-01   9.87674118E-01   9.92251447E-01 
  8.73636812E-01   9.29827913E-01   9.70794335E-01   9.89285739E-01   9.91010163E-01   9.90711097E-01 
  8.66060267E-01   9.28481471E-01   9.73869310E-01   9.94111674E-01   9.96177021E-01   9.97994591E-01 
  6.34610187E-01   7.20739486E-01   8.23948863E-01   9.23254764E-01   9.41471927E-01   9.61191799E-01 
  8.94759696E-01   9.37268199E-01   9.68307906E-01   9.84509799E-01   9.87342337E-01   9.90623378E-01 
  3.02493046E-01   3.86160994E-01   5.34833575E-01   7.60277829E-01   8.05667313E-01   8.53076833E-01 
  8.84332979E-01   9.36133311E-01   9.74882832E-01   9.94707711E-01   9.96772509E-01   9.98585298E-01 
  9.01402212E-01   9.45337651E-01   9.78811888E-01   9.95216667E-01   9.97061257E-01   9.98966730E-01 
  8.53679992E-01   9.14894548E-01   9.62285776E-01   9.87166984E-01   9.90211578E-01   9.93285906E-01 
  8.30420442E-01   8.97180871E-01   9.53430450E-01   9.85216740E-01   9.89328940E-01   9.93049343E-01 
  5.83576520E-01   6.76796404E-01   7.89600327E-01   9.19532403E-01   9.48647926E-01   9.83484696E-01 
  9.03809441E-01   9.48422296E-01   9.80412947E-01   9.85636620E-01   9.82192131E-01   9.97262725E-01 
  5.13091713E-01   6.07266868E-01   7.43589450E-01   8.92290626E-01   9.18742518E-01   9.44749914E-01 
  8.73279295E-01   9.32712021E-01   9.75871305E-01   9.94598732E-01   9.96343215E-01   9.97899191E-01 
  8.34630508E-01   8.96496772E-01   9.50032436E-01   9.83637235E-01   9.88242521E-01   9.92470202E-01 
  9.13176023E-01   9.54276184E-01   9.83382851E-01   9.97091700E-01   9.98409896E-01   9.99511067E-01 
  8.71307108E-01   9.27471863E-01   9.70208516E-01   9.90134857E-01   9.93232431E-01   9.97782154E-01 
  7.53244126E-01   8.32562201E-01   9.07773814E-01   9.62633750E-01   9.70757757E-01   9.78315277E-01 
  9.01959493E-01   9.47158286E-01   9.80803977E-01   9.96313390E-01   9.97855026E-01   9.99276973E-01 
  8.19472427E-01   8.86112712E-01   9.44527580E-01   9.80420358E-01   9.85080073E-01   9.89591436E-01 
  8.89768031E-01   9.35914160E-01   9.70510275E-01   9.90390753E-01   9.92967230E-01   9.95482529E-01 
  8.82014634E-01   9.28000869E-01   9.64655780E-01   9.90518259E-01   9.93954684E-01   9.96506589E-01 
  7.12491426E-01   7.97601915E-01   8.90397343E-01   9.65817912E-01   9.79646985E-01   9.86632214E-01 
  7.81980284E-01   8.54743838E-01   9.23043734E-01   9.72360931E-01   9.79193493E-01   9.85551147E-01 
  9.03748718E-01   9.45451828E-01   9.76646653E-01   9.93756128E-01   9.96275567E-01   9.98813616E-01 
  7.01832220E-01   7.76313392E-01   8.61959422E-01   9.40474504E-01   9.62531236E-01   9.77143385E-01 
  8.81392123E-01   9.33952715E-01   9.73230710E-01   9.92402683E-01   9.94733634E-01   9.97134611E-01 
  8.95303445E-01   9.44154752E-01   9.80231893E-01   9.96334094E-01   9.97873139E-01   9.99182076E-01 
  5.01838819E-01   5.95412971E-01   7.25491001E-01   8.83251922E-01   9.15185662E-01   9.50443409E-01 
  8.50960071E-01   9.20197356E-01   9.71194182E-01   9.94056087E-01   9.96153073E-01   9.98015587E-01 
  7.60814344E-01   8.33091726E-01   9.12408906E-01   9.70267762E-01   9.80747736E-01   9.90451369E-01 
  9.07073989E-01   9.46579185E-01   9.77954166E-01   9.94647147E-01   9.96530623E-01   9.98283715E-01 
  8.69781617E-01   9.30440461E-01   9.74630519E-01   9.95155220E-01   9.97192337E-01   9.99083594E-01 
  9.04403198E-01   9.48920042E-01   9.81570277E-01   9.96574456E-01   9.98024166E-01   9.99291692E-01 
  8.88031580E-01   9.36567393E-01   9.73435015E-01   9.92586580E-01   9.94976776E-01   9.97230157E-01 
  8.50176172E-01   9.18850979E-01   9.68952667E-01   9.94543447E-01   9.96908481E-01   9.98912479E-01 
  8.17828657E-01   8.86178545E-01   9.44742965E-01   9.84321275E-01   9.90039469E-01   9.95910270E-01 
  8.45659513E-01   9.14389210E-01   9.64694377E-01   9.88744304E-01   9.92442101E-01   9.95020735E-01 
  8.91012738E-01   9.34213822E-01   9.69209338E-01   9.91582668E-01   9.94459600E-01   9.97028916E-01 
  9.05513885E-01   9.50208098E-01   9.82346275E-01   9.96898574E-01   9.98257614E-01   9.99421528E-01 
  8.02990202E-01   8.66281230E-01   9.23724932E-01   9.65845038E-01   9.71779672E-01   9.78453027E-01 
  8.27129816E-01   9.01446666E-01   9.58811096E-01   9.83790618E-01   9.86091477E-01   9.88635175E-01 
  5.97325724E-01   6.48904123E-01   6.95166496E-01   7.04853465E-01   7.08292813E-01   7.18942293E-01 
  8.75483569E-01   9.16794158E-01   9.53491273E-01   9.77695719E-01   9.82076980E-01   9.86927818E-01 
  7.64582571E-01   8.23288033E-01   8.68163952E-01   8.82277642E-01   8.85688348E-01   8.92160658E-01 
  9.04028028E-01   9.47932258E-01   9.80561472E-01   9.95922253E-01   9.97504766E-01   9.98910845E-01 
  4.56137376E-01   5.55885801E-01   7.02879620E-01   8.67060910E-01   8.97196573E-01   9.28506128E-01 
  8.75340447E-01   9.25903500E-01   9.66787955E-01   9.90928839E-01   9.94079071E-01   9.96964891E-01 
  8.38026403E-01   9.08981835E-01   9.64137980E-01   9.92657338E-01   9.95642917E-01   9.98180857E-01 
  8.87188756E-01   9.37262060E-01   9.75595720E-01   9.94628040E-01   9.96651288E-01   9.97905603E-01 
  8.65358738E-01   9.25159949E-01   9.69981534E-01   9.92295129E-01   9.94699221E-01   9.96986500E-01 
  8.70404432E-01   9.28516085E-01   9.74261242E-01   9.95185060E-01   9.97172148E-01   9.98867353E-01 
  8.67512289E-01   9.18170989E-01   9.59458228E-01   9.85708486E-01   9.90331571E-01   9.95300303E-01 
  8.96405682E-01   9.34455750E-01   9.58801659E-01   9.66717194E-01   9.69317939E-01   9.72973049E-01 
  8.65363140E-01   9.26140560E-01   9.72430455E-01   9.95057221E-01   9.97229669E-01   9.99102070E-01 
  8.70854640E-01   9.25609869E-01   9.68781674E-01   9.88740689E-01   9.91128118E-01   9.93561864E-01 
  9.08011485E-01   9.51013052E-01   9.82534907E-01   9.96781960E-01   9.98166720E-01   9.99449406E-01 
  6.50956621E-01   7.20990624E-01   8.15543131E-01   9.16196378E-01   9.35446277E-01   9.57021069E-01 
  6.87616592E-01   7.80931363E-01   8.81319820E-01   9.56075807E-01   9.66486883E-01   9.76264524E-01 
  9.10656110E-01   9.51816541E-01   9.82717027E-01   9.96489834E-01   9.97750658E-01   9.98740671E-01 
  9.04104981E-01   9.48631106E-01   9.81789003E-01   9.96805119E-01   9.98214424E-01   9.99418758E-01 
  8.23785709E-01   8.71081158E-01   9.15976988E-01   9.58966649E-01   9.67498991E-01   9.76536733E-01 
  9.07603444E-01   9.47140217E-01   9.77666212E-01   9.93526323E-01   9.95321182E-01   9.97010382E-01 
  8.34693604E-01   9.07724871E-01   9.62988706E-01   9.87340479E-01   9.89642837E-01   9.92151416E-01 
  8.81324277E-01   9.35696646E-01   9.75387640E-01   9.94897619E-01   9.97014047E-01   9.98965209E-01 
  8.36074055E-01   8.92090250E-01   9.43025801E-01   9.72286648E-01   9.76797810E-01   9.81831487E-01 
  8.50257423E-01   8.99898334E-01   9.43395845E-01   9.74097779E-01   9.78957528E-01   9.84324222E-01 
  9.10175186E-01   9.50860451E-01   9.81419042E-01   9.96727255E-01   9.98165780E-01   9.99375144E-01 
  8.74152541E-01   9.29852533E-01   9.69983984E-01   9.87078051E-01   9.88729180E-01   9.92073942E-01 
  8.65691221E-01   9.17834078E-01   9.59499921E-01   9.83943079E-01   9.87167305E-01   9.90829342E-01 
  6.15961339E-01   7.06862554E-01   8.13211496E-01   9.16897940E-01   9.37388377E-01   9.60432701E-01 
  8.75759617E-01   9.29171002E-01   9.70103108E-01   9.92487917E-01   9.95265397E-01   9.97827022E-01 
  8.43701431E-01   9.03459072E-01   9.52321848E-01   9.79835454E-01   9.83612279E-01   9.87168204E-01 
  9.06343357E-01   9.47402985E-01   9.78820557E-01   9.95375249E-01   9.97242789E-01   9.98946474E-01 
  8.31172385E-01   9.08275274E-01   9.68594721E-01   9.93434789E-01   9.95881249E-01   9.97988537E-01 
  8.95468405E-01   9.43252200E-01   9.78208088E-01   9.94588238E-01   9.96319930E-01   9.97960412E-01 
  8.17069809E-01   8.72774641E-01   9.30232248E-01   9.75768224E-01   9.83381770E-01   9.90354269E-01 
  8.64632379E-01   9.27403942E-01   9.73641349E-01   9.95790137E-01   9.97553105E-01   9.98890739E-01 
  8.17658953E-01   8.99973661E-01   9.64069541E-01   9.93439747E-01   9.96162361E-01   9.98471713E-01 
  8.77747997E-01   9.33916305E-01   9.75684368E-01   9.95813784E-01   9.97334368E-01   9.97073671E-01 
  4.44818105E-01   5.18831601E-01   6.17397941E-01   6.94438623E-01   7.06514040E-01   7.27642955E-01 
  8.02399752E-01   8.62793750E-01   9.22168039E-01   9.74316636E-01   9.82690611E-01   9.92179783E-01 
  9.06472897E-01   9.50396986E-01   9.82119272E-01   9.96693999E-01   9.98016356E-01   9.99173440E-01 
  9.12248962E-01   9.50779029E-01   9.79853394E-01   9.95635218E-01   9.97353320E-01   9.98879987E-01 
  8.72116619E-01   9.29048702E-01   9.73489023E-01   9.95053504E-01   9.97176228E-01   9.99004932E-01 
  8.88360866E-01   9.37892893E-01   9.74695624E-01   9.92058640E-01   9.94201523E-01   9.96437320E-01 
  8.61710380E-01   9.25887192E-01   9.73932648E-01   9.95118463E-01   9.97097624E-01   9.98672142E-01 
  8.65418826E-01   9.12276700E-01   9.50966102E-01   9.83719243E-01   9.88438175E-01   9.92589737E-01 
  8.73535217E-01   9.29601433E-01   9.71495694E-01   9.92951891E-01   9.95477455E-01   9.98011605E-01 
  7.94446290E-01   8.75330917E-01   9.44005655E-01   9.84603315E-01   9.89409909E-01   9.93783503E-01 
  8.78868237E-01   9.30144948E-01   9.69124316E-01   9.90793927E-01   9.93320627E-01   9.95686209E-01 
  4.58318672E-01   5.53832093E-01   7.00762097E-01   8.62700221E-01   8.93009642E-01   9.23963402E-01 
  9.10636812E-01   9.51299621E-01   9.81789729E-01   9.96440283E-01   9.97857508E-01   9.99017373E-01 
  8.92602960E-01   9.39169531E-01   9.75206887E-01   9.94466888E-01   9.96535676E-01   9.98661042E-01 
  8.60310496E-01   9.20814471E-01   9.68273563E-01   9.92278183E-01   9.95255135E-01   9.97837878E-01 
  9.00822579E-01   9.46778192E-01   9.80790156E-01   9.96430666E-01   9.97932916E-01   9.99380724E-01 
  8.75862737E-01   9.28026523E-01   9.69939926E-01   9.91054025E-01   9.94463558E-01   9.96991117E-01 
  8.81285124E-01   9.37203723E-01   9.77268692E-01   9.95531244E-01   9.97290690E-01   9.98819309E-01 
  4.37999031E-01   5.39256628E-01   7.00438480E-01   8.80503905E-01   9.16931341E-01   9.51432141E-01 
  9.06070717E-01   9.47485122E-01   9.77488355E-01   9.94266077E-01   9.96164657E-01   9.97937973E-01 
  8.87382536E-01   9.37694834E-01   9.76091118E-01   9.94657337E-01   9.96529205E-01   9.98218737E-01 
  8.44616361E-01   9.12680812E-01   9.64806208E-01   9.92124249E-01   9.94999850E-01   9.97514255E-01 
  9.00483566E-01   9.43125920E-01   9.74220667E-01   9.92919433E-01   9.95279310E-01   9.97518672E-01 
  8.82118747E-01   9.31195648E-01   9.68672028E-01   9.90277257E-01   9.93072244E-01   9.96683830E-01 
  8.94663909E-01   9.44983121E-01   9.80924072E-01   9.96734175E-01   9.98207210E-01   9.99477400E-01 
  8.44759016E-01   9.03082641E-01   9.50620453E-01   9.81001074E-01   9.85842373E-01   9.91101932E-01 
  8.35210975E-01   9.08999325E-01   9.65773236E-01   9.91522605E-01   9.65764430E-01   9.79183946E-01 
  9.08823322E-01   9.49339665E-01   9.78664693E-01   9.93755890E-01   9.95702651E-01   9.98004979E-01 
  8.42804147E-01   8.93295634E-01   9.38659821E-01   9.77216163E-01   9.84076505E-01   9.91006964E-01 
  8.75262357E-01   9.30221488E-01   9.71659314E-01   9.93055998E-01   9.95445140E-01   9.97599272E-01 
  7.42548944E-01   8.05494798E-01   8.74198675E-01   9.27488666E-01   9.36229828E-01   9.48713460E-01 
  9.04519066E-01   9.45403365E-01   9.74314215E-01   9.91289572E-01   9.93596510E-01   9.95892895E-01 
  8.81001426E-01   9.33728855E-01   9.72582165E-01   9.93316253E-01   9.95790934E-01   9.98213966E-01 
  9.15964615E-01   9.56099826E-01   9.80513069E-01   9.94139628E-01   9.95903871E-01   9.97562342E-01 
  8.99654556E-01   9.46740489E-01   9.80956325E-01   9.96598681E-01   9.98118740E-01   9.99407494E-01 
  5.19292684E-01   5.96439839E-01   7.05334065E-01   8.38290309E-01   8.71603531E-01   9.00176775E-01 
  8.38240359E-01   9.09023320E-01   9.64142303E-01   9.90113852E-01   9.92772760E-01   9.95188139E-01 
  8.97810034E-01   9.40490859E-01   9.75029201E-01   9.92693979E-01   9.95063679E-01   9.97821429E-01 
  8.92591228E-01   9.41696600E-01   9.77642681E-01   9.94436103E-01   9.96173679E-01   9.97751072E-01 
  8.91223042E-01   9.40826106E-01   9.77343089E-01   9.95936161E-01   9.97605115E-01   9.99059687E-01 
  5.44971614E-01   6.41904967E-01   7.63556885E-01   9.06112403E-01   9.33255895E-01   9.58473250E-01 
  7.29436441E-01   8.14743271E-01   9.08693911E-01   9.76154057E-01   9.85331863E-01   9.93030553E-01 
  8.53863377E-01   9.19952537E-01   9.70970039E-01   9.94898244E-01   9.97168747E-01   9.99065232E-01 
  8.64950813E-01   9.10233482E-01   9.51327642E-01   9.78499490E-01   9.84005024E-01   9.90928208E-01 
  8.58558949E-01   9.22596064E-01   9.71800249E-01   9.95300026E-01   9.78043691E-01   9.86067248E-01 
  7.96486908E-01   8.41373391E-01   8.93445703E-01   9.46643180E-01   9.56562653E-01   9.67581955E-01 
  8.88073705E-01   9.34036570E-01   9.70492368E-01   9.87781850E-01   9.89908129E-01   9.92054103E-01 
  8.05689275E-01   8.62430134E-01   9.17130784E-01   9.66328322E-01   9.75455660E-01   9.84996750E-01 
  8.60896187E-01   9.16023851E-01   9.58856996E-01   9.81948404E-01   9.85348695E-01   9.89544841E-01 
  8.99814651E-01   9.45767438E-01   9.80520203E-01   9.93199264E-01   9.95136860E-01   9.97382310E-01 
  5.83181270E-01   6.58335231E-01   7.32179204E-01   7.66430307E-01   7.69952621E-01   7.82227406E-01 
  8.70689539E-01   9.26747929E-01   9.70055528E-01   9.92281786E-01   9.95075467E-01   9.97921110E-01 
  8.64780244E-01   9.24020893E-01   9.70053235E-01   9.92386396E-01   9.94638488E-01   9.95857119E-01 
  9.12346833E-01   9.51504399E-01   9.81685321E-01   9.96469631E-01   9.98005343E-01   9.98614848E-01 
  3.99741249E-01   4.89719186E-01   6.39021199E-01   8.18208968E-01   8.50121826E-01   8.83665575E-01 
  8.46469262E-01   9.00440514E-01   9.45521210E-01   9.79328927E-01   9.85420377E-01   9.91997416E-01 
  8.61952199E-01   9.22795657E-01   9.69457922E-01   9.94543947E-01   9.96618120E-01   9.98424677E-01 
  7.92380907E-01   8.51468458E-01   9.02682972E-01   9.63911873E-01   9.76164721E-01   9.88066912E-01 
  7.66108339E-01   8.06404654E-01   8.61368729E-01   9.03161104E-01   9.12952537E-01   9.25078550E-01 
  4.81451337E-01   5.73409800E-01   7.19605249E-01   8.98152279E-01   9.30713541E-01   9.59892236E-01 
  6.09691786E-01   6.97286332E-01   8.01975226E-01   9.09122688E-01   9.29955277E-01   9.53286854E-01 
  8.63508098E-01   9.12580442E-01   9.51646025E-01   9.79497795E-01   9.84350687E-01   9.89053945E-01 
  4.15560826E-01   5.13226921E-01   6.79544659E-01   8.82875395E-01   9.22712923E-01   9.59423986E-01 
  8.82434816E-01   9.34774143E-01   9.72755713E-01   9.86694989E-01   9.87360234E-01   9.83556946E-01 
  9.09749062E-01   9.51984891E-01   9.83283977E-01   9.97127296E-01   9.98413386E-01   9.99527737E-01 
  8.76940923E-01   9.26413719E-01   9.63609205E-01   9.86956485E-01   9.91069718E-01   9.96291940E-01 
  9.04633931E-01   9.47444463E-01   9.79728281E-01   9.94961732E-01   9.96419930E-01   9.95751529E-01 
  8.66610120E-01   9.22107091E-01   9.65452149E-01   9.90738289E-01   9.87010801E-01   9.95813342E-01 
  9.00257098E-01   9.44939233E-01   9.77815988E-01   9.94216808E-01   9.96221174E-01   9.98331172E-01 
  8.58478785E-01   9.09490276E-01   9.55305953E-01   9.80514505E-01   9.84799469E-01   9.90925853E-01 
  9.11925184E-01   9.50324032E-01   9.78398596E-01   9.94008928E-01   9.95709404E-01   9.59807513E-01 
  6.70799827E-01   7.49401586E-01   8.44485399E-01   9.38712680E-01   9.57039657E-01   9.49810465E-01 
  7.40795787E-01   8.11201854E-01   8.81813751E-01   9.44939755E-01   9.59828259E-01   9.80643178E-01 
  8.90106655E-01   9.41448076E-01   9.78848257E-01   9.95721754E-01   9.97342844E-01   9.98786619E-01 
  8.29959734E-01   8.79735307E-01   9.20808438E-01   9.43710675E-01   9.46845686E-01   9.54693391E-01 
  8.47049018E-01   9.14407053E-01   9.65503621E-01   9.32533545E-01   9.82664708E-01   9.94096769E-01 
  8.66679986E-01   9.27972957E-01   9.74216725E-01   9.94635920E-01   9.96508987E-01   9.98206369E-01 
  9.09800326E-01   9.50797994E-01   9.81931810E-01   9.96744264E-01   9.98365320E-01   9.99403692E-01 
  7.71658139E-01   8.31019747E-01   8.85681197E-01   9.14167635E-01   9.18569389E-01   9.25504371E-01 
  9.15923501E-01   9.55193908E-01   9.83535373E-01   9.97065365E-01   9.98357049E-01   9.99493199E-01 
  8.59182979E-01   9.24306526E-01   9.73600712E-01   9.94825556E-01   9.96205022E-01   9.98602754E-01 
  9.12841920E-01   9.52742217E-01   9.83438101E-01   9.97154853E-01   9.98396106E-01   9.99700433E-01 
  7.90590256E-01   8.51617996E-01   9.11153556E-01   9.67551786E-01   9.77840888E-01   9.86776790E-01 
  8.66542166E-01   9.21685564E-01   9.65135773E-01   9.88511403E-01   9.91546842E-01   9.94475133E-01 
  7.85023889E-01   8.45196362E-01   9.05182703E-01   9.50808261E-01   9.57798808E-01   9.67212046E-01 
  7.66105117E-01   8.36084359E-01   9.11893125E-01   9.74329765E-01   9.84201875E-01   9.86079259E-01 
  8.43537233E-01   8.96758040E-01   9.42252001E-01   9.76596477E-01   9.83912851E-01   9.93219049E-01 
  3.72991939E-01   4.62052608E-01   6.15308366E-01   7.99033889E-01   8.30620727E-01   8.63871833E-01 
  8.15136089E-01   8.87255398E-01   9.46914160E-01   9.83438710E-01   9.88415452E-01   9.93334379E-01 
  6.37979058E-01   7.22971838E-01   8.20718784E-01   9.30231508E-01   9.53579603E-01   9.82534294E-01 
  8.84372466E-01   9.35883515E-01   9.74959360E-01   9.96511239E-01   9.94648837E-01   9.95732371E-01 
  8.20544988E-01   8.86788374E-01   9.42151748E-01   9.77308267E-01   9.81949023E-01   9.86794822E-01 
  7.96257389E-01   8.40735695E-01   8.80969618E-01   9.02079859E-01   9.07880651E-01   9.18013475E-01 
  8.09442736E-01   8.94618415E-01   9.60603328E-01   9.92580862E-01   9.95711862E-01   9.97368303E-01 
  8.78743656E-01   9.30061139E-01   9.68441376E-01   9.85756668E-01   9.88152670E-01   9.89427673E-01 
  8.67298304E-01   9.27323749E-01   9.72199759E-01   9.93698829E-01   9.96133690E-01   9.98436842E-01 
  9.00114585E-01   9.41571371E-01   9.71643345E-01   9.90542995E-01   9.93779665E-01   9.97454182E-01 
  8.16767927E-01   8.77931856E-01   9.35206613E-01   9.79586340E-01   9.87286818E-01   9.95064741E-01 
  9.03773866E-01   9.45501920E-01   9.76592487E-01   9.94163065E-01   9.96324802E-01   9.97136140E-01 
  9.00218101E-01   9.42305035E-01   9.76491189E-01   9.94123405E-01   9.96091579E-01   9.97932786E-01 
  9.04650299E-01   9.46521825E-01   9.78248217E-01   9.94637387E-01   9.96813793E-01   9.98898439E-01 
  7.44012280E-01   8.24431739E-01   9.07515655E-01   9.68800818E-01   9.77449271E-01   9.85468120E-01 
  9.10113525E-01   9.52681663E-01   9.83083397E-01   9.96864905E-01   9.97384848E-01   9.98562015E-01 
  9.13366040E-01   9.51157513E-01   9.80064006E-01   9.95107021E-01   9.97483189E-01   9.60013599E-01 
  6.41390988E-01   6.94068670E-01   7.54630680E-01   8.05064636E-01   8.16252032E-01   8.32202915E-01 
  8.31268694E-01   8.97492504E-01   9.51112558E-01   9.77488970E-01   9.80826207E-01   9.84502095E-01 
  7.51932882E-01   8.25727472E-01   9.00247370E-01   9.66519262E-01   9.77044081E-01   9.86227603E-01 
  8.59977354E-01   9.11715634E-01   9.54713588E-01   9.83184728E-01   9.88228923E-01   9.94100015E-01 
  8.92671821E-01   9.42303445E-01   9.78659930E-01   9.91493420E-01   9.97580609E-01   9.99031208E-01 
  9.08602523E-01   9.50306014E-01   9.81892379E-01   9.96284804E-01   9.98078286E-01   9.99524801E-01 
  8.60460928E-01   9.12695466E-01   9.56679747E-01   9.81733863E-01   9.86113658E-01   9.92212127E-01 
  6.05503393E-01   6.59150303E-01   7.15315805E-01   7.41305885E-01   7.48552253E-01   7.63751169E-01 
  9.00255212E-01   9.40648965E-01   9.69509756E-01   9.86303245E-01   9.89048973E-01   9.91622954E-01 
  8.52146343E-01   9.18403928E-01   9.68743254E-01   9.93188046E-01   9.95458348E-01   9.97499846E-01 
  8.16059472E-01   8.79352625E-01   9.43551236E-01   9.79619555E-01   9.87464578E-01   9.94309225E-01 
  8.39359693E-01   9.10806282E-01   9.67400527E-01   9.93998792E-01   9.96575780E-01   9.98772281E-01 
  8.90842367E-01   9.42371595E-01   9.79863925E-01   9.96841967E-01   9.98336201E-01   9.99590322E-01 
  8.77655239E-01   9.35049206E-01   9.77066811E-01   9.95888760E-01   9.97613809E-01   9.99088309E-01 
  9.08812392E-01   9.48563132E-01   9.79045415E-01   9.93429132E-01   9.95114656E-01   9.96794483E-01 
  9.08572969E-01   9.49824444E-01   9.80669469E-01   9.95138234E-01   9.88577381E-01   9.97860804E-01 
  9.03472765E-01   9.46706782E-01   9.78905715E-01   9.94261319E-01   9.95928904E-01   9.97492399E-01 
  8.77965967E-01   9.21190696E-01   9.56157015E-01   9.82300338E-01   9.86683366E-01   9.91351175E-01 
  8.73554542E-01   9.32401094E-01   9.76022132E-01   9.90163932E-01   9.93009070E-01   9.95587407E-01 
  7.42144098E-01   8.16569866E-01   8.90955460E-01   9.55455709E-01   9.66775298E-01   9.74469567E-01 
  7.58711001E-01   8.15871238E-01   8.67993110E-01   9.10871049E-01   9.21338976E-01   9.36168058E-01 
  7.85806499E-01   8.41925675E-01   8.93461284E-01   9.43661645E-01   9.56372295E-01   9.71688287E-01 
  9.14457626E-01   9.52600360E-01   9.79618241E-01   9.94067982E-01   9.95792894E-01   9.97744478E-01 
  4.03016915E-01   5.00525915E-01   6.61128046E-01   8.68032085E-01   9.08574617E-01   9.46535126E-01 
  6.97183842E-01   7.95034208E-01   8.87536284E-01   9.66858759E-01   9.77594724E-01   9.87440010E-01 
  8.54309781E-01   9.08923026E-01   9.53878405E-01   9.87886006E-01   9.92251832E-01   9.96074070E-01 
  8.80464957E-01   9.29935803E-01   9.67878881E-01   9.89501546E-01   9.92728719E-01   9.96680956E-01 
  5.16544854E-01   6.05366025E-01   7.37669823E-01   8.95779897E-01   9.28653831E-01   9.56535908E-01 
  8.95654765E-01   9.43862038E-01   9.79200758E-01   9.95398520E-01   9.97153945E-01   9.98909018E-01 
  8.20370551E-01   8.68837610E-01   9.14122276E-01   9.46656510E-01   9.53476626E-01   9.61362363E-01 
  4.52411134E-01   5.47419762E-01   6.79789773E-01   8.25759173E-01   8.52319851E-01   8.79630152E-01 
  7.23510546E-01   8.03897652E-01   8.91410214E-01   9.57718351E-01   9.67769107E-01   9.77515089E-01 
  7.63118664E-01   8.55637267E-01   9.34378130E-01   9.79252510E-01   9.84546051E-01   9.89179544E-01 
  7.34026829E-01   8.04621792E-01   8.83123645E-01   9.54147146E-01   9.65662310E-01   9.77115352E-01 
  9.12645555E-01   9.52245727E-01   9.82930968E-01   9.97110474E-01   9.98424145E-01   9.99534067E-01 
  6.96365129E-01   7.76456542E-01   8.71029322E-01   9.56183706E-01   9.69000795E-01   9.80808765E-01 
  6.97699696E-01   7.71377240E-01   8.53460297E-01   9.24032396E-01   9.37044228E-01   9.50722402E-01 
  8.94183758E-01   9.40746865E-01   9.76417019E-01   9.94468277E-01   9.96563718E-01   9.98611928E-01 
  8.18648541E-01   8.78956937E-01   9.34964300E-01   9.72141762E-01   9.79366351E-01   9.88374690E-01 
  7.69286628E-01   8.35399595E-01   9.00367099E-01   9.52399974E-01   9.63615896E-01   9.78963577E-01 
  8.49359212E-01   9.06263899E-01   9.53237795E-01   9.83940843E-01   9.88718266E-01   9.93449264E-01 
  9.12402919E-01   9.51867995E-01   9.82067166E-01   9.96557236E-01   9.98010908E-01   9.99312516E-01 
