R_toa(412)  R_toa(443)  R_toa(486)  R_toa(551)  R_toa(671)  R_toa(745)  R_toa(862)  R_toa(1238)  R_toa(1610)  R_toa(2257)  
  7.33406148E-02   6.07000490E-02   4.92731036E-02   4.00137099E-02   2.53048293E-02   1.62067794E-02   1.18133674E-02   4.78813387E-03   2.22189067E-03   6.39187905E-04 
  5.15284663E-02   4.33034493E-02   3.32108082E-02   2.19935619E-02   1.11720689E-02   7.70152127E-03   4.89360217E-03   1.47816377E-03   7.58910578E-04   4.47180325E-04 
  5.98121488E-02   4.97830623E-02   4.07416629E-02   3.26782161E-02   1.80152919E-02   1.25711415E-02   9.37783820E-03   4.25338759E-03   2.40867728E-03   1.12513252E-03 
  2.97409647E-02   2.27247705E-02   1.62884316E-02   1.03848515E-02   4.65641966E-03   2.91594478E-03   1.67088896E-03   3.67463114E-04   1.31984421E-04   3.42175017E-05 
  5.31807281E-02   4.12488586E-02   3.03669149E-02   2.06086219E-02   9.26048018E-03   5.81450040E-03   3.52845225E-03   9.90087712E-04   4.51171833E-04   1.89157036E-04 
  5.18422231E-02   4.53128709E-02   3.83956968E-02   3.01614978E-02   2.19445724E-02   1.79157083E-02   1.40137224E-02   5.77172019E-03   2.13586430E-03   3.81395599E-04 
  4.12742048E-02   3.30707048E-02   2.63384768E-02   2.13849786E-02   8.26524805E-03   4.17793935E-03   2.40113955E-03   4.86472484E-04   1.78866530E-04   5.12235291E-05 
  3.84491984E-02   2.99456228E-02   2.21984617E-02   1.51354127E-02   7.32235936E-03   4.93555672E-03   3.20530748E-03   1.06961416E-03   4.87826047E-04   1.81492416E-04 
  4.80506801E-02   3.95853679E-02   3.13725723E-02   2.30486071E-02   1.34695048E-02   1.02587572E-02   7.59997734E-03   3.36136986E-03   1.83573363E-03   8.32901644E-04 
  7.72009417E-02   6.82144720E-02   5.73786653E-02   4.43495849E-02   3.21329024E-02   2.66941490E-02   2.03464799E-02   8.54647793E-03   3.82792014E-03   1.38580756E-03 
  4.45255484E-02   3.43275562E-02   2.52751776E-02   1.72994707E-02   8.30865046E-03   5.51607375E-03   3.59518411E-03   1.30498611E-03   7.09508584E-04   3.54521594E-04 
  3.66474095E-02   2.87990172E-02   2.14196187E-02   1.50559526E-02   6.36776771E-03   4.02114914E-03   2.65562846E-03   1.28697150E-03   1.09673379E-03   9.91681125E-04 
  7.69806105E-02   6.79498310E-02   5.79135269E-02   4.51664360E-02   3.28913507E-02   2.73630849E-02   2.11095997E-02   9.94840681E-03   5.78017580E-03   3.41424332E-03 
  3.57009655E-02   3.01293464E-02   2.15778745E-02   1.41788801E-02   5.54221635E-03   3.28850277E-03   1.88681268E-03   4.26867349E-04   1.63336837E-04   5.14933588E-05 
  3.80462774E-02   3.08289006E-02   2.34387024E-02   1.60874662E-02   8.70028712E-03   6.45664801E-03   4.70405498E-03   2.22503020E-03   1.30333812E-03   5.87742474E-04 
  3.77579157E-02   2.99110685E-02   2.25116919E-02   1.60739049E-02   6.61386120E-03   3.94585782E-03   2.36249970E-03   6.14978362E-04   2.55798119E-04   8.60534912E-05 
  4.01217315E-02   3.12498409E-02   2.24801858E-02   1.43108282E-02   6.31905107E-03   4.02345803E-03   2.35463176E-03   5.74828314E-04   2.14805294E-04   5.91661104E-05 
  6.52869402E-02   5.51049708E-02   4.76743786E-02   4.52034353E-02   2.67356615E-02   1.21572009E-02   8.16118123E-03   2.68654589E-03   1.27873082E-03   4.54978857E-04 
  4.12727648E-02   3.16786077E-02   2.32908603E-02   1.62320164E-02   6.86308198E-03   3.97548610E-03   2.27858942E-03   4.92335095E-04   1.85323988E-04   5.81448777E-05 
  5.37382236E-02   4.52979278E-02   3.77207533E-02   3.10084643E-02   1.62012035E-02   1.11127304E-02   7.95711257E-03   3.17945281E-03   1.55772421E-03   6.74586164E-04 
  4.47428615E-02   3.49782706E-02   2.62291168E-02   1.85193298E-02   9.04374377E-03   6.22762918E-03   4.45569369E-03   2.39665855E-03   1.84260250E-03   1.29254908E-03 
  4.65102174E-02   3.81954528E-02   2.74614981E-02   1.77860249E-02   9.50909656E-03   7.02580580E-03   4.90529686E-03   2.11734102E-03   1.20054341E-03   5.71464718E-04 
  5.85702948E-02   5.00497276E-02   4.45930770E-02   3.63077834E-02   2.21343043E-02   1.41677605E-02   9.92142477E-03   3.43319036E-03   1.57395016E-03   5.86512485E-04 
  5.85302642E-02   4.96724484E-02   4.17262820E-02   3.52435620E-02   1.76082779E-02   8.57073220E-03   5.22058403E-03   1.20870082E-03   5.02808764E-04   2.20083943E-04 
  4.17957554E-02   3.43774484E-02   2.58183156E-02   1.81449919E-02   1.04184110E-02   8.46212404E-03   7.25573355E-03   5.93542885E-03   5.23525030E-03   3.96462967E-03 
  4.78614089E-02   3.87195567E-02   3.36030105E-02   2.99557244E-02   1.84002598E-02   8.68601461E-03   4.95542449E-03   6.23781136E-04   2.20646769E-04   6.76676189E-05 
  4.69937657E-02   3.82315783E-02   2.96367150E-02   2.09134129E-02   1.26691993E-02   9.87307992E-03   7.32652742E-03   3.47288480E-03   2.05871870E-03   1.11610980E-03 
  2.98283141E-02   2.30742533E-02   1.68162554E-02   1.09167368E-02   5.02280713E-03   3.26467802E-03   1.98100885E-03   5.33809540E-04   2.08877208E-04   6.11736204E-05 
  6.11898214E-02   4.98782399E-02   3.91876544E-02   2.88732144E-02   1.53609885E-02   1.08472508E-02   7.66533532E-03   3.09579580E-03   1.60388442E-03   7.75559152E-04 
  6.84214656E-02   5.90168763E-02   4.90360614E-02   3.78764238E-02   2.80479366E-02   2.43152624E-02   2.04111207E-02   1.30921018E-02   9.42234029E-03   6.16656685E-03 
  6.40535196E-02   5.16409147E-02   4.03729169E-02   3.05541370E-02   1.31415553E-02   7.27140243E-03   4.33269547E-03   1.08817257E-03   4.85977887E-04   1.91100962E-04 
  4.00925290E-02   3.24465356E-02   2.71950277E-02   2.46413896E-02   1.09327636E-02   4.98964527E-03   2.97834847E-03   6.51532868E-04   2.68538571E-04   8.87129942E-05 
  3.51894870E-02   2.84997069E-02   2.19764532E-02   1.54386222E-02   8.85868908E-03   6.66663665E-03   4.79625913E-03   2.11702695E-03   1.25366232E-03   7.44618557E-04 
  3.96685635E-02   3.08333206E-02   2.22027857E-02   1.37811988E-02   6.63149794E-03   4.26672485E-03   2.48670609E-03   5.61182631E-04   2.07170472E-04   6.46011884E-05 
  4.18560857E-02   3.30808234E-02   2.52218978E-02   1.82762811E-02   7.67010198E-03   4.52323788E-03   2.68689903E-03   6.34190627E-04   2.25042704E-04   5.00708235E-05 
  5.23915779E-02   4.26016677E-02   3.29091253E-02   2.41836118E-02   1.07937958E-02   6.97055714E-03   4.69512725E-03   1.90601909E-03   1.16360571E-03   6.84201521E-04 
  2.23050270E-02   1.76836673E-02   1.26153456E-02   7.60864431E-03   3.49382235E-03   2.27811990E-03   1.31497100E-03   2.89630832E-04   9.94120624E-05   2.34402815E-05 
  6.49040892E-02   5.66831067E-02   4.96823097E-02   4.44846422E-02   2.65522597E-02   1.27277321E-02   8.55865431E-03   2.51202957E-03   9.90928579E-04   2.05418289E-04 
  6.47844174E-02   5.68102896E-02   4.97207369E-02   4.20676073E-02   2.51556529E-02   1.79761072E-02   1.31451974E-02   4.84668422E-03   1.86696427E-03   4.81135841E-04 
  3.84644178E-02   3.37890958E-02   2.78924232E-02   2.27262635E-02   9.64955772E-03   5.88759869E-03   3.98513539E-03   1.53161520E-03   8.90920899E-04   5.41188346E-04 
  3.32802116E-02   2.73671855E-02   2.17255449E-02   1.61885546E-02   8.47016064E-03   5.84297788E-03   3.88039227E-03   1.19061253E-03   4.80925703E-04   1.82754195E-04 
  6.10210863E-02   5.23770871E-02   4.17697858E-02   3.12353408E-02   2.23317831E-02   1.93816223E-02   1.67153509E-02   1.20234474E-02   9.44398182E-03   6.25066212E-03 
  4.42196168E-02   3.52594645E-02   2.78178898E-02   2.17742248E-02   1.01921347E-02   6.21455659E-03   3.99030148E-03   1.21987720E-03   5.25464217E-04   1.48788301E-04 
  5.20144853E-02   4.21540216E-02   3.18945633E-02   2.22635854E-02   1.08466590E-02   7.46583777E-03   5.00256293E-03   1.68818255E-03   6.84317711E-04   1.82740100E-04 
  6.26522237E-02   4.92149588E-02   3.57603005E-02   2.20948775E-02   1.05267276E-02   6.93899111E-03   4.10253746E-03   9.94430638E-04   3.82830179E-04   1.13785304E-04 
  4.09973644E-02   3.41640061E-02   2.85759859E-02   2.56492338E-02   2.53684746E-02   1.15041954E-02   7.01732353E-03   6.86797487E-04   2.12048960E-04   4.89328874E-05 
  5.44948560E-02   4.36200434E-02   3.30092230E-02   2.27270146E-02   1.08940479E-02   7.24541882E-03   4.61549722E-03   1.30666276E-03   4.82365106E-04   1.24013710E-04 
  2.24988253E-02   1.79183255E-02   1.29595936E-02   8.03246119E-03   3.66878004E-03   2.38327707E-03   1.39314281E-03   3.20985150E-04   1.16937379E-04   3.31297165E-05 
  4.51372479E-02   3.66393915E-02   2.77971397E-02   1.84138586E-02   1.06605912E-02   8.10713208E-03   5.85082381E-03   2.52131244E-03   1.22764488E-03   3.68335149E-04 
  3.80409648E-02   2.89738874E-02   2.14228864E-02   1.54298185E-02   6.60981322E-03   3.77188520E-03   2.17775238E-03   4.72570176E-04   1.73995809E-04   4.69205522E-05 
  2.98656938E-02   2.41764050E-02   2.00065687E-02   1.75193207E-02   7.05954875E-03   3.22962289E-03   1.88521899E-03   3.86037142E-04   1.47872188E-04   4.84626630E-05 
  3.41536416E-02   2.62602482E-02   1.96826193E-02   1.47301603E-02   5.87645087E-03   3.21561880E-03   1.84340250E-03   3.85372095E-04   1.34328751E-04   3.34810871E-05 
  4.65844865E-02   3.67830637E-02   2.94884714E-02   2.33855679E-02   1.07178380E-02   5.42129224E-03   3.15609392E-03   6.02902909E-04   2.16394385E-04   5.70872525E-05 
  5.62476257E-02   4.68817777E-02   3.78461441E-02   2.86760594E-02   1.69476865E-02   1.27570048E-02   9.22153619E-03   3.44865563E-03   1.36255675E-03   3.38961535E-04 
  3.75750335E-02   3.10946177E-02   2.30123459E-02   1.55003828E-02   6.58973576E-03   4.16738388E-03   2.60254075E-03   7.91851327E-04   3.97076970E-04   2.11050749E-04 
  2.30100836E-02   1.89751908E-02   1.50329174E-02   1.12482074E-02   5.07967119E-03   3.01281906E-03   1.89732068E-03   5.66829487E-04   2.84372880E-04   1.41489342E-04 
  3.46999474E-02   2.74693221E-02   2.22557103E-02   1.91282966E-02   8.09009553E-03   3.91729746E-03   2.34645377E-03   5.94228704E-04   3.13825006E-04   1.77694246E-04 
  3.09604988E-02   2.43924763E-02   1.90966486E-02   1.54432276E-02   6.68669135E-03   3.84875310E-03   2.62103006E-03   1.30827598E-03   1.04622027E-03   7.84051238E-04 
  4.28746390E-02   3.66173913E-02   3.17933053E-02   3.00255888E-02   1.27020255E-02   5.21777072E-03   3.19852315E-03   9.00386454E-04   4.93794219E-04   2.35931018E-04 
  4.61846993E-02   3.83012457E-02   3.32806513E-02   3.33698932E-02   1.97295807E-02   6.43323161E-03   3.66719323E-03   5.69872271E-04   2.06045603E-04   6.26079187E-05 
  3.58910074E-02   2.80050280E-02   2.00429359E-02   1.29512472E-02   5.54181169E-03   3.49979874E-03   2.08607907E-03   5.67871159E-04   2.67146140E-04   1.29414406E-04 
  5.47119248E-02   4.40192249E-02   3.42905358E-02   2.52455414E-02   1.43341529E-02   1.03028919E-02   7.35607904E-03   2.91886418E-03   1.44704583E-03   5.58775257E-04 
  3.81039623E-02   3.03871077E-02   2.43296118E-02   2.01774525E-02   8.52592607E-03   4.11666166E-03   2.40706776E-03   4.93730695E-04   1.76733460E-04   4.75966127E-05 
  4.17275366E-02   3.56856448E-02   2.90246937E-02   2.13141349E-02   1.41074406E-02   1.14018444E-02   8.76115162E-03   3.97485261E-03   1.94602450E-03   6.81162621E-04 
  4.14051200E-02   3.18945370E-02   2.43178579E-02   1.97394866E-02   8.40091493E-03   4.20740853E-03   2.42909057E-03   5.40742913E-04   2.29266663E-04   9.27481100E-05 
  5.44359819E-02   4.46019342E-02   3.42944465E-02   2.46354282E-02   9.96416892E-03   5.63512907E-03   3.26077875E-03   6.92360052E-04   2.37110933E-04   5.49750996E-05 
  3.91336763E-02   3.34015246E-02   2.91003069E-02   2.74225767E-02   1.35585668E-02   4.77664179E-03   2.77067453E-03   4.96843150E-04   1.75013397E-04   4.42064796E-05 
  7.98210628E-02   7.06360040E-02   5.96664686E-02   4.64317770E-02   3.28019737E-02   2.68804599E-02   2.02505995E-02   7.99171241E-03   3.17295852E-03   8.60622703E-04 
  5.37833646E-02   4.57939801E-02   3.71981198E-02   2.81361493E-02   1.72282986E-02   1.34615025E-02   1.01504204E-02   4.53041769E-03   2.45719765E-03   1.18580892E-03 
  6.21178594E-02   5.03892157E-02   3.94310948E-02   2.96563317E-02   1.37973420E-02   8.82624704E-03   6.16816893E-03   2.93070759E-03   1.97708639E-03   1.13185162E-03 
  5.53477731E-02   4.56564483E-02   3.74936114E-02   3.18437022E-02   1.36915093E-02   6.67666885E-03   4.10308264E-03   1.16868590E-03   6.06146016E-04   2.79066180E-04 
  2.53334006E-02   1.98266279E-02   1.42311454E-02   8.91994223E-03   3.91404237E-03   2.48605687E-03   1.43689390E-03   3.21487175E-04   1.11178846E-04   2.61190856E-05 
  3.65905819E-02   2.89381869E-02   2.17074348E-02   1.46832250E-02   8.62200166E-03   6.77538656E-03   5.41526791E-03   3.65209531E-03   2.95013395E-03   1.95676270E-03 
  2.50465469E-02   2.06767224E-02   1.74371612E-02   1.54783647E-02   9.29753029E-03   4.06332435E-03   2.44065424E-03   4.89738444E-04   1.93877780E-04   6.52983830E-05 
  5.74960951E-02   5.02817761E-02   4.16615559E-02   3.32903635E-02   2.68724298E-02   2.53056073E-02   2.38409136E-02   1.96557289E-02   1.58468690E-02   1.02366398E-02 
  4.02387087E-02   3.37419894E-02   3.09054770E-02   3.47531959E-02   2.02190318E-02   6.27527225E-03   3.61260991E-03   5.10852393E-04   1.83290461E-04   5.55368032E-05 
  4.29371333E-02   3.59945889E-02   2.96074835E-02   2.40380662E-02   1.13238416E-02   7.11649871E-03   4.75683848E-03   1.66571938E-03   9.31987452E-04   5.91900144E-04 
  3.68461133E-02   3.00751711E-02   2.09714544E-02   1.30992607E-02   6.94020690E-03   5.10577045E-03   3.50361355E-03   1.49341905E-03   8.53289614E-04   3.70795508E-04 
  4.45342180E-02   3.45004371E-02   2.56874041E-02   1.80526453E-02   8.12362290E-03   4.92490217E-03   2.96107205E-03   7.46667382E-04   2.82095340E-04   7.27134909E-05 
  6.42124680E-02   5.08378608E-02   3.67120143E-02   2.24084821E-02   1.06309181E-02   7.09523272E-03   4.24550346E-03   1.16845800E-03   5.36934108E-04   2.12362266E-04 
  5.28955836E-02   4.23513493E-02   3.06208898E-02   1.91488166E-02   8.79454285E-03   5.75747553E-03   3.41549176E-03   8.69183783E-04   3.45399310E-04   1.02641648E-04 
  4.84510839E-02   4.00392271E-02   3.17598192E-02   2.36615344E-02   1.29336012E-02   9.38128431E-03   6.54600518E-03   2.29490840E-03   8.74168719E-04   2.11785809E-04 
  4.90888557E-02   4.13316520E-02   3.37091357E-02   2.55865802E-02   1.46229509E-02   1.05378381E-02   7.06092845E-03   2.06238145E-03   7.08782711E-04   1.85129063E-04 
  6.07612681E-02   4.71868163E-02   3.40243592E-02   2.10808969E-02   9.88695039E-03   6.44668255E-03   3.73376496E-03   8.64622449E-04   3.20546406E-04   8.54111041E-05 
  4.54152923E-02   3.72518862E-02   2.97338036E-02   2.40463995E-02   8.98449720E-03   4.59792875E-03   2.66083767E-03   5.53190705E-04   1.93858396E-04   4.69002395E-05 
  7.65993153E-02   6.57204156E-02   5.52355561E-02   4.47427812E-02   3.24017902E-02   2.61586179E-02   2.21601342E-02   1.45800984E-02   1.12836047E-02   7.91299058E-03 
  4.68658336E-02   4.01123510E-02   3.50975421E-02   3.21249660E-02   1.42311390E-02   6.87268745E-03   4.41621223E-03   1.33863492E-03   7.15327321E-04   4.15475312E-04 
  3.30724178E-02   2.67552216E-02   2.09610301E-02   1.62580960E-02   6.62777497E-03   3.85837443E-03   2.40431374E-03   6.75036334E-04   2.65065512E-04   5.82594025E-05 
  3.66435784E-02   3.10746213E-02   2.61510476E-02   2.23771146E-02   1.43890857E-02   6.85096287E-03   4.42708433E-03   1.18260928E-03   4.61111218E-04   1.24965150E-04 
  5.18158205E-02   4.12482280E-02   3.22470660E-02   2.53882249E-02   1.53320543E-02   1.08170705E-02   8.48272052E-03   5.16473372E-03   3.78756107E-03   2.17765825E-03 
  5.22658644E-02   4.44735546E-02   3.75368202E-02   3.13528723E-02   2.02443861E-02   1.66368556E-02   1.44471512E-02   1.03589929E-02   8.08430969E-03   5.45773398E-03 
  6.20562311E-02   5.06087739E-02   3.91916235E-02   2.84477019E-02   1.18270620E-02   6.72992236E-03   3.91955679E-03   8.58469803E-04   3.22253812E-04   1.01690101E-04 
  6.69858961E-02   5.82290756E-02   5.01832500E-02   4.25994905E-02   2.76447198E-02   2.21842023E-02   1.89558784E-02   1.34802249E-02   1.10802024E-02   8.28728427E-03 
  3.01927581E-02   2.42967468E-02   1.81375247E-02   1.18592466E-02   5.50991463E-03   3.58955200E-03   2.19609886E-03   6.20626423E-04   3.07675758E-04   1.59472649E-04 
  4.34942024E-02   3.56751913E-02   2.81192055E-02   2.06762750E-02   1.14361903E-02   8.49564188E-03   6.59837046E-03   4.27919801E-03   3.79401567E-03   3.21289781E-03 
  4.86120978E-02   3.80338819E-02   2.97587001E-02   2.54811791E-02   1.28020113E-02   5.93252796E-03   3.51716896E-03   7.72207351E-04   3.24332918E-04   1.13154919E-04 
  4.43162584E-02   3.71712926E-02   2.95668124E-02   2.32833068E-02   8.36890408E-03   4.28495825E-03   2.45429804E-03   5.07680999E-04   1.78167831E-04   4.44625474E-05 
  4.79763440E-02   3.72486703E-02   2.88270014E-02   2.31445527E-02   1.13758711E-02   5.66606506E-03   3.31133037E-03   6.73981137E-04   2.56599332E-04   7.69557624E-05 
  3.29123847E-02   2.98078813E-02   2.60684873E-02   2.16487981E-02   1.25710744E-02   8.82816560E-03   6.20789288E-03   1.90455706E-03   6.75276603E-04   1.87283930E-04 
  3.87159167E-02   3.02750896E-02   2.29889804E-02   1.76071279E-02   7.87145435E-03   4.04404626E-03   2.32819374E-03   4.82764825E-04   1.73792763E-04   4.77308108E-05 
  3.95373144E-02   3.02382925E-02   2.23676488E-02   1.62825454E-02   7.19589296E-03   4.13454186E-03   2.44446325E-03   6.37575009E-04   3.01341876E-04   1.36015424E-04 
  2.85869766E-02   2.15924405E-02   1.52416568E-02   9.54434023E-03   4.62893702E-03   2.86078520E-03   1.64428183E-03   3.57366244E-04   1.24205188E-04   2.97983474E-05 
  4.43086112E-02   3.46995736E-02   2.56621282E-02   1.75356732E-02   7.43025482E-03   4.49492708E-03   2.62267840E-03   6.28448123E-04   2.52114079E-04   8.17972575E-05 
  4.71074399E-02   3.55376004E-02   2.54021179E-02   1.69680534E-02   7.98204584E-03   4.69162347E-03   2.69597675E-03   5.85970843E-04   2.16319129E-04   6.37559990E-05 
  4.58266204E-02   3.76069977E-02   2.82483670E-02   1.93156260E-02   7.77055834E-03   4.54590882E-03   2.62828219E-03   5.83663953E-04   2.25189996E-04   7.67651079E-05 
  2.83836397E-02   2.27586956E-02   1.73036128E-02   1.17989661E-02   6.15634414E-03   4.28015322E-03   2.82440961E-03   9.11135532E-04   4.04726379E-04   1.58470645E-04 
  7.86950506E-02   6.38820002E-02   4.83411739E-02   3.18344282E-02   1.60608319E-02   1.09769358E-02   7.00750816E-03   2.07284964E-03   7.98633086E-04   2.06844393E-04 
  2.97684318E-02   2.37961022E-02   1.80597909E-02   1.25680304E-02   5.49568844E-03   3.22778348E-03   1.87141132E-03   4.09206102E-04   1.55835868E-04   5.12089180E-05 
  4.99746829E-02   4.17258825E-02   3.34838272E-02   2.58584183E-02   1.18797411E-02   7.05658361E-03   4.66642765E-03   1.73551123E-03   9.43036785E-04   3.71968759E-04 
  5.26621850E-02   4.30563041E-02   3.18924389E-02   2.11156539E-02   1.08646678E-02   7.72991368E-03   5.15564442E-03   1.75452930E-03   7.61539247E-04   2.69393266E-04 
  2.59952147E-02   2.22126799E-02   1.88076703E-02   1.64247112E-02   7.54108712E-03   3.14659108E-03   1.84047791E-03   3.82049848E-04   1.59163873E-04   6.26745100E-05 
  4.04321139E-02   3.10331025E-02   2.19550796E-02   1.36316753E-02   5.89910011E-03   3.75207923E-03   2.19987133E-03   6.12138175E-04   3.27284574E-04   1.94591126E-04 
  4.71162162E-02   3.69971597E-02   2.76877682E-02   1.87479459E-02   1.02742498E-02   7.51253556E-03   5.17488697E-03   2.01493086E-03   1.00619023E-03   4.05169036E-04 
  1.10305570E-01   1.11218983E-01   1.09705211E-01   9.96963146E-02   9.59941107E-02   9.00659097E-02   7.73615713E-02   3.31758731E-02   1.24280557E-02   2.73407799E-03 
  4.26785430E-02   3.44124533E-02   2.84816130E-02   2.33835810E-02   1.13135887E-02   5.89638453E-03   3.63279089E-03   8.70576117E-04   3.61304668E-04   1.42037010E-04 
  5.42284513E-02   4.50506076E-02   3.34767948E-02   2.07549024E-02   9.76841407E-03   6.39178741E-03   3.77162020E-03   8.83328669E-04   3.43046589E-04   1.14786786E-04 
  3.65026949E-02   2.88059029E-02   2.23303892E-02   1.71096895E-02   7.34688744E-03   4.33433534E-03   2.73745953E-03   8.65793166E-04   4.36261968E-04   1.78960456E-04 
  6.37087906E-02   5.11483225E-02   3.86578406E-02   2.62001881E-02   1.24048101E-02   8.19454945E-03   5.29292696E-03   1.82090081E-03   9.66524254E-04   4.63703514E-04 
  3.38814431E-02   2.65686695E-02   1.90525399E-02   1.25014437E-02   5.08798500E-03   3.12258274E-03   1.85976879E-03   5.50260370E-04   3.04758531E-04   1.71321810E-04 
  4.09201935E-02   3.13581713E-02   2.30086445E-02   1.59611297E-02   6.77657990E-03   4.01476998E-03   2.31622790E-03   5.30996222E-04   2.08205837E-04   6.72718827E-05 
  4.50953055E-02   3.46512866E-02   2.59753992E-02   1.98048466E-02   9.01744042E-03   4.80333604E-03   2.77661375E-03   5.84733610E-04   2.17261634E-04   6.15451917E-05 
  6.05628760E-02   4.96029813E-02   3.85785861E-02   2.69058097E-02   1.64463098E-02   1.28846814E-02   9.74391701E-03   4.90131435E-03   3.02826501E-03   1.70500050E-03 
  7.03200845E-02   6.19610941E-02   5.16759437E-02   3.90282961E-02   2.75192947E-02   2.25890498E-02   1.72467149E-02   8.22845446E-03   5.25279653E-03   3.50157626E-03 
  7.37214082E-02   6.57018484E-02   5.57179957E-02   4.15834623E-02   2.88343749E-02   2.32587875E-02   1.74506779E-02   8.63626134E-03   6.30305503E-03   4.68075804E-03 
  3.62295876E-02   2.87124323E-02   2.29551403E-02   1.95509444E-02   8.36344326E-03   3.97750661E-03   2.30198642E-03   4.67134315E-04   1.75393341E-04   5.09365912E-05 
  2.76950296E-02   2.18267365E-02   1.72147117E-02   1.52055143E-02   1.02668820E-02   4.02098130E-03   2.31750004E-03   3.71375641E-04   1.31631823E-04   3.85201881E-05 
  3.96650269E-02   3.34397505E-02   2.64625436E-02   2.03059629E-02   8.09074796E-03   4.57683642E-03   2.85681907E-03   8.41272851E-04   4.18252769E-04   2.12476048E-04 
  3.51880765E-02   2.71141543E-02   1.99465268E-02   1.37662419E-02   5.90825299E-03   3.58725110E-03   2.12743566E-03   5.51337476E-04   2.36515284E-04   9.16443552E-05 
  5.06358441E-02   4.16463019E-02   3.61346737E-02   3.31016718E-02   1.75557918E-02   7.65405292E-03   4.70825585E-03   1.23195767E-03   6.92355013E-04   3.73540186E-04 
  3.38599037E-02   2.69246745E-02   2.18845801E-02   1.91350718E-02   8.61544300E-03   4.28441413E-03   2.62421124E-03   6.69303733E-04   2.94771444E-04   1.02283364E-04 
  4.05785415E-02   3.55876313E-02   3.11013074E-02   2.70819503E-02   1.58029633E-02   1.02604627E-02   7.39458470E-03   2.69878345E-03   1.13747308E-03   3.74542203E-04 
  6.24981292E-02   4.89817908E-02   3.54065213E-02   2.21906515E-02   1.01398865E-02   6.57498402E-03   3.85447551E-03   9.47405905E-04   3.84253036E-04   1.33248273E-04 
  2.41935008E-02   1.98409512E-02   1.61554738E-02   1.35517522E-02   5.90492910E-03   2.80208098E-03   1.64264035E-03   3.37123319E-04   1.19813538E-04   3.35347794E-05 
  4.10188634E-02   3.15803964E-02   2.30714934E-02   1.55191756E-02   6.84199343E-03   4.22124746E-03   2.50103897E-03   5.98626060E-04   2.18780425E-04   5.79603729E-05 
  4.84964862E-02   4.00730411E-02   3.21171788E-02   2.43705114E-02   1.54682817E-02   1.27562295E-02   1.09394473E-02   8.27734724E-03   7.04508824E-03   5.21867498E-03 
  4.35808057E-02   4.01806762E-02   3.55008627E-02   2.87349795E-02   2.30388882E-02   1.98950092E-02   1.55989283E-02   6.03146653E-03   2.34978095E-03   6.85716599E-04 
  3.59780221E-02   2.93514703E-02   2.47182613E-02   2.35540495E-02   9.99327474E-03   4.13163677E-03   2.41402839E-03   4.80524224E-04   1.69169942E-04   4.09812315E-05 
  6.59163980E-02   5.90469809E-02   5.18688585E-02   4.56720858E-02   2.46750083E-02   1.65715410E-02   1.24516200E-02   5.27915717E-03   2.49148111E-03   7.71180662E-04 
  3.60980517E-02   2.88850795E-02   2.24600681E-02   1.70831129E-02   7.76100108E-03   4.58360073E-03   2.95093025E-03   1.10074799E-03   7.35508549E-04   5.01568076E-04 
  4.93992484E-02   4.56097516E-02   4.05659846E-02   3.37949162E-02   2.20110739E-02   1.69461096E-02   1.22793986E-02   4.39889613E-03   2.04461653E-03   1.04225005E-03 
  5.97809184E-02   5.08439450E-02   4.33706068E-02   3.84381664E-02   1.89878089E-02   8.93536997E-03   5.99275711E-03   2.48363999E-03   1.82287230E-03   1.26588022E-03 
  4.01012983E-02   3.52612126E-02   2.99581929E-02   2.29358606E-02   1.65000390E-02   1.34970183E-02   1.01360065E-02   4.07450106E-03   1.99610715E-03   9.51611982E-04 
  6.06825101E-02   5.30697799E-02   4.47836522E-02   3.51846119E-02   1.96801165E-02   1.20965600E-02   7.92159175E-03   2.05452257E-03   7.21981607E-04   2.30761787E-04 
  5.82842621E-02   4.77411972E-02   3.63335887E-02   2.47690335E-02   1.44873934E-02   1.10870906E-02   8.00962227E-03   3.29320661E-03   1.58541999E-03   5.35864605E-04 
  3.62376260E-02   3.16172517E-02   2.63069566E-02   1.96649492E-02   1.47251334E-02   1.26446391E-02   1.04364840E-02   6.40654217E-03   4.87495720E-03   3.48209537E-03 
  3.91636977E-02   3.21757805E-02   2.46639013E-02   1.64932888E-02   8.20515771E-03   5.48321516E-03   3.47617811E-03   9.94472441E-04   4.22992153E-04   1.63102842E-04 
  6.58682381E-02   5.83773023E-02   4.97270088E-02   3.90324870E-02   2.49582986E-02   1.93477752E-02   1.43288564E-02   5.84465939E-03   3.09256155E-03   1.68899630E-03 
  3.21827847E-02   2.52355183E-02   1.97780041E-02   1.65322748E-02   6.61323620E-03   3.28669808E-03   1.90076914E-03   3.98532678E-04   1.40786229E-04   3.53894583E-05 
  5.91939687E-02   4.71244146E-02   3.39350874E-02   2.02354664E-02   9.75291183E-03   6.51474420E-03   3.77340413E-03   8.46091070E-04   2.97751808E-04   7.60468103E-05 
  4.26053783E-02   3.49549579E-02   2.72019575E-02   1.94777575E-02   9.58446227E-03   6.41932098E-03   4.27224212E-03   1.38386234E-03   5.44413090E-04   1.38672206E-04 
  5.23749660E-02   4.13957434E-02   2.93166615E-02   1.79387597E-02   8.04696677E-03   5.19134826E-03   2.97702219E-03   6.64905927E-04   2.34895364E-04   5.79661026E-05 
