R_toa(412)  R_toa(443)  R_toa(486)  R_toa(551)  R_toa(671)  R_toa(745)  R_toa(862)  R_toa(1238)  R_toa(1610)  R_toa(2257)  
  5.33536400E-02   4.39207843E-02   3.49511721E-02   2.59917029E-02   1.69813807E-02   1.34230103E-02   1.03066852E-02   4.98096462E-03   2.73775225E-03   1.20361570E-03 
  4.99994559E-02   3.99829056E-02   3.10286514E-02   2.30830386E-02   1.48359429E-02   1.12265884E-02   8.65339066E-03   4.52575127E-03   2.78274403E-03   1.43819240E-03 
  3.31581845E-02   2.84464672E-02   2.50817088E-02   2.43970843E-02   9.67358830E-03   3.65592471E-03   2.11765141E-03   4.06360804E-04   1.57422120E-04   5.21775908E-05 
  4.46372381E-02   3.52158912E-02   2.52997753E-02   1.59979142E-02   8.03770053E-03   5.65636247E-03   3.64064007E-03   1.13892540E-03   4.46755100E-04   1.14698404E-04 
  6.31101138E-02   5.30934475E-02   4.23296144E-02   3.02163074E-02   1.77613967E-02   1.34860832E-02   9.97195694E-03   5.25009436E-03   4.08032192E-03   3.16224449E-03 
  2.32806117E-02   1.96119934E-02   1.56405681E-02   1.20118280E-02   4.72167458E-03   2.47578661E-03   1.44023854E-03   3.05715591E-04   1.09077767E-04   2.77508182E-05 
  5.75967776E-02   4.77794094E-02   3.77591351E-02   2.75188304E-02   1.87512555E-02   1.61439959E-02   1.37944530E-02   9.58640743E-03   6.90140152E-03   3.78470470E-03 
  5.20419370E-02   4.30336260E-02   3.45599638E-02   2.61156470E-02   1.71161949E-02   1.38686347E-02   1.09995999E-02   6.25695212E-03   4.25689987E-03   2.64030689E-03 
  6.72354921E-02   5.80798725E-02   4.85790942E-02   3.79071306E-02   2.58872231E-02   2.06994827E-02   1.56185776E-02   6.44659040E-03   2.69774676E-03   7.38603744E-04 
  2.70416103E-02   2.12030868E-02   1.56163321E-02   1.00714623E-02   5.36921440E-03   3.89449004E-03   2.68457277E-03   1.12236599E-03   6.29009186E-04   2.73124680E-04 
  3.17925974E-02   2.83729767E-02   2.53997912E-02   2.23202493E-02   1.64081538E-02   1.13730500E-02   8.85918200E-03   4.23698037E-03   2.65677490E-03   1.63136844E-03 
  3.11780410E-02   2.45041016E-02   1.84549315E-02   1.31306567E-02   5.73957314E-03   3.49300347E-03   2.10866027E-03   5.15716483E-04   1.89400246E-04   5.34592795E-05 
  5.79195175E-02   4.57646082E-02   3.37051325E-02   2.24474565E-02   1.19255858E-02   6.85062192E-03   3.99870764E-03   8.53206583E-04   2.91620162E-04   6.73265909E-05 
  3.71509552E-02   3.07136785E-02   2.52283188E-02   2.07629634E-02   1.00829474E-02   6.66172572E-03   5.02467175E-03   2.91187857E-03   2.31218518E-03   1.74969760E-03 
  3.61322430E-02   2.82963598E-02   2.05853094E-02   1.36398639E-02   6.13280989E-03   4.04702459E-03   2.63529523E-03   1.10448872E-03   7.98721137E-04   5.94068184E-04 
  6.38550867E-02   5.45615263E-02   4.48280191E-02   3.35894121E-02   2.28046542E-02   1.84675929E-02   1.39201666E-02   5.42411632E-03   2.29080400E-03   6.48429728E-04 
  3.67433695E-02   2.90500841E-02   2.28070431E-02   1.85110829E-02   7.35564359E-03   3.87944606E-03   2.30761528E-03   5.93235196E-04   2.85750898E-04   1.35749098E-04 
  5.58526982E-02   4.73113089E-02   4.01956241E-02   3.52919494E-02   2.27682570E-02   1.39588284E-02   1.12532620E-02   6.95229480E-03   5.09831215E-03   3.01410488E-03 
  3.13078023E-02   2.51454794E-02   1.77138375E-02   1.08484418E-02   4.68020342E-03   2.96223364E-03   1.69689709E-03   3.72408922E-04   1.27511295E-04   2.97625115E-05 
  3.39881778E-02   2.82209819E-02   2.45436535E-02   2.31526240E-02   1.00141383E-02   3.91395254E-03   2.24967378E-03   3.89744933E-04   1.38429236E-04   3.85633175E-05 
  5.22240412E-02   4.12152291E-02   3.10143912E-02   2.19793513E-02   9.21018025E-03   5.46059160E-03   3.24030460E-03   8.00575027E-04   3.14133893E-04   8.71675057E-05 
  4.61589325E-02   3.87019693E-02   3.13840553E-02   2.41554513E-02   1.43613287E-02   1.11654033E-02   8.70050465E-03   4.93611435E-03   3.64488166E-03   2.66504415E-03 
  4.06600763E-02   3.12728965E-02   2.32130350E-02   1.66431654E-02   7.23938873E-03   4.32808543E-03   2.59225473E-03   6.79368397E-04   2.88498349E-04   9.68638837E-05 
  5.27634381E-02   4.57662638E-02   3.77954893E-02   3.05555765E-02   1.49680362E-02   1.01924738E-02   7.28585209E-03   3.08729218E-03   1.71473113E-03   8.97245455E-04 
  4.69057705E-02   3.89200699E-02   3.07232357E-02   2.27690991E-02   1.33425396E-02   1.06329472E-02   8.89907385E-03   7.17868146E-03   6.76668144E-03   5.95786222E-03 
  2.49010264E-02   1.95598181E-02   1.50763454E-02   1.17938896E-02   4.91712493E-03   2.57348312E-03   1.49357533E-03   3.19092001E-04   1.19414995E-04   3.75670143E-05 
  3.97553457E-02   3.15637811E-02   2.39545983E-02   1.75425519E-02   6.99937500E-03   4.00334684E-03   2.35223745E-03   5.84680121E-04   2.56496147E-04   1.00405730E-04 
  6.55898330E-02   5.72787069E-02   5.03363855E-02   4.24488159E-02   2.97320561E-02   2.15701866E-02   1.58891585E-02   6.00391457E-03   2.59608452E-03   8.55980912E-04 
  5.11029669E-02   4.22421038E-02   3.63849264E-02   3.42205329E-02   2.81914039E-02   1.32225082E-02   7.89165091E-03   1.06458192E-03   4.79683282E-04   2.40558099E-04 
  3.22701345E-02   2.56297815E-02   1.97580578E-02   1.51371297E-02   5.83204689E-03   3.17338948E-03   1.84085897E-03   4.00880693E-04   1.40463083E-04   3.37217001E-05 
  5.98909344E-02   4.80493785E-02   3.68413581E-02   2.59988297E-02   1.35603048E-02   9.56892039E-03   6.71031859E-03   3.02873920E-03   1.74588964E-03   6.54075592E-04 
  5.14923324E-02   3.99351882E-02   2.93309823E-02   1.96241171E-02   9.72938346E-03   6.45432212E-03   4.13892109E-03   1.28272936E-03   5.57024898E-04   1.69719248E-04 
  7.38889554E-02   7.15536514E-02   6.64702787E-02   5.49361259E-02   4.61023038E-02   4.06820037E-02   3.35548819E-02   1.75576283E-02   1.17493814E-02   7.87556335E-03 
  3.28174739E-02   2.66039810E-02   2.22201644E-02   2.04777561E-02   8.80861893E-03   3.88920564E-03   2.32641940E-03   5.50134419E-04   2.45487091E-04   1.01979423E-04 
  3.80834938E-02   3.13920118E-02   2.47760876E-02   1.91890156E-02   7.24554084E-03   3.79367420E-03   2.19290298E-03   4.68029711E-04   1.62073881E-04   3.79041916E-05 
  7.92052543E-02   6.64940152E-02   5.37811484E-02   4.08497091E-02   2.30076791E-02   1.59789678E-02   1.14265083E-02   4.47077480E-03   2.07496266E-03   7.27038729E-04 
  4.15404010E-02   3.41643928E-02   2.61851518E-02   1.85657580E-02   1.24689927E-02   1.07847837E-02   9.72478569E-03   7.87207844E-03   6.68553816E-03   4.65424921E-03 
  5.80453134E-02   4.61134718E-02   3.61651249E-02   2.90555664E-02   1.50106214E-02   8.17131016E-03   5.20501450E-03   1.50905089E-03   6.40592555E-04   1.96414609E-04 
  4.76000827E-02   3.85448997E-02   2.99113043E-02   2.19932945E-02   9.84708334E-03   6.11029633E-03   3.88086838E-03   1.08131124E-03   3.90921509E-04   7.85206344E-05 
  4.41999737E-02   3.47818838E-02   2.59199118E-02   1.74585615E-02   9.09714519E-03   6.31209178E-03   4.15742770E-03   1.30962493E-03   4.75029731E-04   9.26296256E-05 
  3.01382794E-02   2.58564056E-02   2.13420224E-02   1.60402732E-02   1.21114121E-02   1.07815357E-02   9.66877760E-03   7.42833911E-03   6.18533406E-03   4.43966516E-03 
  3.34773466E-02   2.59430234E-02   1.90382642E-02   1.30243984E-02   5.92699668E-03   3.97398923E-03   2.66824033E-03   1.10802145E-03   6.95697377E-04   3.99771165E-04 
  5.85801699E-02   4.77508644E-02   3.74772823E-02   2.75043232E-02   1.47803324E-02   1.04532241E-02   7.51939426E-03   3.50826522E-03   2.02550419E-03   7.85264739E-04 
  6.10252878E-02   5.12453493E-02   4.09927750E-02   2.99125083E-02   1.83698597E-02   1.41944914E-02   1.03169029E-02   3.77784564E-03   1.54461826E-03   4.24900550E-04 
  4.51118418E-02   3.70089891E-02   2.72666174E-02   1.86617183E-02   7.15899184E-03   4.17257927E-03   2.38931408E-03   5.17478441E-04   1.81336618E-04   4.42874367E-05 
  7.01697830E-02   6.13478776E-02   5.19529876E-02   4.08645367E-02   2.52823480E-02   1.90914191E-02   1.50030663E-02   8.38123583E-03   6.16907444E-03   4.25965371E-03 
  5.12263449E-02   4.05107791E-02   2.86005945E-02   1.75220302E-02   8.19231289E-03   5.52050487E-03   3.42844081E-03   1.12958978E-03   6.03017951E-04   3.02009435E-04 
  4.09979412E-02   3.49188046E-02   2.89287686E-02   2.34428998E-02   1.21906105E-02   8.67530178E-03   6.39318854E-03   2.95072448E-03   1.82782164E-03   1.08383691E-03 
  8.55977240E-02   7.67397705E-02   6.92675230E-02   6.17090879E-02   4.53016643E-02   3.11730559E-02   2.35228277E-02   9.96316967E-03   5.10541189E-03   2.26829225E-03 
  3.27908871E-02   2.62937135E-02   1.91388479E-02   1.22671894E-02   6.22391657E-03   4.40256243E-03   2.91656302E-03   1.03453714E-03   4.96733865E-04   2.14969699E-04 
  4.90560979E-02   4.13757238E-02   3.51654848E-02   3.12306924E-02   1.54456464E-02   9.36419099E-03   6.57790748E-03   2.47697638E-03   1.19536765E-03   4.38291483E-04 
  4.65767579E-02   3.58618206E-02   2.74161991E-02   2.16526954E-02   1.08998840E-02   5.46123100E-03   3.16908727E-03   6.03346833E-04   2.21225045E-04   6.37996385E-05 
  4.15399414E-02   3.35629640E-02   2.63497272E-02   2.07738281E-02   8.02300540E-03   4.29439158E-03   2.53484557E-03   6.44601732E-04   3.10308253E-04   1.34129416E-04 
  3.92607169E-02   3.16870515E-02   2.45369217E-02   1.83827841E-02   7.39950547E-03   4.20964136E-03   2.53784287E-03   6.82308598E-04   3.05903864E-04   1.27609816E-04 
  5.93819434E-02   4.96856741E-02   3.80739886E-02   2.70435295E-02   1.05846335E-02   6.02552211E-03   3.48135436E-03   7.44424430E-04   2.56849466E-04   6.15240963E-05 
  2.88188781E-02   2.26489662E-02   1.77530975E-02   1.45796801E-02   6.19716339E-03   3.04949850E-03   1.76227352E-03   3.66406236E-04   1.40233698E-04   4.58837800E-05 
  3.93928363E-02   3.08332676E-02   2.32364800E-02   1.66403242E-02   7.91675285E-03   5.23082603E-03   3.50725008E-03   1.49550894E-03   9.81383098E-04   6.30069894E-04 
  6.92328946E-02   6.41137766E-02   5.92559958E-02   5.05189559E-02   4.17217307E-02   3.56574296E-02   2.92216402E-02   1.34413451E-02   6.16978285E-03   1.61731356E-03 
  5.14822366E-02   4.41749369E-02   3.90688993E-02   3.78611036E-02   1.98975806E-02   7.24827305E-03   4.37003812E-03   9.61055755E-04   4.29504950E-04   1.86193729E-04 
  5.44059704E-02   4.46822879E-02   3.35679050E-02   2.07089242E-02   1.04364813E-02   7.05272872E-03   4.23095438E-03   1.07283449E-03   4.72313058E-04   2.00401821E-04 
  2.92113448E-02   2.42068854E-02   1.96145671E-02   1.55704345E-02   8.28751905E-03   4.50879017E-03   2.85305522E-03   7.41354252E-04   2.70730731E-04   6.53087410E-05 
  3.73701008E-02   2.94378061E-02   2.17862510E-02   1.44217538E-02   7.46273765E-03   5.31324279E-03   3.58315098E-03   1.27656264E-03   5.98824749E-04   2.08661764E-04 
  4.08602063E-02   3.46962637E-02   2.79977396E-02   2.20428257E-02   1.12707814E-02   8.40327247E-03   6.94050215E-03   5.00044087E-03   4.26384716E-03   3.22072360E-03 
  5.56855997E-02   4.60755981E-02   3.60556922E-02   2.59219846E-02   1.67545618E-02   1.36962746E-02   1.08990877E-02   6.22522296E-03   4.14781134E-03   2.40936386E-03 
  7.69075836E-02   7.02489945E-02   6.24902683E-02   5.13659903E-02   3.96700604E-02   3.34514107E-02   2.61682481E-02   1.15836589E-02   6.09199350E-03   3.18835140E-03 
  6.41896643E-02   5.12830442E-02   3.76292948E-02   2.34317925E-02   1.14931299E-02   7.79136338E-03   4.79585263E-03   1.30307128E-03   4.99505543E-04   1.23312828E-04 
  3.44043233E-02   2.65920224E-02   1.90254880E-02   1.17749557E-02   5.61442131E-03   3.79631316E-03   2.33977083E-03   7.10108569E-04   3.30537809E-04   1.38823434E-04 
  4.69380476E-02   4.05807151E-02   3.69463823E-02   3.66273884E-02   2.17492677E-02   1.48337834E-02   1.26461751E-02   8.61987569E-03   6.51612515E-03   4.23490056E-03 
  5.19120778E-02   4.56167987E-02   3.77716868E-02   2.73167106E-02   1.93275647E-02   1.61271221E-02   1.28046701E-02   6.03202795E-03   2.96676403E-03   9.03316681E-04 
  3.54296420E-02   2.96384049E-02   2.46358391E-02   2.05899126E-02   1.16536354E-02   7.68326202E-03   5.66956085E-03   2.57974793E-03   1.51994607E-03   8.41725938E-04 
  4.16775664E-02   3.16285219E-02   2.28112874E-02   1.52558562E-02   6.81317584E-03   4.12436897E-03   2.37750396E-03   5.42794000E-04   2.06443954E-04   6.10752891E-05 
  4.85605080E-02   3.81127936E-02   2.82548301E-02   1.88363633E-02   9.37920931E-03   6.46465095E-03   4.30583598E-03   1.66856485E-03   9.95844336E-04   5.97377248E-04 
  5.57336338E-02   4.66616457E-02   3.77268582E-02   2.81878981E-02   1.81790861E-02   1.37566272E-02   9.65260231E-03   3.07163027E-03   9.29337603E-04   1.17677438E-04 
  2.71411581E-02   2.26884671E-02   1.80027719E-02   1.27442551E-02   7.79242093E-03   5.99162356E-03   4.33037167E-03   1.68186217E-03   8.02962422E-04   3.42592714E-04 
  7.27485723E-02   6.46889156E-02   5.81147011E-02   5.39113103E-02   3.37470022E-02   2.15587085E-02   1.61533780E-02   6.95243713E-03   3.59570540E-03   1.52051034E-03 
  4.77326927E-02   3.95244050E-02   3.37589906E-02   3.17663998E-02   1.55107365E-02   6.54541281E-03   3.97172627E-03   8.33236457E-04   2.67570927E-04   5.31167739E-05 
  3.93676495E-02   3.06546520E-02   2.30819767E-02   1.67298181E-02   6.91365014E-03   3.99427776E-03   2.34671907E-03   5.97280061E-04   2.86528684E-04   1.39119622E-04 
  4.10002713E-02   3.13837019E-02   2.32991099E-02   1.71642024E-02   7.50418586E-03   4.24872853E-03   2.49582378E-03   6.00902536E-04   2.45525629E-04   8.62170886E-05 
  3.91786872E-02   2.98022816E-02   2.19317771E-02   1.62097927E-02   8.03034500E-03   4.45369520E-03   2.66754796E-03   6.86281680E-04   3.03897751E-04   1.17670448E-04 
  3.17628336E-02   2.53485101E-02   1.99140929E-02   1.56673518E-02   6.20756780E-03   3.39145616E-03   2.01871557E-03   4.70724603E-04   1.74219343E-04   4.92949235E-05 
  4.21312707E-02   3.34023788E-02   2.49408030E-02   1.67559163E-02   8.89585319E-03   6.47457568E-03   4.55465088E-03   2.16949876E-03   1.53754055E-03   1.12547747E-03 
  4.61780727E-02   3.87228143E-02   3.21370856E-02   2.78108453E-02   1.09813082E-02   5.69786236E-03   3.65923251E-03   1.25996102E-03   7.20259202E-04   3.44659584E-04 
  3.36115588E-02   2.78837088E-02   2.14948382E-02   1.42719337E-02   8.28289114E-03   6.26895182E-03   4.52947751E-03   2.13905117E-03   1.47492575E-03   9.72455105E-04 
  3.46392802E-02   2.70585135E-02   1.97467424E-02   1.29914987E-02   5.73740339E-03   3.65894680E-03   2.21119934E-03   6.13337213E-04   2.98484325E-04   1.53866026E-04 
  4.22923320E-02   3.38232500E-02   2.43695492E-02   1.54188411E-02   6.96010110E-03   4.53010970E-03   2.72067213E-03   6.66841611E-04   2.31911415E-04   5.33280874E-05 
  6.74505684E-02   6.09164933E-02   5.75447633E-02   6.07171970E-02   4.85807622E-02   2.32863648E-02   1.71422243E-02   7.66403930E-03   4.91884731E-03   3.00315553E-03 
  4.02461349E-02   3.26108805E-02   2.34162235E-02   1.51657035E-02   7.54645448E-03   5.38697806E-03   3.75971471E-03   1.83655375E-03   1.29029667E-03   8.40428431E-04 
  8.98136770E-02   7.59635728E-02   6.15532795E-02   4.58184052E-02   2.82667182E-02   2.09042032E-02   1.64108162E-02   1.00458751E-02   7.38013346E-03   4.12912580E-03 
  4.81238506E-02   3.78387382E-02   2.86906884E-02   2.06069413E-02   8.67987400E-03   5.13372744E-03   3.11293187E-03   8.82033575E-04   4.39544237E-04   2.13887452E-04 
  6.23857097E-02   5.29867529E-02   4.40597689E-02   3.75422388E-02   1.52190537E-02   6.88218920E-03   4.00371633E-03   8.17978513E-04   2.89262561E-04   7.22225689E-05 
  3.11276483E-02   2.49866447E-02   1.91924321E-02   1.42848350E-02   5.77339288E-03   3.39390888E-03   2.04762632E-03   5.10561797E-04   1.92104730E-04   5.69111468E-05 
  5.29091981E-02   4.29558847E-02   3.39873927E-02   2.56577057E-02   1.47154325E-02   1.10416875E-02   8.28138960E-03   3.92870275E-03   2.26535187E-03   1.05423262E-03 
  4.62921978E-02   3.74173520E-02   2.77527030E-02   1.92125418E-02   7.77059449E-03   4.70307533E-03   2.82865387E-03   7.94122855E-04   3.83234583E-04   1.78650116E-04 
  5.11877577E-02   4.02243089E-02   3.09856545E-02   2.44526301E-02   1.09324157E-02   5.66338611E-03   3.32360169E-03   7.77034484E-04   3.37031694E-04   1.28456254E-04 
  3.17155137E-02   2.43157407E-02   1.82457655E-02   1.34343328E-02   5.74541023E-03   3.23532931E-03   1.89459326E-03   4.29796717E-04   1.69003563E-04   5.78000371E-05 
  4.08665015E-02   3.35556726E-02   2.57686604E-02   1.79290419E-02   1.04624856E-02   8.07906301E-03   6.00897709E-03   2.86127304E-03   1.68407592E-03   8.29289021E-04 
  1.17933353E-01   1.20163134E-01   1.20582156E-01   1.11417578E-01   1.05403820E-01   9.75035575E-02   8.43494590E-02   4.62286872E-02   3.16946235E-02   2.37341334E-02 
  4.71545821E-02   3.75483420E-02   2.58178357E-02   1.55533477E-02   7.15089549E-03   4.78775546E-03   2.90960288E-03   9.12153071E-04   4.73242588E-04   2.18988525E-04 
  5.24932986E-02   4.25548280E-02   3.08546487E-02   1.93448349E-02   9.29788990E-03   6.30227685E-03   3.91650204E-03   1.11196692E-03   4.38231478E-04   1.27298608E-04 
  3.83663662E-02   3.12774388E-02   2.76948973E-02   3.05425135E-02   2.16275963E-02   7.40170768E-03   4.31009954E-03   6.44472100E-04   2.47054391E-04   6.77075124E-05 
  4.61188540E-02   3.60751306E-02   2.61605524E-02   1.65242450E-02   7.34356606E-03   4.65225649E-03   2.71087477E-03   6.44256769E-04   2.64949229E-04   1.02764671E-04 
  3.68872190E-02   2.86579743E-02   1.96222526E-02   1.14916300E-02   5.20834968E-03   3.41356658E-03   1.96001515E-03   4.49785074E-04   1.62549676E-04   4.29432919E-05 
  5.54983856E-02   4.45333120E-02   3.26742310E-02   2.13954233E-02   9.02683431E-03   5.53262782E-03   3.17707981E-03   7.01905023E-04   2.50636695E-04   6.26821859E-05 
  4.75077906E-02   4.05064743E-02   3.34470654E-02   2.59429771E-02   1.77248076E-02   1.48925528E-02   1.24859813E-02   8.70308916E-03   7.33257674E-03   5.96605672E-03 
  3.33639515E-02   2.68736955E-02   2.14532353E-02   1.73168992E-02   7.10826940E-03   3.87962267E-03   2.36153941E-03   5.69807066E-04   2.05714277E-04   5.38981111E-05 
  5.21810889E-02   4.13487289E-02   3.13861808E-02   2.25661689E-02   9.84412012E-03   6.06507844E-03   3.79077487E-03   1.14131974E-03   4.97563074E-04   1.44452842E-04 
  5.60178122E-02   4.52682624E-02   3.47967841E-02   2.44240673E-02   1.33396728E-02   9.76331360E-03   6.85919763E-03   2.74485438E-03   1.39328864E-03   6.32431545E-04 
  5.98057063E-02   5.13236511E-02   4.56907003E-02   4.20343661E-02   2.81117512E-02   1.71075310E-02   1.24446460E-02   4.97926653E-03   2.66999926E-03   1.20276785E-03 
  3.28863051E-02   2.53800671E-02   1.92165372E-02   1.49680791E-02   7.10188458E-03   3.63285910E-03   2.12409249E-03   4.63028770E-04   1.81910380E-04   5.89636601E-05 
  4.91136229E-02   3.88895378E-02   2.84213472E-02   1.75651298E-02   8.59760591E-03   5.76372407E-03   3.46709343E-03   8.60683632E-04   3.25652579E-04   9.98083528E-05 
  5.48870423E-02   4.73567347E-02   4.05663949E-02   3.39101640E-02   2.07050373E-02   1.53898945E-02   1.18333268E-02   5.74441043E-03   3.39207029E-03   1.88775485E-03 
  3.54881600E-02   3.02774654E-02   2.49323500E-02   1.88583102E-02   1.14771914E-02   8.52163268E-03   6.10179412E-03   2.22317601E-03   9.93360384E-04   3.83270048E-04 
  5.36825916E-02   4.43387434E-02   3.44402263E-02   2.35380662E-02   1.44393566E-02   1.13658616E-02   8.57936954E-03   4.18870001E-03   2.31661264E-03   9.09077908E-04 
  2.75502898E-02   2.35786966E-02   2.00371871E-02   1.71728367E-02   9.11160909E-03   5.32641999E-03   3.75408511E-03   1.47276921E-03   8.10782633E-04   4.33266635E-04 
  5.41759738E-02   4.23060171E-02   3.02592101E-02   1.87381327E-02   8.28358411E-03   5.28238043E-03   3.03684981E-03   6.75856320E-04   2.39020849E-04   5.84215490E-05 
  3.01676761E-02   2.38279531E-02   1.73507435E-02   1.10711138E-02   5.41472459E-03   3.67796432E-03   2.26882719E-03   5.88695981E-04   2.09004151E-04   5.78459027E-05 
  5.84736033E-02   5.43315490E-02   4.91988303E-02   4.15364376E-02   2.68564507E-02   1.92944838E-02   1.43729745E-02   6.61647184E-03   4.56143113E-03   3.41821181E-03 
  4.87623995E-02   4.36426813E-02   3.75455674E-02   2.92393690E-02   2.11871050E-02   1.73469560E-02   1.29015779E-02   4.60013475E-03   1.74337181E-03   5.42829244E-04 
  4.73424230E-02   3.73168973E-02   2.78879078E-02   1.90635277E-02   8.95207810E-03   5.86121088E-03   3.75788729E-03   1.19772488E-03   5.72749450E-04   2.41257282E-04 
  7.99975450E-02   6.62628768E-02   5.04171012E-02   3.32826195E-02   1.60241187E-02   1.06980334E-02   6.75369650E-03   2.03868563E-03   8.93312489E-04   3.07017955E-04 
  3.54619998E-02   2.95796295E-02   2.61761110E-02   2.58189867E-02   1.44092209E-02   5.79362978E-03   3.67261261E-03   1.16141494E-03   7.68045934E-04   4.98509950E-04 
  5.30846413E-02   4.16567609E-02   2.96923012E-02   1.82467677E-02   8.03730470E-03   5.12532727E-03   2.93725697E-03   6.44229668E-04   2.22535536E-04   5.27441515E-05 
  4.66909923E-02   4.07541920E-02   3.42070571E-02   2.62716725E-02   1.93098212E-02   1.65367368E-02   1.37322121E-02   8.55126581E-03   6.37548731E-03   4.48105576E-03 
  6.28516560E-02   5.43274675E-02   4.50266834E-02   3.65935061E-02   1.83373926E-02   1.26882031E-02   9.63399338E-03   4.99740702E-03   3.13230292E-03   1.48084620E-03 
  6.84049955E-02   5.94060270E-02   5.06821943E-02   4.12988190E-02   2.87642281E-02   2.01234323E-02   1.46183024E-02   5.15233663E-03   1.98918306E-03   5.32987913E-04 
  6.69738633E-02   6.35719095E-02   5.88940504E-02   4.98986031E-02   3.93746176E-02   3.30802377E-02   2.55605450E-02   9.14032375E-03   3.32628774E-03   8.49621008E-04 
  4.65648798E-02   3.87374689E-02   3.19891902E-02   2.64095296E-02   1.52255586E-02   1.14787171E-02   9.42562168E-03   6.47786586E-03   5.44737522E-03   4.27498267E-03 
  5.32697503E-02   4.38430349E-02   3.46496521E-02   2.53962278E-02   1.73569540E-02   1.47063050E-02   1.24316536E-02   8.44182830E-03   6.41609255E-03   4.19599902E-03 
  4.54168348E-02   3.94815668E-02   3.57260147E-02   3.59048723E-02   1.83220881E-02   6.11102332E-03   3.68134786E-03   9.29394840E-04   5.90449046E-04   3.95090146E-04 
  4.00489766E-02   3.16355512E-02   2.49354849E-02   2.04483379E-02   1.04665579E-02   7.10853592E-03   5.64641942E-03   3.90271675E-03   3.34490963E-03   2.48635288E-03 
  6.58070330E-02   5.44756052E-02   4.18628256E-02   2.92237845E-02   1.55229904E-02   1.14337085E-02   8.43579349E-03   4.16689431E-03   2.62184445E-03   1.38356117E-03 
  7.04025185E-02   6.25884992E-02   5.42481062E-02   4.53262566E-02   2.80714431E-02   2.14961228E-02   1.63449259E-02   7.52347347E-03   4.23875807E-03   2.30155149E-03 
  2.43560590E-02   1.94824357E-02   1.41459894E-02   8.77411894E-03   4.23353551E-03   2.84663702E-03   1.72114372E-03   4.33727885E-04   1.67570229E-04   5.69276978E-05 
  3.06282824E-02   2.73765710E-02   2.40183829E-02   2.03245201E-02   1.23116694E-02   8.85037385E-03   6.74758359E-03   3.11167352E-03   1.90346153E-03   1.14798415E-03 
  3.43628128E-02   2.97265361E-02   2.55562246E-02   2.25301489E-02   1.10152628E-02   6.40608404E-03   4.44694082E-03   1.60539750E-03   7.63199146E-04   3.15122890E-04 
  3.92454209E-02   3.44209911E-02   3.29345084E-02   3.46792552E-02   2.16107097E-02   8.05092070E-03   4.93913724E-03   1.15330355E-03   6.49272144E-04   3.48412952E-04 
  4.79583334E-02   4.10086622E-02   3.17947479E-02   2.68302961E-02   1.26869631E-02   9.49804151E-03   6.84208239E-03   3.01651634E-03   1.75464056E-03   9.03048910E-04 
  9.52179255E-02   8.23657034E-02   6.77256389E-02   4.96544980E-02   3.55000317E-02   2.97884743E-02   2.35193334E-02   1.10540585E-02   5.38601140E-03   1.94213948E-03 
  1.00975165E-01   8.93662762E-02   7.52084916E-02   5.77337163E-02   4.38867391E-02   3.86382354E-02   3.32915307E-02   2.05727560E-02   1.30806945E-02   6.78468282E-03 
  3.48571647E-02   2.78104424E-02   2.05308561E-02   1.30383838E-02   6.12552664E-03   3.99866667E-03   2.36875363E-03   5.98968719E-04   2.57123459E-04   9.75185892E-05 
  8.46222299E-02   7.82862576E-02   7.13829699E-02   6.04462062E-02   5.15585717E-02   4.61964410E-02   3.83400765E-02   1.74666633E-02   7.71165417E-03   2.10629572E-03 
  3.56465476E-02   2.76632715E-02   2.01759800E-02   1.33816007E-02   6.10053414E-03   4.00342445E-03   2.51349913E-03   8.37865295E-04   4.54417401E-04   2.51848945E-04 
  6.32783389E-02   5.13829191E-02   4.04427834E-02   2.94558845E-02   1.34443000E-02   7.38762364E-03   4.31822584E-03   8.88979571E-04   3.02783892E-04   6.98096497E-05 
  4.90982168E-02   4.09368394E-02   3.17851553E-02   2.34523806E-02   9.29825984E-03   5.40674199E-03   3.34720679E-03   1.02588466E-03   5.61419401E-04   3.24708643E-04 
  4.44304727E-02   3.46726803E-02   2.49737488E-02   1.53403177E-02   7.09643865E-03   4.63443683E-03   2.73925049E-03   7.08995225E-04   3.20057004E-04   1.40387879E-04 
  4.12527366E-02   3.55235002E-02   2.87776827E-02   2.28626099E-02   9.00055728E-03   5.01384833E-03   3.05392923E-03   7.12435973E-04   2.33113480E-04   5.51269977E-05 
  4.04528348E-02   3.14050909E-02   2.33562765E-02   1.62016824E-02   7.93460183E-03   5.39598185E-03   3.65994033E-03   1.61775709E-03   1.06398647E-03   6.57620062E-04 
  4.18406213E-02   3.34521500E-02   2.64831294E-02   2.16921663E-02   8.65959613E-03   4.51547646E-03   2.65286449E-03   5.88248201E-04   2.09566197E-04   5.12666367E-05 
  3.51495462E-02   2.79563796E-02   2.07484022E-02   1.43723728E-02   5.78066521E-03   3.43095583E-03   2.00390208E-03   4.88240355E-04   2.01484150E-04   6.80368233E-05 
  5.31695023E-02   4.24916107E-02   3.19109925E-02   2.16883448E-02   1.10595672E-02   7.78844051E-03   5.23171473E-03   1.79982043E-03   7.48510141E-04   2.16522653E-04 
  4.06596319E-02   3.23055643E-02   2.40848682E-02   1.68279485E-02   6.97662263E-03   4.23355019E-03   2.53303663E-03   6.77291130E-04   2.95443694E-04   1.00389025E-04 
