t(412)  t(443)  t(486)  t(551)  t(671)  t(745)  t(862)  t(1238)  t(1610)  t(2257)  
  8.19584836E-01   8.57628412E-01   8.95890357E-01   9.32063020E-01   9.67072633E-01   9.77819906E-01   9.87113097E-01   9.96919560E-01   9.98857644E-01   9.99679111E-01 
  8.48452059E-01   8.88269915E-01   9.22613390E-01   9.52234555E-01   9.75973246E-01   9.83697888E-01   9.90403775E-01   9.97433494E-01   9.98928097E-01   9.99600698E-01 
  6.83901843E-01   7.42414466E-01   7.93478881E-01   8.42230151E-01   8.83827843E-01   8.97363483E-01   9.09359549E-01   9.19136669E-01   9.21512206E-01   9.26015661E-01 
  8.58844890E-01   8.95097133E-01   9.26634988E-01   9.53629462E-01   9.77135995E-01   9.84069513E-01   9.90591523E-01   9.97484324E-01   9.98872848E-01   9.99505722E-01 
  7.74197733E-01   8.26710896E-01   8.75404112E-01   9.20389403E-01   9.60378854E-01   9.73059481E-01   9.83716613E-01   9.94631278E-01   9.96782938E-01   9.97805894E-01 
  8.03521098E-01   8.45831887E-01   8.82239129E-01   9.16380039E-01   9.47598477E-01   9.58056981E-01   9.69358432E-01   9.87812070E-01   9.94730544E-01   9.98105593E-01 
  8.41497384E-01   8.77839787E-01   9.11141724E-01   9.42299458E-01   9.72651495E-01   9.82037729E-01   9.89629893E-01   9.97510468E-01   9.99053902E-01   9.99731702E-01 
  8.80633220E-01   9.10911318E-01   9.36617688E-01   9.59361876E-01   9.81163522E-01   9.87489746E-01   9.92825708E-01   9.98313462E-01   9.99376715E-01   9.99831882E-01 
  8.76112633E-01   9.04993851E-01   9.31872051E-01   9.56116650E-01   9.79917190E-01   9.86338770E-01   9.91969545E-01   9.97912675E-01   9.99166143E-01   9.99736092E-01 
  8.64712510E-01   9.00724373E-01   9.31038592E-01   9.57166340E-01   9.79578038E-01   9.86280616E-01   9.92033769E-01   9.97784606E-01   9.98973250E-01   9.99628608E-01 
  8.78553555E-01   9.10438768E-01   9.36929203E-01   9.59721996E-01   9.81062347E-01   9.87139559E-01   9.92569997E-01   9.98221392E-01   9.99333258E-01   9.99807315E-01 
  7.50652206E-01   7.99240255E-01   8.43994982E-01   8.86690923E-01   9.24937365E-01   9.37626299E-01   9.51991462E-01   9.72721254E-01   9.81410280E-01   9.86290088E-01 
  6.80327759E-01   7.33560666E-01   7.84899851E-01   8.37415338E-01   8.94048550E-01   9.15074379E-01   9.38973514E-01   9.73911142E-01   9.85121116E-01   9.90789828E-01 
  5.93759984E-01   6.48687211E-01   7.08986045E-01   7.77156772E-01   8.53385592E-01   8.85862727E-01   9.20060468E-01   9.69381736E-01   9.84574466E-01   9.91087978E-01 
  8.58121463E-01   8.96809104E-01   9.28004099E-01   9.55235020E-01   9.77710038E-01   9.84617365E-01   9.91060533E-01   9.97663832E-01   9.98953473E-01   9.99538490E-01 
  7.91872605E-01   8.31368218E-01   8.68277748E-01   9.03692533E-01   9.39543081E-01   9.50945590E-01   9.62684814E-01   9.80864372E-01   9.89193889E-01   9.95111109E-01 
  8.66033058E-01   9.02039923E-01   9.31522508E-01   9.56942859E-01   9.79368599E-01   9.86097752E-01   9.91994105E-01   9.98051697E-01   9.99238410E-01   9.99764102E-01 
  5.86191595E-01   6.44397833E-01   7.00511290E-01   7.64776206E-01   8.12613163E-01   8.33189875E-01   8.66105072E-01   9.25249165E-01   9.51097758E-01   9.66003062E-01 
  6.73357515E-01   7.34998792E-01   7.94713769E-01   8.55151754E-01   9.16788214E-01   9.38155292E-01   9.59859412E-01   9.87299993E-01   9.94530262E-01   9.97613159E-01 
  8.43491058E-01   8.81284400E-01   9.13043889E-01   9.41257856E-01   9.65842471E-01   9.72188728E-01   9.79626300E-01   9.88695507E-01   9.91943239E-01   9.93882653E-01 
  7.87206190E-01   8.31152569E-01   8.75192783E-01   9.17481866E-01   9.59125993E-01   9.71991741E-01   9.83303039E-01   9.95507981E-01   9.98036793E-01   9.99135428E-01 
  7.13470247E-01   7.65013908E-01   8.11191721E-01   8.59466946E-01   9.19331459E-01   9.27919053E-01   9.46532390E-01   9.72176887E-01   9.83138578E-01   9.92455294E-01 
  8.36391254E-01   8.78983169E-01   9.17371577E-01   9.50526672E-01   9.73801764E-01   9.81208494E-01   9.87560317E-01   9.94995543E-01   9.97884973E-01   9.99948380E-01 
  7.49383370E-01   7.97119940E-01   8.38943839E-01   8.77754368E-01   9.13079130E-01   9.21337466E-01   9.36344363E-01   9.60870326E-01   9.73117815E-01   9.80759065E-01 
  8.14143336E-01   8.57961772E-01   8.94288857E-01   9.28998595E-01   9.59283614E-01   9.69326022E-01   9.78229695E-01   9.88180940E-01   9.91163539E-01   9.93691296E-01 
  8.23561558E-01   8.62938621E-01   8.99396238E-01   9.33208600E-01   9.65925715E-01   9.76561905E-01   9.85021543E-01   9.94046590E-01   9.96077846E-01   9.97159363E-01 
  6.15070227E-01   6.68866533E-01   7.25137970E-01   7.86042155E-01   8.56682479E-01   8.85380619E-01   9.15971295E-01   9.60886421E-01   9.75320746E-01   9.82510380E-01 
  8.59876866E-01   8.95813386E-01   9.27060993E-01   9.54097989E-01   9.77914970E-01   9.84890335E-01   9.91250650E-01   9.97897983E-01   9.99216027E-01   9.99779713E-01 
  7.95072509E-01   8.37925463E-01   8.75914178E-01   9.11213988E-01   9.47520324E-01   9.56639547E-01   9.67919379E-01   9.84403096E-01   9.90851020E-01   9.95547186E-01 
  7.40424534E-01   7.95782714E-01   8.47590203E-01   8.97289127E-01   9.45412264E-01   9.60591875E-01   9.75268165E-01   9.92149091E-01   9.96110637E-01   9.97909677E-01 
  5.07222015E-01   5.53262054E-01   6.04313112E-01   6.65389210E-01   7.69011326E-01   8.21265837E-01   8.16185077E-01   8.83369243E-01   9.08068988E-01   9.22172683E-01 
  7.73715192E-01   8.15890455E-01   8.62623780E-01   9.08329341E-01   9.54857515E-01   9.69473565E-01   9.81891642E-01   9.95339667E-01   9.98118821E-01   9.99378942E-01 
  6.14880285E-01   6.73250704E-01   7.30362620E-01   7.89528963E-01   8.45467947E-01   8.64669087E-01   8.84102732E-01   9.05502471E-01   9.12268816E-01   9.18515787E-01 
  8.49714980E-01   8.90140190E-01   9.22409095E-01   9.51081594E-01   9.75573139E-01   9.83230309E-01   9.90225981E-01   9.97515557E-01   9.99006820E-01   9.99684800E-01 
  8.05035540E-01   8.48591017E-01   8.85495133E-01   9.17772168E-01   9.45328915E-01   9.49412164E-01   9.53380577E-01   9.78499403E-01   9.86316114E-01   9.90787018E-01 
  8.72491246E-01   9.00720494E-01   9.26772918E-01   9.51311108E-01   9.76581115E-01   9.85620077E-01   9.91676470E-01   9.97903248E-01   9.99170746E-01   9.99742896E-01 
  8.45084948E-01   8.85283406E-01   9.19359649E-01   9.48796399E-01   9.72396764E-01   9.79587004E-01   9.86040057E-01   9.93222985E-01   9.96023972E-01   9.98523315E-01 
  8.53741882E-01   8.95210038E-01   9.28388571E-01   9.56786313E-01   9.79443168E-01   9.86516481E-01   9.92396805E-01   9.98255890E-01   9.99341441E-01   9.99817232E-01 
  7.25576919E-01   7.68931445E-01   8.29948599E-01   8.77600347E-01   9.37550094E-01   9.57012652E-01   9.73883429E-01   9.92519157E-01   9.96487785E-01   9.98298386E-01 
  8.34827438E-01   8.76147447E-01   9.10584550E-01   9.41740095E-01   9.69894596E-01   9.78966304E-01   9.86563858E-01   9.95117377E-01   9.97413696E-01   9.98719464E-01 
  7.24064925E-01   7.74584610E-01   8.23944172E-01   8.72135596E-01   9.21148219E-01   9.38940463E-01   9.54649804E-01   9.73870603E-01   9.79274274E-01   9.82465012E-01 
  8.58269703E-01   8.94804517E-01   9.25328217E-01   9.52468009E-01   9.76805691E-01   9.83955573E-01   9.90704628E-01   9.97725541E-01   9.99117127E-01   9.99739614E-01 
  7.94353572E-01   8.38161994E-01   8.77169126E-01   9.13116206E-01   9.47062882E-01   9.56163743E-01   9.67097491E-01   9.80928002E-01   9.85707944E-01   9.88879769E-01 
  6.92596633E-01   7.52218447E-01   8.10721567E-01   8.68591220E-01   9.27624677E-01   9.47581846E-01   9.65680633E-01   9.86914932E-01   9.92056150E-01   9.94443441E-01 
  7.31447895E-01   7.90166600E-01   8.45592246E-01   8.98782012E-01   9.49584759E-01   9.65292081E-01   9.79511718E-01   9.94447330E-01   9.97381166E-01   9.98674465E-01 
  7.86011286E-01   8.31060709E-01   8.71599510E-01   9.09244915E-01   9.41574620E-01   9.52008591E-01   9.65008416E-01   9.84841839E-01   9.92428091E-01   9.96217824E-01 
  5.48768290E-01   5.81407231E-01   6.24525265E-01   6.79577803E-01   7.52516087E-01   7.90742885E-01   8.23608937E-01   8.71390415E-01   8.86571707E-01   8.98640010E-01 
  7.73215409E-01   8.20109778E-01   8.65965292E-01   9.10274711E-01   9.54747664E-01   9.69263995E-01   9.81215834E-01   9.79773087E-01   9.97422170E-01   9.98797156E-01 
  8.42354820E-01   8.81850528E-01   9.15542648E-01   9.45598871E-01   9.71585871E-01   9.78725362E-01   9.86603701E-01   9.95656602E-01   9.97990831E-01   9.99226139E-01 
  8.53012571E-01   8.89676064E-01   9.21447521E-01   9.48820332E-01   9.72999805E-01   9.80679723E-01   9.87215509E-01   9.94944579E-01   9.97401006E-01   9.98873432E-01 
  8.51279414E-01   8.89529535E-01   9.20900773E-01   9.48694787E-01   9.72701918E-01   9.79353067E-01   9.86613703E-01   9.94735977E-01   9.96770891E-01   9.97809281E-01 
  8.04433205E-01   8.50577384E-01   8.92142248E-01   9.29206924E-01   9.54120151E-01   9.61394672E-01   9.71461982E-01   9.85726181E-01   9.91257553E-01   9.94342320E-01 
  7.61124790E-01   8.07675060E-01   8.56340194E-01   9.04387031E-01   9.52019028E-01   9.67008882E-01   9.79568536E-01   9.92716055E-01   9.95362471E-01   9.96607991E-01 
  6.60327048E-01   7.14105987E-01   7.68426159E-01   8.24522685E-01   8.85987374E-01   9.09580218E-01   9.34111367E-01   9.68648821E-01   9.79463032E-01   9.84692548E-01 
  7.74754877E-01   8.22644870E-01   8.68853195E-01   9.13321726E-01   9.56388007E-01   9.70789596E-01   9.82343860E-01   9.94812957E-01   9.97525258E-01   9.98880917E-01 
  7.18202593E-01   7.53959989E-01   8.03526856E-01   8.59066623E-01   9.23701904E-01   9.44551997E-01   9.61365144E-01   9.78434045E-01   9.81596541E-01   9.83700012E-01 
  6.74540209E-01   7.18799821E-01   7.71631059E-01   8.28023067E-01   8.94548578E-01   9.19239314E-01   9.44349978E-01   9.80013943E-01   9.90790522E-01   9.95278225E-01 
  7.85000445E-01   8.31750195E-01   8.75941363E-01   9.18460375E-01   9.60113216E-01   9.73553398E-01   9.84615721E-01   9.96280338E-01   9.98606321E-01   9.99589142E-01 
  8.55701486E-01   8.87187418E-01   9.15647822E-01   9.42415912E-01   9.69663306E-01   9.79744686E-01   9.87366261E-01   9.95469569E-01   9.97594342E-01   9.98696374E-01 
  7.76900269E-01   8.22626807E-01   8.65629952E-01   9.07128780E-01   9.47670250E-01   9.61125737E-01   9.74452437E-01   9.91589714E-01   9.96534145E-01   9.98785410E-01 
  8.22405872E-01   8.66239972E-01   9.03961230E-01   9.38662378E-01   9.66339709E-01   9.75597441E-01   9.84289852E-01   9.94290136E-01   9.96972458E-01   9.98312717E-01 
  5.95240771E-01   6.27139244E-01   6.64545676E-01   7.06463968E-01   7.56480380E-01   7.78914481E-01   7.97232878E-01   8.19344227E-01   8.28549597E-01   8.37437174E-01 
  8.02127066E-01   8.44875764E-01   8.85561303E-01   9.23753529E-01   9.61232341E-01   9.72781684E-01   9.82868925E-01   9.94240547E-01   9.96981584E-01   9.98352336E-01 
  6.52987749E-01   7.08402560E-01   7.59295980E-01   8.15494000E-01   8.71087030E-01   8.94444284E-01   9.21030170E-01   9.63111909E-01   9.80401038E-01   9.89155804E-01 
  8.01916835E-01   8.39379534E-01   8.81026212E-01   9.21087937E-01   9.61396538E-01   9.74006410E-01   9.84819694E-01   9.96200846E-01   9.98391377E-01   9.99441231E-01 
  8.28953161E-01   8.67606935E-01   9.03219266E-01   9.36866386E-01   9.69599533E-01   9.80240999E-01   9.88649294E-01   9.97313072E-01   9.98983376E-01   9.99711941E-01 
  7.69774597E-01   8.14148660E-01   8.55708250E-01   8.96055266E-01   9.36739965E-01   9.50949410E-01   9.64450317E-01   9.82270082E-01   9.88163692E-01   9.91247345E-01 
  8.47655505E-01   8.88630418E-01   9.23477984E-01   9.53050492E-01   9.75738555E-01   9.82506004E-01   9.88699845E-01   9.95278826E-01   9.97233600E-01   9.98739287E-01 
  6.91831279E-01   7.49587510E-01   7.98308900E-01   8.49004866E-01   8.97449460E-01   9.16234186E-01   9.38024049E-01   9.69109618E-01   9.79476830E-01   9.85029377E-01 
  7.02165148E-01   7.55648050E-01   8.00690696E-01   8.46296927E-01   8.81170343E-01   8.87330236E-01   9.11112941E-01   9.56695119E-01   9.76756432E-01   9.86682801E-01 
  4.71958932E-01   5.07919643E-01   5.52517990E-01   6.09048370E-01   7.01916027E-01   7.50950509E-01   8.08692534E-01   9.13244048E-01   9.53114099E-01   9.70427304E-01 
  8.51053024E-01   8.85310347E-01   9.16424391E-01   9.45188278E-01   9.73498797E-01   9.81732465E-01   9.88876292E-01   9.96690567E-01   9.98512875E-01   9.99397597E-01 
  7.98935397E-01   8.52325254E-01   8.94459461E-01   9.33368981E-01   9.65845000E-01   9.76211465E-01   9.86262855E-01   9.96636963E-01   9.98617524E-01   9.99459029E-01 
  6.33163803E-01   6.81834032E-01   7.28924243E-01   7.80137496E-01   8.35006114E-01   8.57107832E-01   8.87592012E-01   9.44517173E-01   9.70595660E-01   9.87427088E-01 
  7.50644953E-01   7.95150621E-01   8.35822255E-01   8.74719379E-01   9.12914388E-01   9.23594248E-01   9.39073745E-01   9.62562306E-01   9.72411413E-01   9.78304962E-01 
  8.56606648E-01   8.92841690E-01   9.24068207E-01   9.51432337E-01   9.76292697E-01   9.83368854E-01   9.90199486E-01   9.97481539E-01   9.98990442E-01   9.99658143E-01 
  7.80094314E-01   8.33090296E-01   8.80068522E-01   9.23260334E-01   9.61677536E-01   9.73957358E-01   9.84604165E-01   9.96016192E-01   9.98464319E-01   9.99510858E-01 
  8.16441476E-01   8.56878367E-01   8.95536336E-01   9.32196752E-01   9.67385230E-01   9.78304836E-01   9.87343384E-01   9.96836238E-01   9.98753763E-01   9.99610594E-01 
  7.65533498E-01   8.19205196E-01   8.62900337E-01   9.04036529E-01   9.31842150E-01   9.38292391E-01   9.50155521E-01   9.66829215E-01   9.76519349E-01   9.83937034E-01 
  8.20901566E-01   8.64881857E-01   9.02569496E-01   9.37620212E-01   9.68823598E-01   9.78659343E-01   9.87186729E-01   9.95998202E-01   9.97784780E-01   9.98629800E-01 
  8.52357675E-01   8.88314483E-01   9.19857457E-01   9.48244116E-01   9.74901635E-01   9.82852647E-01   9.89851143E-01   9.97287744E-01   9.98849417E-01   9.99539581E-01 
  5.17790249E-01   5.61516081E-01   6.09952358E-01   6.69214259E-01   7.59430506E-01   8.00403719E-01   8.45848291E-01   9.24636743E-01   9.58518850E-01   9.76015724E-01 
  8.59299569E-01   8.96371849E-01   9.27563313E-01   9.54576609E-01   9.78572263E-01   9.85920627E-01   9.91912703E-01   9.98031656E-01   9.99250158E-01   9.99815787E-01 
  8.48182400E-01   8.86724467E-01   9.18403545E-01   9.45865696E-01   9.67285786E-01   9.72492211E-01   9.78981185E-01   9.86089396E-01   9.88663079E-01   9.90540636E-01 
  6.38557979E-01   6.96501802E-01   7.57537568E-01   8.21833567E-01   8.87665924E-01   9.14386453E-01   9.37074624E-01   9.64268640E-01   9.71339728E-01   9.75144540E-01 
  7.21938600E-01   7.78366257E-01   8.34762521E-01   8.89940527E-01   9.44554215E-01   9.62174404E-01   9.77265143E-01   9.93861608E-01   9.97541587E-01   9.99288339E-01 
  5.46427449E-01   5.95408171E-01   6.49052953E-01   7.11969396E-01   7.86187284E-01   8.17905709E-01   8.78775095E-01   9.41284970E-01   9.74715480E-01   9.90728305E-01 
  8.10891613E-01   8.45857681E-01   8.78635860E-01   9.09755510E-01   9.48356410E-01   9.61008468E-01   9.71285994E-01   9.85987671E-01   9.91602678E-01   9.94816312E-01 
  8.11846907E-01   8.58170184E-01   8.97380175E-01   9.34320601E-01   9.67567331E-01   9.78162276E-01   9.87116253E-01   9.96538724E-01   9.98523799E-01   9.99392517E-01 
  7.92975693E-01   8.40655273E-01   8.78353276E-01   9.16004403E-01   9.47868854E-01   9.59500809E-01   9.71582689E-01   9.87924550E-01   9.93750680E-01   9.97022911E-01 
  8.54022372E-01   8.96384220E-01   9.29705291E-01   9.58803685E-01   9.80669458E-01   9.85765860E-01   9.90705751E-01   9.94472695E-01   9.95817713E-01   9.97640608E-01 
  8.52929183E-01   8.92887822E-01   9.25325770E-01   9.53368472E-01   9.76948440E-01   9.84148242E-01   9.90773183E-01   9.97626369E-01   9.99011386E-01   9.99653032E-01 
  8.58814962E-01   8.94490997E-01   9.25292349E-01   9.51066377E-01   9.75806076E-01   9.82825087E-01   9.89293535E-01   9.96764613E-01   9.98598466E-01   9.99455766E-01 
  7.48566511E-01   7.96511059E-01   8.41490459E-01   8.85183159E-01   9.29444484E-01   9.45221856E-01   9.59590316E-01   9.79912645E-01   9.86185862E-01   9.90858493E-01 
  4.48428086E-01   4.80600296E-01   5.22988663E-01   5.80461113E-01   6.72907706E-01   7.20840969E-01   7.78925616E-01   8.82702937E-01   9.22390698E-01   9.42765668E-01 
  7.98664122E-01   8.43927031E-01   8.86169290E-01   9.25850006E-01   9.63914904E-01   9.75528144E-01   9.85510552E-01   9.95964759E-01   9.98050857E-01   9.99021613E-01 
  7.06241817E-01   7.61387038E-01   8.18691955E-01   8.77150501E-01   9.36795267E-01   9.57078423E-01   9.73939999E-01   9.92562557E-01   9.96568105E-01   9.98323074E-01 
  8.55436751E-01   8.90278441E-01   9.20692057E-01   9.48194026E-01   9.74830498E-01   9.82464921E-01   9.89255957E-01   9.96674458E-01   9.98348630E-01   9.99111000E-01 
  7.98849176E-01   8.42838931E-01   8.84799238E-01   9.24705371E-01   9.62728111E-01   9.75173709E-01   9.85221346E-01   9.95835681E-01   9.98010648E-01   9.99029695E-01 
  8.52236656E-01   8.88064037E-01   9.19508056E-01   9.48096968E-01   9.75290395E-01   9.82890804E-01   9.89961904E-01   9.97524889E-01   9.99077432E-01   9.99744609E-01 
  8.19130013E-01   8.62140553E-01   9.00592079E-01   9.35070739E-01   9.66127450E-01   9.76072871E-01   9.84650026E-01   9.94519894E-01   9.97143069E-01   9.98438908E-01 
  7.06245750E-01   7.69423226E-01   8.28716139E-01   8.86215637E-01   9.44987181E-01   9.58961879E-01   9.75375601E-01   9.93327353E-01   9.97120395E-01   9.98779443E-01 
  8.03087721E-01   8.50946997E-01   8.86307549E-01   9.19657432E-01   9.34772372E-01   9.34858233E-01   9.43244277E-01   9.53229349E-01   9.57519010E-01   9.62363734E-01 
  7.54882751E-01   8.00885831E-01   8.41616730E-01   8.80180097E-01   9.17567796E-01   9.30978815E-01   9.45935711E-01   9.69080723E-01   9.79678080E-01   9.86356288E-01 
  6.55117348E-01   6.99645402E-01   7.43448709E-01   7.90122047E-01   8.64609645E-01   8.92033403E-01   9.17832707E-01   9.58921256E-01   9.77459286E-01   9.87847164E-01 
  8.66573208E-01   9.02436694E-01   9.31997577E-01   9.57108459E-01   9.79512701E-01   9.86103787E-01   9.91964249E-01   9.98026752E-01   9.99246766E-01   9.99795856E-01 
  6.46545113E-01   7.07133087E-01   7.43265577E-01   7.97640127E-01   8.66598363E-01   8.96930494E-01   9.25955829E-01   9.67782341E-01   9.80764181E-01   9.87075337E-01 
  8.24841241E-01   8.63993880E-01   8.97393373E-01   9.27471900E-01   9.53331927E-01   9.53299418E-01   9.59694633E-01   9.65574276E-01   9.68592854E-01   9.72553584E-01 
  8.19234321E-01   8.62024110E-01   9.00439944E-01   9.35662506E-01   9.68847432E-01   9.79005537E-01   9.87791004E-01   9.96962032E-01   9.98769909E-01   9.99546021E-01 
  8.75547150E-01   9.06687054E-01   9.32987988E-01   9.56593355E-01   9.79534596E-01   9.85902625E-01   9.91579856E-01   9.97569906E-01   9.98831818E-01   9.99401195E-01 
  5.76827467E-01   6.05107723E-01   6.44467740E-01   6.92617922E-01   7.71063560E-01   8.10268350E-01   8.50224528E-01   9.26647165E-01   9.61952920E-01   9.84541603E-01 
  8.35864223E-01   8.74267790E-01   9.09597751E-01   9.42077596E-01   9.72442506E-01   9.81667869E-01   9.89442467E-01   9.97443625E-01   9.98979686E-01   9.99631448E-01 
  7.90665543E-01   8.32541199E-01   8.69064589E-01   9.02620096E-01   9.35665595E-01   9.44869569E-01   9.55361613E-01   9.68648541E-01   9.74052553E-01   9.79458880E-01 
  5.62260837E-01   6.04136568E-01   6.52264160E-01   7.08818524E-01   7.82535301E-01   8.13249541E-01   8.44335113E-01   8.87719318E-01   9.01684254E-01   9.11534538E-01 
  7.95974748E-01   8.33183038E-01   8.69109005E-01   9.04738087E-01   9.44343573E-01   9.58759142E-01   9.70629414E-01   9.86441070E-01   9.91812867E-01   9.93600752E-01 
  7.55800613E-01   8.06085064E-01   8.56164018E-01   9.05129671E-01   9.53724616E-01   9.69712136E-01   9.82325205E-01   9.95558846E-01   9.98181000E-01   9.99345478E-01 
  7.90250992E-01   8.35484917E-01   8.78617191E-01   9.19903918E-01   9.60474603E-01   9.73800499E-01   9.84361492E-01   9.95342204E-01   9.97747480E-01   9.98749063E-01 
  6.73629017E-01   7.26507346E-01   7.81324178E-01   8.38196028E-01   9.00574771E-01   9.23254983E-01   9.44514326E-01   9.73365333E-01   9.82246529E-01   9.87494738E-01 
  7.97561397E-01   8.42757219E-01   8.82596369E-01   9.16814252E-01   9.51326819E-01   9.59388615E-01   9.71678529E-01   9.89179458E-01   9.94761606E-01   9.97256743E-01 
  8.18134730E-01   8.60302315E-01   8.96719041E-01   9.26630645E-01   9.55879992E-01   9.61548235E-01   9.70130952E-01   9.83320831E-01   9.89635126E-01   9.93363342E-01 
  8.53853513E-01   8.87661695E-01   9.18073986E-01   9.46350046E-01   9.74582574E-01   9.83369674E-01   9.90283270E-01   9.97520126E-01   9.98979821E-01   9.99685879E-01 
  7.57182099E-01   8.13358132E-01   8.64010469E-01   9.12748830E-01   9.57680738E-01   9.71808348E-01   9.83718895E-01   9.95838108E-01   9.98175220E-01   9.99180372E-01 
  6.83525613E-01   7.29168053E-01   7.72510974E-01   8.16896150E-01   8.79172967E-01   9.00264228E-01   9.23984723E-01   9.63529468E-01   9.80019525E-01   9.88263744E-01 
  7.46434299E-01   8.01442338E-01   8.51074106E-01   8.98183124E-01   9.31609350E-01   9.42861134E-01   9.57847559E-01   9.80516223E-01   9.89976845E-01   9.94418261E-01 
  7.36719311E-01   7.85080496E-01   8.31552945E-01   8.77255661E-01   9.19906007E-01   9.35348884E-01   9.53586155E-01   9.81321436E-01   9.91135819E-01   9.95679414E-01 
  7.32213793E-01   7.81520180E-01   8.28466391E-01   8.75359122E-01   9.23990152E-01   9.41313693E-01   9.57807683E-01   9.79541006E-01   9.86470409E-01   9.90006765E-01 
  8.56788171E-01   8.90722612E-01   9.21373214E-01   9.49341587E-01   9.75305169E-01   9.83146508E-01   9.89987084E-01   9.97170536E-01   9.98708124E-01   9.99153454E-01 
  7.04336725E-01   7.60245486E-01   8.07750327E-01   8.55927613E-01   8.99646823E-01   9.15435241E-01   9.35298587E-01   9.65359453E-01   9.78578761E-01   9.86834914E-01 
  7.80762990E-01   8.24075190E-01   8.61117020E-01   8.92960847E-01   9.24700730E-01   9.30286504E-01   9.41291739E-01   9.57802133E-01   9.67447853E-01   9.74271702E-01 
  6.83016715E-01   7.47648851E-01   8.12675193E-01   8.74642186E-01   9.34680910E-01   9.54522490E-01   9.72512965E-01   9.92150309E-01   9.96242683E-01   9.98135409E-01 
  4.64042882E-01   4.97915724E-01   5.39712838E-01   5.95506490E-01   6.82846913E-01   7.25859114E-01   7.78982116E-01   8.76238075E-01   9.14980288E-01   9.34249931E-01 
  6.51614554E-01   7.02951039E-01   7.51154328E-01   8.01866411E-01   8.61022436E-01   8.72919157E-01   9.00170380E-01   9.50337573E-01   9.73347377E-01   9.85055780E-01 
  8.21317790E-01   8.63460395E-01   9.00197857E-01   9.32844647E-01   9.61564568E-01   9.71514505E-01   9.79856698E-01   9.90574952E-01   9.95528936E-01   9.99051421E-01 
  8.44834677E-01   8.85275817E-01   9.20545443E-01   9.51100765E-01   9.75456579E-01   9.82746335E-01   9.89953703E-01   9.97409878E-01   9.98862427E-01   9.99496101E-01 
  8.08712821E-01   8.52444548E-01   8.92651987E-01   9.30116790E-01   9.66099696E-01   9.77338983E-01   9.86752514E-01   9.96715418E-01   9.98729053E-01   9.99584008E-01 
  7.74198809E-01   8.11691173E-01   8.51736752E-01   8.88212360E-01   9.21876937E-01   9.30371265E-01   9.45606600E-01   9.63113672E-01   9.70896824E-01   9.76024577E-01 
  7.58739993E-01   7.94715092E-01   8.40465695E-01   8.89887471E-01   9.42845363E-01   9.63353328E-01   9.78280825E-01   9.94542170E-01   9.97856908E-01   9.99324262E-01 
  7.64994570E-01   8.12283420E-01   8.55606721E-01   8.97198415E-01   9.37752197E-01   9.52650727E-01   9.67362942E-01   9.87527354E-01   9.93922353E-01   9.96955500E-01 
  8.13177475E-01   8.60587028E-01   8.99274953E-01   9.35539049E-01   9.68174898E-01   9.78550654E-01   9.87524320E-01   9.96898533E-01   9.98802201E-01   9.99645469E-01 
  8.00640110E-01   8.46293642E-01   8.88450793E-01   9.27691432E-01   9.64709372E-01   9.76510385E-01   9.86233067E-01   9.96443714E-01   9.98546327E-01   9.99545136E-01 
  7.96166006E-01   8.46565845E-01   8.89780562E-01   9.29077740E-01   9.64544573E-01   9.74480890E-01   9.84985320E-01   9.96272858E-01   9.98598874E-01   9.99622027E-01 
  8.69915668E-01   9.04486417E-01   9.33389331E-01   9.58221803E-01   9.79832356E-01   9.86222490E-01   9.91993861E-01   9.97986283E-01   9.99184604E-01   9.99716581E-01 
  5.57020074E-01   5.89654922E-01   6.28400698E-01   6.75320462E-01   7.44588828E-01   7.76647505E-01   8.11646279E-01   8.76042823E-01   9.05227135E-01   9.26889553E-01 
  8.57889262E-01   8.95171652E-01   9.27103638E-01   9.54697047E-01   9.78124124E-01   9.85373530E-01   9.91604503E-01   9.97940745E-01   9.99159388E-01   9.99667703E-01 
  8.36005282E-01   8.70647934E-01   9.02679699E-01   9.32712814E-01   9.64470090E-01   9.74521107E-01   9.82888429E-01   9.93278564E-01   9.96408840E-01   9.98022717E-01 
  8.21277660E-01   8.53414814E-01   8.90488317E-01   9.26017716E-01   9.63311697E-01   9.74881307E-01   9.85347100E-01   9.96366613E-01   9.98570840E-01   9.99773611E-01 
  7.44002949E-01   7.82593235E-01   8.23564045E-01   8.65167654E-01   9.13293164E-01   9.31493513E-01   9.50623520E-01   9.79015559E-01   9.88253875E-01   9.92711920E-01 
  7.21259951E-01   7.80375319E-01   8.36835324E-01   8.91803542E-01   9.45377468E-01   9.62973078E-01   9.78069550E-01   9.94173409E-01   9.97431571E-01   9.98845548E-01 
  7.79886372E-01   8.31298198E-01   8.77893959E-01   9.20367189E-01   9.58655066E-01   9.70800958E-01   9.81864207E-01   9.94217842E-01   9.97100185E-01   9.98440144E-01 
  6.77705004E-01   7.41432672E-01   8.05965749E-01   8.70875438E-01   9.33682062E-01   9.55821690E-01   9.73723214E-01   9.92528959E-01   9.96195890E-01   9.97812185E-01 
  7.79453755E-01   8.28105628E-01   8.67797837E-01   9.07810995E-01   9.40617964E-01   9.53019896E-01   9.66740506E-01   9.85767966E-01   9.92269753E-01   9.95572695E-01 
