t(412)  t(443)  t(486)  t(551)  t(671)  t(745)  t(862)  t(1238)  t(1610)  t(2257)  
  8.31203656E-01   8.75128777E-01   9.09766854E-01   9.42577973E-01   9.71558271E-01   9.80883140E-01   9.88570277E-01   9.96543671E-01   9.98322637E-01   9.99140606E-01 
  7.37171814E-01   7.90675609E-01   8.43305901E-01   8.95001709E-01   9.45812697E-01   9.63068177E-01   9.77566721E-01   9.93697021E-01   9.97252709E-01   9.98790744E-01 
  7.85134066E-01   8.24089631E-01   8.60512686E-01   8.94894722E-01   9.39558327E-01   9.50129940E-01   9.61842050E-01   9.79859839E-01   9.88251857E-01   9.93052547E-01 
  6.15725659E-01   6.56300605E-01   7.07104100E-01   7.63680708E-01   8.34487400E-01   8.61932549E-01   8.88985299E-01   9.26366011E-01   9.38280934E-01   9.46145865E-01 
  8.68768829E-01   8.99650269E-01   9.27197654E-01   9.52540709E-01   9.77558196E-01   9.84480327E-01   9.90708615E-01   9.97490983E-01   9.98952104E-01   9.99588841E-01 
  7.96813110E-01   8.45460103E-01   8.88288745E-01   9.28076112E-01   9.64400239E-01   9.75743796E-01   9.85830276E-01   9.96321311E-01   9.98373469E-01   9.99263585E-01 
  6.59197282E-01   7.13831194E-01   7.70973779E-01   8.27018944E-01   8.96323402E-01   9.23039501E-01   9.47017865E-01   9.78990300E-01   9.88248211E-01   9.92838941E-01 
  7.68855985E-01   8.11854896E-01   8.49305060E-01   8.85338689E-01   9.18151402E-01   9.27707455E-01   9.39950780E-01   9.64781334E-01   9.66267178E-01   9.74157413E-01 
  7.89144294E-01   8.26987865E-01   8.70948960E-01   9.13152963E-01   9.56565653E-01   9.70547645E-01   9.82628555E-01   9.95663497E-01   9.98240211E-01   9.99358330E-01 
  8.40566131E-01   8.82776510E-01   9.16083104E-01   9.47102261E-01   9.73960811E-01   9.82192929E-01   9.89046701E-01   9.96366169E-01   9.98295007E-01   9.99259221E-01 
  7.98879342E-01   8.42152425E-01   8.83343606E-01   9.21593042E-01   9.59820485E-01   9.72334995E-01   9.82651803E-01   9.94072517E-01   9.96753552E-01   9.98054541E-01 
  7.50426668E-01   8.01615150E-01   8.50929174E-01   8.99041386E-01   9.46031412E-01   9.62337859E-01   9.76549018E-01   9.93132356E-01   9.97117594E-01   9.98812430E-01 
  8.55636687E-01   8.94185122E-01   9.26110919E-01   9.54092050E-01   9.78201342E-01   9.85628984E-01   9.91413309E-01   9.97255779E-01   9.98653365E-01   9.99487088E-01 
  7.36686134E-01   7.85257051E-01   8.26706792E-01   8.66978798E-01   8.96105461E-01   9.04101279E-01   9.20486531E-01   9.46154625E-01   9.57550837E-01   9.65148737E-01 
  8.71399830E-01   9.00867973E-01   9.26939697E-01   9.51019798E-01   9.74870664E-01   9.83394570E-01   9.89797338E-01   9.95341018E-01   9.96808850E-01   9.97626173E-01 
  5.68603454E-01   6.07998203E-01   6.53350381E-01   7.09237612E-01   7.86508518E-01   8.22632780E-01   8.60757278E-01   9.23958469E-01   9.48124004E-01   9.60595369E-01 
  6.86409856E-01   7.30407862E-01   7.86200560E-01   8.49292881E-01   9.26849867E-01   9.46172973E-01   9.67414504E-01   9.91400546E-01   9.96555196E-01   9.98715024E-01 
  8.01504237E-01   8.53078307E-01   8.96180815E-01   9.34576102E-01   9.66462106E-01   9.76464319E-01   9.86257147E-01   9.96609650E-01   9.98720225E-01   9.99641947E-01 
  8.22103444E-01   8.67003483E-01   9.04817178E-01   9.39374670E-01   9.69619671E-01   9.78950160E-01   9.87553073E-01   9.96377243E-01   9.98080508E-01   9.98893325E-01 
  7.11322300E-01   7.70169014E-01   8.25849202E-01   8.78752755E-01   9.29436677E-01   9.45713597E-01   9.62257067E-01   9.82033387E-01   9.87087008E-01   9.89686651E-01 
  8.68400806E-01   8.98025709E-01   9.24072897E-01   9.47720258E-01   9.74215085E-01   9.81176170E-01   9.87048205E-01   9.94257926E-01   9.96741477E-01   9.97983767E-01 
  6.87055721E-01   7.36040488E-01   7.91619546E-01   8.49801795E-01   9.13976494E-01   9.35434054E-01   9.54890015E-01   9.77478370E-01   9.82889224E-01   9.85878414E-01 
  7.89978656E-01   8.29049145E-01   8.64034281E-01   8.97242510E-01   9.35684407E-01   9.46261147E-01   9.58865405E-01   9.80698418E-01   9.73009110E-01   9.94209539E-01 
  8.60879722E-01   8.96429812E-01   9.26183161E-01   9.52432347E-01   9.75602113E-01   9.81897659E-01   9.88547250E-01   9.95729996E-01   9.97395326E-01   9.98366768E-01 
  5.54869601E-01   5.79795053E-01   6.07370131E-01   6.43759723E-01   7.00479546E-01   7.27717679E-01   7.49017539E-01   7.73686212E-01   7.82341439E-01   7.93011703E-01 
  7.10176184E-01   7.72188615E-01   8.31417668E-01   8.88700150E-01   9.45247040E-01   9.63342671E-01   9.78494895E-01   9.94441902E-01   9.97572930E-01   9.98933696E-01 
  8.17744168E-01   8.59113890E-01   8.97023655E-01   9.32682555E-01   9.67280380E-01   9.78268779E-01   9.87305643E-01   9.96877382E-01   9.98808318E-01   9.99629284E-01 
  6.81927228E-01   7.22177270E-01   7.63449340E-01   8.06940755E-01   8.60718849E-01   8.81941335E-01   9.03392414E-01   9.39645012E-01   9.56586282E-01   9.70000869E-01 
  8.49478974E-01   8.89964612E-01   9.23658489E-01   9.53092675E-01   9.77194000E-01   9.84884811E-01   9.91348578E-01   9.97864088E-01   9.99139297E-01   9.99739322E-01 
  8.39230736E-01   8.80677207E-01   9.14635558E-01   9.44532559E-01   9.69215720E-01   9.76572999E-01   9.83917974E-01   9.93103794E-01   9.96249252E-01   9.97941807E-01 
  8.58102775E-01   8.93467435E-01   9.23722537E-01   9.50057641E-01   9.73930459E-01   9.80709926E-01   9.87620771E-01   9.95881200E-01   9.98083401E-01   9.99132810E-01 
  5.00184973E-01   5.19318025E-01   5.53341850E-01   5.98674775E-01   6.80197909E-01   7.17978495E-01   7.62450234E-01   8.42028890E-01   8.74669288E-01   8.94056158E-01 
  7.18170016E-01   7.74143357E-01   8.30027850E-01   8.85651929E-01   9.40913480E-01   9.58737302E-01   9.74786496E-01   9.92782461E-01   9.96806696E-01   9.98694742E-01 
  8.48387168E-01   8.87244822E-01   9.22032247E-01   9.52605546E-01   9.76860064E-01   9.84421136E-01   9.91064296E-01   9.97866229E-01   9.99188391E-01   9.99753749E-01 
  6.23413855E-01   6.74472676E-01   7.26278303E-01   7.82099645E-01   8.48409949E-01   8.72473538E-01   9.04987692E-01   9.59359613E-01   9.78992780E-01   9.87689151E-01 
  8.33609309E-01   8.72129710E-01   9.07342899E-01   9.39918219E-01   9.70878084E-01   9.80421764E-01   9.88399452E-01   9.96714634E-01   9.98405901E-01   9.99189838E-01 
  8.18868263E-01   8.62420568E-01   9.01590953E-01   9.36577003E-01   9.67667687E-01   9.76821513E-01   9.85704312E-01   9.95695997E-01   9.98144216E-01   9.99372371E-01 
  7.69895337E-01   8.06881404E-01   8.41554753E-01   8.74359481E-01   9.13111116E-01   9.23761568E-01   9.35376817E-01   9.51642556E-01   9.61049749E-01   9.68362971E-01 
  7.26538367E-01   7.75639315E-01   8.27417932E-01   8.80293692E-01   9.35452154E-01   9.54054551E-01   9.70774853E-01   9.90791776E-01   9.95732208E-01   9.97876966E-01 
  7.81864583E-01   8.30612618E-01   8.72415495E-01   9.11329393E-01   9.45291494E-01   9.52573899E-01   9.65567802E-01   9.82808025E-01   9.88414244E-01   9.91622811E-01 
  8.42480792E-01   8.81488233E-01   9.15716347E-01   9.45869563E-01   9.73717934E-01   9.81794244E-01   9.89241613E-01   9.97177317E-01   9.98846563E-01   9.99601630E-01 
  7.46471027E-01   7.97006265E-01   8.44494683E-01   8.90854973E-01   9.21934469E-01   9.33695506E-01   9.51051695E-01   9.79021187E-01   9.90121305E-01   9.95547418E-01 
  8.60994752E-01   8.98159127E-01   9.28872993E-01   9.55742298E-01   9.78180877E-01   9.84956426E-01   9.91046011E-01   9.97440272E-01   9.98765315E-01   9.99508693E-01 
  6.93070882E-01   7.55870747E-01   8.17568294E-01   8.78594960E-01   9.38098263E-01   9.57600254E-01   9.74913381E-01   9.93557330E-01   9.97141565E-01   9.97068345E-01 
  6.96033426E-01   7.51225186E-01   8.07938416E-01   8.66514985E-01   9.28529394E-01   9.49106177E-01   9.66694252E-01   9.85913676E-01   9.90007877E-01   9.92102480E-01 
  7.59523490E-01   8.12582978E-01   8.59322857E-01   9.04119242E-01   9.36268710E-01   9.45593255E-01   9.61761098E-01   9.80663121E-01   9.87105031E-01   9.93624769E-01 
  7.79041375E-01   8.27349406E-01   8.67732909E-01   9.08526712E-01   9.36362336E-01   9.45689934E-01   9.58113759E-01   9.76174057E-01   9.84288814E-01   9.91053972E-01 
  5.33552337E-01   5.71828681E-01   6.17182264E-01   6.73518738E-01   7.54408086E-01   7.99380960E-01   8.45334661E-01   4.94837754E-01   9.66925213E-01   9.88170174E-01 
  7.20672520E-01   7.76414167E-01   8.31020700E-01   8.82550798E-01   9.34951169E-01   9.51471044E-01   9.67890617E-01   9.89134227E-01   9.95368524E-01   9.98186674E-01 
  6.28405341E-01   6.85541400E-01   7.42433853E-01   8.01561228E-01   8.64372032E-01   8.87264100E-01   9.11081337E-01   9.41485000E-01   9.50435576E-01   9.56198620E-01 
  6.01239609E-01   6.49751289E-01   6.99256740E-01   7.55106096E-01   8.26711148E-01   8.57506230E-01   8.90650962E-01   9.43139126E-01   9.65462743E-01   9.73115330E-01 
  5.37288933E-01   5.95181714E-01   6.07100934E-01   6.63097345E-01   7.51496390E-01   7.93930662E-01   8.42347512E-01   9.28388237E-01   9.61041870E-01   9.76526600E-01 
  8.26343214E-01   8.61781390E-01   8.95585914E-01   9.27492058E-01   9.60915105E-01   9.71352608E-01   9.80632606E-01   9.92696529E-01   9.96362021E-01   9.98095383E-01 
  8.48533958E-01   8.85060082E-01   9.17104373E-01   9.46183255E-01   9.73059348E-01   9.80868740E-01   9.88340885E-01   9.96677090E-01   9.98595426E-01   9.99431490E-01 
  7.45745141E-01   8.05109864E-01   8.58708421E-01   9.08858570E-01   9.53109980E-01   9.67414154E-01   9.80747562E-01   9.95061765E-01   9.98016703E-01   9.99280261E-01 
  6.64234699E-01   7.21514717E-01   7.82117636E-01   8.45438804E-01   9.12684138E-01   9.37966741E-01   9.59517806E-01   9.85505732E-01   9.91940729E-01   9.94883465E-01 
  3.98755920E-01   4.23972819E-01   4.56853091E-01   5.05435418E-01   5.91272956E-01   6.40155156E-01   7.06341233E-01   8.35948023E-01   8.88853535E-01   9.16504519E-01 
  8.29669889E-01   8.74656634E-01   9.12005785E-01   9.43159264E-01   9.69121907E-01   9.73477124E-01   9.80038347E-01   9.88404315E-01   9.92759562E-01   9.96326509E-01 
  7.41445971E-01   7.91321307E-01   8.41319695E-01   8.91135747E-01   9.42282721E-01   9.57353892E-01   9.74210404E-01   9.92086460E-01   9.96612169E-01   9.98746349E-01 
  8.51838412E-01   8.92766966E-01   9.25038880E-01   9.52910742E-01   9.75452614E-01   9.82410796E-01   9.88464469E-01   9.95338635E-01   9.97453500E-01   9.98667857E-01 
  8.21851765E-01   8.64751015E-01   9.03548322E-01   9.38629838E-01   9.70169434E-01   9.79915504E-01   9.88382372E-01   9.97143309E-01   9.98849097E-01   9.99598635E-01 
  7.95450796E-01   8.37769472E-01   8.76234012E-01   9.10918471E-01   9.44811027E-01   9.54782404E-01   9.66283702E-01   9.84484622E-01   9.92503370E-01   9.96928331E-01 
  8.48004720E-01   8.78886600E-01   9.07072501E-01   9.32488313E-01   9.65495670E-01   9.75516714E-01   9.81969734E-01   9.90882888E-01   9.94733101E-01   9.97095485E-01 
  7.33376305E-01   7.88724907E-01   8.42852486E-01   8.96257738E-01   9.48697969E-01   9.65743154E-01   9.79870272E-01   9.94549044E-01   9.97350554E-01   9.98582640E-01 
  7.06241022E-01   7.60547899E-01   8.16136536E-01   8.72538443E-01   9.29861446E-01   9.50048479E-01   9.67715974E-01   9.88591570E-01   9.93724135E-01   9.96098947E-01 
  8.12002720E-01   8.40881998E-01   8.74327416E-01   9.10015254E-01   9.52764531E-01   9.66918924E-01   9.79645994E-01   9.94597088E-01   9.98041118E-01   9.99302682E-01 
  8.77222411E-01   9.06099395E-01   9.31359063E-01   9.55951645E-01   9.79236522E-01   9.86186057E-01   9.91810365E-01   9.97621633E-01   9.98939218E-01   9.99532352E-01 
  8.40053010E-01   8.83366715E-01   9.17834875E-01   9.48953780E-01   9.74177016E-01   9.82327525E-01   9.89678674E-01   9.97245711E-01   9.98751751E-01   9.99415769E-01 
  6.23808000E-01   6.84897637E-01   7.42024812E-01   8.02485946E-01   8.69790407E-01   8.94905364E-01   9.24569554E-01   9.63364101E-01   9.78148410E-01   9.86706280E-01 
  7.32537350E-01   7.92726560E-01   8.47994800E-01   9.00731196E-01   9.50502675E-01   9.66688670E-01   9.80462760E-01   9.95106806E-01   9.98106167E-01   9.99439874E-01 
  8.57958213E-01   8.92560221E-01   9.22823794E-01   9.49908155E-01   9.75697938E-01   9.83387899E-01   9.90112449E-01   9.97394964E-01   9.98986431E-01   9.99697077E-01 
  7.39139447E-01   8.01342541E-01   8.55959674E-01   9.07359770E-01   9.52264388E-01   9.67838709E-01   9.81020392E-01   9.94967556E-01   9.97835569E-01   9.99091120E-01 
  8.52075391E-01   8.86000145E-01   9.16686230E-01   9.45163391E-01   9.73487429E-01   9.82250535E-01   9.89339053E-01   9.96912968E-01   9.98558867E-01   9.99368264E-01 
  7.03363850E-01   7.61652448E-01   8.13489211E-01   8.66152420E-01   9.14583894E-01   9.32773027E-01   9.51316157E-01   9.75294416E-01   9.82545917E-01   9.86597915E-01 
  8.41532078E-01   8.81424740E-01   9.16157020E-01   9.47215894E-01   9.74540323E-01   9.83015699E-01   9.90152358E-01   9.97561641E-01   9.99059327E-01   9.99701997E-01 
  7.58376112E-01   8.15808899E-01   8.66691411E-01   9.13063256E-01   9.51469552E-01   9.63632091E-01   9.74796676E-01   9.86190826E-01   9.88422538E-01   9.90013623E-01 
  7.98254994E-01   8.32567558E-01   8.73867359E-01   9.13139459E-01   9.55842572E-01   9.69164165E-01   9.80941630E-01   9.93870863E-01   9.96560394E-01   9.97880559E-01 
  7.78546390E-01   8.24764044E-01   8.70806939E-01   9.15519162E-01   9.59095950E-01   9.73269147E-01   9.84553549E-01   9.96336971E-01   9.98631570E-01   9.99598330E-01 
  8.37586820E-01   8.79295430E-01   9.15484949E-01   9.47132880E-01   9.70234909E-01   9.77217500E-01   9.85403607E-01   9.95191400E-01   9.97797308E-01   9.99014041E-01 
  6.48686312E-01   6.89575105E-01   7.31716871E-01   7.80887052E-01   8.45793237E-01   8.74374368E-01   9.03691121E-01   9.53428651E-01   9.73851396E-01   9.86854494E-01 
  8.53741415E-01   8.88580009E-01   9.19245623E-01   9.47393997E-01   9.74423741E-01   9.82834877E-01   9.89785087E-01   9.97185560E-01   9.98877793E-01   9.99624992E-01 
  6.98119979E-01   7.55989970E-01   8.16879846E-01   8.78521473E-01   9.39946800E-01   9.60768295E-01   9.77206888E-01   9.94334363E-01   9.97547013E-01   9.98947442E-01 
  8.71476431E-01   9.04027693E-01   9.31620901E-01   9.56130060E-01   9.79104477E-01   9.85650109E-01   9.91695349E-01   9.97992761E-01   9.99233174E-01   9.99772320E-01 
  8.50724021E-01   8.89262682E-01   9.22130417E-01   9.50354366E-01   9.75903101E-01   9.83230601E-01   9.90198577E-01   9.97539143E-01   9.99009310E-01   9.99646082E-01 
  8.56062291E-01   8.90687035E-01   9.20974793E-01   9.48507845E-01   9.74984099E-01   9.81679204E-01   9.88470081E-01   9.96314368E-01   9.56314866E-01   9.99470032E-01 
  8.30511481E-01   8.70678156E-01   9.06677604E-01   9.39731651E-01   9.70363592E-01   9.79752749E-01   9.88063199E-01   9.96887461E-01   9.98705830E-01   9.99497863E-01 
  8.85010240E-01   9.11970210E-01   9.35464491E-01   9.57117288E-01   9.80389928E-01   9.87636492E-01   9.92875811E-01   9.98287650E-01   9.99363487E-01   9.99823172E-01 
  7.45618855E-01   7.85524291E-01   8.24261581E-01   8.63031097E-01   9.10690630E-01   9.28749098E-01   9.44938162E-01   9.70511180E-01   9.81905036E-01   9.90591774E-01 
  7.78077766E-01   8.21925362E-01   8.63483758E-01   9.03944958E-01   9.45669494E-01   9.60597888E-01   9.73712842E-01   9.90247640E-01   9.94803829E-01   9.97011487E-01 
  8.44927086E-01   8.85222591E-01   9.19811913E-01   9.49931636E-01   9.74994288E-01   9.82731394E-01   9.89710999E-01   9.97069576E-01   9.98676606E-01   9.99475013E-01 
  6.46175589E-01   6.92789028E-01   7.38360765E-01   7.86168479E-01   8.44021650E-01   8.53392930E-01   8.80810709E-01   9.32809846E-01   9.57493865E-01   9.71585936E-01 
  5.18184541E-01   5.69120688E-01   6.19835804E-01   6.83481332E-01   7.60423943E-01   8.00302206E-01   8.46049621E-01   9.21081879E-01   9.50125465E-01   9.65945899E-01 
  8.23970625E-01   8.61755033E-01   8.96717004E-01   9.29827194E-01   9.62879465E-01   9.74613748E-01   9.83860919E-01   9.94024749E-01   9.96646531E-01   9.97946170E-01 
  8.30477640E-01   8.76322702E-01   9.12466280E-01   9.44961553E-01   9.72542049E-01   9.81424418E-01   9.88539895E-01   9.95936008E-01   9.97978741E-01   9.99388747E-01 
  8.56691652E-01   8.93032130E-01   9.24296725E-01   9.51222271E-01   9.75171241E-01   9.81720364E-01   9.88724704E-01   9.96727096E-01   9.98587957E-01   9.99437034E-01 
  8.33753319E-01   8.78232591E-01   9.13507907E-01   9.45577853E-01   9.71300800E-01   9.79820719E-01   9.88005830E-01   9.96780935E-01   9.98645199E-01   9.99466397E-01 
  7.39355292E-01   7.79062899E-01   8.17809399E-01   8.57543217E-01   9.06986349E-01   9.26956995E-01   9.44505095E-01   9.71417261E-01   9.82073619E-01   9.90290238E-01 
  5.94279199E-01   6.36589339E-01   6.86724316E-01   7.46583258E-01   8.24509282E-01   8.59699697E-01   8.92931263E-01   9.42017889E-01   9.58116550E-01   9.66387560E-01 
  8.44531125E-01   8.87180596E-01   9.21493873E-01   9.51369807E-01   9.75686140E-01   9.83342729E-01   9.90417526E-01   9.97704541E-01   9.99126762E-01   9.99696585E-01 
  8.62562595E-01   8.96931490E-01   9.25646892E-01   9.51412189E-01   9.75216184E-01   9.81332765E-01   9.88323563E-01   9.96391743E-01   9.98383913E-01   9.99272832E-01 
  7.43767424E-01   7.96907262E-01   8.40422254E-01   8.83024794E-01   9.12857555E-01   9.26369152E-01   9.44916110E-01   9.74939189E-01   9.86888583E-01   9.92915921E-01 
  8.44314012E-01   8.86882561E-01   9.20189317E-01   9.50441426E-01   9.75218706E-01   9.83183425E-01   9.90278945E-01   9.97589947E-01   9.99051871E-01   9.99689767E-01 
  7.97139738E-01   8.36711141E-01   8.78571482E-01   9.19092021E-01   9.59759456E-01   9.72658364E-01   9.83548115E-01   9.95257122E-01   9.97791393E-01   9.98988978E-01 
  8.44461331E-01   8.78395812E-01   9.09610232E-01   9.39120466E-01   9.69296399E-01   9.79515718E-01   9.87302483E-01   9.96143650E-01   9.98276175E-01   9.99239930E-01 
  3.83271448E-01   4.07779117E-01   4.44377372E-01   4.97060077E-01   5.94538356E-01   6.53140573E-01   7.24555832E-01   8.71005000E-01   9.32248118E-01   9.60352098E-01 
  7.82573051E-01   8.28565749E-01   8.73924472E-01   9.17628466E-01   9.59833677E-01   9.73306356E-01   9.84419729E-01   9.96186699E-01   9.98563479E-01   9.99587376E-01 
  7.56013707E-01   8.02607534E-01   8.51525022E-01   8.99814046E-01   9.48627110E-01   9.64141120E-01   9.77535103E-01   9.92211736E-01   9.95332743E-01   9.96871448E-01 
  8.05645584E-01   8.47902968E-01   8.87930537E-01   9.26485196E-01   9.64619383E-01   9.76667987E-01   9.86490085E-01   9.96722535E-01   9.98717553E-01   9.99571202E-01 
  4.56818445E-01   4.87779057E-01   5.36794266E-01   5.99259135E-01   6.90230082E-01   7.43867780E-01   8.03495585E-01   9.11080181E-01   9.51815818E-01   9.70538576E-01 
  8.32891924E-01   8.69343079E-01   9.00649752E-01   9.28770722E-01   9.57897201E-01   9.59187512E-01   9.71670220E-01   9.84875213E-01   9.90254684E-01   9.93498389E-01 
  8.31412027E-01   8.69830400E-01   9.04251214E-01   9.36180055E-01   9.67309894E-01   9.77987980E-01   9.86478711E-01   9.94748149E-01   9.97104778E-01   9.98501965E-01 
  7.67760532E-01   8.25571804E-01   8.72288547E-01   9.15710432E-01   9.56481348E-01   9.68808039E-01   9.80873641E-01   9.94360461E-01   9.97399819E-01   9.98774739E-01 
  8.55128756E-01   8.91056934E-01   9.22423319E-01   9.50548856E-01   9.76398127E-01   9.84270773E-01   9.90965214E-01   9.97865291E-01   9.99199823E-01   9.99761930E-01 
  6.43224887E-01   6.56689750E-01   6.92262003E-01   7.35286299E-01   8.11198839E-01   8.44508332E-01   8.82116544E-01   9.45581571E-01   9.68176368E-01   9.78818844E-01 
  8.57449550E-01   8.92152742E-01   9.22311393E-01   9.49574616E-01   9.75599798E-01   9.82789593E-01   9.89652616E-01   9.97143081E-01   9.98827762E-01   9.99599305E-01 
  8.08203061E-01   8.40419196E-01   8.76207209E-01   9.12485038E-01   9.53595499E-01   9.67131514E-01   9.78894068E-01   9.93273705E-01   9.96981145E-01   9.98613870E-01 
  8.32747019E-01   8.70645227E-01   9.03936100E-01   9.32796849E-01   9.62697243E-01   9.72700308E-01   9.81026088E-01   9.91903553E-01   9.95528802E-01   9.97531216E-01 
  8.19902819E-01   8.59340732E-01   8.96480754E-01   9.31199219E-01   9.64530405E-01   9.75166006E-01   9.84169517E-01   9.94705325E-01   9.97668076E-01   9.98980228E-01 
  7.78432660E-01   8.25892415E-01   8.70308188E-01   9.12331528E-01   9.54108572E-01   9.68054336E-01   9.80021670E-01   9.94004177E-01   9.97459247E-01   9.99006184E-01 
  7.39337901E-01   7.83519383E-01   8.31272948E-01   8.79038488E-01   9.29285026E-01   9.45475715E-01   9.59690828E-01   9.76304290E-01   9.80594208E-01   9.83726589E-01 
  8.58854454E-01   8.92573231E-01   9.22009541E-01   9.48388000E-01   9.73974382E-01   9.80605978E-01   9.86695377E-01   9.92432029E-01   9.94059650E-01   9.95392467E-01 
  7.49274507E-01   8.06132317E-01   8.57961031E-01   9.06960692E-01   9.51540852E-01   9.66834451E-01   9.79736939E-01   9.93474491E-01   9.96325293E-01   9.97608404E-01 
  7.67272397E-01   8.17052288E-01   8.64751843E-01   9.10399697E-01   9.54121590E-01   9.67965087E-01   9.79480612E-01   9.91314086E-01   9.93759168E-01   9.95158673E-01 
  7.50455240E-01   7.97115670E-01   8.39987933E-01   8.79232096E-01   9.14655110E-01   9.22289543E-01   9.33286942E-01   9.45877194E-01   9.51396617E-01   9.56367840E-01 
  8.27718446E-01   8.63590029E-01   9.00152912E-01   9.34306358E-01   9.67767657E-01   9.78111955E-01   9.86658574E-01   9.95953027E-01   9.98040991E-01   9.99022278E-01 
  7.73546269E-01   8.22772894E-01   8.66997431E-01   9.07980039E-01   9.46233223E-01   9.58741250E-01   9.71096782E-01   9.87431705E-01   9.93108522E-01   9.97059256E-01 
  8.73844079E-01   9.06540924E-01   9.34149688E-01   9.58127005E-01   9.80225975E-01   9.86716920E-01   9.92395664E-01   9.98208508E-01   9.99322385E-01   9.99813663E-01 
  8.24074733E-01   8.67652452E-01   9.06448074E-01   9.41485040E-01   9.72070471E-01   9.81688440E-01   9.89606062E-01   9.97595714E-01   9.99110817E-01   9.99762944E-01 
  6.71592144E-01   7.22921161E-01   7.75157515E-01   8.29546959E-01   8.88125842E-01   9.09990398E-01   9.35431925E-01   9.74172098E-01   9.87030393E-01   9.92680682E-01 
  8.53764277E-01   8.92802696E-01   9.24338555E-01   9.52708875E-01   9.76781235E-01   9.84201700E-01   9.90742686E-01   9.97533823E-01   9.98953452E-01   9.99621685E-01 
  8.41734452E-01   8.80587058E-01   9.14724868E-01   9.45548044E-01   9.73738542E-01   9.82235987E-01   9.89737302E-01   9.97541073E-01   9.99072087E-01   9.99722242E-01 
  6.32756094E-01   6.76945569E-01   7.20710888E-01   7.68821015E-01   8.36625711E-01   8.64437930E-01   8.93566096E-01   9.42232928E-01   9.63743811E-01   9.72454306E-01 
  8.62884019E-01   8.96117735E-01   9.25125273E-01   9.51529362E-01   9.76987199E-01   9.83717754E-01   9.90323677E-01   9.97545167E-01   9.99077906E-01   9.99727820E-01 
  7.92063902E-01   8.39653413E-01   8.80059534E-01   9.16722449E-01   9.32995184E-01   9.30497883E-01   9.41325382E-01   9.59528856E-01   9.68836743E-01   9.76781901E-01 
  8.42511560E-01   8.81442902E-01   9.15737227E-01   9.47186198E-01   9.75477045E-01   9.84055516E-01   9.91054002E-01   9.97966190E-01   9.99270647E-01   9.99784977E-01 
  8.23509983E-01   8.61224751E-01   8.96584157E-01   9.30843937E-01   9.65360569E-01   9.76454707E-01   9.86138267E-01   9.96585975E-01   9.98692051E-01   9.99623620E-01 
  8.19973551E-01   8.58446029E-01   8.93401832E-01   9.26459316E-01   9.60471095E-01   9.71858600E-01   9.81315665E-01   9.92846366E-01   9.96330171E-01   9.98173106E-01 
  5.79673756E-01   6.22249674E-01   6.71440390E-01   7.32969926E-01   8.11445874E-01   8.48479647E-01   8.85892013E-01   9.43548289E-01   9.63114308E-01   9.72513081E-01 
  8.74239359E-01   9.06724225E-01   9.34128675E-01   9.57802320E-01   9.80243912E-01   9.86846215E-01   9.92432388E-01   9.98192353E-01   9.99313241E-01   9.99793018E-01 
  6.30190570E-01   6.69567861E-01   7.11285374E-01   7.59340398E-01   8.23069874E-01   8.54384620E-01   8.84452847E-01   9.32946829E-01   9.52298409E-01   9.64444130E-01 
  8.52815862E-01   8.93016903E-01   9.25433835E-01   9.53704691E-01   9.76752048E-01   9.83651330E-01   9.90006274E-01   9.96436166E-01   9.98130459E-01   9.99184973E-01 
  6.05401448E-01   6.29515224E-01   6.52170446E-01   6.80902615E-01   7.37444996E-01   7.64157069E-01   7.91356000E-01   8.41381676E-01   8.63229054E-01   8.80528614E-01 
  8.59240083E-01   8.93155491E-01   9.22143947E-01   9.47597279E-01   9.73215595E-01   9.78333280E-01   9.84138523E-01   9.91213068E-01   9.94326940E-01   9.96932462E-01 
  8.70311879E-01   9.05073931E-01   9.33401365E-01   9.55431333E-01   9.79287069E-01   9.83222818E-01   9.87191902E-01   9.91143227E-01   9.93756566E-01   9.96109918E-01 
  8.58240014E-01   8.96684222E-01   9.29034194E-01   9.55926892E-01   9.77442523E-01   9.83978377E-01   9.89737041E-01   9.96225974E-01   9.98531628E-01   9.99755411E-01 
  8.39798576E-01   8.81787839E-01   9.16708139E-01   9.48380144E-01   9.75164678E-01   9.83407831E-01   9.90377103E-01   9.97301459E-01   9.98634002E-01   9.99242831E-01 
  6.44809252E-01   6.87995518E-01   7.32492472E-01   7.82028849E-01   8.46768229E-01   8.78341153E-01   9.09022165E-01   9.59095848E-01   9.78435073E-01   9.88209864E-01 
  7.55719601E-01   8.10084268E-01   8.60986292E-01   9.09477531E-01   9.54421541E-01   9.68910265E-01   9.81613143E-01   9.95186432E-01   9.97969222E-01   9.99176174E-01 
  7.70773530E-01   8.14732867E-01   8.59904085E-01   9.05263027E-01   9.52774948E-01   9.67971370E-01   9.80845412E-01   9.94676696E-01   9.97325461E-01   9.98620087E-01 
  8.47873719E-01   8.83708515E-01   9.15499742E-01   9.44908032E-01   9.73407629E-01   9.82125823E-01   9.89363705E-01   9.97183710E-01   9.98878016E-01   9.99611233E-01 
  7.38678154E-01   7.83170817E-01   8.26768855E-01   8.70702257E-01   9.20950116E-01   9.40179880E-01   9.57346083E-01   9.81278566E-01   9.88783687E-01   9.92672075E-01 
