rho_a(412)  rho_a(443)  rho_a(486)  rho_a(551)  rho_a(671)  rho_a(745)  rho_a(862)  rho_a(1238)  rho_a(1610)  rho_a(2257)  
  9.87962372E-04   9.50927428E-04   8.71989935E-04   7.41001866E-04   5.38748713E-04   4.43395133E-04   3.32562491E-04   1.48657064E-04   7.33154626E-05   3.52496613E-05 
  2.05121226E-03   2.12037043E-03   2.08589756E-03   1.90278911E-03   1.50660038E-03   1.28647598E-03   1.01167783E-03   5.03664592E-04   2.81055998E-04   1.55969414E-04 
  4.76234428E-03   5.71290266E-03   6.36673109E-03   6.43215669E-03   5.45044148E-03   4.70504197E-03   3.74048678E-03   2.27076376E-03   1.88221133E-03   1.68136751E-03 
  2.83471775E-02   2.99076227E-02   3.02575017E-02   2.86923577E-02   2.47997530E-02   2.26126002E-02   1.99425515E-02   1.46823837E-02   1.09075076E-02   5.93816159E-03 
  1.64159290E-02   1.62060998E-02   1.55076889E-02   1.39625946E-02   1.13254207E-02   9.93627116E-03   8.10377805E-03   4.42634166E-03   2.41702187E-03   7.99240898E-04 
  2.56957951E-03   2.44769796E-03   2.26889522E-03   1.99385863E-03   1.59043772E-03   1.39293428E-03   1.14216918E-03   6.43813026E-04   3.58697676E-04   1.21145795E-04 
  1.71761697E-04   1.96818527E-04   2.18949537E-04   2.47856455E-04   2.94157054E-04   3.19845046E-04   3.58806531E-04   4.60946235E-04   5.26987474E-04   5.77439276E-04 
  4.54777762E-02   5.17068464E-02   5.60539987E-02   5.63210391E-02   4.76887363E-02   4.03649992E-02   2.97434188E-02   1.03779563E-02   4.06643617E-03   1.64207247E-03 
  1.29092211E-04   1.29779523E-04   1.25123325E-04   1.18993140E-04   1.10482765E-04   1.06201930E-04   1.01320810E-04   8.64806633E-05   7.39733823E-05   5.54965055E-05 
  4.97524816E-02   5.30712984E-02   5.46449875E-02   5.30378706E-02   4.47482726E-02   3.84281455E-02   2.93385476E-02   1.16146702E-02   5.08856525E-03   2.29820014E-03 
  2.26754219E-03   2.23105582E-03   2.10866927E-03   1.86777012E-03   1.45328962E-03   1.24735912E-03   1.00645796E-03   6.04929673E-04   4.29637936E-04   2.99562629E-04 
  1.21483938E-02   1.24021949E-02   1.24161179E-02   1.21293641E-02   1.14910893E-02   1.11392952E-02   1.07347020E-02   1.00811988E-02   9.56796582E-03   8.22898726E-03 
  5.91828405E-03   6.39403627E-03   6.43034176E-03   5.88178515E-03   4.61565020E-03   3.94816485E-03   3.15655238E-03   1.79493910E-03   1.18499355E-03   7.76668100E-04 
  1.48670041E-04   1.50384481E-04   1.44276428E-04   1.34124693E-04   1.17057633E-04   1.08651063E-04   9.88950700E-05   8.11334859E-05   7.16330504E-05   5.72014603E-05 
  5.53862171E-04   5.32782491E-04   4.90544333E-04   4.24399592E-04   3.20565023E-04   2.68791693E-04   2.05053466E-04   8.70092225E-05   3.32457695E-05   6.70171335E-06 
  3.23289135E-02   4.07762325E-02   4.77884463E-02   5.07180893E-02   4.47947626E-02   3.87585203E-02   2.95637685E-02   1.22566347E-02   6.24771097E-03   3.39208038E-03 
  1.28587867E-04   1.28965678E-04   1.19566080E-04   1.03411123E-04   7.70470625E-05   6.44378772E-05   4.94035096E-05   2.53488807E-05   1.62136842E-05   1.13042909E-05 
  2.13934174E-02   2.40621426E-02   2.57536883E-02   2.57677840E-02   2.31316148E-02   2.10818236E-02   1.80411150E-02   1.15653934E-02   8.24693958E-03   5.40926518E-03 
  1.30964545E-04   1.29361435E-04   1.19302940E-04   1.03275159E-04   7.83620762E-05   6.62968953E-05   5.20315815E-05   2.65869913E-05   1.50882235E-05   8.19707746E-06 
  2.58915660E-03   2.93332395E-03   3.10165922E-03   2.98420544E-03   2.38119321E-03   1.98025200E-03   1.45940258E-03   5.90554040E-04   2.92796443E-04   1.55251552E-04 
  3.12650269E-02   3.15998938E-02   3.09049101E-02   2.86684931E-02   2.39413950E-02   2.11965845E-02   1.76366278E-02   1.05637196E-02   7.01363510E-03   4.49180833E-03 
  1.67696880E-04   1.71079224E-04   1.65188204E-04   1.52986639E-04   1.31255761E-04   1.21157764E-04   1.09306394E-04   9.12672310E-05   8.26006948E-05   7.23550540E-05 
  1.13027085E-02   1.13186270E-02   1.09248374E-02   9.87109384E-03   7.74247739E-03   6.56366839E-03   5.07135457E-03   2.41798626E-03   1.31862098E-03   6.17354456E-04 
  1.16196968E-03   1.16056209E-03   1.11789232E-03   1.01098183E-03   8.03157958E-04   6.92158684E-04   5.54397162E-04   3.09019437E-04   1.95415977E-04   1.03382073E-04 
  3.49668171E-03   3.36164405E-03   3.10330842E-03   2.69866641E-03   2.10720569E-03   1.82342434E-03   1.48397207E-03   8.35201663E-04   5.10888485E-04   2.96969285E-04 
  7.83927917E-03   7.60196174E-03   7.06436375E-03   6.19694557E-03   4.74543594E-03   4.01042301E-03   3.08091782E-03   1.36489965E-03   5.95563944E-04   1.70046619E-04 
  1.83646040E-03   1.81921678E-03   1.75782620E-03   1.63324612E-03   1.41183853E-03   1.29235885E-03   1.14259377E-03   8.33723280E-04   6.44678382E-04   4.54922613E-04 
  3.87418887E-02   4.39851845E-02   4.85675698E-02   5.12598444E-02   4.97069348E-02   4.65467262E-02   4.02549660E-02   2.24542845E-02   1.22961935E-02   4.92235121E-03 
  9.47550693E-03   9.54294480E-03   9.18627110E-03   8.22248801E-03   6.32492306E-03   5.30551759E-03   4.05140296E-03   1.95419235E-03   1.15970408E-03   7.38066891E-04 
  6.18533586E-04   6.17017696E-04   5.83044234E-04   5.22407262E-04   4.31952286E-04   3.94886853E-04   3.57613819E-04   2.94645264E-04   2.54171288E-04   1.90931299E-04 
  5.66990176E-03   5.42567713E-03   4.99052840E-03   4.30198274E-03   3.28726640E-03   2.79584081E-03   2.20340726E-03   1.03257284E-03   4.63019433E-04   1.50601629E-04 
  2.84232205E-02   2.80138077E-02   2.67553808E-02   2.41982160E-02   1.94223501E-02   1.67257242E-02   1.32870150E-02   6.64638320E-03   3.56364728E-03   1.70906767E-03 
  2.41815744E-02   2.44597564E-02   2.41616912E-02   2.33108835E-02   2.10469917E-02   1.97023892E-02   1.78089234E-02   1.35461346E-02   1.07929047E-02   8.01534516E-03 
  3.91409611E-04   3.84591997E-04   3.53513141E-04   3.00556718E-04   2.23209721E-04   1.88776942E-04   1.49582895E-04   7.81149814E-05   4.15165320E-05   1.72790345E-05 
  1.18021160E-04   1.23606917E-04   1.14635630E-04   1.00964341E-04   7.85387142E-05   6.73630499E-05   5.33077032E-05   2.66921738E-05   1.34402423E-05   4.39924742E-06 
  1.23433782E-03   1.21848930E-03   1.12697621E-03   9.61342987E-04   7.09362859E-04   5.95433681E-04   4.64631973E-04   2.28590705E-04   1.12262510E-04   4.09003977E-05 
  4.86723982E-04   4.66388563E-04   4.24960064E-04   3.62834481E-04   2.70411419E-04   2.26527420E-04   1.73719847E-04   7.89182197E-05   3.62404514E-05   1.35653784E-05 
  2.59186440E-03   2.56970999E-03   2.45077027E-03   2.19619921E-03   1.75906050E-03   1.52724100E-03   1.22268418E-03   6.23697095E-04   3.15806395E-04   9.01208147E-05 
  8.37190370E-04   8.33393076E-04   7.83879198E-04   6.84904693E-04   5.26555042E-04   4.55545171E-04   3.80029851E-04   2.78366626E-04   2.44194675E-04   2.11177914E-04 
  2.21331644E-02   2.36022737E-02   2.42804216E-02   2.36794322E-02   2.07774629E-02   1.86298284E-02   1.55152617E-02   8.64836563E-03   5.14455083E-03   2.98473159E-03 
  2.84860275E-02   2.94786210E-02   2.91858003E-02   2.68418484E-02   2.09965452E-02   1.75379961E-02   1.32405306E-02   6.44595738E-03   4.25363654E-03   3.15836887E-03 
  3.17222503E-04   3.34577007E-04   3.24849623E-04   2.87249034E-04   2.15439358E-04   1.80540132E-04   1.40556740E-04   6.62468194E-05   2.93024469E-05   7.69530550E-06 
  5.81855149E-03   5.84125146E-03   5.78416661E-03   5.55322853E-03   5.03611469E-03   4.72710713E-03   4.30738832E-03   3.28070358E-03   2.54626748E-03   1.73080875E-03 
  3.63424978E-03   3.72419516E-03   3.68316867E-03   3.38926907E-03   2.69774790E-03   2.29536749E-03   1.76668647E-03   8.39197092E-04   4.56336252E-04   1.97055633E-04 
  1.10690741E-03   1.05086471E-03   9.58173350E-04   8.31201908E-04   6.40983842E-04   5.49351737E-04   4.33437441E-04   2.05277477E-04   9.04655696E-05   2.31291356E-05 
  2.14058198E-04   2.17005446E-04   2.04229906E-04   1.75626079E-04   1.29812843E-04   1.09424860E-04   8.75021017E-05   5.49484349E-05   3.66880519E-05   1.68231825E-05 
  6.38771081E-04   6.31954907E-04   5.90943318E-04   5.21408687E-04   4.08542528E-04   3.54476314E-04   2.88276651E-04   1.65714992E-04   1.03344657E-04   5.66671181E-05 
  3.38496308E-04   3.51779769E-04   3.42937575E-04   3.11599210E-04   2.42467170E-04   2.04724239E-04   1.57318253E-04   7.43130504E-05   4.03587358E-05   2.15477275E-05 
  8.13463421E-04   7.80227003E-04   7.05577650E-04   5.89540077E-04   4.25569237E-04   3.52610794E-04   2.68921058E-04   1.15184110E-04   4.16928749E-05   6.40431506E-06 
  5.59818121E-04   5.42767183E-04   5.05451211E-04   4.44898535E-04   3.52310017E-04   3.07387927E-04   2.55318945E-04   1.63114391E-04   1.19595803E-04   8.61910782E-05 
  1.20994473E-04   1.21088635E-04   1.11021579E-04   9.68648497E-05   7.44512939E-05   6.37374329E-05   5.06166727E-05   2.80092259E-05   1.76804307E-05   1.07952403E-05 
  3.29280985E-04   3.71473667E-04   3.83608055E-04   3.71192400E-04   3.12377345E-04   2.76042092E-04   2.28309229E-04   1.53822142E-04   1.29247449E-04   1.11266268E-04 
  6.49781499E-02   7.17952616E-02   7.67486737E-02   7.79390659E-02   6.99668844E-02   6.17706139E-02   4.82634660E-02   1.76573972E-02   5.61837861E-03   1.05509240E-03 
  1.25007880E-02   1.22394963E-02   1.17076009E-02   1.06293358E-02   8.71722734E-03   7.65711724E-03   6.21019014E-03   3.30426061E-03   1.84155063E-03   7.24078068E-04 
  2.21947634E-03   2.23367011E-03   2.21171039E-03   2.15989538E-03   2.08319312E-03   2.04000671E-03   1.98581770E-03   1.80584771E-03   1.62973257E-03   1.27025273E-03 
  4.95187729E-04   4.70094469E-04   4.31380103E-04   3.78327314E-04   3.04927742E-04   2.69895553E-04   2.26355008E-04   1.37894341E-04   8.60138736E-05   3.80664023E-05 
  2.98584893E-04   2.96998905E-04   2.86737336E-04   2.69963994E-04   2.44180089E-04   2.30897400E-04   2.15630655E-04   1.91751927E-04   1.80750419E-04   1.59030496E-04 
  4.07997131E-02   4.43971409E-02   4.69048911E-02   4.78485005E-02   4.47233566E-02   4.13581792E-02   3.52746557E-02   1.90757536E-02   9.82246248E-03   3.62767691E-03 
  1.61507937E-03   1.60050354E-03   1.50576147E-03   1.31458844E-03   9.91859214E-04   8.37782489E-04   6.58483986E-04   3.88005645E-04   2.90694653E-04   2.33167620E-04 
  3.46997404E-02   3.62511886E-02   3.63070295E-02   3.39016200E-02   2.70065770E-02   2.26061322E-02   1.67726264E-02   6.48837590E-03   2.80426398E-03   1.17811772E-03 
  3.28019679E-02   3.30497851E-02   3.22125192E-02   2.99124248E-02   2.55221251E-02   2.30269606E-02   1.97299175E-02   1.25319158E-02   8.41787119E-03   4.96258629E-03 
  1.92950431E-04   2.10718279E-04   2.18197828E-04   2.20355263E-04   2.02754224E-04   1.87458028E-04   1.67622990E-04   1.20819752E-04   8.78011227E-05   5.45338347E-05 
  7.40235871E-04   7.67479733E-04   7.43197680E-04   6.65246287E-04   5.08865360E-04   4.26681491E-04   3.26239417E-04   1.53098804E-04   8.06437106E-05   3.91806304E-05 
  1.88539461E-03   1.79915539E-03   1.66882904E-03   1.46763885E-03   1.16826238E-03   1.01941928E-03   8.30074720E-04   4.49279572E-04   2.36792671E-04   6.76638037E-05 
  3.94661385E-02   3.95975286E-02   3.82609079E-02   3.48805184E-02   2.81930697E-02   2.43639451E-02   1.93636820E-02   9.40015323E-03   4.62158353E-03   1.79177071E-03 
  6.97773841E-04   7.12339006E-04   6.82617036E-04   5.99594071E-04   4.39830078E-04   3.57785211E-04   2.62751597E-04   1.19180701E-04   7.22120495E-05   4.93265793E-05 
  2.30145619E-03   2.41989004E-03   2.40437442E-03   2.23042316E-03   1.82954493E-03   1.61064344E-03   1.32647077E-03   7.61257982E-04   4.53279669E-04   2.13328797E-04 
  5.84634852E-04   5.83470681E-04   5.41992131E-04   4.67741971E-04   3.50682881E-04   2.94684705E-04   2.26726615E-04   1.03133393E-04   4.58680195E-05   1.53927183E-05 
  3.69176222E-03   4.17897640E-03   4.49072372E-03   4.52594587E-03   4.07518042E-03   3.72419369E-03   3.22621271E-03   2.23617794E-03   1.78007148E-03   1.34336039E-03 
  3.91577550E-02   3.94935755E-02   3.82436691E-02   3.47635926E-02   2.75689285E-02   2.34250578E-02   1.81172859E-02   7.92618679E-03   3.39398645E-03   1.02531394E-03 
  1.44297801E-02   1.50624971E-02   1.49846408E-02   1.39353325E-02   1.14715151E-02   1.00551957E-02   8.24088341E-03   4.52758998E-03   2.59591913E-03   1.12009128E-03 
  5.69173085E-04   6.04719953E-04   5.85681810E-04   5.06242516E-04   3.59221266E-04   2.93868992E-04   2.25385074E-04   1.16002760E-04   5.94951805E-05   1.91354909E-05 
  3.28750859E-04   3.35499814E-04   3.17509944E-04   2.82491319E-04   2.21916417E-04   1.91363546E-04   1.54279891E-04   8.89375629E-05   5.92515803E-05   3.99576019E-05 
  5.91874608E-03   6.28307428E-03   6.27069843E-03   5.75034348E-03   4.36595196E-03   3.55255985E-03   2.53329281E-03   8.84680110E-04   3.39301624E-04   1.04087769E-04 
  6.36235283E-02   8.07572992E-02   9.57152675E-02   1.03180432E-01   9.14294828E-02   7.80101535E-02   5.77552022E-02   2.21210193E-02   1.17872223E-02   8.27922369E-03 
  4.19599010E-04   4.24509599E-04   4.02185645E-04   3.49930236E-04   2.58033075E-04   2.12214380E-04   1.57759127E-04   6.31020798E-05   2.43053400E-05   5.27528121E-06 
  2.12971213E-02   2.07820085E-02   1.95108189E-02   1.71336044E-02   1.35182897E-02   1.17959435E-02   9.66983797E-03   5.52495379E-03   3.12817815E-03   1.12106111E-03 
  8.54433917E-05   8.54692582E-05   7.87144598E-05   7.07915306E-05   5.81045570E-05   5.18890838E-05   4.36542412E-05   2.64760891E-05   1.63346011E-05   8.18298837E-06 
  2.34529607E-02   2.37777396E-02   2.31065112E-02   2.11184414E-02   1.70193922E-02   1.48110292E-02   1.22402475E-02   8.42135693E-03   7.08868736E-03   5.98347574E-03 
  3.70940093E-02   4.18949369E-02   4.54770684E-02   4.64749974E-02   4.31220410E-02   3.99758329E-02   3.49469032E-02   2.31466925E-02   1.57639065E-02   8.41040455E-03 
  5.80429730E-04   5.68200269E-04   5.32398830E-04   4.76265648E-04   3.92957053E-04   3.54310136E-04   3.10843953E-04   2.39863411E-04   2.04502977E-04   1.67095911E-04 
  4.46118249E-03   4.47618780E-03   4.41057913E-03   4.20130211E-03   3.80944849E-03   3.59759029E-03   3.34401199E-03   2.91874763E-03   2.71411461E-03   2.37101501E-03 
  1.45533297E-02   1.42750088E-02   1.35178219E-02   1.20539659E-02   9.35542800E-03   7.90001569E-03   6.04852018E-03   2.64657267E-03   1.11322619E-03   2.35509450E-04 
  1.41144088E-04   1.37992765E-04   1.24237223E-04   1.07471022E-04   8.38502456E-05   7.28952979E-05   5.89579208E-05   3.08093292E-05   1.52463575E-05   4.83867221E-06 
  8.09115651E-03   8.30351275E-03   8.05446359E-03   7.16947065E-03   5.32975179E-03   4.33684102E-03   3.13705140E-03   1.26079046E-03   6.21822277E-04   3.15021475E-04 
  2.00001569E-04   1.92815228E-04   1.78855112E-04   1.58093699E-04   1.27557885E-04   1.12407657E-04   9.30464106E-05   5.58323205E-05   3.41113586E-05   1.34173998E-05 
  3.91431476E-02   4.03671894E-02   4.03053356E-02   3.82692651E-02   3.25997833E-02   2.88445522E-02   2.36576129E-02   1.22127298E-02   6.38289031E-03   2.27642147E-03 
  8.42377301E-03   8.64738593E-03   8.42711638E-03   7.61234657E-03   5.83442020E-03   4.83543818E-03   3.59994248E-03   1.48953105E-03   6.81434328E-04   2.69141455E-04 
  4.26080549E-04   4.45960314E-04   4.36284723E-04   3.94058756E-04   3.08313737E-04   2.64598482E-04   2.15611328E-04   1.48481528E-04   1.30333983E-04   1.16143735E-04 
  1.63988045E-02   1.97342299E-02   2.20221054E-02   2.23438300E-02   1.93918834E-02   1.72195128E-02   1.44913680E-02   1.05738853E-02   9.52237244E-03   8.41547119E-03 
  1.22490742E-03   1.18040595E-03   1.07876817E-03   9.09263538E-04   6.54285292E-04   5.39019847E-04   4.09822330E-04   2.08701077E-04   1.29118774E-04   8.33327924E-05 
  4.98075044E-04   5.33400366E-04   5.23978716E-04   4.72590223E-04   3.61315011E-04   3.02628036E-04   2.31134101E-04   1.09976488E-04   6.18578395E-05   3.61696952E-05 
  1.45733889E-03   1.45199163E-03   1.36641775E-03   1.19460533E-03   8.90004450E-04   7.33635468E-04   5.43614879E-04   2.12631625E-04   7.94478920E-05   1.58173588E-05 
  6.39418585E-04   6.09359185E-04   5.52363354E-04   4.70817530E-04   3.54374358E-04   2.99683651E-04   2.33656977E-04   1.08792721E-04   4.92200420E-05   1.71332655E-05 
  1.45659139E-04   1.43300648E-04   1.31137549E-04   1.12938684E-04   8.64727898E-05   7.42292640E-05   6.04099747E-05   3.72884348E-05   2.70359704E-05   1.91962660E-05 
  6.53633845E-03   6.30178533E-03   5.83430665E-03   5.13442476E-03   4.15778931E-03   3.68686157E-03   3.12923097E-03   1.98741577E-03   1.32924590E-03   7.87330542E-04 
  8.29778523E-04   7.99070361E-04   7.28217713E-04   6.19867980E-04   4.61659640E-04   3.87329659E-04   2.97875231E-04   1.26005535E-04   4.29054050E-05   5.49050068E-06 
  6.50115085E-04   6.38742296E-04   6.01598855E-04   5.35340745E-04   4.36161862E-04   3.92239728E-04   3.48454044E-04   2.93697731E-04   2.76692960E-04   2.52479533E-04 
  1.02857527E-03   9.91429931E-04   9.28446079E-04   8.30120760E-04   6.72142788E-04   5.92037066E-04   4.92160851E-04   2.92874968E-04   1.83057227E-04   8.95177967E-05 
  1.94848244E-03   2.26749720E-03   2.49094546E-03   2.60040997E-03   2.51244546E-03   2.41432834E-03   2.30372460E-03   2.08952962E-03   1.95142692E-03   1.65487641E-03 
  2.60500391E-03   2.52411032E-03   2.35176119E-03   2.04832878E-03   1.55258044E-03   1.30615535E-03   1.01450409E-03   5.16961205E-04   3.07799234E-04   1.84125123E-04 
  1.35717462E-02   1.41958359E-02   1.39687561E-02   1.25844288E-02   9.59967690E-03   7.99067750E-03   6.01919243E-03   2.59880738E-03   1.17452749E-03   4.19873806E-04 
  2.51912049E-03   2.45050837E-03   2.29301526E-03   2.01283886E-03   1.56617036E-03   1.35072076E-03   1.10393914E-03   7.10914029E-04   5.50292300E-04   4.38748307E-04 
  1.67000611E-03   1.70049776E-03   1.61929165E-03   1.39982130E-03   9.83793544E-04   7.73425839E-04   5.31734371E-04   1.70109470E-04   5.58593977E-05   1.24586948E-05 
  1.76952485E-04   1.76175739E-04   1.64501436E-04   1.45564516E-04   1.14253622E-04   9.99519368E-05   8.31402417E-05   5.58914180E-05   4.31861603E-05   3.24370476E-05 
  3.05676580E-02   3.41240574E-02   3.66325736E-02   3.68530269E-02   3.25791832E-02   2.89112635E-02   2.32402017E-02   1.19598655E-02   7.61072135E-03   5.43249395E-03 
  9.22202790E-03   9.06204012E-03   8.45011034E-03   7.26823990E-03   5.34495229E-03   4.40433797E-03   3.29306897E-03   1.37169212E-03   5.74071291E-04   1.70362243E-04 
  9.34403542E-04   8.98164609E-04   8.34946377E-04   7.43276294E-04   5.95394629E-04   5.22857770E-04   4.29329417E-04   2.44782617E-04   1.43881971E-04   6.43904323E-05 
  3.06540682E-03   2.99272876E-03   2.75010424E-03   2.34350191E-03   1.76014277E-03   1.50414078E-03   1.22222696E-03   7.19931325E-04   4.56642771E-04   2.65573372E-04 
  4.05300593E-03   3.93867417E-03   3.67891381E-03   3.22127330E-03   2.50024292E-03   2.16275729E-03   1.76730513E-03   1.06410045E-03   7.29982335E-04   4.74835285E-04 
  1.01283956E-02   1.00875366E-02   9.80286835E-03   9.15377254E-03   7.86086001E-03   7.09345504E-03   6.10813807E-03   3.85650895E-03   2.62475213E-03   1.57098443E-03 
  7.17571845E-03   7.45894589E-03   7.37279361E-03   6.78290157E-03   5.48319861E-03   4.75214922E-03   3.82814290E-03   2.12490533E-03   1.38139335E-03   8.45114952E-04 
  1.48682557E-02   1.59013123E-02   1.66036367E-02   1.69733800E-02   1.71866392E-02   1.71479292E-02   1.70768431E-02   1.61256213E-02   1.45831255E-02   1.12412297E-02 
