rho_a(412)  rho_a(443)  rho_a(490)  rho_a(510)  rho_a(555)  rho_a(670)  rho_a(765)  rho_a(865)  
  1.58167966E-02   1.83160060E-02   2.08768511E-02   2.13477229E-02   2.19440689E-02   2.08297378E-02   1.85065235E-02   1.57324039E-02 
  2.60944373E-02   2.57321977E-02   2.42967300E-02   2.35762862E-02   2.18874113E-02   1.78306352E-02   1.48891004E-02   1.24190352E-02 
  4.51407873E-04   4.49001115E-04   4.29886060E-04   4.19104143E-04   3.95429495E-04   3.48523181E-04   3.23396001E-04   3.10313449E-04 
  2.64196530E-03   2.71861436E-03   2.67862761E-03   2.62853795E-03   2.50121625E-03   2.20152742E-03   2.01029305E-03   1.88041102E-03 
  1.79185538E-04   1.80488866E-04   1.71567309E-04   1.65743799E-04   1.52785127E-04   1.21946231E-04   1.02178218E-04   8.80903035E-05 
  4.55151506E-04   4.49270015E-04   4.30523411E-04   4.18595438E-04   3.92248143E-04   3.22509735E-04   2.69549217E-04   2.26465573E-04 
  3.50072841E-02   3.80926041E-02   4.06945905E-02   4.11176275E-02   4.14297115E-02   3.94646193E-02   3.66196573E-02   3.37615662E-02 
  1.64572040E-02   1.63950744E-02   1.57297447E-02   1.52681006E-02   1.42643002E-02   1.18457465E-02   1.00944065E-02   8.66752588E-03 
  1.07926997E-03   1.06469875E-03   1.00074446E-03   9.63379428E-04   8.77853463E-04   6.75547338E-04   5.40946264E-04   4.38531872E-04 
  1.35390913E-04   1.31186723E-04   1.21169016E-04   1.16905335E-04   1.07378499E-04   8.77097117E-05   7.49387476E-05   6.52523942E-05 
  2.47944491E-02   2.80027615E-02   3.08911406E-02   3.14239332E-02   3.21143865E-02   3.17815093E-02   3.11919971E-02   3.08029153E-02 
  5.04117069E-03   4.98432715E-03   4.60851220E-03   4.41141463E-03   3.95794742E-03   2.94800544E-03   2.31224403E-03   1.83865135E-03 
  4.01806652E-03   4.43307709E-03   4.68943084E-03   4.69899925E-03   4.60400267E-03   4.03894389E-03   3.53529323E-03   3.12040939E-03 
  9.14941253E-03   9.61684861E-03   9.75086386E-03   9.65729747E-03   9.24690223E-03   7.81952190E-03   6.61020156E-03   5.51210926E-03 
  3.78893755E-02   3.83195037E-02   3.71019330E-02   3.62185259E-02   3.39623928E-02   2.78604294E-02   2.31758586E-02   1.91375435E-02 
  6.74509172E-05   6.63135538E-05   6.21689843E-05   5.98557781E-05   5.49959825E-05   4.44413039E-05   3.75998984E-05   3.27371569E-05 
  1.16420059E-04   1.15078832E-04   1.10052023E-04   1.07369230E-04   1.01683575E-04   8.84966541E-05   8.07426310E-05   7.58525913E-05 
  2.81118000E-03   2.80596485E-03   2.60086501E-03   2.47265422E-03   2.18090985E-03   1.56030273E-03   1.20784489E-03   1.00593178E-03 
  1.89100484E-03   1.90920669E-03   1.83776057E-03   1.79626510E-03   1.69025651E-03   1.46082581E-03   1.32739559E-03   1.24419850E-03 
  4.42960533E-04   4.37110372E-04   4.12708671E-04   3.99657530E-04   3.66076105E-04   2.85614260E-04   2.30505781E-04   1.89410317E-04 
  3.13476132E-03   3.04371095E-03   2.82567905E-03   2.72213176E-03   2.49482197E-03   1.96840768E-03   1.62038088E-03   1.34116832E-03 
  1.97989698E-04   1.93577715E-04   1.82992222E-04   1.77792724E-04   1.66774515E-04   1.42027182E-04   1.26003830E-04   1.14138556E-04 
  5.29659061E-03   5.22975246E-03   4.93666978E-03   4.77073440E-03   4.42532893E-03   3.61409799E-03   3.11711431E-03   2.79220770E-03 
  2.83982856E-02   2.84373120E-02   2.74145996E-02   2.66705335E-02   2.48066890E-02   1.98496791E-02   1.61124477E-02   1.29742084E-02 
  1.53981299E-03   1.59642335E-03   1.55301234E-03   1.50520811E-03   1.37692996E-03   1.03323517E-03   7.90316122E-04   6.10061394E-04 
  3.88254614E-03   3.84940811E-03   3.70127440E-03   3.61780729E-03   3.40631975E-03   2.90277143E-03   2.55729258E-03   2.28179083E-03 
  2.09968597E-02   2.08736280E-02   2.02098303E-02   1.97200068E-02   1.86299694E-02   1.57301330E-02   1.33872349E-02   1.12324150E-02 
  2.54465348E-03   2.43075938E-03   2.18924846E-03   2.08784656E-03   1.87457711E-03   1.44611529E-03   1.19141496E-03   1.00216423E-03 
  1.91607484E-04   2.02274896E-04   1.99415528E-04   1.93521066E-04   1.78588203E-04   1.39045984E-04   1.14473606E-04   9.98301114E-05 
  1.10969139E-04   1.22454435E-04   1.35933418E-04   1.39854609E-04   1.48027035E-04   1.65990955E-04   1.78299754E-04   1.88549511E-04 
  3.57791254E-03   3.55800493E-03   3.47108060E-03   3.39982493E-03   3.28315737E-03   2.94782011E-03   2.75336403E-03   2.63103086E-03 
  5.24921381E-04   5.85536326E-04   6.34076051E-04   6.37757815E-04   6.33044082E-04   5.59829409E-04   4.87650209E-04   4.23694519E-04 
  2.11699452E-02   2.19520505E-02   2.25842942E-02   2.25067848E-02   2.26677170E-02   2.21026997E-02   2.15044480E-02   2.05394757E-02 
  1.28397106E-02   1.27917115E-02   1.24089916E-02   1.21748409E-02   1.15670082E-02   1.00918455E-02   9.05224269E-03   8.21322584E-03 
  3.83802059E-04   3.76206569E-04   3.55974444E-04   3.42501301E-04   3.18774905E-04   2.57107003E-04   2.17657786E-04   1.82367951E-04 
  4.88792762E-04   4.88749225E-04   4.80344281E-04   4.76115455E-04   4.65255170E-04   4.43732289E-04   4.35871865E-04   4.36221838E-04 
  2.77740214E-03   2.68471064E-03   2.45915551E-03   2.34941202E-03   2.10879851E-03   1.59458221E-03   1.27737847E-03   1.05080386E-03 
  4.37186291E-04   4.29071779E-04   4.02671211E-04   3.87053225E-04   3.51313130E-04   2.74832921E-04   2.31277640E-04   2.01070078E-04 
  3.95636414E-04   4.00548468E-04   3.84176934E-04   3.71144280E-04   3.41290425E-04   2.72476925E-04   2.27857159E-04   1.97264856E-04 
  3.74491609E-03   4.01132234E-03   4.10154024E-03   4.05155672E-03   3.83992479E-03   3.10184720E-03   2.50881448E-03   2.02917465E-03 
  2.36353642E-03   2.32922416E-03   2.23491959E-03   2.18447501E-03   2.07015890E-03   1.76263569E-03   1.53881478E-03   1.36134376E-03 
  1.00250638E-02   1.08039498E-02   1.16574750E-02   1.18832948E-02   1.23509137E-02   1.29437794E-02   1.31902365E-02   1.32595004E-02 
  3.78524015E-03   4.00596253E-03   4.10184506E-03   4.07868932E-03   4.00917540E-03   3.72990748E-03   3.53609523E-03   3.40866210E-03 
  6.42715099E-03   7.05668958E-03   7.45323267E-03   7.45920465E-03   7.29761479E-03   6.29488608E-03   5.37299407E-03   4.55357375E-03 
  2.35407831E-03   2.27518731E-03   2.08801442E-03   2.00391019E-03   1.80598783E-03   1.38619979E-03   1.12342776E-03   9.20236082E-04 
  1.72177086E-02   1.75360472E-02   1.74149987E-02   1.71377879E-02   1.64349541E-02   1.42534643E-02   1.25423262E-02   1.11868243E-02 
  1.70067127E-04   1.64065967E-04   1.52519918E-04   1.46731898E-04   1.34974192E-04   1.09211305E-04   9.15638943E-05   7.77489633E-05 
  2.06107199E-04   2.28707903E-04   2.39177494E-04   2.37584012E-04   2.27527421E-04   1.89550410E-04   1.61250305E-04   1.41313851E-04 
  1.67174983E-04   1.61917389E-04   1.50587080E-04   1.44840621E-04   1.32546258E-04   1.05347738E-04   8.76768836E-05   7.42804061E-05 
  1.90660795E-04   2.13773861E-04   2.39124963E-04   2.44196744E-04   2.57228928E-04   2.67082898E-04   2.74128001E-04   2.78176639E-04 
  3.40826338E-04   3.35160251E-04   3.26863495E-04   3.20569869E-04   3.08933506E-04   2.83469251E-04   2.67894947E-04   2.57187131E-04 
  2.00810012E-02   2.05161944E-02   2.01575452E-02   1.97096468E-02   1.84896111E-02   1.48747160E-02   1.19930403E-02   9.54277321E-03 
  1.00758036E-03   1.07601605E-03   1.10449541E-03   1.09873254E-03   1.06614790E-03   9.46068389E-04   8.56621499E-04   7.95142711E-04 
  2.43188807E-03   2.44472770E-03   2.33109375E-03   2.25347639E-03   2.06787621E-03   1.61521883E-03   1.30376051E-03   1.06845208E-03 
  2.48073701E-03   2.45452089E-03   2.31929276E-03   2.23666841E-03   2.05532331E-03   1.63386845E-03   1.34524769E-03   1.12290144E-03 
  8.05660089E-03   7.99246219E-03   7.51830296E-03   7.23221622E-03   6.54343411E-03   4.86036440E-03   3.71072948E-03   2.84264233E-03 
  1.08022371E-04   1.09463756E-04   1.05648809E-04   1.02216959E-04   9.41100387E-05   7.32639215E-05   5.90995423E-05   4.80258173E-05 
  1.67771973E-04   1.62256533E-04   1.49832281E-04   1.43643358E-04   1.31079125E-04   1.04858713E-04   8.82332043E-05   7.62934908E-05 
  7.50480268E-04   7.38733954E-04   6.93702351E-04   6.67741716E-04   6.08903106E-04   4.70333785E-04   3.79367868E-04   3.10922731E-04 
  1.56840886E-02   1.64945069E-02   1.68373394E-02   1.67392507E-02   1.61923938E-02   1.41245677E-02   1.22949456E-02   1.05126731E-02 
  7.07135327E-04   7.08285691E-04   6.81649309E-04   6.64222669E-04   6.27068197E-04   5.41330502E-04   4.85209848E-04   4.54863473E-04 
  2.01332591E-02   1.99330272E-02   1.90146074E-02   1.84255985E-02   1.71660758E-02   1.42424019E-02   1.22251839E-02   1.05936796E-02 
  3.65740849E-03   3.79009817E-03   3.88984829E-03   3.87722741E-03   3.89265329E-03   3.76159878E-03   3.62378132E-03   3.47529206E-03 
  4.16124851E-03   4.13026119E-03   3.93638703E-03   3.82719612E-03   3.56982162E-03   3.02308953E-03   2.74034733E-03   2.53438872E-03 
  1.72893019E-03   1.64808773E-03   1.49465598E-03   1.43042830E-03   1.29613957E-03   1.02118071E-03   8.47533109E-04   7.13447672E-04 
  2.35737215E-03   2.28819125E-03   2.15016123E-03   2.07242887E-03   1.94533117E-03   1.70012644E-03   1.55736682E-03   1.46846020E-03 
  1.25603151E-04   1.26252493E-04   1.25677671E-04   1.24260000E-04   1.22134905E-04   1.16618650E-04   1.12273876E-04   1.08901240E-04 
  2.50098826E-03   2.55261387E-03   2.47773790E-03   2.40588859E-03   2.22696883E-03   1.76225993E-03   1.45584567E-03   1.23831867E-03 
  1.34966048E-02   1.60072821E-02   1.85240631E-02   1.90136271E-02   1.96048785E-02   1.84736739E-02   1.62524463E-02   1.37035279E-02 
  3.66439519E-03   3.52197210E-03   3.23680766E-03   3.11276514E-03   2.84322507E-03   2.24172394E-03   1.83236205E-03   1.50005398E-03 
  3.52522348E-03   3.64459745E-03   3.61351165E-03   3.53669553E-03   3.34273530E-03   2.81862130E-03   2.44589020E-03   2.15592458E-03 
  9.73505611E-04   9.62029631E-04   9.10463630E-04   8.83078010E-04   8.20137769E-04   6.79898014E-04   5.95768894E-04   5.29652103E-04 
  1.41018233E-03   1.37038303E-03   1.28587684E-03   1.24186563E-03   1.15126861E-03   9.39613398E-04   7.93135640E-04   6.77862733E-04 
  4.52489679E-02   4.69247706E-02   4.69063659E-02   4.62627074E-02   4.41357515E-02   3.63264808E-02   2.95018085E-02   2.32105339E-02 
  1.41554838E-03   1.39130556E-03   1.33260097E-03   1.30261693E-03   1.23957820E-03   1.10653937E-03   1.02404270E-03   9.68682512E-04 
  2.21022398E-02   2.23428417E-02   2.20781159E-02   2.17900228E-02   2.10743368E-02   1.88370896E-02   1.71293990E-02   1.55882369E-02 
  5.06300901E-03   5.68654251E-03   6.21995462E-03   6.51182639E-03   6.75227127E-03   6.79299324E-03   6.67466029E-03   6.30632483E-03 
  4.27771939E-03   4.11970887E-03   3.77274086E-03   3.60128871E-03   3.22336773E-03   2.39287642E-03   1.86845907E-03   1.47149394E-03 
  1.05425492E-03   1.14896336E-03   1.22103676E-03   1.23030980E-03   1.23112191E-03   1.16124288E-03   1.09266819E-03   1.03462088E-03 
  1.87825886E-03   1.80528779E-03   1.64791352E-03   1.57692795E-03   1.41978652E-03   1.07776188E-03   8.56432274E-04   6.86506022E-04 
  9.65861715E-05   9.76030835E-05   9.44887579E-05   9.18869387E-05   8.60303362E-05   7.13566567E-05   6.09980486E-05   5.30687143E-05 
  1.55598386E-03   1.48943211E-03   1.35862341E-03   1.29950060E-03   1.17027008E-03   8.89527966E-04   7.06551899E-04   5.64614142E-04 
  1.30642507E-04   1.34571258E-04   1.32671028E-04   1.30398930E-04   1.23975123E-04   1.09084374E-04   9.96624127E-05   9.43437269E-05 
  3.18157082E-03   3.30024165E-03   3.28235516E-03   3.20580361E-03   2.99713289E-03   2.36741607E-03   1.89856483E-03   1.52192718E-03 
  9.89016073E-03   1.00545559E-02   9.79099545E-03   9.54048903E-03   8.89893749E-03   7.15863748E-03   5.86072218E-03   4.78678235E-03 
  1.01346364E-03   9.81259859E-04   8.95304078E-04   8.51422293E-04   7.53914375E-04   5.47400909E-04   4.25705587E-04   3.39935674E-04 
  2.41449044E-03   2.58059428E-03   2.64191975E-03   2.60344269E-03   2.47347868E-03   2.00319120E-03   1.61921975E-03   1.29577557E-03 
  5.84003874E-04   5.95662543E-04   5.79652442E-04   5.62048731E-04   5.17978550E-04   3.97931358E-04   3.12971479E-04   2.46433877E-04 
  1.67497173E-04   1.66553346E-04   1.56491849E-04   1.50083997E-04   1.35110839E-04   1.00728425E-04   7.95414038E-05   6.41606748E-05 
  2.15895224E-02   2.33950479E-02   2.44929807E-02   2.44132092E-02   2.36547822E-02   1.96666688E-02   1.58271913E-02   1.23450074E-02 
  4.51652827E-04   4.47045085E-04   4.16823452E-04   3.99383197E-04   3.60661600E-04   2.78213427E-04   2.32754896E-04   2.06438607E-04 
  2.75587385E-03   2.82329491E-03   2.73288686E-03   2.64415536E-03   2.42959134E-03   1.91715879E-03   1.59727175E-03   1.38241602E-03 
  2.81312086E-02   2.81392201E-02   2.71681421E-02   2.64861033E-02   2.47885373E-02   2.03492417E-02   1.69415294E-02   1.40327026E-02 
  2.13793826E-02   2.11621695E-02   2.01061728E-02   1.94662059E-02   1.79274859E-02   1.39962795E-02   1.11630218E-02   8.86991567E-03 
  4.00484111E-02   4.48066492E-02   4.90815458E-02   4.96943854E-02   4.99559876E-02   4.53057672E-02   3.89293356E-02   3.19668818E-02 
  7.21796470E-03   7.07795319E-03   6.72539110E-03   6.58083036E-03   6.23168856E-03   5.51529089E-03   5.06665801E-03   4.68350209E-03 
  3.02746840E-04   3.11241403E-04   2.99981200E-04   2.89499282E-04   2.62140175E-04   1.90616625E-04   1.41297340E-04   1.04960890E-04 
  3.41161973E-04   3.27665933E-04   2.98968703E-04   2.85994928E-04   2.57457913E-04   1.97175953E-04   1.58724926E-04   1.30669523E-04 
  5.56248608E-02   6.36069903E-02   7.17854117E-02   7.37358508E-02   7.59714873E-02   7.25806986E-02   6.44632105E-02   5.41783063E-02 
  4.61680915E-02   4.92535821E-02   5.08526100E-02   5.04922314E-02   4.90347530E-02   4.31051604E-02   3.79034877E-02   3.33023914E-02 
  2.34824780E-04   2.45601779E-04   2.54173656E-04   2.57610603E-04   2.61251000E-04   2.69490105E-04   2.78164631E-04   2.87413729E-04 
  2.58459210E-03   2.55061885E-03   2.35915684E-03   2.26099764E-03   2.02971172E-03   1.52298815E-03   1.20806399E-03   9.84305786E-04 
  1.96207772E-03   1.98531009E-03   1.91168623E-03   1.84312253E-03   1.68639258E-03   1.28668585E-03   1.01706482E-03   8.13843274E-04 
  7.23294848E-04   6.98259742E-04   6.39670407E-04   6.11425858E-04   5.49189439E-04   4.14610402E-04   3.30656204E-04   2.70323196E-04 
  1.56471986E-04   1.56034266E-04   1.47855883E-04   1.42906215E-04   1.30002847E-04   9.86729475E-05   7.78587215E-05   6.14977632E-05 
  4.56601498E-03   4.38957570E-03   4.03953015E-03   3.87822095E-03   3.52434117E-03   2.75648340E-03   2.25805419E-03   1.87332796E-03 
  2.71974045E-03   2.76910614E-03   2.68970053E-03   2.61585145E-03   2.45786681E-03   1.96042268E-03   1.65825782E-03   1.41240535E-03 
  2.13659129E-03   2.25591178E-03   2.24466403E-03   2.18903414E-03   2.02368548E-03   1.54532942E-03   1.19758764E-03   9.31643021E-04 
  1.85342430E-03   1.97192855E-03   1.92620550E-03   1.88730917E-03   1.78579696E-03   1.48076710E-03   1.23506634E-03   1.02721523E-03 
  3.60213555E-02   3.58969400E-02   3.42691544E-02   3.33350587E-02   3.10915497E-02   2.52578565E-02   2.10070126E-02   1.73279190E-02 
  2.27212258E-03   2.20848751E-03   2.04371677E-03   1.95993659E-03   1.77503646E-03   1.36111333E-03   1.09585419E-03   9.01567543E-04 
  1.61373303E-02   1.56822732E-02   1.46197110E-02   1.41078332E-02   1.29476330E-02   1.02970483E-02   8.46705826E-03   6.98629899E-03 
  2.23883763E-02   2.32939743E-02   2.30889192E-02   2.25554922E-02   2.09526633E-02   1.59546094E-02   1.20832536E-02   8.93849184E-03 
  7.62257447E-02   9.88661237E-02   1.25148548E-01   1.31897773E-01   1.41095280E-01   1.35400789E-01   1.16261533E-01   9.40726915E-02 
  9.14486396E-04   8.79563761E-04   8.02102885E-04   7.68906833E-04   6.96466225E-04   5.43322673E-04   4.45039642E-04   3.70341823E-04 
  1.96405522E-04   2.01777236E-04   1.95527042E-04   1.89884543E-04   1.75278986E-04   1.36564075E-04   1.09440580E-04   8.88448097E-05 
  8.00694273E-04   8.16633749E-04   7.87416608E-04   7.59107571E-04   6.88987361E-04   5.06570499E-04   3.84800903E-04   2.92907408E-04 
  2.29792416E-02   2.35905050E-02   2.35633413E-02   2.31998822E-02   2.24765428E-02   1.97779899E-02   1.76322460E-02   1.55394080E-02 
  2.23706968E-03   2.24839811E-03   2.11342318E-03   2.02208317E-03   1.80064866E-03   1.26836719E-03   9.23374333E-04   6.75875312E-04 
  1.04805627E-04   1.02986645E-04   9.70844574E-05   9.38588202E-05   8.72654984E-05   7.07536930E-05   5.93997044E-05   5.01616382E-05 
  1.26978636E-04   1.23205569E-04   1.13221975E-04   1.08113335E-04   9.67964578E-05   7.24237979E-05   5.75534531E-05   4.67953996E-05 
  2.00571142E-04   2.09098869E-04   2.12961306E-04   2.11718776E-04   2.08352229E-04   1.98042173E-04   1.93391088E-04   1.92314590E-04 
  3.07467845E-03   3.60270796E-03   4.24774313E-03   4.43849478E-03   4.82429838E-03   5.35916198E-03   5.63843244E-03   5.84624756E-03 
  1.74871475E-02   1.84412403E-02   1.91572155E-02   1.91597230E-02   1.91184012E-02   1.81342029E-02   1.73195900E-02   1.66794902E-02 
  1.21797786E-02   1.18839538E-02   1.11284300E-02   1.07212769E-02   9.83067920E-03   7.73680453E-03   6.33172263E-03   5.24065909E-03 
  3.65092398E-04   4.12938129E-04   4.55196275E-04   4.61216044E-04   4.65908660E-04   4.37099164E-04   3.99515565E-04   3.63600470E-04 
  9.19940641E-04   9.23625670E-04   8.97225499E-04   8.78752572E-04   8.33534414E-04   7.12919615E-04   6.30387545E-04   5.58212669E-04 
  2.30050494E-04   2.19794449E-04   1.98977729E-04   1.89930066E-04   1.70402616E-04   1.30957679E-04   1.06500040E-04   8.83585253E-05 
  1.53124792E-03   1.64847611E-03   1.72186764E-03   1.72037992E-03   1.68804782E-03   1.51481871E-03   1.36357870E-03   1.24084706E-03 
  1.35530375E-02   1.33140093E-02   1.24481312E-02   1.20226238E-02   1.10437762E-02   8.88019449E-03   7.48302960E-03   6.32464989E-03 
  3.74390696E-03   3.79138185E-03   3.75488706E-03   3.70209419E-03   3.58293062E-03   3.25532391E-03   3.00715810E-03   2.78703932E-03 
  3.41831529E-02   3.40113539E-02   3.24140014E-02   3.15185274E-02   2.94284496E-02   2.40683687E-02   2.02657919E-02   1.69662663E-02 
  1.19833422E-04   1.23402447E-04   1.21541029E-04   1.18316459E-04   1.10616262E-04   8.91023230E-05   7.51561970E-05   6.33169305E-05 
  1.38956077E-02   1.38090077E-02   1.31283498E-02   1.27151972E-02   1.16614105E-02   9.07451618E-03   7.34282220E-03   5.94170695E-03 
  6.58115729E-04   6.28135143E-04   5.62029394E-04   5.30639734E-04   4.64732048E-04   3.29994839E-04   2.50561025E-04   1.94547725E-04 
  1.41431623E-03   1.50755640E-03   1.54331082E-03   1.52784693E-03   1.46428246E-03   1.24134951E-03   1.05523452E-03   9.00603188E-04 
  2.92410459E-02   3.16270327E-02   3.32496616E-02   3.33450866E-02   3.28799041E-02   2.89089734E-02   2.45420378E-02   2.01427085E-02 
  1.36981629E-02   1.34220743E-02   1.25895000E-02   1.21233274E-02   1.10406715E-02   8.40659150E-03   6.58080591E-03   5.13569496E-03 
  2.64904565E-02   2.63266022E-02   2.53017480E-02   2.47311156E-02   2.33560439E-02   1.96685870E-02   1.69144498E-02   1.44894583E-02 
  3.52601873E-03   3.39911578E-03   3.11655018E-03   2.98208204E-03   2.68986822E-03   2.04843872E-03   1.63236364E-03   1.32344139E-03 
  8.20169891E-02   9.76439527E-02   1.15903169E-01   1.21000889E-01   1.29565949E-01   1.34993570E-01   1.28276766E-01   1.14755662E-01 
