R_toa(412)  R_toa(443)  R_toa(490)  R_toa(510)  R_toa(555)  R_toa(670)  R_toa(765)  R_toa(865)  
  9.10510739E-02   8.22690607E-02   7.25138316E-02   6.89230320E-02   6.12100673E-02   4.20532281E-02   2.33403488E-02   2.56970833E-02 
  5.29106203E-02   4.19759380E-02   3.02275927E-02   2.64291154E-02   1.90462757E-02   9.23229576E-03   4.46374638E-03   4.18622456E-03 
  3.06940195E-02   2.40715542E-02   1.72887602E-02   1.52069145E-02   1.11083535E-02   5.42096142E-03   2.81939314E-03   2.58932302E-03 
  4.55178040E-02   4.07174995E-02   3.99499744E-02   4.08799161E-02   4.20479328E-02   2.08769543E-02   4.25390422E-03   3.56433162E-03 
  6.15395550E-02   5.15228551E-02   4.05124579E-02   3.71783536E-02   3.19005868E-02   2.04913085E-02   1.08011602E-02   1.04620629E-02 
  4.00378836E-02   3.18379308E-02   2.41166153E-02   2.17933628E-02   1.69241183E-02   6.57708921E-03   3.01186962E-03   2.54195698E-03 
  2.92401248E-02   2.52539218E-02   2.19607411E-02   2.12977751E-02   2.08166227E-02   1.25721699E-02   4.55339589E-03   4.79084957E-03 
  5.13932695E-02   4.01494532E-02   2.81773993E-02   2.43162246E-02   1.68339979E-02   7.48966948E-03   3.63186420E-03   3.15619498E-03 
  5.68988693E-02   4.72947704E-02   3.66960050E-02   3.32099455E-02   2.62803736E-02   1.60368081E-02   9.41161709E-03   8.94719064E-03 
  3.94462892E-02   3.27330518E-02   2.57117502E-02   2.35936183E-02   2.10798383E-02   1.23841467E-02   6.33429604E-03   6.01275007E-03 
  4.09889412E-02   3.37105045E-02   2.66841922E-02   2.50176245E-02   2.40502539E-02   1.67326219E-02   6.71033136E-03   6.72531015E-03 
  4.38130567E-02   3.65934980E-02   3.10897486E-02   2.95250751E-02   2.47342561E-02   8.35540696E-03   3.32924963E-03   2.77656628E-03 
  5.67957575E-02   4.74123016E-02   4.00843979E-02   3.83831333E-02   3.48626752E-02   1.30873415E-02   4.60127355E-03   3.96822868E-03 
  4.33470711E-02   3.48144546E-02   2.58044831E-02   2.25795407E-02   1.56946213E-02   6.38532735E-03   3.08219624E-03   2.60149486E-03 
  2.59753629E-02   2.19236964E-02   1.82917632E-02   1.73976869E-02   1.67356987E-02   8.75684255E-03   3.00813469E-03   2.92596138E-03 
  5.28373450E-02   4.44016154E-02   3.61617744E-02   3.33280791E-02   2.78369420E-02   1.60723678E-02   1.02425189E-02   1.03207276E-02 
  2.97796405E-02   2.39963225E-02   1.91420113E-02   1.81544152E-02   1.77688875E-02   7.90128410E-03   2.67254861E-03   2.39540283E-03 
  3.06609840E-02   2.42250337E-02   1.80617533E-02   1.62404649E-02   1.24636644E-02   4.99517624E-03   2.30034782E-03   2.01666266E-03 
  3.52028700E-02   2.72469566E-02   1.73459189E-02   1.44414485E-02   9.82716285E-03   4.96485029E-03   2.51141039E-03   2.33377866E-03 
  5.99451262E-02   4.98015856E-02   3.91571032E-02   3.57992777E-02   3.09548654E-02   1.77687903E-02   1.00979550E-02   1.04166721E-02 
  3.97833086E-02   3.29769319E-02   2.84007445E-02   2.77159170E-02   2.63723335E-02   9.51849281E-03   3.43968096E-03   2.87283994E-03 
  4.78033641E-02   4.00157099E-02   3.13358220E-02   2.84188925E-02   2.34490510E-02   1.34996661E-02   7.44173302E-03   8.41144114E-03 
  3.22787133E-02   2.76332235E-02   2.39564093E-02   2.28921516E-02   1.96054923E-02   7.73744682E-03   3.07881062E-03   3.00621688E-03 
  6.34875387E-02   5.10870876E-02   3.71681338E-02   3.24082438E-02   2.27584064E-02   1.06121263E-02   5.01934615E-03   4.71142776E-03 
  5.88721975E-02   5.28553711E-02   4.77693617E-02   4.61969574E-02   4.15389972E-02   2.60101759E-02   1.64283224E-02   1.72601509E-02 
  2.48734111E-02   1.99947701E-02   1.46400399E-02   1.29558831E-02   9.65149806E-03   4.74887395E-03   2.27310159E-03   2.27149422E-03 
  5.67639511E-02   4.59173318E-02   3.37094476E-02   2.96825160E-02   2.17864510E-02   1.19463277E-02   6.14635513E-03   6.30799018E-03 
  2.12675874E-02   1.70432607E-02   1.22374531E-02   1.06214849E-02   7.42866500E-03   3.45822047E-03   1.55713249E-03   1.49294540E-03 
  4.55054258E-02   3.85016797E-02   3.46329999E-02   3.40282530E-02   3.73952204E-02   1.52160642E-02   4.96637239E-03   4.21328952E-03 
  2.70680781E-02   2.25790588E-02   1.86507361E-02   1.72744470E-02   1.33077774E-02   4.81935156E-03   1.93251010E-03   1.70741403E-03 
  4.24345825E-02   3.60419671E-02   3.07862487E-02   2.94398890E-02   2.75021639E-02   1.79243343E-02   1.23722474E-02   1.51160104E-02 
  3.09505357E-02   2.38026263E-02   1.66046474E-02   1.45728472E-02   1.07768886E-02   4.80325235E-03   2.30345856E-03   1.96086740E-03 
  4.97393208E-02   4.29178166E-02   3.53764286E-02   3.28701912E-02   2.82570679E-02   1.82459310E-02   1.03801688E-02   1.04442145E-02 
  8.74035417E-02   7.91543965E-02   6.85422064E-02   6.42953581E-02   5.64328375E-02   4.30385887E-02   2.65439657E-02   2.61996540E-02 
  4.78870038E-02   3.78308508E-02   2.71673199E-02   2.40577335E-02   1.90707722E-02   9.03397094E-03   4.26108601E-03   3.87300356E-03 
  5.66623661E-02   4.71649028E-02   3.98560437E-02   3.83330145E-02   3.79199311E-02   1.64717935E-02   5.46551561E-03   4.91713001E-03 
  4.06222586E-02   3.41604062E-02   2.66589428E-02   2.41054911E-02   1.92543424E-02   1.15493813E-02   6.14096893E-03   6.27787721E-03 
  3.24784439E-02   2.62236675E-02   1.91789558E-02   1.69651485E-02   1.28460852E-02   6.07787195E-03   2.67803991E-03   2.73290779E-03 
  4.54912929E-02   3.54496633E-02   2.50363022E-02   2.19738864E-02   1.62801487E-02   8.00934117E-03   4.11273444E-03   3.73542198E-03 
  3.55482713E-02   2.79467956E-02   2.08785868E-02   1.89611235E-02   1.55819641E-02   6.29648766E-03   2.93507820E-03   2.55009269E-03 
  4.25101316E-02   3.41749633E-02   2.49112104E-02   2.19346815E-02   1.63204628E-02   7.37712703E-03   3.37828428E-03   3.10301494E-03 
  6.59418376E-02   5.71530892E-02   4.58750891E-02   4.14038910E-02   3.22054473E-02   2.12182645E-02   1.12030041E-02   1.16328361E-02 
  3.94785094E-02   3.13294351E-02   2.22894598E-02   1.91349615E-02   1.31600179E-02   6.12383654E-03   3.10700648E-03   2.79199550E-03 
  5.70255424E-02   4.50765976E-02   3.19061374E-02   2.75893718E-02   1.92639716E-02   9.06534970E-03   4.50763504E-03   4.06120242E-03 
  5.72903908E-02   4.80118996E-02   3.73978753E-02   3.35812029E-02   2.57472695E-02   1.55261143E-02   8.43916035E-03   8.31500226E-03 
  3.44765105E-02   2.70211415E-02   1.79715553E-02   1.49650236E-02   1.00033711E-02   4.67644423E-03   2.38091518E-03   2.12154770E-03 
  3.96529140E-02   3.36182713E-02   2.68149150E-02   2.43010842E-02   1.89050779E-02   1.13931581E-02   6.50340117E-03   6.51836617E-03 
  3.39312400E-02   2.71143061E-02   2.03111578E-02   1.82560696E-02   1.41403281E-02   7.91825690E-03   4.73106184E-03   5.35920727E-03 
  3.12718537E-02   2.70678457E-02   2.30037343E-02   2.17163502E-02   1.97124571E-02   1.14142418E-02   5.87509720E-03   6.83510451E-03 
  4.31103161E-02   3.45570857E-02   2.50402392E-02   2.17232591E-02   1.52607021E-02   7.16961169E-03   3.79320906E-03   3.29531901E-03 
  5.77192874E-02   4.85947050E-02   4.18208545E-02   4.03106803E-02   3.94102595E-02   1.63065355E-02   4.83809172E-03   4.35225814E-03 
  3.84281807E-02   3.02092190E-02   2.24482691E-02   2.02175634E-02   1.60371036E-02   6.55726601E-03   3.21062638E-03   2.78837522E-03 
  4.83336950E-02   3.96763354E-02   3.04115639E-02   2.73324027E-02   2.10703406E-02   1.25594941E-02   7.85134488E-03   7.86109130E-03 
  5.46006852E-02   4.32616572E-02   3.18149667E-02   2.85168023E-02   2.24031325E-02   9.42244169E-03   4.22895382E-03   3.69859540E-03 
  4.65999389E-02   4.00827950E-02   3.25699487E-02   3.00232584E-02   2.53387739E-02   1.71752734E-02   1.03992353E-02   1.06345973E-02 
  4.06610484E-02   3.30175138E-02   2.67477967E-02   2.51947720E-02   2.13253640E-02   7.69725986E-03   3.18710201E-03   2.62575007E-03 
  3.50712662E-02   2.78861626E-02   2.01115361E-02   1.74757624E-02   1.24480385E-02   6.45316159E-03   3.41696712E-03   3.18908766E-03 
  7.01436662E-02   6.49599202E-02   5.72964337E-02   5.36272114E-02   4.49420335E-02   2.97677434E-02   1.32798287E-02   1.55127624E-02 
  5.19556679E-02   4.27242286E-02   3.25806463E-02   2.86501689E-02   2.02494066E-02   9.27600285E-03   4.79942401E-03   4.51971146E-03 
  3.96457180E-02   3.19912519E-02   2.56232203E-02   2.39977498E-02   1.99042934E-02   7.19885187E-03   3.04604410E-03   2.58612026E-03 
  4.21031894E-02   3.32670144E-02   2.49598123E-02   2.30307968E-02   2.11099059E-02   9.80223370E-03   3.55518963E-03   3.11352923E-03 
  4.68044261E-02   3.83362662E-02   2.93077274E-02   2.60391864E-02   1.89260421E-02   8.99768431E-03   4.81792526E-03   4.59837045E-03 
  7.41405962E-02   6.68371115E-02   5.83746244E-02   5.49047358E-02   4.74775240E-02   3.13091956E-02   1.71130992E-02   1.78533979E-02 
  3.56935066E-02   2.86451956E-02   2.13851458E-02   1.89697749E-02   1.38050912E-02   6.53707047E-03   3.32864178E-03   3.04507850E-03 
  4.76753110E-02   3.74479093E-02   2.82564612E-02   2.58071444E-02   2.80451004E-02   1.63209768E-02   5.26496865E-03   4.36629958E-03 
  5.28774601E-02   4.34482416E-02   3.42827895E-02   3.11096574E-02   2.32233775E-02   8.70844211E-03   3.64170909E-03   3.28623797E-03 
  4.43028554E-02   3.63573548E-02   2.89764145E-02   2.65000539E-02   2.01678576E-02   7.99380693E-03   3.81832138E-03   3.34230824E-03 
  4.32600104E-02   3.52970857E-02   2.68106223E-02   2.40887791E-02   1.81300694E-02   7.88033693E-03   3.34252593E-03   3.15973265E-03 
  6.27221389E-02   5.01036577E-02   3.63572612E-02   3.21559954E-02   2.45164748E-02   1.12411829E-02   5.05934373E-03   4.77278036E-03 
  4.05910336E-02   3.27336159E-02   2.52078937E-02   2.29845731E-02   1.79566039E-02   8.04718405E-03   4.09096955E-03   3.61745494E-03 
  3.79568430E-02   3.20725060E-02   2.62211337E-02   2.41905215E-02   1.95209352E-02   9.25908512E-03   4.45178550E-03   4.51878960E-03 
  7.33649674E-02   6.51709576E-02   5.72799203E-02   5.49681415E-02   5.26299361E-02   3.39927988E-02   1.87397385E-02   1.85050766E-02 
  5.24139733E-02   4.37384678E-02   3.33355323E-02   2.98922832E-02   2.38273234E-02   1.17655853E-02   4.61349755E-03   4.80725614E-03 
  5.80547998E-02   4.64811524E-02   3.31532306E-02   2.86061634E-02   1.98052263E-02   9.31834447E-03   4.47202836E-03   4.08844814E-03 
  6.98209799E-02   6.06959954E-02   5.03806124E-02   4.69125262E-02   4.01664655E-02   2.79836839E-02   1.76595199E-02   2.10218164E-02 
  3.77545389E-02   2.90976910E-02   2.05688671E-02   1.83394373E-02   1.53683136E-02   7.25833744E-03   3.13429621E-03   2.60680175E-03 
  5.50080166E-02   4.53658062E-02   3.38752420E-02   2.97635890E-02   2.17947233E-02   1.24762396E-02   6.91227134E-03   7.30883855E-03 
  4.12157259E-02   3.23823664E-02   2.38403197E-02   2.13259043E-02   1.58617651E-02   6.43901780E-03   2.99803651E-03   2.52684256E-03 
  3.40732075E-02   2.89444996E-02   2.61720041E-02   2.60284531E-02   2.74104109E-02   1.21698219E-02   3.04460347E-03   2.54321654E-03 
  2.86193891E-02   2.34623477E-02   1.78444061E-02   1.60140210E-02   1.23269147E-02   6.50194525E-03   3.16941362E-03   3.10574082E-03 
  3.73756087E-02   2.89847912E-02   1.94734809E-02   1.64046813E-02   1.10857343E-02   5.22227326E-03   2.66415836E-03   2.34271091E-03 
  3.36715060E-02   2.90178291E-02   2.59398973E-02   2.49253670E-02   2.06787564E-02   6.74443393E-03   2.34345966E-03   1.98650162E-03 
  4.37426111E-02   3.41697195E-02   2.36613628E-02   2.02288129E-02   1.38493395E-02   6.54277956E-03   3.21355698E-03   2.95168784E-03 
  2.66407453E-02   2.10205376E-02   1.53192881E-02   1.35838433E-02   1.01295982E-02   4.31128685E-03   1.98493846E-03   1.77965117E-03 
  5.25439247E-02   4.36860235E-02   3.37798999E-02   2.99238176E-02   2.14063239E-02   9.39249183E-03   4.45922560E-03   4.16445329E-03 
  5.24977357E-02   4.26141863E-02   3.33920109E-02   3.04953972E-02   2.57946954E-02   1.06278139E-02   4.77162954E-03   4.42931083E-03 
  9.61299427E-02   8.40918854E-02   6.85637850E-02   6.27317955E-02   5.09155379E-02   3.74005557E-02   2.18402106E-02   2.50477758E-02 
  3.84552003E-02   3.28145389E-02   2.95061163E-02   2.90887051E-02   3.14081404E-02   1.77852324E-02   4.07560936E-03   3.44910344E-03 
  5.32700581E-02   4.24182194E-02   3.18075710E-02   2.87894424E-02   2.34062320E-02   9.48275513E-03   4.00897956E-03   3.61163865E-03 
  6.35725566E-02   5.74638127E-02   5.06190887E-02   4.76565948E-02   4.01374805E-02   2.64489258E-02   1.49795812E-02   1.57852407E-02 
  3.68929407E-02   2.97373789E-02   2.28812061E-02   2.06940133E-02   1.56062184E-02   6.60318476E-03   3.29562479E-03   3.03278809E-03 
  4.09098240E-02   3.26147993E-02   2.55722721E-02   2.39563945E-02   2.14628422E-02   8.20722582E-03   3.44253884E-03   2.94000747E-03 
  4.49875369E-02   3.98669326E-02   3.37414716E-02   3.14997456E-02   2.70519790E-02   1.88895999E-02   1.10989837E-02   1.20161727E-02 
  4.76737759E-02   3.86681811E-02   2.91937578E-02   2.61681936E-02   1.98701819E-02   1.00167132E-02   4.90990912E-03   4.95051767E-03 
  4.17377540E-02   3.63878718E-02   3.09246528E-02   2.88731581E-02   2.40161047E-02   1.69380834E-02   1.14851208E-02   1.35238494E-02 
  4.77363554E-02   4.19012429E-02   4.08974951E-02   4.22694044E-02   4.97366357E-02   3.21673481E-02   6.97341553E-03   5.27356057E-03 
  2.90027704E-02   2.58196933E-02   2.50234314E-02   2.57418652E-02   2.84088592E-02   2.32170357E-02   4.95364973E-03   4.07886297E-03 
  6.17304547E-02   5.09208760E-02   3.73079928E-02   3.25508783E-02   2.34342310E-02   1.28891325E-02   6.13349595E-03   6.44072607E-03 
  3.53081740E-02   2.78094190E-02   1.91028285E-02   1.60803626E-02   1.07099013E-02   4.69671418E-03   2.29969111E-03   1.97405066E-03 
  4.30263115E-02   3.62160357E-02   3.27554410E-02   3.28315294E-02   3.90538292E-02   3.75352892E-02   1.08759815E-02   8.31272161E-03 
  4.49177400E-02   3.80052626E-02   3.34510334E-02   3.25637752E-02   3.71161963E-02   2.27275402E-02   7.68225049E-03   7.01131344E-03 
  4.03875174E-02   3.17947400E-02   2.34176692E-02   2.09251094E-02   1.55735785E-02   6.37743668E-03   3.01323565E-03   2.50987196E-03 
  4.30516828E-02   3.48953767E-02   2.64706481E-02   2.37281272E-02   1.77988443E-02   9.37073469E-03   5.65158561E-03   5.56422755E-03 
  3.45115191E-02   2.92731088E-02   2.61990316E-02   2.57133415E-02   2.49472633E-02   8.72572084E-03   2.74000903E-03   2.29160402E-03 
  4.28436787E-02   3.55659619E-02   2.85031622E-02   2.60590864E-02   2.00573616E-02   9.33855995E-03   5.01627953E-03   4.68052648E-03 
  4.31660798E-02   3.33635461E-02   2.36430434E-02   2.09791279E-02   1.63696581E-02   7.11252604E-03   3.29591519E-03   2.82744677E-03 
  6.57812247E-02   5.54740185E-02   4.51095697E-02   4.17988600E-02   3.57703500E-02   1.78012904E-02   8.53794240E-03   8.83979415E-03 
  4.86376089E-02   3.96355353E-02   3.08159937E-02   2.78673960E-02   2.07804467E-02   8.96043054E-03   4.16181779E-03   3.85539394E-03 
  3.85078466E-02   3.08518500E-02   2.33033681E-02   2.12104990E-02   1.75304558E-02   8.79086756E-03   4.67640624E-03   4.39211508E-03 
  3.91877657E-02   3.07349382E-02   2.20302374E-02   1.92262900E-02   1.35181583E-02   5.92696995E-03   2.91876681E-03   2.52449604E-03 
  4.24984256E-02   3.39615609E-02   2.52559295E-02   2.24861766E-02   1.65878436E-02   7.76964140E-03   4.06282800E-03   3.53623142E-03 
  6.31453668E-02   5.69987649E-02   5.11569628E-02   4.94469427E-02   4.71244163E-02   3.05605596E-02   1.63391643E-02   1.57571517E-02 
  7.26021133E-02   6.41011420E-02   5.54453071E-02   5.24519384E-02   4.72489598E-02   2.96148342E-02   1.82118151E-02   1.78670099E-02 
  6.86487042E-02   5.99990405E-02   4.90800459E-02   4.48593002E-02   3.70043677E-02   2.84645270E-02   1.87451952E-02   2.03331338E-02 
  3.41141004E-02   2.72229312E-02   2.00508427E-02   1.77412658E-02   1.31755182E-02   7.11336624E-03   4.13959630E-03   4.33875894E-03 
  4.70370397E-02   3.74330664E-02   2.79087627E-02   2.54758371E-02   2.10822481E-02   9.13324117E-03   3.94815851E-03   3.50502476E-03 
  3.19216949E-02   2.45902215E-02   1.73039592E-02   1.53566711E-02   1.22417638E-02   5.77286356E-03   2.66412837E-03   2.28458599E-03 
  4.14654724E-02   3.31167359E-02   2.54373287E-02   2.34927277E-02   1.97181972E-02   8.57627546E-03   4.10524406E-03   3.60803638E-03 
  4.42801394E-02   3.46514540E-02   2.49702900E-02   2.23227360E-02   1.89446819E-02   8.75058177E-03   3.88490467E-03   3.38575815E-03 
  5.21105693E-02   4.16339055E-02   3.14819222E-02   2.87143690E-02   2.41428333E-02   1.00727172E-02   4.13987056E-03   3.82354116E-03 
  4.69774136E-02   3.87093522E-02   3.32449882E-02   3.28151842E-02   3.32094581E-02   1.37236562E-02   4.12398829E-03   3.40452325E-03 
  3.95944172E-02   3.19714146E-02   2.29154253E-02   1.99669314E-02   1.46376322E-02   7.41933129E-03   3.39259803E-03   3.41111900E-03 
  5.03019703E-02   4.75603502E-02   4.41331473E-02   4.24053799E-02   3.93919084E-02   3.23623416E-02   1.81120554E-02   2.18664052E-02 
  3.62322208E-02   2.85955393E-02   2.17344003E-02   1.98716308E-02   1.73580072E-02   6.63038682E-03   2.91563207E-03   2.47420683E-03 
  3.60588237E-02   3.08691989E-02   2.73625338E-02   2.62628675E-02   2.84793574E-02   1.28946525E-02   4.58891194E-03   4.09183056E-03 
  3.93999911E-02   3.35320912E-02   3.02147373E-02   2.96923956E-02   2.69248084E-02   8.78356497E-03   2.94270115E-03   2.44132269E-03 
  3.38304269E-02   2.66297705E-02   2.00287094E-02   1.80969171E-02   1.43145253E-02   5.48682579E-03   2.38555413E-03   2.12563417E-03 
  4.71891519E-02   3.72805416E-02   2.77758728E-02   2.53518184E-02   2.19074659E-02   9.32822239E-03   3.90576907E-03   3.34210036E-03 
  6.34033501E-02   5.26191166E-02   4.31911802E-02   4.15263312E-02   4.19475916E-02   3.52297265E-02   1.03704275E-02   9.55486933E-03 
  3.69227913E-02   2.94396652E-02   2.15086377E-02   1.88070476E-02   1.32729636E-02   6.15970299E-03   3.06225735E-03   2.80441523E-03 
  3.75420237E-02   2.95604094E-02   2.16046118E-02   1.91882332E-02   1.40703539E-02   6.12019756E-03   3.07907098E-03   2.69672774E-03 
  7.60867615E-02   6.94336770E-02   6.19274710E-02   5.86681769E-02   5.48303392E-02   3.69216718E-02   2.01928833E-02   2.02802070E-02 
  4.03464875E-02   3.50953236E-02   3.05757456E-02   2.84837463E-02   2.20157226E-02   8.38666205E-03   3.98322385E-03   3.79005183E-03 
  6.52065940E-02   5.50425003E-02   4.63241789E-02   4.35086214E-02   4.28509028E-02   1.96385032E-02   7.34985899E-03   7.38298960E-03 
  4.88267279E-02   3.84177632E-02   2.77102126E-02   2.45572196E-02   1.85866614E-02   9.07521349E-03   4.63038319E-03   4.36454345E-03 
  7.75557728E-02   6.64248987E-02   5.31938965E-02   4.83743906E-02   3.88154676E-02   2.79043545E-02   1.79044532E-02   2.01570769E-02 
  6.78029849E-02   5.51397544E-02   4.16137367E-02   3.72889204E-02   2.79566203E-02   1.24616999E-02   5.74579373E-03   5.40185339E-03 
  5.49727299E-02   4.41043002E-02   3.35266077E-02   3.05189099E-02   2.42178466E-02   9.95580819E-03   4.29332894E-03   3.96112663E-03 
  2.92042059E-02   2.29577670E-02   1.70968480E-02   1.53655458E-02   1.17738998E-02   4.92596204E-03   2.43174238E-03   2.34933861E-03 
  3.26288216E-02   2.59899310E-02   2.03255550E-02   1.89759644E-02   1.68401062E-02   6.23528440E-03   2.50415798E-03   2.10601387E-03 
  4.15943832E-02   3.52946763E-02   3.26531006E-02   3.32302331E-02   3.50511996E-02   1.44458418E-02   3.74410644E-03   3.03483848E-03 
  3.73110117E-02   2.93455730E-02   2.22914324E-02   2.05739623E-02   1.75896318E-02   6.77602393E-03   2.79637407E-03   2.42467890E-03 
  7.05606907E-02   5.93228855E-02   4.51432105E-02   4.00041879E-02   3.00335939E-02   1.87968160E-02   9.83625069E-03   1.06381441E-02 
  4.72779980E-02   3.64811597E-02   2.48900547E-02   2.11133376E-02   1.43184600E-02   6.53008147E-03   3.36639126E-03   2.91824246E-03 
  3.08890050E-02   2.53303168E-02   1.96150321E-02   1.79245645E-02   1.47530999E-02   6.59896679E-03   2.80616841E-03   2.84070153E-03 
  4.83537279E-02   3.92908951E-02   2.90994307E-02   2.56096033E-02   1.87991132E-02   1.00606155E-02   5.69760465E-03   5.05099179E-03 
  4.03454579E-02   3.20401382E-02   2.37699625E-02   2.14450855E-02   1.67032827E-02   7.00307502E-03   3.09607421E-03   2.70016808E-03 
  4.38617549E-02   3.60037816E-02   2.85586518E-02   2.61951718E-02   2.02970080E-02   9.05829316E-03   4.65847596E-03   4.18057511E-03 
  7.14866815E-02   5.78495446E-02   4.26419943E-02   3.79546487E-02   3.04334438E-02   1.42478259E-02   6.08946751E-03   5.82893910E-03 
  4.40012986E-02   3.61169310E-02   2.89795087E-02   2.71158121E-02   2.38447363E-02   1.34992835E-02   8.74503865E-03   9.63680846E-03 
  4.47562261E-02   3.52109339E-02   2.54309666E-02   2.23847560E-02   1.61317804E-02   7.25503974E-03   3.65324706E-03   3.20507863E-03 
  2.47759303E-02   1.98992534E-02   1.52369076E-02   1.37915893E-02   1.16546441E-02   4.46956027E-03   1.82935114E-03   1.65031700E-03 
  3.80748220E-02   2.96314377E-02   2.12215226E-02   1.88581732E-02   1.43468080E-02   6.64448372E-03   3.31147739E-03   2.84225753E-03 
  5.39625891E-02   4.47154652E-02   3.50686496E-02   3.20507765E-02   2.62163010E-02   1.56731922E-02   9.46055084E-03   9.24803427E-03 
  4.35791528E-02   3.87952059E-02   3.91799039E-02   4.10107936E-02   5.14553499E-02   4.53790122E-02   1.15791245E-02   8.58520894E-03 
  3.99092823E-02   3.18742910E-02   2.37499514E-02   2.14591295E-02   1.83078513E-02   9.73196452E-03   5.05516985E-03   4.63373993E-03 
  5.49397048E-02   4.29645925E-02   2.99103990E-02   2.61260583E-02   2.08920901E-02   2.05157789E-02   6.50149742E-03   5.69676716E-03 
  4.06651950E-02   3.26295195E-02   2.29426616E-02   1.94250981E-02   1.30553760E-02   5.92784262E-03   2.87529851E-03   2.59817094E-03 
  4.60968401E-02   3.69397771E-02   2.79956715E-02   2.55119493E-02   2.05810795E-02   9.83263016E-03   4.98993173E-03   4.50131060E-03 
  3.87538250E-02   3.04997794E-02   2.33731963E-02   2.18003969E-02   2.16151594E-02   9.11330771E-03   3.29258105E-03   2.76338704E-03 
  6.99209167E-02   6.56412855E-02   6.05689826E-02   5.81332294E-02   5.44218953E-02   4.13191621E-02   2.25219101E-02   2.49688588E-02 
  1.04503452E-01   9.40792519E-02   8.08114254E-02   7.54529336E-02   6.57698563E-02   5.11906462E-02   3.08016167E-02   3.56756779E-02 
  2.68794023E-02   2.16111807E-02   1.59697899E-02   1.42796363E-02   1.20413354E-02   5.77344108E-03   2.48660675E-03   2.43349028E-03 
  5.16617988E-02   4.29210609E-02   3.48520307E-02   3.27245136E-02   3.04632228E-02   1.44328537E-02   4.99084967E-03   4.64073804E-03 
  4.05723323E-02   3.20834344E-02   2.42753744E-02   2.22265755E-02   1.77981264E-02   7.19762017E-03   3.29376214E-03   2.81025914E-03 
  5.35801396E-02   4.74302618E-02   4.06992434E-02   3.85577514E-02   3.52871063E-02   2.60051533E-02   9.54057496E-03   1.03167228E-02 
  3.78146274E-02   2.96615391E-02   2.14884341E-02   1.91075633E-02   1.45573662E-02   6.07932309E-03   2.70889368E-03   2.40882551E-03 
  4.10033897E-02   3.23091437E-02   2.40577599E-02   2.18286904E-02   1.72942181E-02   7.27482371E-03   3.43713821E-03   2.99538521E-03 
  6.78764080E-02   6.21091884E-02   5.69196624E-02   5.52990443E-02   5.39247850E-02   4.84934554E-02   3.86140064E-02   4.53329843E-02 
  4.34976583E-02   3.61084540E-02   3.16566283E-02   3.17732701E-02   3.37809693E-02   1.64331537E-02   5.16062947E-03   4.49566986E-03 
  4.16793048E-02   3.32263619E-02   2.44509734E-02   2.14693254E-02   1.51754371E-02   6.51053264E-03   3.17521844E-03   2.68390457E-03 
  5.73525968E-02   4.52769567E-02   3.14354798E-02   2.68024644E-02   1.82455188E-02   8.58844287E-03   4.14366445E-03   3.73144344E-03 
  2.67244859E-02   2.19167560E-02   1.72512781E-02   1.58462077E-02   1.30910490E-02   5.50706210E-03   2.30004547E-03   2.25798048E-03 
  4.50208150E-02   4.21571664E-02   3.84888709E-02   3.68231840E-02   3.33841482E-02   2.76520616E-02   1.57603506E-02   1.98682563E-02 
  3.94262499E-02   3.07965987E-02   2.24917001E-02   2.00874686E-02   1.51790544E-02   6.11029944E-03   2.78955102E-03   2.38646531E-03 
  3.25353134E-02   2.74897290E-02   2.43639709E-02   2.40636373E-02   2.44039500E-02   1.11709994E-02   2.80592870E-03   2.44363707E-03 
  4.00512678E-02   3.33093893E-02   2.56004709E-02   2.30330176E-02   1.79981212E-02   1.13029170E-02   6.54183001E-03   6.73338740E-03 
  4.20224386E-02   3.85846905E-02   3.39069602E-02   3.19118984E-02   2.78973675E-02   2.33661178E-02   1.41252020E-02   1.66738060E-02 
  5.85851228E-02   5.01966760E-02   3.99742655E-02   3.59700664E-02   2.78323383E-02   1.79585492E-02   1.04469513E-02   1.10714922E-02 
  9.99541614E-02   9.11043826E-02   7.92382161E-02   7.41369522E-02   6.33485978E-02   5.02103137E-02   3.13408410E-02   3.30530756E-02 
  3.82129697E-02   3.01689546E-02   2.11115475E-02   1.79981177E-02   1.22188896E-02   5.40039188E-03   2.69505576E-03   2.26621369E-03 
  3.75745103E-02   2.91502668E-02   2.12151542E-02   1.92689000E-02   1.84078206E-02   9.83443012E-03   3.69087689E-03   3.04651000E-03 
  4.60876486E-02   3.69135400E-02   2.70236957E-02   2.37452713E-02   1.73772296E-02   9.28163332E-03   5.20838716E-03   4.75316140E-03 
  4.07298191E-02   3.31523559E-02   2.60623400E-02   2.42429806E-02   2.09512245E-02   9.57725050E-03   4.28652689E-03   4.07469988E-03 
  4.50899495E-02   3.51560178E-02   2.55683248E-02   2.31509404E-02   2.00980850E-02   9.17720816E-03   3.87070829E-03   3.42007657E-03 
  4.59435474E-02   3.69950686E-02   2.87738976E-02   2.63992028E-02   2.23742928E-02   8.43392764E-03   3.33261200E-03   2.99579028E-03 
  7.32914026E-02   6.51946018E-02   5.64283599E-02   5.34361063E-02   4.68806232E-02   3.18216195E-02   2.03172625E-02   2.01520872E-02 
  4.94179308E-02   4.22310586E-02   3.66218938E-02   3.53242340E-02   3.25597458E-02   1.62792254E-02   9.39236611E-03   9.55800022E-03 
