R_toa(412)  R_toa(443)  R_toa(490)  R_toa(510)  R_toa(555)  R_toa(670)  R_toa(765)  R_toa(865)  
  5.35828424E-02   4.33072974E-02   3.23600012E-02   2.86451715E-02   2.05919823E-02   9.20793736E-03   4.34785092E-03   4.32721699E-03 
  4.75612058E-02   3.83034195E-02   2.93769775E-02   2.67815191E-02   2.16377866E-02   9.74628944E-03   4.92770915E-03   4.56348829E-03 
  4.22713554E-02   3.43318304E-02   2.68469618E-02   2.43427738E-02   1.80228890E-02   6.83560211E-03   3.12402991E-03   2.63097772E-03 
  4.36773319E-02   3.41473692E-02   2.42194425E-02   2.11652934E-02   1.52387151E-02   7.39866925E-03   3.94956283E-03   3.55704023E-03 
  5.09174300E-02   4.04811488E-02   2.96285926E-02   2.62954476E-02   1.98641195E-02   9.82370678E-03   5.04503078E-03   4.85287990E-03 
  2.73638392E-02   2.20420556E-02   1.61979393E-02   1.43426451E-02   1.07172370E-02   5.33067604E-03   2.62035405E-03   2.62818832E-03 
  4.90382671E-02   3.89896687E-02   2.84293623E-02   2.49705276E-02   1.78957773E-02   8.25092035E-03   4.23758345E-03   3.83612031E-03 
  7.83969580E-02   6.96285453E-02   5.65771114E-02   5.11752600E-02   4.02229372E-02   3.05252726E-02   1.65701554E-02   2.16758441E-02 
  4.21890436E-02   3.28691223E-02   2.30734918E-02   1.98379119E-02   1.35912502E-02   5.89372784E-03   2.95731930E-03   2.51397751E-03 
  4.68926518E-02   3.64995717E-02   2.44781171E-02   2.06034728E-02   1.39240863E-02   6.78874703E-03   3.23893722E-03   3.00403328E-03 
  4.07902234E-02   3.24160849E-02   2.47166491E-02   2.26592623E-02   1.88119611E-02   7.62844059E-03   3.52224038E-03   2.98331537E-03 
  3.19747604E-02   2.57554103E-02   1.87166182E-02   1.62257958E-02   1.11992128E-02   5.07307225E-03   2.29238594E-03   2.17393285E-03 
  4.14381259E-02   3.50131772E-02   2.92875345E-02   2.73153779E-02   2.22718723E-02   1.23723369E-02   7.76497137E-03   8.73200884E-03 
  2.62407829E-02   2.06321758E-02   1.52155712E-02   1.37886386E-02   1.12739974E-02   4.62787018E-03   1.94983116E-03   1.71600871E-03 
  7.61269533E-02   6.38267204E-02   4.93894169E-02   4.47013293E-02   3.73991230E-02   1.98912753E-02   8.13907661E-03   8.21878156E-03 
  5.11212193E-02   4.29402294E-02   3.31815710E-02   2.99523910E-02   2.36509293E-02   1.55464762E-02   9.22003553E-03   1.15389646E-02 
  4.49161664E-02   3.56281710E-02   2.71778339E-02   2.49606676E-02   2.19602136E-02   8.66912345E-03   3.74515931E-03   3.21539521E-03 
  3.88707039E-02   3.29030939E-02   3.05040262E-02   3.03828585E-02   3.63128974E-02   1.72214135E-02   4.02160501E-03   3.25150125E-03 
  7.43473819E-02   6.56596050E-02   5.73669089E-02   5.46721100E-02   4.79557811E-02   2.80764785E-02   1.65004830E-02   1.72382840E-02 
  5.37557563E-02   4.28469109E-02   3.13161558E-02   2.77772381E-02   2.07802574E-02   1.01331104E-02   4.94016229E-03   4.64239829E-03 
  3.53452968E-02   2.82291765E-02   2.21330289E-02   2.04427026E-02   1.73443268E-02   6.29881244E-03   2.75240397E-03   2.36668608E-03 
  3.45583820E-02   2.84306046E-02   2.34786222E-02   2.20186707E-02   1.91230167E-02   6.89205838E-03   2.89402441E-03   2.56327254E-03 
  5.43398562E-02   4.41374119E-02   3.38608827E-02   3.08904732E-02   2.49980986E-02   1.07189744E-02   4.36546615E-03   4.13152750E-03 
  4.14293937E-02   3.34929929E-02   2.67462187E-02   2.49755863E-02   2.04796562E-02   7.72776508E-03   3.31936046E-03   2.87318469E-03 
  2.88123164E-02   2.30482937E-02   1.61988994E-02   1.38915045E-02   9.83023424E-03   5.41660548E-03   2.80572014E-03   2.78916887E-03 
  5.78590380E-02   4.86576466E-02   3.91313927E-02   3.58654488E-02   2.86797432E-02   1.58498647E-02   8.91348937E-03   8.61853832E-03 
  2.38695638E-02   1.89707793E-02   1.33309288E-02   1.14465902E-02   7.87322194E-03   3.75623335E-03   1.76187918E-03   1.63073837E-03 
  6.25150002E-02   5.01204628E-02   3.55027691E-02   3.05440385E-02   2.12196434E-02   1.07078179E-02   5.10995934E-03   5.04408925E-03 
  3.82628159E-02   3.13341532E-02   2.44898113E-02   2.25339318E-02   1.87495662E-02   7.75271544E-03   3.07497164E-03   2.77232189E-03 
  8.56340142E-02   7.23192877E-02   6.62451309E-02   6.27042062E-02   5.77765626E-02   3.92897782E-02   2.39603026E-02   2.29639730E-02 
  4.13336104E-02   3.28555171E-02   2.37355052E-02   2.06316224E-02   1.45267850E-02   6.97834091E-03   3.60722589E-03   3.26435756E-03 
  3.28292242E-02   2.77895397E-02   2.40190526E-02   2.30071814E-02   1.97714166E-02   7.44477002E-03   3.01953675E-03   2.73250431E-03 
  8.76721599E-02   8.34731567E-02   7.69662649E-02   7.33552945E-02   6.46530408E-02   5.22943886E-02   3.27574879E-02   3.34623571E-02 
  3.11098338E-02   2.49345042E-02   1.82794315E-02   1.58408925E-02   1.07903953E-02   4.40649658E-03   2.06791250E-03   1.80426266E-03 
  4.08703716E-02   3.31208388E-02   2.68236248E-02   2.52521988E-02   2.22305614E-02   8.04780751E-03   3.39542777E-03   2.86914588E-03 
  4.01162828E-02   3.08590345E-02   2.18703793E-02   1.95955220E-02   1.66977866E-02   7.78186039E-03   3.19863551E-03   2.73258255E-03 
  4.61095501E-02   3.79549605E-02   3.14863521E-02   2.97577346E-02   2.93078315E-02   1.20821667E-02   5.40836710E-03   4.90719072E-03 
  7.06788339E-02   5.94986645E-02   4.82886941E-02   4.43323325E-02   3.79463834E-02   1.88413150E-02   9.28843078E-03   9.27723123E-03 
  2.68452420E-02   2.14977555E-02   1.59599103E-02   1.41338977E-02   1.03082577E-02   4.51191869E-03   2.06098945E-03   1.91100808E-03 
  5.33594098E-02   4.83598163E-02   4.87456437E-02   5.09411965E-02   6.08932097E-02   6.76844765E-02   2.21906923E-02   1.81127749E-02 
  6.73510783E-02   5.73179038E-02   4.57600171E-02   4.19190158E-02   3.49903607E-02   2.37656148E-02   1.40682380E-02   1.42456855E-02 
  2.94897065E-02   2.54085013E-02   2.06282011E-02   1.87713498E-02   1.46529706E-02   9.05705930E-03   4.87993998E-03   5.21421587E-03 
  6.55888943E-02   5.62583883E-02   4.55770097E-02   4.19727403E-02   3.51400000E-02   2.39338001E-02   1.51183137E-02   1.45027673E-02 
  6.84770978E-02   5.57957495E-02   4.20635245E-02   3.78303574E-02   3.23784018E-02   1.65603074E-02   7.54121404E-03   7.98610934E-03 
  2.85201245E-02   2.20801822E-02   1.55108893E-02   1.35965679E-02   9.96250826E-03   4.64761415E-03   2.27917625E-03   2.05083809E-03 
  4.77789723E-02   3.90883257E-02   3.13198355E-02   2.93629941E-02   2.56673433E-02   1.19035059E-02   5.92708608E-03   5.83808811E-03 
  4.95172708E-02   3.89067013E-02   2.69011076E-02   2.29511132E-02   1.60327060E-02   8.28353798E-03   4.48540508E-03   4.13731278E-03 
  4.11258957E-02   3.35550393E-02   2.63232636E-02   2.43663778E-02   2.10724948E-02   1.06017282E-02   5.69864923E-03   5.39419759E-03 
  4.40866312E-02   3.48775786E-02   2.53911068E-02   2.27230078E-02   1.90131785E-02   1.02506283E-02   5.04119317E-03   4.62736165E-03 
  5.58066077E-02   4.48445214E-02   3.27862938E-02   2.89936345E-02   2.18258449E-02   1.06651429E-02   4.94284525E-03   4.95706461E-03 
  2.65120254E-02   2.13175844E-02   1.67001842E-02   1.54039573E-02   1.31431616E-02   4.84790979E-03   1.90802727E-03   1.71321668E-03 
  4.21897843E-02   3.61006722E-02   2.98223688E-02   2.77864376E-02   2.39620891E-02   1.62261042E-02   1.02561024E-02   1.07994468E-02 
  4.15141440E-02   3.24819634E-02   2.36103243E-02   2.11392675E-02   1.62609885E-02   7.23729352E-03   3.55124721E-03   3.07185786E-03 
  8.20199974E-02   7.10960503E-02   5.82520152E-02   5.36161427E-02   4.47229622E-02   3.22415995E-02   2.04165480E-02   2.40453882E-02 
  3.51284146E-02   2.75068624E-02   1.98670320E-02   1.77085839E-02   1.38163977E-02   6.59071136E-03   3.39225216E-03   3.06231628E-03 
  2.63999317E-02   2.10840531E-02   1.58101427E-02   1.41361014E-02   1.03552380E-02   4.21686153E-03   1.88765764E-03   1.67848061E-03 
  4.39974224E-02   3.41785759E-02   2.42082387E-02   2.14083825E-02   1.63250604E-02   7.43702551E-03   3.44566454E-03   3.11622407E-03 
  3.98191983E-02   3.18499559E-02   2.33827580E-02   2.07572502E-02   1.55911909E-02   8.22288066E-03   4.46210685E-03   4.16015691E-03 
  4.73429498E-02   3.88204155E-02   3.06950358E-02   2.82817074E-02   2.26887982E-02   8.87121330E-03   3.67467281E-03   3.23655908E-03 
  5.69759937E-02   4.80503313E-02   4.15684175E-02   4.04802568E-02   3.89467376E-02   1.68455597E-02   4.92221848E-03   4.45539857E-03 
  3.06812149E-02   2.39513331E-02   1.77932619E-02   1.61750940E-02   1.51364972E-02   6.06836211E-03   2.40915055E-03   2.06648149E-03 
  5.41090664E-02   4.49920289E-02   3.57343638E-02   3.25569819E-02   2.57357144E-02   1.43834334E-02   8.27469291E-03   8.50696802E-03 
  7.22488110E-02   6.30773263E-02   5.22106922E-02   4.82204505E-02   3.99671384E-02   2.76894109E-02   1.73061345E-02   1.66600953E-02 
  4.52119870E-02   3.57494787E-02   2.59728677E-02   2.31461158E-02   1.85032841E-02   8.12356188E-03   3.49221820E-03   3.26923145E-03 
  3.34909691E-02   2.74737472E-02   2.23407162E-02   2.06412679E-02   1.59267682E-02   5.40702614E-03   2.17646025E-03   1.90470739E-03 
  4.56940184E-02   3.68666173E-02   2.84070522E-02   2.56517792E-02   2.01377238E-02   9.49747491E-03   5.10526180E-03   4.62435999E-03 
  4.18079261E-02   3.45511618E-02   2.92114074E-02   2.79859887E-02   2.48411123E-02   8.75579734E-03   3.53191385E-03   3.08741021E-03 
  4.13537855E-02   3.34999623E-02   2.63071713E-02   2.41302753E-02   1.90989234E-02   7.06743548E-03   3.04526757E-03   2.58196986E-03 
  4.33591729E-02   3.39609674E-02   2.38192007E-02   2.08207410E-02   1.56871940E-02   7.24447896E-03   3.30904934E-03   2.96867570E-03 
  8.55458923E-02   7.57944334E-02   6.45492438E-02   6.03261526E-02   5.19733206E-02   3.58891406E-02   2.23260007E-02   2.32491980E-02 
  6.33836006E-02   5.39806222E-02   4.39533424E-02   4.06709888E-02   3.39997885E-02   2.18049793E-02   1.36437632E-02   1.38430522E-02 
  7.29842113E-02   6.03798917E-02   4.42255956E-02   3.85106731E-02   2.72376783E-02   1.45979037E-02   6.95902390E-03   7.08148165E-03 
  4.10777078E-02   3.30032514E-02   2.48389736E-02   2.21196834E-02   1.62903755E-02   7.64892186E-03   4.07591442E-03   3.73778318E-03 
  4.36280360E-02   3.57345670E-02   2.90339103E-02   2.70836895E-02   2.21958172E-02   8.38708047E-03   3.82794311E-03   3.40688152E-03 
  3.70228416E-02   2.99175939E-02   2.43767208E-02   2.32275928E-02   1.99999059E-02   7.20412578E-03   2.84716700E-03   2.36370646E-03 
  5.24918909E-02   4.45137093E-02   3.68970759E-02   3.41812976E-02   2.77107757E-02   1.61250208E-02   1.05810445E-02   1.12363148E-02 
  4.34496590E-02   3.50773701E-02   2.62298836E-02   2.32945031E-02   1.75864483E-02   1.06491998E-02   7.13491312E-03   7.60114996E-03 
  2.97196699E-02   2.33095471E-02   1.76032373E-02   1.61279738E-02   1.47916316E-02   5.64058942E-03   2.29809229E-03   1.95859390E-03 
  5.93120554E-02   4.72161679E-02   3.38502771E-02   2.94759474E-02   2.09685984E-02   1.03525872E-02   5.25762499E-03   4.86249979E-03 
  4.33806109E-02   3.68685642E-02   3.33858750E-02   3.34490812E-02   3.35309836E-02   1.50384292E-02   3.74616844E-03   3.14660412E-03 
  3.10954713E-02   2.66333229E-02   2.16925799E-02   1.99374893E-02   1.59586268E-02   9.49250934E-03   5.06942100E-03   5.29748088E-03 
  4.60004144E-02   3.64811855E-02   2.81572790E-02   2.57726184E-02   2.46291336E-02   9.09179488E-03   3.60046543E-03   3.05739774E-03 
  5.51036529E-02   4.78012063E-02   4.38329791E-02   4.36583814E-02   4.60802696E-02   2.41025556E-02   9.18174834E-03   9.18792979E-03 
  3.10015046E-02   2.48024563E-02   2.00123041E-02   1.93418796E-02   1.94099917E-02   8.28308041E-03   2.65333837E-03   2.21905523E-03 
  2.31100744E-02   1.94482766E-02   1.59887660E-02   1.49565008E-02   1.24733823E-02   5.13784099E-03   1.93763585E-03   1.87519823E-03 
  5.19788078E-02   4.54583066E-02   3.67755154E-02   3.33597155E-02   2.64250777E-02   1.85368791E-02   9.98379696E-03   1.12199080E-02 
  4.81294268E-02   4.31447134E-02   4.37390584E-02   4.59225100E-02   5.63228953E-02   5.51429061E-02   1.40992807E-02   1.01994766E-02 
  4.67088850E-02   3.77695163E-02   3.03988149E-02   2.82976649E-02   2.57931705E-02   9.21962998E-03   3.75737808E-03   3.23501996E-03 
  7.56230532E-02   6.50649605E-02   5.48112678E-02   5.15481306E-02   4.37835219E-02   2.37411214E-02   1.26829672E-02   1.39208612E-02 
  2.68908603E-02   2.18879049E-02   1.71857423E-02   1.59036534E-02   1.40623226E-02   5.87799062E-03   2.33960704E-03   2.15956749E-03 
  3.42683385E-02   2.70945093E-02   1.95670929E-02   1.73598281E-02   1.32691072E-02   6.93760835E-03   3.66768640E-03   3.46202120E-03 
  6.55421067E-02   5.81557272E-02   4.78789510E-02   4.37446102E-02   3.52552931E-02   2.39151806E-02   1.23094566E-02   1.59396111E-02 
  3.97328069E-02   3.16359764E-02   2.45486844E-02   2.23631101E-02   1.84050184E-02   6.62660773E-03   2.92113818E-03   2.43931202E-03 
  3.23306076E-02   2.56610438E-02   1.93694884E-02   1.75526680E-02   1.33658488E-02   5.28319239E-03   2.37110442E-03   2.01915150E-03 
  3.99700103E-02   3.13727910E-02   2.14365882E-02   1.81529346E-02   1.23004962E-02   5.72686124E-03   2.85194819E-03   2.47806858E-03 
  3.92734820E-02   3.12975151E-02   2.54780312E-02   2.45984894E-02   2.88835428E-02   1.63171566E-02   4.34307985E-03   3.46368882E-03 
  7.34880690E-02   6.32918968E-02   5.32137815E-02   5.02051233E-02   4.37577256E-02   2.44735548E-02   1.26204920E-02   1.38839968E-02 
  4.24450867E-02   3.74033070E-02   3.67880419E-02   3.71176746E-02   4.66954740E-02   3.14604299E-02   8.02516992E-03   6.46075907E-03 
  2.24466949E-02   1.79140092E-02   1.31047554E-02   1.16041251E-02   8.51182848E-03   3.79975566E-03   1.70139816E-03   1.62091854E-03 
  3.03396978E-02   2.37008388E-02   1.74025972E-02   1.58501052E-02   1.41479644E-02   6.54456630E-03   2.76375299E-03   2.43207133E-03 
  4.20828246E-02   3.46320689E-02   2.81311518E-02   2.59856926E-02   1.99810356E-02   7.04403022E-03   3.02505764E-03   2.53888015E-03 
  6.78414692E-02   5.87491100E-02   4.84696089E-02   4.51042669E-02   4.04346350E-02   2.85624254E-02   1.76872503E-02   1.71709609E-02 
  3.18068469E-02   2.45250173E-02   1.70993619E-02   1.48693070E-02   1.05247502E-02   4.71394359E-03   2.21980163E-03   1.97144518E-03 
  6.88981977E-02   5.75697498E-02   4.39693503E-02   3.90469493E-02   2.92069862E-02   1.76110200E-02   9.06061435E-03   9.51318161E-03 
  4.33804593E-02   3.70259190E-02   2.98501906E-02   2.72171495E-02   2.16777402E-02   1.26932122E-02   6.55660592E-03   6.80248276E-03 
  4.64617909E-02   3.72715561E-02   2.80001788E-02   2.53690757E-02   2.07004815E-02   8.69334626E-03   3.48804851E-03   3.27965957E-03 
  4.07199755E-02   3.26534843E-02   2.53774906E-02   2.32946294E-02   1.91144799E-02   7.57870267E-03   3.55418751E-03   3.08772353E-03 
  6.20014275E-02   5.17510545E-02   4.24518737E-02   3.96465608E-02   3.24452486E-02   1.23370398E-02   4.81668827E-03   4.38438975E-03 
  5.21301090E-02   4.37258791E-02   3.44631323E-02   3.07331954E-02   2.26717643E-02   1.27610580E-02   7.87008464E-03   9.31584896E-03 
  7.63392393E-02   7.51722453E-02   7.30491514E-02   7.12336175E-02   6.69574514E-02   5.75864746E-02   3.19671369E-02   3.72813550E-02 
  9.97219410E-02   8.94195019E-02   7.51826868E-02   6.94536550E-02   5.78433417E-02   4.74604096E-02   2.93871301E-02   3.69714221E-02 
  3.77669674E-02   3.07242252E-02   2.50383287E-02   2.38069230E-02   2.15052844E-02   8.37030073E-03   3.07188946E-03   2.79315067E-03 
  4.37314947E-02   3.69843921E-02   3.02748808E-02   2.74288500E-02   2.00613427E-02   7.99974816E-03   3.81497336E-03   3.31814662E-03 
  5.54584672E-02   4.75851277E-02   3.80004679E-02   3.45819003E-02   2.90987179E-02   1.61579586E-02   6.61665326E-03   7.25738555E-03 
  3.73805902E-02   3.00235559E-02   2.39788134E-02   2.25597389E-02   2.00308261E-02   7.21079191E-03   2.86146691E-03   2.39649152E-03 
  2.68528507E-02   2.05319955E-02   1.39239958E-02   1.20208495E-02   8.81390117E-03   4.32465670E-03   2.02676047E-03   1.78601456E-03 
  3.86600450E-02   3.04736507E-02   2.32991963E-02   2.14229579E-02   1.99819346E-02   7.48840865E-03   2.93176335E-03   2.49921582E-03 
  4.70448579E-02   3.74714399E-02   2.86029304E-02   2.57913448E-02   1.99665120E-02   7.73819604E-03   3.51105988E-03   3.14580041E-03 
  3.45283422E-02   2.79412988E-02   2.04706905E-02   1.78154784E-02   1.26053138E-02   6.34775441E-03   3.29491648E-03   3.13725943E-03 
  4.75306333E-02   3.94487726E-02   2.99888797E-02   2.66808205E-02   1.96899712E-02   9.02688924E-03   3.97487795E-03   3.89552242E-03 
  2.92603825E-02   2.32017417E-02   1.61957778E-02   1.37305129E-02   9.20437860E-03   4.19499344E-03   1.97834667E-03   1.82468385E-03 
  4.10107820E-02   3.35487102E-02   2.75799376E-02   2.59103819E-02   2.18225074E-02   7.39438094E-03   2.86369748E-03   2.46751458E-03 
  3.65737942E-02   2.82090987E-02   2.03360980E-02   1.84683138E-02   1.69029699E-02   7.94079465E-03   2.82636874E-03   2.44214100E-03 
  4.71087519E-02   3.99836522E-02   3.50041719E-02   3.40623042E-02   3.19084567E-02   1.29697039E-02   4.29649623E-03   3.89827360E-03 
  2.37799780E-02   1.91330078E-02   1.37876030E-02   1.19993903E-02   8.57377929E-03   4.52356895E-03   2.20218254E-03   2.16528057E-03 
  5.06979040E-02   4.11053762E-02   3.15221999E-02   2.87305962E-02   2.41943365E-02   1.00415032E-02   4.07915468E-03   3.64667700E-03 
  7.19815458E-02   6.73878007E-02   5.97139294E-02   5.56373372E-02   4.62926849E-02   3.59477261E-02   1.97981801E-02   2.47472477E-02 
  4.08605501E-02   3.26022225E-02   2.52324505E-02   2.29392835E-02   1.77290658E-02   6.35455042E-03   2.74748699E-03   2.33971446E-03 
  4.19513396E-02   3.35587408E-02   2.69303936E-02   2.53993945E-02   2.70522973E-02   1.08780230E-02   3.70922462E-03   3.07210604E-03 
  3.88451474E-02   3.29023037E-02   2.89241440E-02   2.78709845E-02   2.38857003E-02   7.74383698E-03   2.60613360E-03   2.24285679E-03 
  3.93335646E-02   3.08267572E-02   2.19150303E-02   1.88664653E-02   1.28526515E-02   5.35904469E-03   2.61140840E-03   2.19141293E-03 
  7.41614350E-02   6.55626383E-02   5.74323974E-02   5.53113403E-02   5.22890054E-02   3.43891960E-02   1.99179079E-02   1.97339860E-02 
  3.59683996E-02   3.07233837E-02   2.40098227E-02   2.14833641E-02   1.64049798E-02   1.04435116E-02   5.37943651E-03   5.85883805E-03 
  5.15301622E-02   4.37066589E-02   3.52100131E-02   3.20673583E-02   2.50736565E-02   1.44162683E-02   8.00041067E-03   7.93207267E-03 
  4.60153733E-02   3.78731634E-02   2.92154386E-02   2.62923120E-02   2.01951404E-02   1.16871215E-02   7.07650371E-03   6.91882789E-03 
  3.90605248E-02   3.12859343E-02   2.44255609E-02   2.24763323E-02   1.87102265E-02   6.98748902E-03   3.11348526E-03   2.60088392E-03 
  2.76921494E-02   2.17197360E-02   1.56219256E-02   1.36753857E-02   9.87948888E-03   4.16734971E-03   1.89146778E-03   1.70020150E-03 
  5.54276632E-02   4.71858212E-02   3.85286337E-02   3.54256591E-02   2.81524539E-02   1.53979471E-02   8.11388635E-03   8.28396764E-03 
  4.01918237E-02   3.52347645E-02   3.42910055E-02   3.57697291E-02   4.19431511E-02   3.70484802E-02   8.31206378E-03   6.35805808E-03 
  7.91004878E-02   7.34398326E-02   6.61009525E-02   6.27554089E-02   5.48355432E-02   4.01183966E-02   2.34293871E-02   2.34222724E-02 
  2.47918697E-02   1.97734587E-02   1.47334534E-02   1.32443480E-02   1.03626602E-02   4.89425185E-03   2.43579279E-03   2.61461510E-03 
  4.24567568E-02   3.57386595E-02   2.78759480E-02   2.52333104E-02   2.01861152E-02   1.09729845E-02   5.34528652E-03   5.98341930E-03 
  3.94544900E-02   3.20195494E-02   2.59496187E-02   2.43375009E-02   2.63934598E-02   1.30012256E-02   3.84590625E-03   3.37621955E-03 
  3.47024985E-02   2.99821669E-02   2.83120967E-02   2.88197656E-02   3.08631407E-02   1.44310253E-02   3.39590542E-03   2.85191033E-03 
  3.00345405E-02   2.39563195E-02   1.75423890E-02   1.54789065E-02   1.11543672E-02   4.78376447E-03   2.18152874E-03   1.95664037E-03 
  3.16509442E-02   2.73188516E-02   2.39286324E-02   2.28190106E-02   1.91913341E-02   8.04267247E-03   3.53942105E-03   3.86893012E-03 
  3.06260563E-02   2.40439719E-02   1.78487698E-02   1.62216790E-02   1.34529867E-02   5.58001779E-03   2.50608036E-03   2.17798610E-03 
  5.92818565E-02   4.88780384E-02   3.91407037E-02   3.61093767E-02   3.16261828E-02   1.35073085E-02   5.91643856E-03   5.71184638E-03 
  4.88452085E-02   3.84737504E-02   2.83205497E-02   2.52082106E-02   1.90289101E-02   7.64342303E-03   3.48767154E-03   3.03461824E-03 
  2.35448750E-02   1.90547131E-02   1.45336923E-02   1.30877012E-02   9.84299982E-03   3.99254752E-03   1.70115011E-03   1.57490203E-03 
  4.21745925E-02   3.49282310E-02   2.75948242E-02   2.54678567E-02   2.19291842E-02   1.30142206E-02   7.58692140E-03   7.75822510E-03 
  3.27575845E-02   2.69533866E-02   2.21608541E-02   2.07199834E-02   1.64042231E-02   5.66549443E-03   2.31029081E-03   1.94586769E-03 
  5.38413749E-02   4.31987006E-02   3.14051948E-02   2.75877734E-02   1.99851781E-02   9.14728572E-03   4.33297388E-03   3.91830157E-03 
  2.95739560E-02   2.30321069E-02   1.63452223E-02   1.42402620E-02   1.00211001E-02   4.26180201E-03   2.02046372E-03   1.74468798E-03 
  3.98007415E-02   3.26036553E-02   2.50342424E-02   2.24590369E-02   1.66517430E-02   7.63977561E-03   3.74819421E-03   3.61951500E-03 
  4.11943511E-02   3.18991517E-02   2.16636394E-02   1.83382557E-02   1.23743251E-02   5.61646297E-03   2.82274075E-03   2.42871093E-03 
  5.82860132E-02   4.96754779E-02   4.07572170E-02   3.79296149E-02   3.41831334E-02   2.20032770E-02   1.28854341E-02   1.30352485E-02 
  5.50790536E-02   4.51178991E-02   3.60190120E-02   3.34892132E-02   2.72601707E-02   1.05741634E-02   4.31312607E-03   3.72370870E-03 
  3.81649954E-02   3.08384224E-02   2.42289780E-02   2.20849628E-02   1.65112052E-02   5.98698298E-03   2.58638138E-03   2.22096164E-03 
  2.91242960E-02   2.29414201E-02   1.66857309E-02   1.48275235E-02   1.09641893E-02   4.72793420E-03   2.20411729E-03   1.95582019E-03 
  6.05074847E-02   4.91475639E-02   3.73681303E-02   3.34907003E-02   2.61796358E-02   1.08429661E-02   4.56304413E-03   4.38555339E-03 
  5.83715418E-02   4.80132703E-02   3.83988911E-02   3.60943692E-02   3.34996832E-02   1.76750211E-02   8.20040588E-03   8.44082490E-03 
  6.97330918E-02   5.81024998E-02   4.62406574E-02   4.26828541E-02   3.49224338E-02   1.48902776E-02   5.64281527E-03   5.36967720E-03 
  4.99027701E-02   4.24491427E-02   3.48970269E-02   3.26540132E-02   3.09535503E-02   1.94552085E-02   1.07531208E-02   1.06014264E-02 
  4.09060320E-02   3.21769513E-02   2.18033846E-02   1.83548438E-02   1.23695793E-02   5.71397184E-03   2.87508503E-03   2.45434111E-03 
  3.21900954E-02   2.73798548E-02   2.17448352E-02   1.98137499E-02   1.69640463E-02   1.13548923E-02   5.98864660E-03   7.22329732E-03 
  5.21689338E-02   4.08131578E-02   2.91515258E-02   2.56667288E-02   1.92969554E-02   8.73442756E-03   4.15435953E-03   3.65316944E-03 
  4.40630503E-02   3.52280876E-02   2.49448858E-02   2.11907769E-02   1.42213980E-02   5.99853162E-03   2.95932260E-03   2.48203280E-03 
  5.36519653E-02   4.34734221E-02   3.23259521E-02   2.89178135E-02   2.20214938E-02   1.18020469E-02   6.49713249E-03   6.57871033E-03 
  3.58581300E-02   2.86592639E-02   2.05763227E-02   1.78527562E-02   1.27390999E-02   6.72214357E-03   3.62566004E-03   3.42666518E-03 
  2.87340943E-02   2.42715864E-02   1.90043433E-02   1.71016336E-02   1.31940495E-02   8.32828365E-03   4.58567277E-03   5.06646695E-03 
  7.50900442E-02   6.37267186E-02   5.11115559E-02   4.70942715E-02   4.07457004E-02   2.43946395E-02   1.19291093E-02   1.27980619E-02 
  3.12543199E-02   2.39934408E-02   1.67389816E-02   1.47767562E-02   1.17483929E-02   5.36343454E-03   2.42811654E-03   2.06201537E-03 
  4.03523113E-02   3.59056960E-02   3.07573635E-02   2.86965247E-02   2.38551791E-02   1.65913871E-02   9.89093635E-03   1.03452736E-02 
  3.94897986E-02   3.48118530E-02   3.42939666E-02   3.55661733E-02   4.24941183E-02   2.77159265E-02   9.10428162E-03   9.35354431E-03 
  3.48352674E-02   2.75109851E-02   2.03561908E-02   1.83243597E-02   1.46356433E-02   6.61821630E-03   3.31191288E-03   2.99055917E-03 
  4.08890615E-02   3.22596657E-02   2.27019882E-02   1.95841200E-02   1.36360919E-02   6.44260442E-03   3.14678602E-03   2.84066375E-03 
  4.83691601E-02   3.96938404E-02   3.37071240E-02   3.26939620E-02   3.96015084E-02   3.28617387E-02   1.03346007E-02   8.17819877E-03 
  6.63367848E-02   5.87007426E-02   5.01603064E-02   4.69755561E-02   4.02219441E-02   2.91861571E-02   1.80450078E-02   1.93355222E-02 
  4.62031939E-02   3.63666797E-02   2.65600050E-02   2.38064951E-02   1.92065022E-02   9.18277546E-03   4.68554200E-03   4.28652802E-03 
  2.61507266E-02   2.24119265E-02   1.89712606E-02   1.78519392E-02   1.51841998E-02   6.42315710E-03   2.44130575E-03   2.47658710E-03 
  4.21336014E-02   3.34984773E-02   2.42024948E-02   2.12797940E-02   1.56193380E-02   7.93579701E-03   4.08518647E-03   4.32269422E-03 
  3.65892548E-02   2.97690542E-02   2.39646055E-02   2.24614157E-02   1.87440254E-02   7.21267769E-03   3.17363535E-03   2.77544013E-03 
  3.31180586E-02   2.82666517E-02   2.58031939E-02   2.59254649E-02   2.67247859E-02   1.18930621E-02   3.06459527E-03   2.56959980E-03 
  6.10865339E-02   5.04405332E-02   3.91828501E-02   3.55390005E-02   2.85522237E-02   1.62456856E-02   9.18985128E-03   9.27203155E-03 
  5.14834970E-02   4.32648265E-02   3.54886663E-02   3.29418347E-02   2.86625082E-02   1.59905179E-02   9.28327650E-03   1.17078619E-02 
  3.80036890E-02   2.94118314E-02   2.07697771E-02   1.83416011E-02   1.41656182E-02   6.13714924E-03   2.81616138E-03   2.46386282E-03 
  3.51435533E-02   2.82306477E-02   2.29270571E-02   2.13856065E-02   2.25488783E-02   7.94657482E-03   2.88007623E-03   2.40126968E-03 
