t(412)  t(443)  t(490)  t(510)  t(555)  t(670)  t(765)  t(865)  
  7.92577530E-01   8.37383324E-01   8.86315607E-01   9.00192608E-01   9.23814691E-01   9.56688032E-01   9.72064259E-01   9.78708080E-01 
  7.74221789E-01   8.10528830E-01   8.49183692E-01   8.60697298E-01   8.81101901E-01   9.16601418E-01   9.33262215E-01   9.40413373E-01 
  7.60373342E-01   8.02735332E-01   8.45453810E-01   8.57179102E-01   8.76436038E-01   9.24536642E-01   9.39775559E-01   9.49048230E-01 
  7.90018044E-01   8.33731919E-01   8.82047005E-01   8.96324789E-01   9.21988682E-01   9.59184473E-01   9.74716687E-01   9.80627765E-01 
  8.59815930E-01   8.92780046E-01   9.26550543E-01   9.35991742E-01   9.52693741E-01   9.75972399E-01   9.85147656E-01   9.88721085E-01 
  8.60070340E-01   8.92370935E-01   9.25415902E-01   9.34766772E-01   9.51546029E-01   9.76248160E-01   9.85211037E-01   9.88767991E-01 
  7.54308026E-01   7.87155165E-01   8.25788108E-01   8.39033413E-01   8.66974470E-01   9.18534443E-01   9.42583738E-01   9.55097797E-01 
  6.89676506E-01   7.44074801E-01   8.07451933E-01   8.27146113E-01   8.63944530E-01   9.20873269E-01   9.47985759E-01   9.59917209E-01 
  8.33614218E-01   8.72967500E-01   9.12425079E-01   9.23158516E-01   9.41310721E-01   9.66447725E-01   9.78816674E-01   9.83807806E-01 
  7.97070386E-01   8.35500784E-01   8.77531609E-01   8.90285759E-01   9.14119375E-01   9.50385009E-01   9.65991750E-01   9.73391668E-01 
  8.63633171E-01   8.97226077E-01   9.31135113E-01   9.40162761E-01   9.54267679E-01   9.76099405E-01   9.83709840E-01   9.86664851E-01 
  7.34368822E-01   7.78350258E-01   8.26701522E-01   8.41153226E-01   8.67316958E-01   9.10399540E-01   9.24488804E-01   9.37591426E-01 
  8.58696733E-01   8.93000722E-01   9.28438453E-01   9.38229538E-01   9.54871114E-01   9.77095273E-01   9.85844174E-01   9.89327800E-01 
  7.87923956E-01   8.28329736E-01   8.72463264E-01   8.84825554E-01   9.06374185E-01   9.34543065E-01   9.46745722E-01   9.56467227E-01 
  6.89399017E-01   7.28985064E-01   7.75739086E-01   7.90822729E-01   8.19748614E-01   8.70300806E-01   9.00203849E-01   9.16126232E-01 
  8.64607539E-01   8.95022929E-01   9.25100596E-01   9.33487751E-01   9.47463846E-01   9.73156472E-01   9.82412503E-01   9.85818041E-01 
  8.41563778E-01   8.76087875E-01   9.12722468E-01   9.23407625E-01   9.42738137E-01   9.71397119E-01   9.81775117E-01   9.85881877E-01 
  8.63026108E-01   8.95919281E-01   9.30157160E-01   9.39540007E-01   9.55941535E-01   9.77121041E-01   9.85963361E-01   9.89462061E-01 
  6.93923380E-01   7.54568957E-01   8.24437609E-01   8.45507663E-01   8.83989383E-01   9.41172290E-01   9.64154684E-01   9.72979249E-01 
  8.31339841E-01   8.66184115E-01   9.02818474E-01   9.13240069E-01   9.31251454E-01   9.59459794E-01   9.71834602E-01   9.76283755E-01 
  8.59677958E-01   8.92419302E-01   9.25963631E-01   9.35163065E-01   9.51085518E-01   9.73231674E-01   9.81591834E-01   9.85632554E-01 
  8.83412857E-01   9.09402112E-01   9.36065673E-01   9.43914279E-01   9.58757901E-01   9.81221398E-01   9.88865160E-01   9.91481335E-01 
  7.89298090E-01   8.27523364E-01   8.71435314E-01   8.85206063E-01   9.11010014E-01   9.49958233E-01   9.64310216E-01   9.69827873E-01 
  6.35179256E-01   6.73306252E-01   7.18543984E-01   7.33638180E-01   7.63168030E-01   8.14190409E-01   8.39450235E-01   8.55008880E-01 
  6.73549987E-01   7.16278295E-01   7.68076940E-01   7.85339404E-01   8.19088883E-01   8.75921891E-01   9.07517372E-01   9.27185435E-01 
  5.79817038E-01   6.24875751E-01   6.81816468E-01   7.01076549E-01   7.40092304E-01   8.15756305E-01   8.59090060E-01   8.84906639E-01 
  8.18608007E-01   8.52436147E-01   8.91353545E-01   9.03649328E-01   9.27315154E-01   9.63635983E-01   9.78239339E-01   9.83449424E-01 
  8.26532897E-01   8.65564337E-01   9.07433649E-01   9.19304320E-01   9.39945922E-01   9.68855818E-01   9.81177774E-01   9.85917410E-01 
  7.01111216E-01   7.51297385E-01   8.13639375E-01   8.34059446E-01   8.73247379E-01   9.32714617E-01   9.58755648E-01   9.68543193E-01 
  6.64683608E-01   6.95300159E-01   7.30771536E-01   7.43908983E-01   7.72260553E-01   8.29249966E-01   8.59246944E-01   8.79781847E-01 
  7.36226131E-01   7.88368200E-01   8.47815933E-01   8.65903179E-01   8.99222166E-01   9.48567766E-01   9.69673570E-01   9.77263196E-01 
  5.28298116E-01   5.66747902E-01   6.16306837E-01   6.34700946E-01   6.74131734E-01   7.56187794E-01   8.07245402E-01   8.43265535E-01 
  7.67007300E-01   8.13336777E-01   8.64313213E-01   8.78531835E-01   9.01412094E-01   9.36934045E-01   9.46473004E-01   9.54958093E-01 
  7.33082300E-01   7.86685581E-01   8.45757460E-01   8.63451098E-01   8.95773617E-01   9.45251335E-01   9.66597716E-01   9.74794455E-01 
  8.39737859E-01   8.76623178E-01   9.15481081E-01   9.26304923E-01   9.45182461E-01   9.71843789E-01   9.83146912E-01   9.87458819E-01 
  8.44496477E-01   8.81259827E-01   9.19272558E-01   9.29836290E-01   9.48007886E-01   9.71876230E-01   9.82415485E-01   9.86564456E-01 
  8.26243597E-01   8.63505478E-01   9.03818982E-01   9.15719889E-01   9.37286659E-01   9.69169767E-01   9.81854345E-01   9.86343963E-01 
  8.56100059E-01   8.90005994E-01   9.25097350E-01   9.34866697E-01   9.51761592E-01   9.74590599E-01   9.84529238E-01   9.88347998E-01 
  7.86443441E-01   8.33504019E-01   8.84951585E-01   8.99783723E-01   9.25784184E-01   9.62113399E-01   9.77331135E-01   9.82908714E-01 
  7.35174418E-01   7.79088446E-01   8.29344883E-01   8.44958166E-01   8.74036907E-01   9.18296899E-01   9.36782135E-01   9.45256118E-01 
  6.97250386E-01   7.53866026E-01   8.20532051E-01   8.41228169E-01   8.79775919E-01   9.38581365E-01   9.63648658E-01   9.72607154E-01 
  7.47732292E-01   7.95396127E-01   8.49345882E-01   8.65785225E-01   8.96074391E-01   9.40539163E-01   9.59694808E-01   9.67151509E-01 
  7.51065883E-01   7.92470978E-01   8.38864258E-01   8.52698376E-01   8.77890918E-01   9.12540911E-01   9.28211535E-01   9.40222168E-01 
  8.43506388E-01   8.77943494E-01   9.14308424E-01   9.24887325E-01   9.43863047E-01   9.72403714E-01   9.83450476E-01   9.87526911E-01 
  7.80925657E-01   8.25701480E-01   8.75372895E-01   8.90235543E-01   9.17443648E-01   9.57925445E-01   9.75098394E-01   9.81252232E-01 
  8.84725564E-01   9.11213583E-01   9.37759896E-01   9.45462979E-01   9.58192582E-01   9.80450082E-01   9.88505442E-01   9.91253631E-01 
  8.07993279E-01   8.43207195E-01   8.81755830E-01   8.93467461E-01   9.14748546E-01   9.49405995E-01   9.66188464E-01   9.73208526E-01 
  7.58395236E-01   8.04128373E-01   8.56273622E-01   8.72386603E-01   9.02639104E-01   9.48400164E-01   9.67398154E-01   9.74816976E-01 
  7.98171832E-01   8.44550395E-01   8.94865463E-01   9.08958371E-01   9.32752716E-01   9.65067982E-01   9.78855506E-01   9.83953264E-01 
  7.57849314E-01   8.06869231E-01   8.62750155E-01   8.79590561E-01   9.10221723E-01   9.53597298E-01   9.72874578E-01   9.79813856E-01 
  7.79859367E-01   8.17128194E-01   8.57347791E-01   8.69574679E-01   8.91790881E-01   9.29500411E-01   9.44705115E-01   9.53376560E-01 
  7.44453878E-01   7.93000759E-01   8.49109097E-01   8.66471856E-01   8.99002513E-01   9.48340373E-01   9.68875857E-01   9.76434116E-01 
  7.76531905E-01   8.20118707E-01   8.66407578E-01   8.79287487E-01   9.01805566E-01   9.30957159E-01   9.43600998E-01   9.51986667E-01 
  8.81788215E-01   9.09502336E-01   9.37090672E-01   9.44883050E-01   9.58728633E-01   9.80097785E-01   9.87204906E-01   9.90044281E-01 
  7.53072559E-01   7.86853326E-01   8.22635360E-01   8.33674843E-01   8.54783852E-01   9.00597984E-01   9.14129304E-01   9.22989910E-01 
  7.14437355E-01   7.72680521E-01   8.39445012E-01   8.59274552E-01   8.95182548E-01   9.45521022E-01   9.66357285E-01   9.74561922E-01 
  7.66841927E-01   8.01851020E-01   8.40784633E-01   8.52851826E-01   8.75452596E-01   9.12004371E-01   9.26591302E-01   9.30728016E-01 
  8.38988718E-01   8.75379590E-01   9.14344076E-01   9.25360206E-01   9.44307544E-01   9.70353242E-01   9.81252067E-01   9.85307210E-01 
  5.23290668E-01   5.61672258E-01   6.12112777E-01   6.30064877E-01   6.64849042E-01   7.10592196E-01   7.42917645E-01   7.74085559E-01 
  7.45809195E-01   7.87283282E-01   8.33911652E-01   8.47794446E-01   8.71863665E-01   9.01815852E-01   9.12954978E-01   9.22739859E-01 
  8.19362125E-01   8.57329467E-01   8.98832142E-01   9.11110936E-01   9.33235703E-01   9.65281879E-01   9.78683251E-01   9.83633054E-01 
  6.81100602E-01   7.33178735E-01   7.95662870E-01   8.15609167E-01   8.53725539E-01   9.13611326E-01   9.41189853E-01   9.53452530E-01 
  8.75446782E-01   9.02177767E-01   9.29601328E-01   9.37568268E-01   9.52102318E-01   9.76688916E-01   9.86632660E-01   9.89638138E-01 
  8.70044038E-01   8.99678614E-01   9.30090988E-01   9.38782881E-01   9.54510928E-01   9.77858858E-01   9.85883944E-01   9.89140543E-01 
  8.42923992E-01   8.79208492E-01   9.17573686E-01   9.28239497E-01   9.46433874E-01   9.70121021E-01   9.80952122E-01   9.85558461E-01 
  7.99669263E-01   8.37852207E-01   8.79924593E-01   8.92688791E-01   9.15965084E-01   9.51809736E-01   9.66368928E-01   9.71598411E-01 
  7.51477765E-01   8.05467982E-01   8.65612799E-01   8.83051215E-01   9.13532114E-01   9.54577955E-01   9.72229438E-01   9.79078549E-01 
  8.09741032E-01   8.51520338E-01   8.95493307E-01   9.07996885E-01   9.30072240E-01   9.62333773E-01   9.74751016E-01   9.80263587E-01 
  5.10139796E-01   5.54972309E-01   6.15141828E-01   6.35636745E-01   6.75687363E-01   7.49093660E-01   7.96063967E-01   8.32369800E-01 
  8.71261700E-01   8.98927479E-01   9.28125969E-01   9.36689318E-01   9.52117166E-01   9.76637307E-01   9.86711507E-01   9.89736188E-01 
  3.29285168E-01   3.58665835E-01   4.02382628E-01   4.19299258E-01   4.56359149E-01   5.28353856E-01   5.76626492E-01   6.30650995E-01 
  8.67297303E-01   8.96194503E-01   9.25685699E-01   9.34199727E-01   9.49702279E-01   9.75711218E-01   9.84146971E-01   9.87141323E-01 
  8.45872146E-01   8.80337976E-01   9.16814567E-01   9.27090622E-01   9.44738605E-01   9.70915813E-01   9.81105895E-01   9.85292342E-01 
  8.43709884E-01   8.77402456E-01   9.11060095E-01   9.20703428E-01   9.38285425E-01   9.61701671E-01   9.69666303E-01   9.74008268E-01 
  6.20268774E-01   6.68185203E-01   7.30141799E-01   7.51433857E-01   7.93440947E-01   8.63975870E-01   9.02802855E-01   9.24249976E-01 
  8.17379545E-01   8.54598470E-01   8.95015205E-01   9.07006374E-01   9.29112093E-01   9.62185060E-01   9.75908393E-01   9.81234706E-01 
  7.29513384E-01   7.68975765E-01   8.14266631E-01   8.28579984E-01   8.55719953E-01   9.02118352E-01   9.23777038E-01   9.37270481E-01 
  7.48282514E-01   7.89641199E-01   8.36167233E-01   8.50585894E-01   8.77147586E-01   9.19618557E-01   9.39546188E-01   9.47739373E-01 
  8.51116924E-01   8.85049101E-01   9.18846987E-01   9.28274754E-01   9.45463972E-01   9.72309636E-01   9.81583559E-01   9.85645281E-01 
  8.34428241E-01   8.73123700E-01   9.14339465E-01   9.25790519E-01   9.45164302E-01   9.69563993E-01   9.80036857E-01   9.68680890E-01 
  8.74289532E-01   9.04039457E-01   9.33768483E-01   9.42154908E-01   9.57427320E-01   9.79242747E-01   9.87599680E-01   9.90670622E-01 
  6.66458284E-01   7.15768277E-01   7.75445313E-01   7.93258274E-01   8.24945933E-01   8.73014066E-01   8.90805998E-01   9.09805900E-01 
  5.60935748E-01   6.04683016E-01   6.59146830E-01   6.79722513E-01   7.20326837E-01   7.89188288E-01   8.29701023E-01   8.60899022E-01 
  6.35661457E-01   6.79511717E-01   7.36515825E-01   7.54675776E-01   7.87706568E-01   8.38245052E-01   8.72659166E-01   8.96513394E-01 
  8.39771362E-01   8.73623342E-01   9.10277881E-01   9.21150034E-01   9.41002428E-01   9.70725620E-01   9.82716143E-01   9.86939062E-01 
  8.37222400E-01   8.75574119E-01   9.15006921E-01   9.25760269E-01   9.43964940E-01   9.67714153E-01   9.77880826E-01   9.82249931E-01 
  8.18603669E-01   8.58129440E-01   9.02308294E-01   9.15087208E-01   9.36479539E-01   9.60691190E-01   9.72672593E-01   9.78168845E-01 
  8.91303992E-01   9.15864161E-01   9.40034032E-01   9.46893842E-01   9.59311298E-01   9.81205735E-01   9.89826563E-01   9.92462671E-01 
  8.27661145E-01   8.69414261E-01   9.13757382E-01   9.26137220E-01   9.46801903E-01   9.73137893E-01   9.83975008E-01   9.87916035E-01 
  8.24235360E-01   8.61862397E-01   9.01178954E-01   9.12254789E-01   9.31271246E-01   9.55955309E-01   9.65029159E-01   9.69824860E-01 
  8.67641031E-01   9.00675546E-01   9.33848869E-01   9.42907424E-01   9.58516619E-01   9.79299358E-01   9.87766188E-01   9.90875846E-01 
  6.80564970E-01   7.10567826E-01   7.48069481E-01   7.62723588E-01   7.95322320E-01   8.58582949E-01   8.91894450E-01   9.13275950E-01 
  8.82827002E-01   9.08007658E-01   9.34090428E-01   9.41727563E-01   9.55532591E-01   9.78467137E-01   9.88395160E-01   9.91315006E-01 
  8.46234029E-01   8.82842339E-01   9.21604158E-01   9.32287608E-01   9.50518797E-01   9.74605739E-01   9.84867302E-01   9.88738671E-01 
  6.58650087E-01   7.02082909E-01   7.56186920E-01   7.74368806E-01   8.09367791E-01   8.68026800E-01   9.04040148E-01   9.24080403E-01 
  6.53017023E-01   7.07765693E-01   7.72925550E-01   7.93479338E-01   8.32330563E-01   8.94311108E-01   9.25221267E-01   9.41986959E-01 
  8.69302351E-01   9.01295723E-01   9.33086773E-01   9.41872201E-01   9.57521481E-01   9.78850542E-01   9.87013844E-01   9.90241604E-01 
  8.53663417E-01   8.88418150E-01   9.25011779E-01   9.35427435E-01   9.53302605E-01   9.76457391E-01   9.85955401E-01   9.89498544E-01 
  7.58709631E-01   8.01719252E-01   8.51448851E-01   8.66224300E-01   8.91766665E-01   9.30112702E-01   9.49674132E-01   9.59817646E-01 
  8.62653578E-01   8.92828563E-01   9.24640721E-01   9.33897601E-01   9.50654745E-01   9.75882576E-01   9.85510271E-01   9.88863688E-01 
  8.49660864E-01   8.86704815E-01   9.24945480E-01   9.35397394E-01   9.53110298E-01   9.76729021E-01   9.86609431E-01   9.90119524E-01 
  8.60209216E-01   8.91324223E-01   9.23414018E-01   9.32563846E-01   9.49123830E-01   9.71807069E-01   9.78914900E-01   9.82600629E-01 
  6.99555366E-01   7.48910501E-01   8.09764043E-01   8.29749664E-01   8.68129937E-01   9.29797376E-01   9.56988116E-01   9.67448658E-01 
  8.26248398E-01   8.66001342E-01   9.09112627E-01   9.21330544E-01   9.41844258E-01   9.66370876E-01   9.77337391E-01   9.82459698E-01 
  8.14969978E-01   8.49463284E-01   8.86694627E-01   8.97899204E-01   9.18549685E-01   9.51253126E-01   9.63622289E-01   9.63960150E-01 
  8.10378113E-01   8.55260121E-01   9.02468704E-01   9.15548823E-01   9.38264870E-01   9.68114841E-01   9.80299463E-01   9.85200913E-01 
  7.02379357E-01   7.62450765E-01   8.30387945E-01   8.50421071E-01   8.87502634E-01   9.42479337E-01   9.64122180E-01   9.72682191E-01 
  6.98663658E-01   7.50601816E-01   8.10702672E-01   8.29389087E-01   8.63935522E-01   9.16885317E-01   9.41840111E-01   9.53454894E-01 
  7.61219017E-01   7.99597320E-01   8.44879232E-01   8.59526281E-01   8.87458062E-01   9.30962527E-01   9.50403683E-01   9.60167499E-01 
  7.98101493E-01   8.39219800E-01   8.84669055E-01   8.98364364E-01   9.23514786E-01   9.60583349E-01   9.75884883E-01   9.81717468E-01 
  8.21511933E-01   8.56361830E-01   8.93760124E-01   9.04819986E-01   9.24823114E-01   9.53125633E-01   9.65634254E-01   9.71601624E-01 
  8.53730856E-01   8.89876139E-01   9.27165661E-01   9.37326575E-01   9.54570487E-01   9.76647207E-01   9.85985751E-01   9.89524421E-01 
  8.35296159E-01   8.70208999E-01   9.07502250E-01   9.18467844E-01   9.38032585E-01   9.68340562E-01   9.80496160E-01   9.85064239E-01 
  7.65255600E-01   8.00550856E-01   8.39586823E-01   8.51853028E-01   8.74747528E-01   9.13854454E-01   9.29319066E-01   9.37060983E-01 
  8.50835885E-01   8.82801580E-01   9.17308787E-01   9.27495976E-01   9.46120935E-01   9.73883759E-01   9.84891692E-01   9.88684343E-01 
  7.52176673E-01   7.96054999E-01   8.45356905E-01   8.60483232E-01   8.88796942E-01   9.34412472E-01   9.56375717E-01   9.66122688E-01 
  8.39370014E-01   8.76969222E-01   9.17025859E-01   9.28353916E-01   9.47925761E-01   9.77206626E-01   9.89928700E-01   9.93481988E-01 
  7.68732794E-01   8.11083365E-01   8.57341097E-01   8.70651473E-01   8.94618131E-01   9.28664328E-01   9.43671225E-01   9.53314684E-01 
  7.85792892E-01   8.29366102E-01   8.76655041E-01   8.90482752E-01   9.15393489E-01   9.51922173E-01   9.68277890E-01   9.75587996E-01 
  8.49691153E-01   8.85284246E-01   9.22177669E-01   9.32389255E-01   9.49989699E-01   9.74139909E-01   9.84691148E-01   9.88584871E-01 
  7.21390538E-01   7.55991353E-01   8.05971952E-01   8.23546686E-01   8.58609504E-01   9.15566803E-01   9.40745351E-01   9.52369499E-01 
  8.79403178E-01   9.09157642E-01   9.38832479E-01   9.47022052E-01   9.61505131E-01   9.81339760E-01   9.89160655E-01   9.91942841E-01 
  7.33617675E-01   7.89677580E-01   8.53073726E-01   8.71772384E-01   9.04820531E-01   9.50626253E-01   9.70200563E-01   9.77255720E-01 
  8.41765754E-01   8.75199612E-01   9.10652782E-01   9.21014369E-01   9.39826697E-01   9.68380764E-01   9.80101031E-01   9.84117101E-01 
  7.78926124E-01   8.20087520E-01   8.65692641E-01   8.78918708E-01   9.02024966E-01   9.30345980E-01   9.44666260E-01   9.54570298E-01 
  6.67504297E-01   7.29687993E-01   7.99315415E-01   8.20901498E-01   8.61142988E-01   9.21278278E-01   9.47807350E-01   9.59062114E-01 
  8.78731656E-01   9.05893375E-01   9.33664344E-01   9.41712611E-01   9.56685871E-01   9.79473988E-01   9.87783793E-01   9.90766834E-01 
  7.67185891E-01   8.09075930E-01   8.54556629E-01   8.68038885E-01   8.92334345E-01   9.24413738E-01   9.37452015E-01   9.48043197E-01 
  8.03013208E-01   8.46254099E-01   8.93159901E-01   9.06593011E-01   9.30377369E-01   9.62942704E-01   9.76865407E-01   9.82370434E-01 
  8.20786928E-01   8.58574760E-01   9.00200379E-01   9.12582277E-01   9.35066899E-01   9.67426761E-01   9.80776922E-01   9.85598461E-01 
  8.20449502E-01   8.59084215E-01   9.00352557E-01   9.12427047E-01   9.34356619E-01   9.66941996E-01   9.79576106E-01   9.84490323E-01 
  7.02651635E-01   7.40761775E-01   7.82877217E-01   7.96404855E-01   8.23833598E-01   8.78411991E-01   8.96843242E-01   9.11703386E-01 
  8.62708409E-01   8.89605229E-01   9.16501584E-01   9.24329063E-01   9.38101882E-01   9.67855184E-01   9.81405997E-01   9.84802424E-01 
  8.45796564E-01   8.83446421E-01   9.22330542E-01   9.32888853E-01   9.50562115E-01   9.73790423E-01   9.83756502E-01   9.87408350E-01 
  7.86100476E-01   8.33107712E-01   8.83480261E-01   8.97966032E-01   9.24051654E-01   9.63315257E-01   9.75587972E-01   9.81646383E-01 
  8.63839108E-01   8.93114878E-01   9.23511103E-01   9.32551311E-01   9.49811185E-01   9.77678922E-01   9.85979028E-01   9.88440901E-01 
  8.67252000E-01   8.98820746E-01   9.31206678E-01   9.40173246E-01   9.55760980E-01   9.78241159E-01   9.87373033E-01   9.90789810E-01 
  7.39443579E-01   7.84224126E-01   8.35380732E-01   8.50111471E-01   8.77392542E-01   9.21034913E-01   9.43376334E-01   9.54958858E-01 
  8.37069228E-01   8.71861157E-01   9.07986521E-01   9.18138298E-01   9.35331547E-01   9.59229188E-01   9.60447489E-01   9.64709534E-01 
  7.35854130E-01   7.75128197E-01   8.20199171E-01   8.34364736E-01   8.60124981E-01   9.02772850E-01   9.24696973E-01   9.37528722E-01 
  6.55947757E-01   6.97260856E-01   7.45826290E-01   7.61936321E-01   7.93119196E-01   8.52855832E-01   8.83545466E-01   9.04205271E-01 
  8.67405708E-01   8.99998019E-01   9.33239054E-01   9.42495375E-01   9.58411975E-01   9.79759030E-01   9.88276267E-01   9.91282798E-01 
  8.08615995E-01   8.48260566E-01   8.91586479E-01   9.04336895E-01   9.26590915E-01   9.56579387E-01   9.68081147E-01   9.73999635E-01 
  8.43084899E-01   8.80189904E-01   9.19213259E-01   9.30059702E-01   9.48590028E-01   9.73914092E-01   9.84506097E-01   9.88468337E-01 
  8.47224410E-01   8.83209101E-01   9.18619426E-01   9.28069938E-01   9.44694180E-01   9.68676529E-01   9.76187567E-01   9.72537941E-01 
  7.85383833E-01   8.27490844E-01   8.74419315E-01   8.88532471E-01   9.14442355E-01   9.53092869E-01   9.69840886E-01   9.76877204E-01 
  7.36131020E-01   7.73540457E-01   8.16976950E-01   8.30996172E-01   8.57831452E-01   9.04189833E-01   9.25272079E-01   9.36804887E-01 
  8.46258815E-01   8.79218251E-01   9.14898149E-01   9.25564572E-01   9.45131246E-01   9.73442071E-01   9.84519937E-01   9.88393835E-01 
  7.73283875E-01   8.17355482E-01   8.67186841E-01   8.81464473E-01   9.05637087E-01   9.32908414E-01   9.50184281E-01   9.59127129E-01 
  8.67099183E-01   8.98527129E-01   9.29920659E-01   9.38647808E-01   9.53970471E-01   9.77157046E-01   9.85094395E-01   9.88505052E-01 
  8.11671788E-01   8.53474411E-01   8.99009865E-01   9.12342452E-01   9.35873629E-01   9.67074834E-01   9.79831242E-01   9.84663266E-01 
  7.76142490E-01   8.21447628E-01   8.70183559E-01   8.84352765E-01   9.09778919E-01   9.48599668E-01   9.63848392E-01   9.70795334E-01 
  8.53731526E-01   8.83011203E-01   9.12477704E-01   9.20851296E-01   9.35800330E-01   9.62004075E-01   9.69216955E-01   9.71613709E-01 
  7.17548193E-01   7.52365119E-01   7.92109655E-01   8.06157955E-01   8.33622445E-01   8.87318371E-01   9.13403763E-01   9.26824306E-01 
  7.68769648E-01   8.09606930E-01   8.54451483E-01   8.68114887E-01   8.93078793E-01   9.30694440E-01   9.47971311E-01   9.57280706E-01 
  8.44568897E-01   8.77980613E-01   9.13809251E-01   9.24341454E-01   9.43934622E-01   9.72123160E-01   9.83302213E-01   9.87441417E-01 
  8.27293889E-01   8.66085539E-01   9.07859533E-01   9.19756409E-01   9.40502348E-01   9.69564265E-01   9.81886391E-01   9.86322436E-01 
  8.51905406E-01   8.88171950E-01   9.26179113E-01   9.36602142E-01   9.54337621E-01   9.75963866E-01   9.85135963E-01   9.88811766E-01 
  8.43330842E-01   8.79691194E-01   9.17647638E-01   9.28323477E-01   9.46945841E-01   9.72599608E-01   9.83087121E-01   9.87032046E-01 
  8.14694216E-01   8.55367535E-01   8.99709410E-01   9.12577586E-01   9.35214021E-01   9.66701260E-01   9.79773540E-01   9.84761193E-01 
  8.23463040E-01   8.58005474E-01   8.94325289E-01   9.04856049E-01   9.23636377E-01   9.53341257E-01   9.66147424E-01   9.70754560E-01 
  7.30192521E-01   7.79058110E-01   8.37973170E-01   8.55309210E-01   8.89764161E-01   9.41635133E-01   9.63711590E-01   9.72360013E-01 
  5.77192545E-01   6.23509878E-01   6.82585047E-01   7.02421637E-01   7.41222147E-01   8.03169274E-01   8.35814073E-01   8.64841058E-01 
  8.71490954E-01   9.01975888E-01   9.31138861E-01   9.39085681E-01   9.51804218E-01   9.76320477E-01   9.82027019E-01   9.84634406E-01 
  8.48529535E-01   8.82248846E-01   9.16642313E-01   9.26112708E-01   9.42282092E-01   9.67024399E-01   9.73972368E-01   9.77616436E-01 
  8.12408775E-01   8.52187238E-01   8.94008794E-01   9.05454983E-01   9.24999368E-01   9.53167139E-01   9.65032607E-01   9.71285399E-01 
  7.35745420E-01   7.88345883E-01   8.47020008E-01   8.64119627E-01   8.94323637E-01   9.36568213E-01   9.56158008E-01   9.65574876E-01 
  6.73194319E-01   7.20181599E-01   7.80323995E-01   8.00646099E-01   8.40249325E-01   9.04180923E-01   9.35929650E-01   9.50788442E-01 
  8.54278899E-01   8.86939724E-01   9.20051631E-01   9.29326029E-01   9.45604048E-01   9.70479038E-01   9.77939774E-01   9.81877486E-01 
  8.03060798E-01   8.38887975E-01   8.77840394E-01   8.89840340E-01   9.12637592E-01   9.48604515E-01   9.64101386E-01   9.70843315E-01 
  7.56982822E-01   7.97899756E-01   8.43333415E-01   8.57145739E-01   8.82444177E-01   9.21978003E-01   9.39323158E-01   9.46474705E-01 
  7.54302918E-01   8.03545931E-01   8.59246578E-01   8.76015738E-01   9.06643784E-01   9.50112704E-01   9.68939746E-01   9.76382638E-01 
  8.25880910E-01   8.62435421E-01   9.02103388E-01   9.13880675E-01   9.35278918E-01   9.67475455E-01   9.80781255E-01   9.85548449E-01 
  7.62580189E-01   8.02002708E-01   8.49343941E-01   8.64444306E-01   8.92741078E-01   9.36624560E-01   9.55204102E-01   9.61117085E-01 
  8.33713003E-01   8.71892602E-01   9.11281397E-01   9.22180142E-01   9.40960493E-01   9.64820015E-01   9.75443522E-01   9.80537558E-01 
  8.03161115E-01   8.44724764E-01   8.90171117E-01   9.03631387E-01   9.28184600E-01   9.63969710E-01   9.78450306E-01   9.83811732E-01 
  8.52852802E-01   8.85235605E-01   9.17975799E-01   9.27302034E-01   9.44535838E-01   9.72424140E-01   9.81628977E-01   9.85175530E-01 
  8.65481744E-01   8.98470093E-01   9.31751239E-01   9.40885983E-01   9.56867694E-01   9.77137310E-01   9.83933716E-01   9.86786702E-01 
  8.48210876E-01   8.82201232E-01   9.17820123E-01   9.28070768E-01   9.46459585E-01   9.73216695E-01   9.83521794E-01   9.87564491E-01 
  8.25320193E-01   8.59999637E-01   8.98531610E-01   9.10291543E-01   9.31695691E-01   9.62682978E-01   9.74906193E-01   9.79070521E-01 
  8.69577380E-01   9.02323519E-01   9.34501827E-01   9.43196288E-01   9.58367240E-01   9.78953750E-01   9.86935895E-01   9.89993302E-01 
  8.62377435E-01   8.92615979E-01   9.24194848E-01   9.33416054E-01   9.50210535E-01   9.76280548E-01   9.86144505E-01   9.89575182E-01 
  8.85089938E-01   9.11392740E-01   9.37650176E-01   9.45178899E-01   9.58875032E-01   9.80898804E-01   9.88126186E-01   9.90821638E-01 
  8.40342428E-01   8.77457160E-01   9.15738999E-01   9.26447128E-01   9.45106877E-01   9.69487957E-01   9.79950273E-01   9.84296251E-01 
  7.58446103E-01   8.08526876E-01   8.64098062E-01   8.80726448E-01   9.10808512E-01   9.54803750E-01   9.72890374E-01   9.79586992E-01 
  8.49852794E-01   8.85923518E-01   9.23345120E-01   9.33650985E-01   9.51263281E-01   9.73856661E-01   9.83498300E-01   9.87496940E-01 
  8.51118475E-01   8.84505326E-01   9.19239613E-01   9.29262016E-01   9.47476728E-01   9.74307793E-01   9.84141928E-01   9.88033845E-01 
  6.83477990E-01   7.30698864E-01   7.87679105E-01   8.05900608E-01   8.38238738E-01   8.84365031E-01   9.10294495E-01   9.26771488E-01 
