t(412)  t(443)  t(490)  t(510)  t(555)  t(670)  t(765)  t(865)  
  6.56608658E-01   7.06938313E-01   7.69962195E-01   7.90728329E-01   8.31438947E-01   8.99793754E-01   9.31390302E-01   9.45623301E-01 
  8.28030333E-01   8.68074579E-01   9.10874509E-01   9.23012071E-01   9.43827808E-01   9.70550811E-01   9.81669177E-01   9.86186829E-01 
  8.43469929E-01   8.78177018E-01   9.14881633E-01   9.25548219E-01   9.44876788E-01   9.72971031E-01   9.84032772E-01   9.88054858E-01 
  7.81901420E-01   8.19498336E-01   8.59576546E-01   8.71210064E-01   8.92237043E-01   9.25725473E-01   9.40466817E-01   9.49998099E-01 
  6.75505922E-01   7.30248805E-01   7.95555567E-01   8.16092079E-01   8.54592366E-01   9.15234151E-01   9.44170723E-01   9.56251010E-01 
  8.73184816E-01   9.00877050E-01   9.29911465E-01   9.38457975E-01   9.53997918E-01   9.78427324E-01   9.87669486E-01   9.90796921E-01 
  8.25321595E-01   8.62767777E-01   9.02759524E-01   9.14366072E-01   9.35269268E-01   9.65938050E-01   9.78702212E-01   9.83414755E-01 
  8.62641827E-01   8.95331444E-01   9.27711561E-01   9.36504937E-01   9.52043147E-01   9.74429873E-01   9.83100942E-01   9.86684727E-01 
  8.51341982E-01   8.83336546E-01   9.16526097E-01   9.26117165E-01   9.43649007E-01   9.69679542E-01   9.79885850E-01   9.84088871E-01 
  5.36090483E-01   5.86242876E-01   6.52836113E-01   6.75881157E-01   7.20635757E-01   7.90665126E-01   8.38088498E-01   8.67551716E-01 
  8.43901096E-01   8.79258079E-01   9.16130603E-01   9.26537036E-01   9.44980273E-01   9.70627532E-01   9.80835536E-01   9.85274478E-01 
  8.42468705E-01   8.80185587E-01   9.19288538E-01   9.30147738E-01   9.48905030E-01   9.74329419E-01   9.84425589E-01   9.88286260E-01 
  7.95559618E-01   8.36850143E-01   8.83081892E-01   8.96617556E-01   9.19643087E-01   9.46714935E-01   9.60354794E-01   9.68356650E-01 
  6.10102092E-01   6.51487726E-01   7.04020704E-01   7.22011878E-01   7.57963215E-01   8.26618846E-01   8.65020761E-01   8.90487127E-01 
  8.06095684E-01   8.46900672E-01   8.90779965E-01   9.03634326E-01   9.26961761E-01   9.62031639E-01   9.76416306E-01   9.81931309E-01 
  8.78818799E-01   9.05095887E-01   9.32301200E-01   9.40243850E-01   9.55086038E-01   9.78914638E-01   9.87902811E-01   9.90878764E-01 
  7.03593410E-01   7.40700116E-01   7.82024837E-01   7.95978855E-01   8.24863470E-01   8.79465580E-01   9.07560286E-01   9.24381575E-01 
  6.85362151E-01   7.24219340E-01   7.70277103E-01   7.85716800E-01   8.15521436E-01   8.67067790E-01   9.00370478E-01   9.17069331E-01 
  7.46980412E-01   7.92347661E-01   8.42657584E-01   8.57833251E-01   8.85558235E-01   9.20604831E-01   9.37702312E-01   9.48865078E-01 
  8.51552421E-01   8.86753507E-01   9.23786355E-01   9.34023583E-01   9.51387200E-01   9.74602992E-01   9.82913676E-01   9.86854540E-01 
  7.58190346E-01   8.08115999E-01   8.64361265E-01   8.81196489E-01   9.11876061E-01   9.55091058E-01   9.72339538E-01   9.78998925E-01 
  8.05195730E-01   8.46608842E-01   8.91545066E-01   9.04709470E-01   9.28427778E-01   9.62804188E-01   9.77112113E-01   9.82306595E-01 
  8.44470672E-01   8.81524968E-01   9.20811972E-01   9.31771755E-01   9.50304696E-01   9.74687970E-01   9.84947395E-01   9.88774832E-01 
  8.03574453E-01   8.42380415E-01   8.84128721E-01   8.96273443E-01   9.18255364E-01   9.48859976E-01   9.62587651E-01   9.70234828E-01 
  5.19937775E-01   5.62027554E-01   6.16566931E-01   6.36038993E-01   6.75912335E-01   7.54155120E-01   8.02549880E-01   8.40267754E-01 
  8.43790174E-01   8.80873490E-01   9.19709012E-01   9.30394589E-01   9.48320447E-01   9.72307815E-01   9.82763046E-01   9.86841715E-01 
  8.34254239E-01   8.72332870E-01   9.12801101E-01   9.24198407E-01   9.44051371E-01   9.71856277E-01   9.83553724E-01   9.87762216E-01 
  8.64693942E-01   8.94478556E-01   9.24878515E-01   9.33532969E-01   9.48861023E-01   9.73074255E-01   9.82658965E-01   9.85802553E-01 
  6.78267598E-01   7.34648581E-01   8.01370118E-01   8.22067152E-01   8.60520215E-01   9.19607788E-01   9.45790470E-01   9.56703667E-01 
  7.22128903E-01   7.67503960E-01   8.21748189E-01   8.38456188E-01   8.66469952E-01   8.96960469E-01   9.13838349E-01   9.28386015E-01 
  8.46854560E-01   8.82198019E-01   9.18798436E-01   9.29185692E-01   9.47406586E-01   9.72114032E-01   9.82609615E-01   9.86621668E-01 
  8.24355359E-01   8.63420922E-01   9.04959284E-01   9.16972036E-01   9.38559738E-01   9.68769792E-01   9.80980010E-01   9.85686925E-01 
  8.08503805E-01   8.47220459E-01   8.89660101E-01   9.01730717E-01   9.22481329E-01   9.49200102E-01   9.62035506E-01   9.68730547E-01 
  8.69211699E-01   8.97813626E-01   9.26404622E-01   9.34540336E-01   9.49231462E-01   9.74227263E-01   9.82099122E-01   9.85525489E-01 
  6.78357725E-01   7.31897621E-01   7.96370976E-01   8.16936171E-01   8.55928397E-01   9.18599753E-01   9.45798878E-01   9.58951834E-01 
  7.00281768E-01   7.50995968E-01   8.11608792E-01   8.30894689E-01   8.67297134E-01   9.25063215E-01   9.51352054E-01   9.62875322E-01 
  8.73528523E-01   9.04242025E-01   9.34963881E-01   9.43384699E-01   9.58158650E-01   9.79325179E-01   9.87161846E-01   9.90265486E-01 
  8.28037004E-01   8.65538190E-01   9.04873528E-01   9.15565227E-01   9.33789140E-01   9.57332218E-01   9.61479748E-01   9.67279496E-01 
  7.58633098E-01   8.03755947E-01   8.56558227E-01   8.73129367E-01   9.04443219E-01   9.51973179E-01   9.71322107E-01   9.78190023E-01 
  8.42069699E-01   8.75000900E-01   9.10169013E-01   9.20507031E-01   9.39380082E-01   9.68637304E-01   9.80798438E-01   9.84917404E-01 
  6.92154403E-01   7.42310974E-01   8.05377810E-01   8.26313505E-01   8.66830787E-01   9.32287524E-01   9.59655455E-01   9.69450690E-01 
  7.26856094E-01   7.69934533E-01   8.19379716E-01   8.35073115E-01   8.64816227E-01   9.15529755E-01   9.41700316E-01   9.54478325E-01 
  6.65708432E-01   7.14354673E-01   7.74147873E-01   7.94195807E-01   8.33561602E-01   9.02713751E-01   9.35421678E-01   9.50281400E-01 
  7.56414854E-01   8.05768405E-01   8.60866745E-01   8.77835221E-01   9.08180703E-01   9.52422164E-01   9.70787756E-01   9.77709356E-01 
  6.92648061E-01   7.41954752E-01   8.01804768E-01   8.21133782E-01   8.57693241E-01   9.14812830E-01   9.40959991E-01   9.53082629E-01 
  8.04167162E-01   8.46341049E-01   8.92239183E-01   9.05715120E-01   9.30052613E-01   9.64797742E-01   9.78972088E-01   9.84195636E-01 
  8.77748552E-01   9.05106689E-01   9.32035953E-01   9.39778323E-01   9.53238343E-01   9.81281519E-01   9.90794231E-01   9.93035447E-01 
  6.84148242E-01   7.22757350E-01   7.69362604E-01   7.85269301E-01   8.17535177E-01   8.78537709E-01   9.09504239E-01   9.27038276E-01 
  8.09139111E-01   8.49912723E-01   8.93593683E-01   9.06276764E-01   9.29253352E-01   9.62386218E-01   9.75913419E-01   9.80962414E-01 
  8.28459537E-01   8.64500745E-01   9.03736492E-01   9.15365339E-01   9.36599993E-01   9.68134375E-01   9.80696905E-01   9.85258167E-01 
  8.01691329E-01   8.46377672E-01   8.93977357E-01   9.07352315E-01   9.30422401E-01   9.62133080E-01   9.76538102E-01   9.82204599E-01 
  8.65895179E-01   8.99199222E-01   9.33065718E-01   9.42249338E-01   9.57840258E-01   9.77873506E-01   9.84734904E-01   9.87630300E-01 
  8.69756074E-01   8.97522428E-01   9.27196262E-01   9.35960191E-01   9.52202564E-01   9.77239134E-01   9.87003200E-01   9.90195678E-01 
  8.19835554E-01   8.58304439E-01   9.00213431E-01   9.12488273E-01   9.34530790E-01   9.66009596E-01   9.79013151E-01   9.83989071E-01 
  8.05710827E-01   8.49104691E-01   8.96119747E-01   9.09682048E-01   9.33727466E-01   9.67630797E-01   9.81264877E-01   9.86128331E-01 
  8.52510596E-01   8.88004816E-01   9.24878415E-01   9.35098666E-01   9.52751143E-01   9.77194158E-01   9.86963834E-01   9.90425310E-01 
  7.20284916E-01   7.73955165E-01   8.35931960E-01   8.54862176E-01   8.89745119E-01   9.41684379E-01   9.63460740E-01   9.71569288E-01 
  6.78445323E-01   7.30838854E-01   7.94779141E-01   8.15750559E-01   8.55249916E-01   9.17848658E-01   9.45146370E-01   9.56212596E-01 
  8.58050438E-01   8.92846215E-01   9.28675859E-01   9.38437052E-01   9.55045978E-01   9.76394711E-01   9.84603450E-01   9.88220884E-01 
  7.80031502E-01   8.19254719E-01   8.62538980E-01   8.74755518E-01   8.94879267E-01   9.28006232E-01   9.36204765E-01   9.43548600E-01 
  7.76140595E-01   8.10677587E-01   8.48575030E-01   8.60255344E-01   8.81956151E-01   9.21580048E-01   9.44847437E-01   9.55554282E-01 
  8.35639365E-01   8.72700456E-01   9.11390329E-01   9.22082908E-01   9.40678869E-01   9.62550590E-01   9.71164352E-01   9.76402900E-01 
  8.30283876E-01   8.68169560E-01   9.08213223E-01   9.19743163E-01   9.40451284E-01   9.69851244E-01   9.81661596E-01   9.86168492E-01 
  5.14252267E-01   5.41504933E-01   5.79798016E-01   5.95117825E-01   6.30387440E-01   7.12991006E-01   7.63518351E-01   8.00612010E-01 
  7.96549507E-01   8.36825718E-01   8.78227454E-01   8.89829357E-01   9.10495828E-01   9.42300197E-01   9.51720566E-01   9.58610963E-01 
  8.40692545E-01   8.74692948E-01   9.11311738E-01   9.22113994E-01   9.41658070E-01   9.70919531E-01   9.82952440E-01   9.87041450E-01 
  7.79042232E-01   8.23920202E-01   8.74199605E-01   8.89288320E-01   9.16804700E-01   9.57088665E-01   9.74222738E-01   9.80228229E-01 
  7.25538569E-01   7.66957040E-01   8.12643751E-01   8.26416502E-01   8.51800757E-01   8.92382017E-01   9.09973996E-01   9.18797507E-01 
  7.85199075E-01   8.27023502E-01   8.74526642E-01   8.88768987E-01   9.12901364E-01   9.41826775E-01   9.56001752E-01   9.64402758E-01 
  8.73903044E-01   9.02326308E-01   9.31621383E-01   9.40093846E-01   9.55572576E-01   9.78540978E-01   9.87116413E-01   9.90289919E-01 
  6.84349037E-01   7.31615224E-01   7.87680328E-01   8.05498486E-01   8.39721179E-01   8.96792513E-01   9.24619462E-01   9.39664807E-01 
  8.32137879E-01   8.70958774E-01   9.10004885E-01   9.20467303E-01   9.38765075E-01   9.63340736E-01   9.71530008E-01   9.76127749E-01 
  7.21638815E-01   7.60944337E-01   8.06444863E-01   8.21035029E-01   8.48327327E-01   8.92482012E-01   9.18778927E-01   9.31481738E-01 
  8.81243080E-01   9.11523103E-01   9.40763215E-01   9.48570009E-01   9.62229156E-01   9.82071958E-01   9.88866734E-01   9.91445095E-01 
  5.40209793E-01   5.77452626E-01   6.31656550E-01   6.51463058E-01   6.92844322E-01   7.55815462E-01   7.86377680E-01   8.16898019E-01 
  7.58594605E-01   8.07129690E-01   8.61965477E-01   8.78522744E-01   9.08862415E-01   9.53567487E-01   9.72789728E-01   9.79564489E-01 
  8.52155658E-01   8.87681316E-01   9.23876757E-01   9.33855027E-01   9.51277947E-01   9.74753253E-01   9.83643630E-01   9.87587083E-01 
  8.66861511E-01   8.97264469E-01   9.28256904E-01   9.37108989E-01   9.52214628E-01   9.76584222E-01   9.85349586E-01   9.88641972E-01 
  7.32005119E-01   7.76207800E-01   8.27199286E-01   8.43258507E-01   8.73572246E-01   9.22217757E-01   9.43749983E-01   9.54957557E-01 
  8.49144302E-01   8.80755727E-01   9.14309083E-01   9.24418755E-01   9.43308455E-01   9.70486928E-01   9.80839327E-01   9.84543863E-01 
  8.77830472E-01   9.05495355E-01   9.33841403E-01   9.42132476E-01   9.57652402E-01   9.80255063E-01   9.88087879E-01   9.90804354E-01 
  8.64393102E-01   8.97736469E-01   9.31491261E-01   9.40686222E-01   9.56573738E-01   9.77383345E-01   9.85605786E-01   9.88874158E-01 
  7.88391217E-01   8.30058485E-01   8.77432550E-01   8.92028132E-01   9.19066440E-01   9.60146947E-01   9.76923066E-01   9.82720765E-01 
  6.61347169E-01   7.05455304E-01   7.55796411E-01   7.71570956E-01   8.00481857E-01   8.47262251E-01   8.69597591E-01   8.78202358E-01 
  8.44569945E-01   8.77998709E-01   9.13851207E-01   9.24412971E-01   9.43624915E-01   9.72598917E-01   9.84044141E-01   9.88050894E-01 
  7.90729749E-01   8.32143701E-01   8.77304650E-01   8.90241249E-01   9.12880301E-01   9.40708344E-01   9.52487488E-01   9.60632694E-01 
  8.41261823E-01   8.75174804E-01   9.11621224E-01   9.22263421E-01   9.41935307E-01   9.71366555E-01   9.83134571E-01   9.87326552E-01 
  6.63906820E-01   7.17145109E-01   7.88305270E-01   8.09453941E-01   8.49199061E-01   9.11784906E-01   9.40170676E-01   9.52711824E-01 
  8.16084677E-01   8.56584105E-01   8.98849055E-01   9.11464383E-01   9.32742116E-01   9.65974082E-01   9.78536868E-01   9.83195532E-01 
  8.24175877E-01   8.63685198E-01   9.05868088E-01   9.17983096E-01   9.39685007E-01   9.70669175E-01   9.83063726E-01   9.87486495E-01 
  8.82199615E-01   9.09058302E-01   9.35142403E-01   9.42394381E-01   9.55437892E-01   9.79182956E-01   9.87007964E-01   9.89571716E-01 
  6.89078491E-01   7.37421888E-01   7.96578253E-01   8.14959966E-01   8.47805567E-01   8.92938225E-01   9.19250329E-01   9.36534246E-01 
  8.25942129E-01   8.62844146E-01   9.03044566E-01   9.14979688E-01   9.36661457E-01   9.68905913E-01   9.82134700E-01   9.86673948E-01 
  8.44372065E-01   8.81001718E-01   9.18934136E-01   9.29458985E-01   9.47491679E-01   9.72115146E-01   9.81823235E-01   9.85896117E-01 
  7.42654734E-01   7.87020208E-01   8.35559460E-01   8.49811022E-01   8.75215309E-01   9.14232236E-01   9.34874426E-01   9.45832263E-01 
  7.25774522E-01   7.73288519E-01   8.28921753E-01   8.46706240E-01   8.80831718E-01   9.35420245E-01   9.58691551E-01   9.68257368E-01 
  8.18477700E-01   8.56881156E-01   8.98055337E-01   9.10051978E-01   9.31495886E-01   9.64152621E-01   9.77594903E-01   9.82935283E-01 
  8.67049516E-01   8.99135570E-01   9.31695669E-01   9.40830965E-01   9.56989218E-01   9.78616675E-01   9.87129500E-01   9.90223128E-01 
  7.49113345E-01   7.86853238E-01   8.28798955E-01   8.41964513E-01   8.67209512E-01   9.06596186E-01   9.22387742E-01   9.32921225E-01 
  7.73266217E-01   8.15150862E-01   8.59840196E-01   8.72317102E-01   8.93283769E-01   9.20120703E-01   9.35192647E-01   9.45073084E-01 
  8.70225619E-01   9.01748530E-01   9.33162331E-01   9.41738027E-01   9.56817183E-01   9.78434312E-01   9.86393485E-01   9.89657516E-01 
  7.30168110E-01   7.71113356E-01   8.17720243E-01   8.32449013E-01   8.59923556E-01   9.06361451E-01   9.30052929E-01   9.43172708E-01 
  8.33153286E-01   8.68411593E-01   9.06464875E-01   9.17712858E-01   9.38317316E-01   9.68933710E-01   9.81335795E-01   9.85820968E-01 
  8.70834085E-01   9.00841478E-01   9.31587574E-01   9.40304507E-01   9.55945347E-01   9.77846148E-01   9.85870825E-01   9.89300111E-01 
  8.31810804E-01   8.71115831E-01   9.13286053E-01   9.25198149E-01   9.45281957E-01   9.71784007E-01   9.82875546E-01   9.86962420E-01 
  6.95946581E-01   7.44306902E-01   8.06159962E-01   8.26988079E-01   8.67807816E-01   9.32914370E-01   9.61076554E-01   9.70746149E-01 
  7.38441415E-01   7.82183864E-01   8.31448954E-01   8.46369211E-01   8.74074935E-01   9.15031943E-01   9.33867694E-01   9.47508897E-01 
  7.79823928E-01   8.27141883E-01   8.78793465E-01   8.93674040E-01   9.19859805E-01   9.54876292E-01   9.69798833E-01   9.76374386E-01 
  8.07307610E-01   8.52022492E-01   8.99574223E-01   9.12842726E-01   9.35325841E-01   9.65411445E-01   9.78624313E-01   9.83928271E-01 
  8.00496018E-01   8.40031191E-01   8.83191616E-01   8.95934308E-01   9.19045608E-01   9.52810148E-01   9.67037536E-01   9.73756821E-01 
  7.00465914E-01   7.39271301E-01   7.88324044E-01   8.04216070E-01   8.36440838E-01   8.79845843E-01   9.19734603E-01   9.34787723E-01 
  6.95294382E-01   7.57283752E-01   8.28418464E-01   8.49425284E-01   8.87338607E-01   9.39559629E-01   9.62380893E-01   9.71150550E-01 
  6.11857150E-01   6.55357141E-01   7.08897327E-01   7.27157675E-01   7.62314607E-01   8.25899916E-01   8.68407682E-01   8.92942207E-01 
  8.54309079E-01   8.90142917E-01   9.26424435E-01   9.36334393E-01   9.53485606E-01   9.76822253E-01   9.86118955E-01   9.89596369E-01 
  7.65726660E-01   8.15806884E-01   8.70134698E-01   8.85966127E-01   9.14551247E-01   9.55708238E-01   9.72820525E-01   9.79541707E-01 
  7.69749227E-01   8.15640725E-01   8.66752632E-01   8.82023561E-01   9.09818933E-01   9.50717317E-01   9.68366321E-01   9.75936674E-01 
  7.18166671E-01   7.72208448E-01   8.35449499E-01   8.54834115E-01   8.90395435E-01   9.42731402E-01   9.66142737E-01   9.74524639E-01 
  6.15527526E-01   6.73731111E-01   7.46068672E-01   7.69092672E-01   8.12426459E-01   8.82342031E-01   9.16612460E-01   9.33659441E-01 
  6.53763276E-01   6.99172518E-01   7.54733222E-01   7.72532603E-01   8.05819667E-01   8.64343473E-01   8.98882060E-01   9.20873294E-01 
  6.99577579E-01   7.50213034E-01   8.08525206E-01   8.26756047E-01   8.61133240E-01   9.16755632E-01   9.43299182E-01   9.56215544E-01 
  7.83592392E-01   8.25356959E-01   8.72744546E-01   8.87343274E-01   9.14601783E-01   9.56063687E-01   9.72925213E-01   9.79279490E-01 
  4.77574283E-01   5.16024500E-01   5.68781481E-01   5.88425944E-01   6.29384196E-01   7.14000074E-01   7.78596590E-01   8.22748026E-01 
  7.49546180E-01   7.95194750E-01   8.48300496E-01   8.65178060E-01   8.97688998E-01   9.47568001E-01   9.68107520E-01   9.75696332E-01 
  8.34621868E-01   8.70917651E-01   9.08801865E-01   9.19390983E-01   9.37515261E-01   9.64880142E-01   9.72989744E-01   9.77281327E-01 
  6.31580077E-01   6.72213449E-01   7.21326986E-01   7.37548777E-01   7.67865956E-01   8.14727028E-01   8.47055844E-01   8.64566493E-01 
  8.33893517E-01   8.71933493E-01   9.12752625E-01   9.24360968E-01   9.44389126E-01   9.72324116E-01   9.83873040E-01   9.88109510E-01 
  8.36651879E-01   8.72856410E-01   9.10554243E-01   9.21524809E-01   9.41325396E-01   9.72047251E-01   9.83482741E-01   9.87613620E-01 
  8.63786796E-01   8.95760905E-01   9.28545383E-01   9.37804959E-01   9.54078205E-01   9.75260467E-01   9.84319578E-01   9.87949707E-01 
  7.86480743E-01   8.32097079E-01   8.82175998E-01   8.96883575E-01   9.23337277E-01   9.61164704E-01   9.76863943E-01   9.82685113E-01 
  8.42374999E-01   8.80296320E-01   9.20657067E-01   9.31927459E-01   9.50657540E-01   9.73892387E-01   9.84118288E-01   9.88113604E-01 
  8.67267182E-01   8.99195953E-01   9.31632414E-01   9.40758497E-01   9.56995745E-01   9.78906301E-01   9.87512167E-01   9.90673482E-01 
  8.44571165E-01   8.80129945E-01   9.17594862E-01   9.28184174E-01   9.46640974E-01   9.72554999E-01   9.82445687E-01   9.86172180E-01 
  7.60499622E-01   7.97045984E-01   8.35500876E-01   8.47268736E-01   8.69870190E-01   9.04826891E-01   9.09210994E-01   9.21004464E-01 
  4.75366027E-01   5.08692937E-01   5.55927700E-01   5.74355279E-01   6.15251396E-01   7.09033850E-01   7.69501706E-01   8.13920570E-01 
  8.04227668E-01   8.42760690E-01   8.85409197E-01   8.98252089E-01   9.21848267E-01   9.57558235E-01   9.72944649E-01   9.79231337E-01 
  8.28730191E-01   8.66057867E-01   9.06389200E-01   9.18386030E-01   9.40109197E-01   9.70740897E-01   9.82801137E-01   9.87125262E-01 
  8.85521617E-01   9.12605394E-01   9.39087327E-01   9.46443179E-01   9.59987598E-01   9.81309322E-01   9.88834662E-01   9.91578037E-01 
  7.65987573E-01   8.14553381E-01   8.68360923E-01   8.84379021E-01   9.13596681E-01   9.56474791E-01   9.74270756E-01   9.80571903E-01 
  8.35477231E-01   8.68519688E-01   9.03209935E-01   9.13431109E-01   9.32149073E-01   9.63265528E-01   9.75318713E-01   9.80439180E-01 
  6.97422662E-01   7.45085201E-01   8.05389893E-01   8.25649155E-01   8.65571359E-01   9.30714234E-01   9.58342304E-01   9.68545892E-01 
  8.39802720E-01   8.74276004E-01   9.10298414E-01   9.20750416E-01   9.39391725E-01   9.69252889E-01   9.81114259E-01   9.85478892E-01 
  5.97222668E-01   6.51709788E-01   7.23717358E-01   7.47672832E-01   7.92398207E-01   8.62594198E-01   9.03190897E-01   9.24838235E-01 
  8.21083356E-01   8.60495426E-01   9.03530959E-01   9.16055518E-01   9.37937622E-01   9.68907135E-01   9.81748849E-01   9.86462142E-01 
  4.24387293E-01   4.55235261E-01   4.98518721E-01   5.15773170E-01   5.54387508E-01   6.43100501E-01   7.07170361E-01   7.58906204E-01 
  7.96379198E-01   8.38873400E-01   8.85663190E-01   8.99584888E-01   9.25011919E-01   9.62529375E-01   9.77900631E-01   9.83378259E-01 
  7.45198986E-01   7.95574520E-01   8.51645304E-01   8.68322621E-01   8.98568393E-01   9.42755108E-01   9.61037495E-01   9.69044925E-01 
  6.60657488E-01   7.09263508E-01   7.72247780E-01   7.93543192E-01   8.34517513E-01   9.03073421E-01   9.35596073E-01   9.50613394E-01 
  6.72078789E-01   7.19801138E-01   7.84761557E-01   8.04205837E-01   8.40606763E-01   8.97516196E-01   9.24827708E-01   9.39774792E-01 
  8.27164623E-01   8.60039964E-01   8.92590279E-01   9.01458364E-01   9.15863083E-01   9.49228618E-01   9.62878180E-01   9.68152007E-01 
  7.72378123E-01   8.17718073E-01   8.69277555E-01   8.84936940E-01   9.13669431E-01   9.55549358E-01   9.73688244E-01   9.80263962E-01 
  7.87919311E-01   8.31107376E-01   8.79348170E-01   8.93898431E-01   9.20604995E-01   9.60460176E-01   9.76788096E-01   9.82532189E-01 
  8.58433724E-01   8.90313119E-01   9.22871902E-01   9.32207115E-01   9.48997921E-01   9.70396244E-01   9.79025589E-01   9.83645934E-01 
  7.52888823E-01   7.78988531E-01   8.12930542E-01   8.26026511E-01   8.55342944E-01   9.08693015E-01   9.32608174E-01   9.44226555E-01 
  8.15374865E-01   8.54321259E-01   8.95650828E-01   9.07366063E-01   9.27572780E-01   9.54729688E-01   9.67743227E-01   9.73864361E-01 
  8.83184248E-01   9.12428069E-01   9.40689018E-01   9.48257429E-01   9.61668359E-01   9.81972002E-01   9.88951577E-01   9.91582494E-01 
  7.59871630E-01   8.07705434E-01   8.60674721E-01   8.76562938E-01   9.05789149E-01   9.49703269E-01   9.68513701E-01   9.76135398E-01 
  7.54323769E-01   8.02758069E-01   8.57731186E-01   8.74279124E-01   9.04371890E-01   9.48607842E-01   9.67480114E-01   9.75018192E-01 
  8.41117465E-01   8.75842251E-01   9.12091912E-01   9.22669529E-01   9.42182455E-01   9.71128517E-01   9.82773357E-01   9.86919131E-01 
  8.62322454E-01   8.94378813E-01   9.27091121E-01   9.36315554E-01   9.52771191E-01   9.76758220E-01   9.85210735E-01   9.88709021E-01 
  8.44749283E-01   8.81297625E-01   9.19649992E-01   9.30399421E-01   9.49210065E-01   9.75594760E-01   9.86127935E-01   9.89872111E-01 
  8.07812659E-01   8.50142123E-01   8.96320163E-01   9.09384138E-01   9.32402578E-01   9.62330395E-01   9.75287988E-01   9.80867113E-01 
  7.12514050E-01   7.68682780E-01   8.33259809E-01   8.52907793E-01   8.89136944E-01   9.43505369E-01   9.66408430E-01   9.74753002E-01 
  5.46588346E-01   5.92842778E-01   6.53886654E-01   6.75317469E-01   7.18758422E-01   7.97492321E-01   8.49255010E-01   8.80866359E-01 
  8.39473126E-01   8.78003885E-01   9.18129681E-01   9.29157300E-01   9.48322325E-01   9.72874355E-01   9.82841070E-01   9.86984140E-01 
  8.32454152E-01   8.68443677E-01   9.04743067E-01   9.15638203E-01   9.35006335E-01   9.61852425E-01   9.71563989E-01   9.76155831E-01 
  8.43225369E-01   8.80209390E-01   9.18975678E-01   9.29639212E-01   9.48185873E-01   9.73502849E-01   9.82984364E-01   9.86991166E-01 
  8.39657089E-01   8.77249946E-01   9.16258141E-01   9.27054286E-01   9.45411441E-01   9.68233656E-01   9.78164811E-01   9.82797164E-01 
  8.71660812E-01   9.03820637E-01   9.35971227E-01   9.44786286E-01   9.60038657E-01   9.80804397E-01   9.89208410E-01   9.92124236E-01 
  8.62655547E-01   8.95945013E-01   9.28589230E-01   9.37587560E-01   9.52982772E-01   9.72661511E-01   9.79425220E-01   9.82410730E-01 
  8.54929244E-01   8.86277791E-01   9.19502274E-01   9.29321338E-01   9.46736114E-01   9.73851239E-01   9.84769149E-01   9.88524802E-01 
  7.40858588E-01   7.91943889E-01   8.49810038E-01   8.67270066E-01   8.99093335E-01   9.45218118E-01   9.65429128E-01   9.72646198E-01 
  8.25477670E-01   8.60450496E-01   8.97947096E-01   9.09049382E-01   9.28757031E-01   9.60802337E-01   9.74584856E-01   9.80158328E-01 
  4.94267821E-01   5.32883035E-01   5.84667050E-01   6.02853692E-01   6.40091417E-01   7.16112961E-01   7.68875176E-01   8.06311940E-01 
  7.67123048E-01   8.07335020E-01   8.56219199E-01   8.72161234E-01   9.02961641E-01   9.51207847E-01   9.70915470E-01   9.78031179E-01 
  8.31547486E-01   8.69772787E-01   9.11045887E-01   9.22657992E-01   9.41828701E-01   9.66019702E-01   9.79052571E-01   9.84114543E-01 
  8.36349968E-01   8.71616329E-01   9.07156812E-01   9.17026193E-01   9.34574257E-01   9.40686320E-01   9.67758867E-01   9.72774671E-01 
  8.47198687E-01   8.79449148E-01   9.13734109E-01   9.23862838E-01   9.42225209E-01   9.70776044E-01   9.82384647E-01   9.85131363E-01 
  8.69773217E-01   9.02782281E-01   9.36062865E-01   9.44995647E-01   9.60063726E-01   9.79235594E-01   9.86438875E-01   9.89419252E-01 
  7.04676772E-01   7.48938683E-01   8.00922215E-01   8.17517746E-01   8.48914541E-01   9.00050777E-01   9.25522485E-01   9.48333108E-01 
  8.48433219E-01   8.80705387E-01   9.14528630E-01   9.24500543E-01   9.42996140E-01   9.70015891E-01   9.79507632E-01   9.83343973E-01 
  8.03297728E-01   8.45328446E-01   8.91293518E-01   9.04850876E-01   9.29411974E-01   9.64914616E-01   9.79302966E-01   9.84445864E-01 
  8.75131828E-01   9.06478096E-01   9.37030440E-01   9.45270360E-01   9.59811081E-01   9.80162665E-01   9.87928999E-01   9.90797462E-01 
  8.78137119E-01   9.04173635E-01   9.30474965E-01   9.38018326E-01   9.51908507E-01   9.77471415E-01   9.87062493E-01   9.89501351E-01 
  7.36269441E-01   7.73711901E-01   8.15945529E-01   8.29392064E-01   8.55350268E-01   9.04745641E-01   9.33141619E-01   9.46796154E-01 
  8.32366377E-01   8.66198073E-01   9.01729523E-01   9.12050406E-01   9.30930255E-01   9.61050374E-01   9.72339907E-01   9.77339112E-01 
  7.02714893E-01   7.54155660E-01   8.14769648E-01   8.33752504E-01   8.69281060E-01   9.23234676E-01   9.49352871E-01   9.61615358E-01 
  8.69540516E-01   8.99676925E-01   9.30517523E-01   9.39218559E-01   9.54557647E-01   9.77053315E-01   9.85007410E-01   9.88472706E-01 
  8.31481106E-01   8.69231078E-01   9.11173025E-01   9.23392253E-01   9.43702112E-01   9.64660363E-01   9.70631621E-01   9.75419694E-01 
